date,CRSP_STAY_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,46.77524614108981,
2021-04-23 10:00:00,71.05682099512151,
2021-04-23 10:30:00,75.95557937358981,
2021-04-23 12:00:00,67.53692414909787,
2021-04-23 13:30:00,66.52991912490373,
2021-04-23 15:00:00,66.32336796120862,
2021-04-23 15:30:30,66.32336796120862,
2021-04-23 23:59:59,67.63216390390525,w
2021-04-26 00:00:00,80.42675408494003,
2021-04-26 10:00:00,67.00801201061839,
2021-04-26 10:30:00,73.57792054108674,
2021-04-26 12:00:00,80.50293227316129,
2021-04-26 13:30:00,81.8154617997786,
2021-04-26 15:00:00,86.4453100822798,
2021-04-26 15:30:30,86.4453100822798,
2021-04-26 23:59:59,80.32083288899068,c
2021-04-27 00:00:00,81.39638151496465,
2021-04-27 10:00:00,81.22450235215851,
2021-04-27 10:30:00,86.78489109885592,
2021-04-27 12:00:00,100.90282260540985,
2021-04-27 13:30:00,93.1273489795291,
2021-04-27 15:00:00,94.29378306056785,
2021-04-27 15:30:30,94.29378306056785,
2021-04-27 23:59:59,92.12313612219938,c
2021-04-28 00:00:00,76.63468969930798,
2021-04-28 10:00:00,74.43206888910859,
2021-04-28 10:30:00,81.5935048048278,
2021-04-28 12:00:00,79.92147076749004,
2021-04-28 13:30:00,81.46889596554209,
2021-04-28 15:00:00,82.24002100834392,
2021-04-28 15:30:30,82.24002100834392,
2021-04-28 23:59:59,85.6573563855687,c
2021-04-29 00:00:00,78.3521412540014,
2021-04-29 10:00:00,56.61023375111151,
2021-04-29 10:30:00,43.74902728095742,
2021-04-29 12:00:00,21.87757456130771,
2021-04-29 13:30:00,31.835390035296626,
2021-04-29 15:00:00,39.56480502820443,
2021-04-29 15:30:30,39.56480502820443,
2021-04-29 23:59:59,39.887711319167806,c
2021-04-30 00:00:00,27.4055965473203,
2021-04-30 10:00:00,41.459551545009305,
2021-04-30 10:30:00,54.9592082259085,
2021-04-30 12:00:00,48.022500532917235,
2021-04-30 13:30:00,44.28808933759268,
2021-04-30 15:00:00,40.85936948245123,
2021-04-30 15:30:30,40.85936948245123,
2021-04-30 23:59:59,40.19369661662955,w
2021-05-03 00:00:00,37.692251973816155,
2021-05-03 10:00:00,10.676987004778653,
2021-05-03 10:30:00,15.130517104168376,
2021-05-03 12:00:00,4.270741110602842,
2021-05-03 13:30:00,6.416398063567215,
2021-05-03 15:00:00,3.2251654269172434,
2021-05-03 15:30:30,3.2251654269172434,
2021-05-03 23:59:59,0.7854281775902905,c
2021-05-04 00:00:00,-15.717388565849802,
2021-05-04 10:00:00,-50.55605566766036,
2021-05-04 10:30:00,-38.65576628106973,
2021-05-04 12:00:00,-52.720110835189274,
2021-05-04 13:30:00,-45.26659675793502,
2021-05-04 15:00:00,-39.66200747036282,
2021-05-04 15:30:30,-39.66200747036282,
2021-05-04 23:59:59,-38.87166476811842,c
2021-05-05 00:00:00,-45.300789268524966,
2021-05-05 10:00:00,-52.4560158291433,
2021-05-05 10:30:00,-56.98455992275379,
2021-05-05 12:00:00,-55.68257054348564,
2021-05-05 13:30:00,-67.75749918526728,
2021-05-05 15:00:00,-83.21261848309447,
2021-05-05 15:30:30,-83.21261848309447,
2021-05-05 23:59:59,-80.3263092010807,c
2021-05-06 00:00:00,-104.21676517998198,
2021-05-06 10:00:00,-133.19904279783975,
2021-05-06 10:30:00,-148.88791418672125,
2021-05-06 12:00:00,-162.91683540500526,
2021-05-06 13:30:00,-170.0588136232926,
2021-05-06 15:00:00,-180.31348232986093,
2021-05-06 15:30:30,-180.31348232986093,
2021-05-06 23:59:59,-170.65316969407684,c
2021-05-07 00:00:00,-156.31046918507033,
2021-05-07 10:00:00,-152.8273486133446,
2021-05-07 10:30:00,-149.7056647267631,
2021-05-07 12:00:00,-155.50577866563418,
2021-05-07 13:30:00,-174.32860687287913,
2021-05-07 15:00:00,-179.13895031511856,
2021-05-07 15:30:30,-179.13895031511856,
2021-05-07 23:59:59,-179.31224306616198,w
2021-05-10 00:00:00,-185.51081099994195,
2021-05-10 10:00:00,-218.30305268483312,
2021-05-10 10:30:00,-220.77173392268583,
2021-05-10 12:00:00,-212.12435480162557,
2021-05-10 13:30:00,-220.43950653203873,
2021-05-10 15:00:00,-229.64614107546015,
2021-05-10 15:30:30,-229.64614107546015,
2021-05-10 23:59:59,-221.23787193361488,c
2021-05-11 00:00:00,-258.8885558356605,
2021-05-11 10:00:00,-206.15630413487497,
2021-05-11 10:30:00,-213.026201950887,
2021-05-11 12:00:00,-182.47968867700413,
2021-05-11 13:30:00,-173.66137126849856,
2021-05-11 15:00:00,-169.30136748259173,
2021-05-11 15:30:30,-169.30136748259173,
2021-05-11 23:59:59,-166.70783850984134,c
2021-05-12 00:00:00,-174.55720655631177,
2021-05-12 10:00:00,-192.6692315368936,
2021-05-12 10:30:00,-196.849364409025,
2021-05-12 12:00:00,-199.77621671800128,
2021-05-12 13:30:00,-196.9147187533971,
2021-05-12 15:00:00,-199.81504640330465,
2021-05-12 15:30:30,-199.81504640330465,
2021-05-12 23:59:59,-195.13195852442374,c
2021-05-13 00:00:00,-193.9388413716677,
2021-05-13 10:00:00,-195.83328934215996,
2021-05-13 10:30:00,-194.41870281153376,
2021-05-13 12:00:00,-220.52763082443116,
