date,SCHD_2021_Q2,meta
2021-05-21 00:00:00,187.83802617733107,
2021-05-21 10:00:00,181.5147121196247,
2021-05-21 10:30:00,179.37123766282429,
2021-05-21 12:00:00,177.46601547889694,
2021-05-21 13:30:00,179.07279592481132,
2021-05-21 15:00:00,180.19296995380762,
2021-05-21 15:30:30,180.19296995380762,
2021-05-21 23:59:59,181.79838100544833,w
2021-05-24 00:00:00,175.736807397356,
2021-05-24 10:00:00,166.34191488334008,
2021-05-24 10:30:00,163.87282966375253,
2021-05-24 12:00:00,166.1067900123968,
2021-05-24 13:30:00,167.18139205437967,
2021-05-24 15:00:00,168.82781771213922,
2021-05-24 15:30:30,168.82781771213922,
2021-05-24 23:59:59,168.57982279072127,c
2021-05-25 00:00:00,170.72266078084164,
2021-05-25 10:00:00,157.28719849864387,
2021-05-25 10:30:00,155.13515280286776,
2021-05-25 12:00:00,147.78085326046923,
2021-05-25 13:30:00,135.5021239345554,
2021-05-25 15:00:00,129.09309190726657,
2021-05-25 15:30:30,129.09309190726657,
2021-05-25 23:59:59,120.82721521467312,c
2021-05-26 00:00:00,123.37817159994015,
2021-05-26 10:00:00,115.29012746785008,
2021-05-26 10:30:00,118.19117173233889,
2021-05-26 12:00:00,120.23242162219263,
2021-05-26 13:30:00,124.49938441341932,
2021-05-26 15:00:00,126.23350822295708,
2021-05-26 15:30:30,126.23350822295708,
2021-05-26 23:59:59,127.57513644314449,c
2021-05-27 00:00:00,132.4224492584239,
2021-05-27 10:00:00,109.48742149681206,
2021-05-27 10:30:00,105.93380834179493,
2021-05-27 12:00:00,106.17710947074208,
2021-05-27 13:30:00,99.5854621970418,
2021-05-27 15:00:00,100.84283803917181,
2021-05-27 15:30:30,100.84283803917181,m
2021-05-27 23:59:59,106.29599806202702,c
2021-05-28 00:00:00,83.36297050000194,
2021-05-28 10:00:00,88.15356615973853,
2021-05-28 10:30:00,100.15958196403149,
2021-05-28 12:00:00,96.1411726849315,
2021-05-28 13:30:00,96.30873562924171,
2021-05-28 15:00:00,106.50426320722109,
2021-05-28 15:30:30,106.50426320722109,
2021-05-28 23:59:59,112.12152370257014,w
2021-05-31 00:00:00,112.12152370257014,
2021-05-31 10:00:00,112.12152370257014,
2021-05-31 10:30:00,112.12152370257014,
2021-05-31 12:00:00,112.12152370257014,
2021-05-31 13:30:00,112.12152370257014,
2021-05-31 15:00:00,112.12152370257014,
2021-05-31 15:30:30,112.12152370257014,
2021-05-31 23:59:59,112.12152370257014,c
2021-06-01 00:00:00,101.57753733758733,
2021-06-01 10:00:00,125.6041430333232,
2021-06-01 10:30:00,136.64700538514884,
2021-06-01 12:00:00,119.96833482662785,
2021-06-01 13:30:00,128.63290238561325,
2021-06-01 15:00:00,119.81948432462838,
2021-06-01 15:30:30,119.81948432462838,
2021-06-01 23:59:59,124.46387279248091,c
2021-06-02 00:00:00,116.13671703546004,
2021-06-02 10:00:00,125.39044616334141,
2021-06-02 10:30:00,117.17303801330618,
2021-06-02 12:00:00,117.83105038210996,
2021-06-02 13:30:00,128.47751176529334,
2021-06-02 15:00:00,129.75596305947823,
2021-06-02 15:30:30,129.75596305947823,
2021-06-02 23:59:59,127.52129480465044,c
2021-06-03 00:00:00,151.25865637533065,
2021-06-03 10:00:00,157.19158492772993,
2021-06-03 10:30:00,153.43411503567228,
2021-06-03 12:00:00,137.35097490072178,
2021-06-03 13:30:00,140.32287704414722,
2021-06-03 15:00:00,149.44822073705984,
2021-06-03 15:30:30,149.44822073705984,
2021-06-03 23:59:59,198.87779382135724,c
2021-06-04 00:00:00,177.86435116041935,
2021-06-04 10:00:00,162.9498422434204,
2021-06-04 10:30:00,155.6371314916439,
2021-06-04 12:00:00,139.63321686718425,
2021-06-04 13:30:00,141.15634895848535,
2021-06-04 15:00:00,126.81453831164524,
2021-06-04 15:30:30,126.81453831164524,
2021-06-04 23:59:59,134.69041978108064,w
2021-06-07 00:00:00,136.59070531892093,
2021-06-07 10:00:00,91.42111401798701,
2021-06-07 10:30:00,84.83915338719783,
2021-06-07 12:00:00,81.1451144249213,
2021-06-07 13:30:00,75.10826591365318,
2021-06-07 15:00:00,55.4660369880319,
2021-06-07 15:30:30,55.4660369880319,
2021-06-07 23:59:59,56.775281411167136,c
2021-06-08 00:00:00,41.23759497802862,
2021-06-08 10:00:00,6.676535523719281,
2021-06-08 10:30:00,-10.843899985890516,
2021-06-08 12:00:00,-10.865392890013894,
2021-06-08 13:30:00,-26.72442615783639,
2021-06-08 15:00:00,-27.818409537530925,
2021-06-08 15:30:30,-27.818409537530925,
2021-06-08 23:59:59,-27.511256781904493,c
2021-06-09 00:00:00,-40.551030285390226,
2021-06-09 10:00:00,1.6056509409227857,
2021-06-09 10:30:00,-3.5974138421802735,
2021-06-09 12:00:00,-1.1616260214545662,
2021-06-09 13:30:00,-6.074942069121008,
2021-06-09 15:00:00,-17.409967607531243,
2021-06-09 15:30:30,-17.409967607531243,
2021-06-09 23:59:59,-11.966020634841485,c
2021-06-10 00:00:00,8.579952734791462,
2021-06-10 10:00:00,26.510137572400673,
2021-06-10 10:30:00,38.643184728316484,
2021-06-10 12:00:00,43.19772199083593,
2021-06-10 13:30:00,43.79131904265009,
2021-06-10 15:00:00,40.37799288007531,
2021-06-10 15:30:30,40.37799288007531,
2021-06-10 23:59:59,21.168799994130545,c
2021-06-11 00:00:00,35.09321874500288,
2021-06-11 10:00:00,3.159362705199513,
2021-06-11 10:30:00,3.898164395230296,
2021-06-11 12:00:00,12.660551950471529,
2021-06-11 13:30:00,-3.0425581703231046,
2021-06-11 15:00:00,-0.4855874527401056,
2021-06-11 15:30:30,-0.4855874527401056,
2021-06-11 23:59:59,0.0,a
