date,OMFL_2022_J,meta
2022-03-22 00:00:00,211.12359509351052,
2022-03-22 10:00:00,247.19528191004008,
2022-03-22 10:30:00,216.47635076955896,
2022-03-22 12:00:00,187.93479063188448,
2022-03-22 13:30:00,196.77177440292448,
2022-03-22 15:00:00,202.46176892955458,
2022-03-22 15:30:30,202.46176892955458,
2022-03-22 23:59:59,196.21447790048813,c
2022-03-23 00:00:00,200.11631287031094,
2022-03-23 10:00:00,190.51065283832352,
2022-03-23 10:30:00,195.89194538689992,
2022-03-23 12:00:00,212.3999349413586,
2022-03-23 13:30:00,194.27773375774353,
2022-03-23 15:00:00,192.00081550288394,
2022-03-23 15:30:30,192.00081550288394,
2022-03-23 23:59:59,194.95180643442407,c
2022-03-24 00:00:00,197.16092693802102,
2022-03-24 10:00:00,203.60961239754454,
2022-03-24 10:30:00,208.48552578557957,
2022-03-24 12:00:00,206.14023487341376,
2022-03-24 13:30:00,205.92717407519933,
2022-03-24 15:00:00,204.01382611932854,
2022-03-24 15:30:30,204.01382611932854,
2022-03-24 23:59:59,197.7994719899241,c
2022-03-25 00:00:00,189.25984948229996,
2022-03-25 10:00:00,190.65918704011767,
2022-03-25 10:30:00,187.42271640813613,
2022-03-25 12:00:00,212.71774036835689,
2022-03-25 13:30:00,206.80229144379223,
2022-03-25 15:00:00,210.53516044945667,
2022-03-25 15:30:30,210.53516044945667,
2022-03-25 23:59:59,213.91129648797585,w
2022-03-28 00:00:00,199.1453382896524,
2022-03-28 10:00:00,156.00105669890206,
2022-03-28 10:30:00,165.8735229837476,
2022-03-28 12:00:00,157.89336950256566,
2022-03-28 13:30:00,157.91137315223258,
2022-03-28 15:00:00,155.8661046836748,
2022-03-28 15:30:30,155.8661046836748,
2022-03-28 23:59:59,156.25054426386484,c
2022-03-29 00:00:00,143.53690560033493,
2022-03-29 10:00:00,146.96013999594686,
2022-03-29 10:30:00,159.5909192035387,
2022-03-29 12:00:00,165.16663233324152,
2022-03-29 13:30:00,167.61359580519755,
2022-03-29 15:00:00,178.40974679998618,
2022-03-29 15:30:30,178.40974679998618,
2022-03-29 23:59:59,175.31098493384957,c
2022-03-30 00:00:00,184.07024985878746,
2022-03-30 10:00:00,177.54142402598774,
2022-03-30 10:30:00,168.5960017725322,
2022-03-30 12:00:00,149.31352835302297,
2022-03-30 13:30:00,135.43930263288064,
2022-03-30 15:00:00,130.35052419031857,
2022-03-30 15:30:30,130.35052419031857,
2022-03-30 23:59:59,125.0090140739556,c
2022-03-31 00:00:00,112.45704097764124,
2022-03-31 10:00:00,130.5488773335167,
2022-03-31 10:30:00,129.85599170013458,
2022-03-31 12:00:00,123.01585089565768,
2022-03-31 13:30:00,117.8051474875299,
2022-03-31 15:00:00,101.43553746172563,
2022-03-31 15:30:30,101.43553746172563,s
2022-03-31 23:59:59,105.16680071997654,c
2022-04-01 00:00:00,115.1782310541015,
2022-04-01 10:00:00,135.602114807172,
2022-04-01 10:30:00,98.73810666261454,
2022-04-01 12:00:00,99.80290695035913,
2022-04-01 13:30:00,81.09289105799822,
2022-04-01 15:00:00,84.23917070811613,
2022-04-01 15:30:30,84.23917070811613,
2022-04-01 23:59:59,78.28613831143545,w
2022-04-04 00:00:00,83.29217869296619,
2022-04-04 10:00:00,55.132011697571286,
2022-04-04 10:30:00,53.03356105290244,
2022-04-04 12:00:00,48.089984555768694,
2022-04-04 13:30:00,39.96760121020121,
2022-04-04 15:00:00,52.28185595005917,
2022-04-04 15:30:30,52.28185595005917,
2022-04-04 23:59:59,42.59304671741818,c
2022-04-05 00:00:00,50.35614953448762,
2022-04-05 10:00:00,20.292794084848374,
2022-04-05 10:30:00,4.691577221392066,
2022-04-05 12:00:00,6.626763048752508,
2022-04-05 13:30:00,10.102409738514993,
2022-04-05 15:00:00,8.984754708377821,
2022-04-05 15:30:30,8.984754708377821,
2022-04-05 23:59:59,0.0,a
2022-04-06 00:00:00,7.377407111553168,
2022-04-06 10:00:00,-5.6776396981747155,
2022-04-06 10:30:00,6.003236900659687,
2022-04-06 12:00:00,-4.10606021989328,
2022-04-06 13:30:00,-7.512058003385462,
2022-04-06 15:00:00,-15.560574915492026,
2022-04-06 15:30:30,-15.560574915492026,
2022-04-06 23:59:59,-17.87224287133928,e
2022-04-07 00:00:00,-9.831314436307693,
2022-04-07 10:00:00,-39.262286496511024,
2022-04-07 10:30:00,-51.842285797614906,
2022-04-07 12:00:00,-60.79250534476482,
2022-04-07 13:30:00,-63.66151140553974,
2022-04-07 15:00:00,-45.77672256541251,
2022-04-07 15:30:30,-45.77672256541251,
2022-04-07 23:59:59,-43.045989927205284,c
2022-04-08 00:00:00,-34.48776692894991,
2022-04-08 10:00:00,-35.00429836777565,
2022-04-08 10:30:00,-20.37412482853297,
2022-04-08 12:00:00,-16.94111837101981,
2022-04-08 13:30:00,-21.660207815427285,
2022-04-08 15:00:00,-14.617883906511281,
2022-04-08 15:30:30,-14.617883906511281,
2022-04-08 23:59:59,-17.828084428475194,w
2022-04-11 00:00:00,-14.154849187345732,
2022-04-11 10:00:00,40.93820957037872,
2022-04-11 10:30:00,64.08295249142517,
2022-04-11 12:00:00,41.689832605603776,
2022-04-11 13:30:00,30.63271015824099,
2022-04-11 15:00:00,41.10824913353936,
2022-04-11 15:30:30,41.10824913353936,
2022-04-11 23:59:59,39.409235347984804,c
2022-04-12 00:00:00,41.66190649055093,
2022-04-12 10:00:00,83.21787082531607,
2022-04-12 10:30:00,71.95849123969724,
2022-04-12 12:00:00,77.70357654419301,
2022-04-12 13:30:00,69.84283727610493,
2022-04-12 15:00:00,63.01918010462043,
2022-04-12 15:30:30,63.01918010462043,
2022-04-12 23:59:59,61.774415078028994,c
2022-04-13 00:00:00,68.74513004530175,
2022-04-13 10:00:00,81.81982394920001,
2022-04-13 10:30:00,61.16240978173025,
2022-04-13 12:00:00,72.94473543996936,
2022-04-13 13:30:00,73.59287389330453,
2022-04-13 15:00:00,72.60571068411393,
2022-04-13 15:30:30,72.60571068411393,
2022-04-13 23:59:59,81.48087103193558,c
2022-04-14 00:00:00,77.16783244255818,
2022-04-14 10:00:00,102.04827437370356,
2022-04-14 10:30:00,114.2388520215928,
2022-04-14 12:00:00,105.57773114782398,
2022-04-14 13:30:00,101.06828359127992,
2022-04-14 15:00:00,105.80495046819784,
2022-04-14 15:30:30,105.80495046819784,
2022-04-14 23:59:59,111.56753812648572,c
2022-04-15 00:00:00,111.56753812648572,
2022-04-15 10:00:00,111.56753812648572,
2022-04-15 10:30:00,111.56753812648572,
2022-04-15 12:00:00,111.56753812648572,
2022-04-15 13:30:00,111.56753812648572,
2022-04-15 15:00:00,111.56753812648572,
2022-04-15 15:30:30,111.56753812648572,
2022-04-15 23:59:59,111.56753812648572,w
2022-04-18 00:00:00,115.13866217099904,
2022-04-18 10:00:00,124.10366038058334,
2022-04-18 10:30:00,114.70165185636542,
2022-04-18 12:00:00,130.97676594311807,
2022-04-18 13:30:00,146.2880033575459,
2022-04-18 15:00:00,147.55873374618272,
2022-04-18 15:30:30,147.55873374618272,
2022-04-18 23:59:59,140.40171172544729,c
2022-04-19 00:00:00,143.65377181304416,
2022-04-19 10:00:00,153.9827190816281,
2022-04-19 10:30:00,147.04842363837585,
2022-04-19 12:00:00,155.42612018332954,
2022-04-19 13:30:00,165.29816554243055,
2022-04-19 15:00:00,165.79994723170776,
2022-04-19 15:30:30,165.79994723170776,
2022-04-19 23:59:59,157.16598053763016,c
2022-04-20 00:00:00,163.11129529551957,
2022-04-20 10:00:00,169.42234802069567,
2022-04-20 10:30:00,160.94337299236756,
2022-04-20 12:00:00,182.31461140256698,
2022-04-20 13:30:00,181.7445092703578,
2022-04-20 15:00:00,183.3063194452385,
2022-04-20 15:30:30,183.3063194452385,
2022-04-20 23:59:59,184.29118734138757,c
