date,EU_FTSE_EU_EM_AW_ADDSDELS_2021_Q4,meta
2021-11-17 04:00:00,4.172885086889437,
2021-11-17 06:00:00,5.623680621583844,
2021-11-17 08:00:00,3.806929818507342,
2021-11-17 10:30:00,3.806929818507342,
2021-11-17 11:00:00,3.806929818507342,
2021-11-17 23:59:59,6.061248539082953,c
2021-11-18 00:00:00,6.724722314592327,
2021-11-18 03:30:00,-4.998639109074247,
2021-11-18 04:00:00,-0.4253529667494149,
2021-11-18 06:00:00,-2.480245368897158,
2021-11-18 08:00:00,-8.728162409003744,
2021-11-18 10:30:00,-8.728162409003744,
2021-11-18 11:00:00,-8.728162409003744,
2021-11-18 23:59:59,-5.901773712294016,c
2021-11-19 00:00:00,-6.422094347200982,
2021-11-19 03:30:00,-3.9506947772079,
2021-11-19 04:00:00,-4.36252875543687,
2021-11-19 06:00:00,-0.6010301034275471,
2021-11-19 08:00:00,1.446423069278353,
2021-11-19 10:30:00,1.446423069278353,
2021-11-19 11:00:00,1.446423069278353,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,-14.53183179226562,
2021-11-22 03:30:00,-1.51144751341144,
2021-11-22 04:00:00,5.397746362898033,
2021-11-22 06:00:00,6.369214039074905,
2021-11-22 08:00:00,-1.020461861826334,
2021-11-22 10:30:00,-1.020461861826334,
2021-11-22 11:00:00,-1.020461861826334,
2021-11-22 23:59:59,-0.294499386467578,c
2021-11-23 00:00:00,4.362954674676075,
2021-11-23 03:30:00,6.278633701459512,
2021-11-23 04:00:00,-1.3448237391594375,
2021-11-23 06:00:00,1.580688487964835,
2021-11-23 08:00:00,-5.864125775864522,
2021-11-23 10:30:00,-5.864125775864522,
2021-11-23 11:00:00,-5.864125775864522,
2021-11-23 23:59:59,13.093167156351228,c
2021-11-24 00:00:00,19.15165512368094,
2021-11-24 03:30:00,25.473346739281624,
2021-11-24 04:00:00,36.904829966263605,
2021-11-24 06:00:00,37.85553716796949,
2021-11-24 08:00:00,49.323151152331775,
2021-11-24 10:30:00,49.323151152331775,
2021-11-24 11:00:00,49.323151152331775,
2021-11-24 23:59:59,31.462377462380573,c
2021-11-25 00:00:00,32.673933103979834,
2021-11-25 03:30:00,36.361710767780096,
2021-11-25 04:00:00,39.55701443208636,
2021-11-25 06:00:00,41.05560619084099,
2021-11-25 08:00:00,39.93058273228871,
2021-11-25 10:30:00,39.93058273228871,
2021-11-25 11:00:00,39.93058273228871,
2021-11-25 23:59:59,37.10638597273646,c
2021-11-26 00:00:00,42.442372577644164,
2021-11-26 03:30:00,46.936470881005334,
2021-11-26 04:00:00,46.09140098147782,
2021-11-26 06:00:00,41.01971461447465,
2021-11-26 08:00:00,40.454767973591515,
2021-11-26 10:30:00,40.454767973591515,
2021-11-26 11:00:00,40.454767973591515,
2021-11-26 23:59:59,43.59861924872621,w
2021-11-29 00:00:00,30.365743855033543,
2021-11-29 03:30:00,29.440675434501827,
2021-11-29 04:00:00,30.23957816093298,
2021-11-29 06:00:00,30.22451576882122,
2021-11-29 08:00:00,26.396020569904977,
2021-11-29 10:30:00,26.396020569904977,
2021-11-29 11:00:00,26.396020569904977,
2021-11-29 23:59:59,25.449919760030753,c
2021-11-30 00:00:00,23.264314467744043,
2021-11-30 03:30:00,22.94278182031121,
2021-11-30 04:00:00,21.97173503337035,
2021-11-30 06:00:00,19.156335969071733,
2021-11-30 08:00:00,16.070091990023684,
2021-11-30 10:30:00,16.070091990023684,
2021-11-30 11:00:00,16.070091990023684,
2021-11-30 23:59:59,17.650004921742948,c
2021-12-01 00:00:00,23.123890581571686,
2021-12-01 03:30:00,11.81688629596465,
2021-12-01 04:00:00,9.05864311030291,
2021-12-01 06:00:00,16.46335711607844,
2021-12-01 08:00:00,13.020721890176901,
2021-12-01 10:30:00,13.020721890176901,
2021-12-01 11:00:00,13.020721890176901,
2021-12-01 23:59:59,10.225810798031489,c
2021-12-02 00:00:00,18.404827962365744,
2021-12-02 03:30:00,21.94457462693572,
2021-12-02 04:00:00,24.155496150052386,
2021-12-02 06:00:00,20.810985420211182,
2021-12-02 08:00:00,18.600106990392305,
2021-12-02 10:30:00,18.600106990392305,
2021-12-02 11:00:00,18.600106990392305,
2021-12-02 23:59:59,17.276137436532736,c
2021-12-03 00:00:00,20.888074880071144,
2021-12-03 03:30:00,20.322269307562237,
2021-12-03 04:00:00,20.816070872512682,
2021-12-03 06:00:00,22.25093311204182,
2021-12-03 08:00:00,21.68386840120729,
2021-12-03 10:30:00,21.68386840120729,
2021-12-03 11:00:00,21.68386840120729,
2021-12-03 23:59:59,23.014128373003587,w
2021-12-06 00:00:00,47.26513423370125,
2021-12-06 03:30:00,53.28525052242185,
2021-12-06 04:00:00,48.962057673701565,
2021-12-06 06:00:00,47.658895215430675,
2021-12-06 08:00:00,52.39056182790591,
2021-12-06 10:30:00,52.39056182790591,
2021-12-06 11:00:00,52.39056182790591,
2021-12-06 23:59:59,50.69356440529373,c
2021-12-07 00:00:00,50.906228969998665,
2021-12-07 03:30:00,50.585155423114884,
2021-12-07 04:00:00,50.88553488046455,
2021-12-07 06:00:00,49.41637318828725,
2021-12-07 08:00:00,51.27117521138189,
2021-12-07 10:30:00,51.27117521138189,
2021-12-07 11:00:00,51.27117521138189,
2021-12-07 23:59:59,48.03216694139883,c
2021-12-08 00:00:00,46.681354567602284,
2021-12-08 03:30:00,49.96082303813546,
2021-12-08 04:00:00,47.67203989587597,
2021-12-08 06:00:00,48.1418601047817,
2021-12-08 08:00:00,43.41007190937398,
2021-12-08 10:30:00,43.41007190937398,
2021-12-08 11:00:00,43.41007190937398,
2021-12-08 23:59:59,49.18798089467782,c
2021-12-09 00:00:00,49.39075270408739,
2021-12-09 03:30:00,55.35631655861471,
2021-12-09 04:00:00,62.01751070730916,
2021-12-09 06:00:00,66.03607082237886,
2021-12-09 08:00:00,66.32483919235347,
2021-12-09 10:30:00,66.32483919235347,
2021-12-09 11:00:00,66.32483919235347,
2021-12-09 23:59:59,64.80487622960027,c
2021-12-10 00:00:00,69.0499097811853,
2021-12-10 03:30:00,69.77386326626674,
2021-12-10 04:00:00,72.52239003545674,
2021-12-10 06:00:00,72.54048865373989,
2021-12-10 08:00:00,72.06460515670642,
2021-12-10 10:30:00,72.06460515670642,
2021-12-10 11:00:00,72.06460515670642,
2021-12-10 23:59:59,73.90074448104406,w
2021-12-13 00:00:00,73.12695863270892,
2021-12-13 03:30:00,69.21864412984633,
2021-12-13 04:00:00,69.36015980144111,
2021-12-13 06:00:00,74.32459838791783,
2021-12-13 08:00:00,77.32108855368097,
2021-12-13 10:30:00,77.32108855368097,
2021-12-13 11:00:00,77.32108855368097,
2021-12-13 23:59:59,83.50380321055763,c
2021-12-14 00:00:00,85.34258968047561,
2021-12-14 03:30:00,82.33340829291865,
2021-12-14 04:00:00,85.04403071396155,
2021-12-14 06:00:00,90.09419845223601,
2021-12-14 08:00:00,90.96920602731643,
2021-12-14 10:30:00,90.96920602731643,
2021-12-14 11:00:00,90.96920602731643,
2021-12-14 23:59:59,93.00968772119177,c
2021-12-15 00:00:00,98.69399897893345,
2021-12-15 03:30:00,101.59399666197896,
2021-12-15 04:00:00,99.9325089418262,
2021-12-15 06:00:00,98.71315516053437,
2021-12-15 08:00:00,98.97474232892637,
2021-12-15 10:30:00,98.97474232892637,
2021-12-15 11:00:00,98.97474232892637,
2021-12-15 23:59:59,101.02922162973209,c
2021-12-16 00:00:00,105.01914846997715,
2021-12-16 03:30:00,124.21156271693326,
2021-12-16 04:00:00,129.64473613345672,
2021-12-16 06:00:00,129.50838644455234,
2021-12-16 08:00:00,127.89245819851021,
2021-12-16 10:30:00,127.89245819851021,
2021-12-16 11:00:00,127.89245819851021,
2021-12-16 23:59:59,131.9305718880987,c
2021-12-17 00:00:00,127.64400243345881,
2021-12-17 03:30:00,139.14083706778547,
2021-12-17 04:00:00,137.7253352749849,
2021-12-17 06:00:00,136.9504150243847,
2021-12-17 08:00:00,135.92485341475003,
2021-12-17 10:30:00,135.92485341475003,
2021-12-17 11:00:00,135.92485341475003,
2021-12-17 23:59:59,118.14520562789494,e
2021-12-20 00:00:00,97.81028052924466,
2021-12-20 03:30:00,110.2127820114656,
2021-12-20 04:00:00,122.26958918276705,
2021-12-20 06:00:00,108.56166768774347,
2021-12-20 08:00:00,101.27983740624404,
2021-12-20 10:30:00,101.27983740624404,
2021-12-20 11:00:00,101.27983740624404,
2021-12-20 23:59:59,100.13041038813844,c
2021-12-21 00:00:00,108.3601131205478,
2021-12-21 03:30:00,85.27129429545403,
2021-12-21 04:00:00,85.77592531404571,
2021-12-21 06:00:00,94.89033453008506,
2021-12-21 08:00:00,80.32147940777031,
2021-12-21 10:30:00,80.32147940777031,
2021-12-21 11:00:00,80.32147940777031,
2021-12-21 23:59:59,89.81155699774445,c
2021-12-22 00:00:00,95.94800010343988,
2021-12-22 03:30:00,89.56331362953188,
2021-12-22 04:00:00,86.00834995704645,
2021-12-22 06:00:00,81.74294907473723,
2021-12-22 08:00:00,75.67147085103534,
2021-12-22 10:30:00,75.67147085103534,
2021-12-22 11:00:00,75.67147085103534,
2021-12-22 23:59:59,76.41028429040034,c
2021-12-23 00:00:00,76.90327496498867,
2021-12-23 03:30:00,88.7203388808257,
2021-12-23 04:00:00,85.31970551797167,
2021-12-23 06:00:00,84.54877894778474,
2021-12-23 08:00:00,89.58753208666712,
2021-12-23 10:30:00,89.58753208666712,
2021-12-23 11:00:00,89.58753208666712,
2021-12-23 23:59:59,80.72328430903963,c
2021-12-24 00:00:00,84.20649999068064,
2021-12-24 03:30:00,80.76565993138593,
2021-12-24 04:00:00,70.51357369491598,
2021-12-24 06:00:00,77.26546096059974,
2021-12-24 08:00:00,80.14414675558328,
2021-12-24 10:30:00,80.14414675558328,
2021-12-24 11:00:00,80.14414675558328,
2021-12-24 23:59:59,85.62202134810559,w
2021-12-27 00:00:00,70.76431510774728,
2021-12-27 03:30:00,67.1708519273352,
2021-12-27 04:00:00,69.93769747791794,
2021-12-27 06:00:00,75.71918556246328,
2021-12-27 08:00:00,72.6964986585217,
2021-12-27 10:30:00,72.6964986585217,
2021-12-27 11:00:00,72.6964986585217,
2021-12-27 23:59:59,72.23159054236476,c
2021-12-28 00:00:00,74.19222811251802,
2021-12-28 03:30:00,89.4667020172028,
2021-12-28 04:00:00,93.69400586582924,
2021-12-28 06:00:00,89.93256365173147,
2021-12-28 08:00:00,92.63458113821252,
2021-12-28 10:30:00,92.63458113821252,
2021-12-28 11:00:00,92.63458113821252,
2021-12-28 23:59:59,87.49333738990936,c
2021-12-29 00:00:00,88.76902186028929,
2021-12-29 03:30:00,99.19814986299298,
2021-12-29 04:00:00,104.35169238576418,
2021-12-29 06:00:00,88.54717089587484,
2021-12-29 08:00:00,91.34295690183262,
2021-12-29 10:30:00,91.34295690183262,
2021-12-29 11:00:00,91.34295690183262,
2021-12-29 23:59:59,96.83015466245888,c
2021-12-30 00:00:00,98.07814525843605,
2021-12-30 03:30:00,97.19149888900847,
2021-12-30 04:00:00,94.65907222536043,
2021-12-30 06:00:00,130.18857499665864,
2021-12-30 08:00:00,125.79025545519744,
2021-12-30 10:30:00,125.79025545519744,
2021-12-30 11:00:00,125.79025545519744,
2021-12-30 23:59:59,120.39112605370337,c
2021-12-31 00:00:00,119.56096110058934,
2021-12-31 03:30:00,120.8437825351757,
2021-12-31 04:00:00,122.6975395868958,
2021-12-31 06:00:00,120.87945075779862,
2021-12-31 08:00:00,123.06023746597657,
2021-12-31 10:30:00,123.06023746597657,
2021-12-31 11:00:00,123.06023746597657,
2021-12-31 23:59:59,129.15673526383034,w
2022-01-03 00:00:00,139.89422187365017,
2022-01-03 03:30:00,139.74474964873298,
2022-01-03 04:00:00,144.83458936831357,
2022-01-03 06:00:00,133.22827400540973,
2022-01-03 08:00:00,141.3645374564794,
2022-01-03 10:30:00,141.3645374564794,
2022-01-03 11:00:00,141.3645374564794,
2022-01-03 23:59:59,134.95265161203315,c
2022-01-04 00:00:00,140.5801812677746,
2022-01-04 03:30:00,153.42731951904807,
2022-01-04 04:00:00,143.9564175134301,
2022-01-04 06:00:00,130.5570060767359,
2022-01-04 08:00:00,132.68884996604993,
2022-01-04 10:30:00,132.68884996604993,
2022-01-04 11:00:00,132.68884996604993,
2022-01-04 23:59:59,132.31138912328606,c
2022-01-05 00:00:00,135.2485344821689,
2022-01-05 03:30:00,122.00550344564545,
2022-01-05 04:00:00,119.1794023116945,
2022-01-05 06:00:00,120.76303422494584,
2022-01-05 08:00:00,114.47757738265591,
2022-01-05 10:30:00,114.47757738265591,
2022-01-05 11:00:00,114.47757738265591,
2022-01-05 23:59:59,116.66804517713808,c
2022-01-06 00:00:00,119.01544207701136,
2022-01-06 03:30:00,124.75394843939284,
2022-01-06 04:00:00,124.14926067277793,
2022-01-06 06:00:00,117.36263537102786,
2022-01-06 08:00:00,118.81844902342982,
2022-01-06 10:30:00,118.81844902342982,
2022-01-06 11:00:00,118.81844902342982,
2022-01-06 23:59:59,121.11450872131445,c
2022-01-07 00:00:00,120.74583590732072,
2022-01-07 03:30:00,120.2294441807262,
2022-01-07 04:00:00,119.71966179506308,
2022-01-07 06:00:00,119.7999650593174,
2022-01-07 08:00:00,121.87592366658919,
2022-01-07 10:30:00,121.87592366658919,
2022-01-07 11:00:00,121.87592366658919,
2022-01-07 23:59:59,123.84045444834464,w
