date,EU_FTSE_EU_EM_AW_ADDSDELS_2021_Q4,meta
2021-10-08 00:00:00,-49.42409450999912,
2021-10-08 03:30:00,-47.17710779240315,
2021-10-08 04:00:00,-50.40947474463883,
2021-10-08 06:00:00,-57.117444001451986,
2021-10-08 08:00:00,-58.435541493349774,
2021-10-08 10:30:00,-63.26820165878871,
2021-10-08 11:00:00,-65.38055798475943,
2021-10-08 23:59:59,-64.52095701952294,w
2021-10-11 00:00:00,-68.41432700490896,
2021-10-11 03:30:00,18.522561953264812,
2021-10-11 04:00:00,17.712714753528417,
2021-10-11 06:00:00,22.238383649771094,
2021-10-11 08:00:00,20.803603150864546,
2021-10-11 10:30:00,20.60853752872481,
2021-10-11 11:00:00,22.178715788323643,
2021-10-11 23:59:59,22.740320533289378,c
2021-10-12 00:00:00,54.60356501009028,
2021-10-12 03:30:00,16.005945699251242,
2021-10-12 04:00:00,22.46140755311444,
2021-10-12 06:00:00,6.830901867258035,
2021-10-12 08:00:00,-27.804004096430617,
2021-10-12 10:30:00,-27.752739547717283,
2021-10-12 11:00:00,-26.955901802044536,
2021-10-12 23:59:59,-25.187880958406822,c
2021-10-13 00:00:00,-48.561620456132005,
2021-10-13 03:30:00,-24.648012038798697,
2021-10-13 04:00:00,-23.704531639690686,
2021-10-13 06:00:00,-31.48752428320222,
2021-10-13 08:00:00,-40.02470456111314,
2021-10-13 10:30:00,-43.32738548665657,
2021-10-13 11:00:00,-45.7395588880363,
2021-10-13 23:59:59,-41.928741331656965,c
2021-10-14 00:00:00,-36.89350100737374,
2021-10-14 03:30:00,-37.210780888989575,
2021-10-14 04:00:00,-40.32034955231575,
2021-10-14 06:00:00,-42.064607249335495,
2021-10-14 08:00:00,-39.232508202812824,
2021-10-14 10:30:00,-37.68600698758564,
2021-10-14 11:00:00,-35.85343824123083,
2021-10-14 23:59:59,-34.6269604654035,c
2021-10-15 00:00:00,-34.19698770481136,
2021-10-15 03:30:00,-36.54644535055559,
2021-10-15 04:00:00,-36.11391612725674,
2021-10-15 06:00:00,-37.38887530809461,
2021-10-15 08:00:00,-35.95720466561124,
2021-10-15 10:30:00,-36.67107484218377,
2021-10-15 11:00:00,-36.56842360335668,
2021-10-15 23:59:59,-35.2872278813702,w
2021-10-18 00:00:00,-4.477720252167273,
2021-10-18 03:30:00,-12.214278942366946,
2021-10-18 04:00:00,-11.22256991143513,
2021-10-18 06:00:00,-4.1550444126642105,
2021-10-18 08:00:00,1.888308008768945,
2021-10-18 10:30:00,-2.6380511881925486,
2021-10-18 11:00:00,-1.5735520231191913,
2021-10-18 23:59:59,-1.5292333379484262,c
2021-10-19 00:00:00,-0.9254550890109385,
2021-10-19 03:30:00,-7.764089801245973,
2021-10-19 04:00:00,-7.663500954314259,
2021-10-19 06:00:00,-6.011283048307632,
2021-10-19 08:00:00,-15.269343665424458,
2021-10-19 10:30:00,-10.77663558927452,
2021-10-19 11:00:00,-10.761643161459688,
2021-10-19 23:59:59,-10.91519282284844,c
2021-10-20 00:00:00,-8.999293131015293,
2021-10-20 03:30:00,-15.1977734671691,
2021-10-20 04:00:00,-12.351075267730266,
2021-10-20 06:00:00,-10.481025678996048,
2021-10-20 08:00:00,-18.59407690187163,
2021-10-20 10:30:00,-16.677167275789543,
2021-10-20 11:00:00,-18.503661420982098,
2021-10-20 23:59:59,-18.62754168833908,c
2021-10-21 00:00:00,-16.068777103559114,
2021-10-21 03:30:00,-14.834413672815572,
2021-10-21 04:00:00,-9.537246588596645,
2021-10-21 06:00:00,-12.095383558827052,
2021-10-21 08:00:00,-21.154166577241085,
2021-10-21 10:30:00,-21.00598020932739,
2021-10-21 11:00:00,-20.692034667315056,
2021-10-21 23:59:59,-18.67961517207641,c
2021-10-22 00:00:00,-17.242137035166706,
2021-10-22 03:30:00,-23.187142757086804,
2021-10-22 04:00:00,-23.3004149386843,
2021-10-22 06:00:00,-21.532062846068584,
2021-10-22 08:00:00,-23.24247125697002,
2021-10-22 10:30:00,-26.903761084396137,
2021-10-22 11:00:00,-26.231269480310402,
2021-10-22 23:59:59,-26.588015443868244,w
2021-10-25 00:00:00,-22.385903958189374,
2021-10-25 03:30:00,-17.42506192859946,
2021-10-25 04:00:00,-11.384564168178258,
2021-10-25 06:00:00,-7.015632781972272,
2021-10-25 08:00:00,-11.048536931855779,
2021-10-25 10:30:00,-8.45811711065835,
2021-10-25 11:00:00,-6.514384681317097,
2021-10-25 23:59:59,-9.278888816315884,c
2021-10-26 00:00:00,-7.56983218075311,
2021-10-26 03:30:00,-3.0015356881704065,
2021-10-26 04:00:00,-5.555568310745002,
2021-10-26 06:00:00,-7.151174913670729,
2021-10-26 08:00:00,-6.782569873844295,
2021-10-26 10:30:00,-4.430360628854942,
2021-10-26 11:00:00,-4.0873018524107465,
2021-10-26 23:59:59,-5.667415089848873,c
2021-10-27 00:00:00,-1.8889124156667094,
2021-10-27 03:30:00,0.32969713961847447,
2021-10-27 04:00:00,-0.6266069810772024,
2021-10-27 06:00:00,-0.3928698302415796,
2021-10-27 08:00:00,1.7606941777785323,
2021-10-27 10:30:00,4.304281474626805,
2021-10-27 11:00:00,3.6812000169002204,
2021-10-27 23:59:59,0.9538221253551455,c
2021-10-28 00:00:00,4.349913509193357,
2021-10-28 03:30:00,2.5085090444845264,
2021-10-28 04:00:00,8.428878857689597,
2021-10-28 06:00:00,17.80813633337857,
2021-10-28 08:00:00,21.155838373756524,
2021-10-28 10:30:00,23.330399539043356,
2021-10-28 11:00:00,23.330399539043356,
2021-10-28 23:59:59,25.072542674138276,c
2021-10-29 00:00:00,25.064119438725356,
2021-10-29 03:30:00,21.49627267940832,
2021-10-29 04:00:00,21.318740882269594,
2021-10-29 06:00:00,22.037662292901587,
2021-10-29 08:00:00,20.772611877291638,
2021-10-29 10:30:00,24.468113250166425,
2021-10-29 11:00:00,24.468113250166425,
2021-10-29 23:59:59,24.202216835777108,w
2021-11-01 00:00:00,39.274218241131166,
2021-11-01 03:30:00,42.390589993341564,
2021-11-01 04:00:00,47.816051390028406,
2021-11-01 06:00:00,48.27840050967279,
2021-11-01 08:00:00,52.50207626013707,
2021-11-01 10:30:00,54.03559525062883,
2021-11-01 11:00:00,53.5354232077525,
2021-11-01 23:59:59,53.21698623474913,c
2021-11-02 00:00:00,52.527624197024124,
2021-11-02 03:30:00,51.95493041282771,
2021-11-02 04:00:00,53.65856054709366,
2021-11-02 06:00:00,63.134538441885525,
2021-11-02 08:00:00,68.79925583474324,
2021-11-02 10:30:00,62.908850335427815,
2021-11-02 11:00:00,62.28852774995994,
2021-11-02 23:59:59,62.375083831991105,c
2021-11-03 00:00:00,66.92051002880089,
2021-11-03 03:30:00,65.01233338418388,
2021-11-03 04:00:00,60.21909391649206,
2021-11-03 06:00:00,53.013292569174155,
2021-11-03 08:00:00,77.55794392637017,
2021-11-03 10:30:00,86.21063843551474,
2021-11-03 11:00:00,81.32170053540995,
2021-11-03 23:59:59,81.66165160448145,c
2021-11-04 00:00:00,76.02865615330029,
2021-11-04 03:30:00,77.73434100160466,
2021-11-04 04:00:00,79.52553364631422,
2021-11-04 06:00:00,74.34296357854328,
2021-11-04 08:00:00,68.93861420756366,
2021-11-04 10:30:00,71.81703986718912,
2021-11-04 11:00:00,71.28549889933129,
2021-11-04 23:59:59,73.32706583488653,c
2021-11-05 00:00:00,246.7285168997705,
2021-11-05 03:30:00,245.1187868545985,
2021-11-05 04:00:00,245.3317882284382,
2021-11-05 06:00:00,243.58424383907914,
2021-11-05 08:00:00,243.72005729638295,
2021-11-05 10:30:00,243.3401707189587,
2021-11-05 11:00:00,68.59347858687215,
2021-11-05 23:59:59,69.03828791560227,w
2021-11-08 00:00:00,59.22240647023136,
2021-11-08 03:30:00,66.63143372394552,
2021-11-08 04:00:00,69.35408433841167,
2021-11-08 06:00:00,74.79238134884872,
2021-11-08 08:00:00,75.19474895303847,
2021-11-08 10:30:00,75.19474895303847,
2021-11-08 11:00:00,75.19474895303847,
2021-11-08 23:59:59,75.67968487532562,c
2021-11-09 00:00:00,79.19687341962253,
2021-11-09 03:30:00,82.2608696818861,
2021-11-09 04:00:00,83.15057194085148,
2021-11-09 06:00:00,82.08595052209694,
2021-11-09 08:00:00,68.63411228874429,
2021-11-09 10:30:00,68.63411228874429,
2021-11-09 11:00:00,68.63411228874429,
2021-11-09 23:59:59,63.053075875466675,c
2021-11-10 00:00:00,36.964029873914114,
2021-11-10 03:30:00,29.446263452156018,
2021-11-10 04:00:00,40.5152787283987,
2021-11-10 06:00:00,38.530760420784645,
2021-11-10 08:00:00,44.487028402533724,
2021-11-10 10:30:00,44.487028402533724,
2021-11-10 11:00:00,44.487028402533724,
2021-11-10 23:59:59,41.69371472049261,c
2021-11-11 00:00:00,42.123140008850896,
2021-11-11 03:30:00,26.021980718012856,
2021-11-11 04:00:00,25.398500302037064,
2021-11-11 06:00:00,19.15043835117376,
2021-11-11 08:00:00,17.589102449434904,
2021-11-11 10:30:00,17.589102449434904,
2021-11-11 11:00:00,17.589102449434904,
2021-11-11 23:59:59,13.238047412070955,c
2021-11-12 00:00:00,8.972590670065983,
2021-11-12 03:30:00,9.024486725062161,
2021-11-12 04:00:00,6.213059478987816,
2021-11-12 06:00:00,4.780215695930565,
2021-11-12 08:00:00,2.8777191423187105,
2021-11-12 10:30:00,2.8777191423187105,
2021-11-12 11:00:00,2.8777191423187105,
2021-11-12 23:59:59,1.8947623154790563,w
2021-11-15 00:00:00,-2.4145249771454473,
2021-11-15 03:30:00,-17.597614298074404,
2021-11-15 04:00:00,-17.653759973883098,
2021-11-15 06:00:00,-17.829937289252484,
2021-11-15 08:00:00,-27.008810588254164,
2021-11-15 10:30:00,-27.008810588254164,
2021-11-15 11:00:00,-27.008810588254164,
2021-11-15 23:59:59,-28.10185847487537,c
2021-11-16 00:00:00,-28.42414855727384,
2021-11-16 03:30:00,-32.893114828480975,
2021-11-16 04:00:00,-32.655333453209096,
2021-11-16 06:00:00,-32.01156602322408,
2021-11-16 08:00:00,-12.665478497637196,
2021-11-16 10:30:00,-12.665478497637196,
2021-11-16 11:00:00,-12.665478497637196,
2021-11-16 23:59:59,-11.300783216702257,c
2021-11-17 00:00:00,-15.083333276164012,
2021-11-17 03:30:00,6.29848248351027,
