date,EU_MSCI_EU_DM_SC_2022_Q1,meta
2022-02-09 03:30:00,40.10719767026603,
2022-02-09 04:00:00,52.96486931395884,
2022-02-09 06:00:00,62.55126229641883,
2022-02-09 08:00:00,53.238894773494394,
2022-02-09 10:30:00,16.353843879478518,
2022-02-09 11:00:00,-9.39426863951121,
2022-02-09 23:59:59,0.0,a
2022-02-10 00:00:00,39.31062197129995,
2022-02-10 03:30:00,55.391860856596395,
2022-02-10 04:00:00,71.01012733083826,
2022-02-10 06:00:00,88.34276291784317,
2022-02-10 08:00:00,85.55976842131076,
2022-02-10 10:30:00,92.40150576065207,
2022-02-10 11:00:00,93.45784291299879,
2022-02-10 23:59:59,86.86049961233675,c
2022-02-11 00:00:00,86.86049961233675,
2022-02-11 03:30:00,86.86049961233675,
2022-02-11 04:00:00,86.86049961233675,
2022-02-11 06:00:00,86.86049961233675,
2022-02-11 08:00:00,86.86049961233675,
2022-02-11 10:30:00,86.86049961233675,
2022-02-11 11:00:00,86.86049961233675,
2022-02-11 23:59:59,86.86049961233675,w
2022-02-14 00:00:00,13.283548355800121,
2022-02-14 03:30:00,-81.81000588510324,
2022-02-14 04:00:00,-99.36898281466074,
2022-02-14 06:00:00,-100.82062845917062,
2022-02-14 08:00:00,-86.66001292913825,
2022-02-14 10:30:00,-69.07488432270384,
2022-02-14 11:00:00,-68.10962649391422,
2022-02-14 23:59:59,-57.65257584849496,c
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
0,-57.65257584849496,
2022-02-15 00:00:00,-50.25821996884588,
2022-02-15 03:30:00,14.820553095308242,
2022-02-15 04:00:00,42.32723138782512,
2022-02-15 06:00:00,61.52877372249168,
2022-02-15 08:00:00,81.50369246809805,
2022-02-15 10:30:00,69.72078767142466,
2022-02-15 11:00:00,89.49128000093151,
2022-02-15 23:59:59,82.03841771091447,c
2022-02-16 00:00:00,93.72245898595429,
2022-02-16 03:30:00,111.42664377525307,
2022-02-16 04:00:00,90.35384651287495,
2022-02-16 06:00:00,59.14947890885742,
2022-02-16 08:00:00,53.97524619760043,
2022-02-16 10:30:00,-18.268671996829653,
2022-02-16 11:00:00,2.8754193949389446,
2022-02-16 23:59:59,23.182999435704915,c
2022-02-17 00:00:00,36.441722389314236,
2022-02-17 03:30:00,19.226913558836713,
2022-02-17 04:00:00,10.880089960875011,
2022-02-17 06:00:00,10.802569040910385,
2022-02-17 08:00:00,-0.7306998131825821,
2022-02-17 10:30:00,-84.75082935377941,
2022-02-17 11:00:00,-101.13195792857186,
2022-02-17 23:59:59,-92.88918444690262,c
2022-02-18 00:00:00,-93.27956147078294,
2022-02-18 03:30:00,-67.63885984788976,
2022-02-18 04:00:00,-70.83291140883375,
2022-02-18 06:00:00,-95.63362645343113,
2022-02-18 08:00:00,-132.56179549814715,
2022-02-18 10:30:00,-196.19726248420466,
2022-02-18 11:00:00,-227.15043163957853,
2022-02-18 23:59:59,-217.73748589253137,w
2022-02-21 00:00:00,-194.67040148547312,
2022-02-21 03:30:00,-186.23014266152404,
2022-02-21 04:00:00,-200.76156977853952,
2022-02-21 06:00:00,-255.22755436791067,
2022-02-21 08:00:00,-281.8831412434711,
2022-02-21 10:30:00,-287.17801772243547,
2022-02-21 11:00:00,-297.7785445300233,
2022-02-21 23:59:59,-299.87124937714907,c
2022-02-22 00:00:00,-435.11847067108556,
2022-02-22 03:30:00,-348.0562054224247,
2022-02-22 04:00:00,-313.2565068963968,
2022-02-22 06:00:00,-275.5491383059407,
2022-02-22 08:00:00,-299.646534747907,
2022-02-22 10:30:00,-303.4403705651912,
2022-02-22 11:00:00,-311.9868264675397,
2022-02-22 23:59:59,-328.5338105970295,c
2022-02-23 00:00:00,-278.9978502066115,
2022-02-23 03:30:00,-254.26794261529813,
2022-02-23 04:00:00,-290.1554200465007,
2022-02-23 06:00:00,-293.2672280372126,
2022-02-23 08:00:00,-297.0154878847816,
2022-02-23 10:30:00,-323.657290265528,
2022-02-23 11:00:00,-334.989890576152,
2022-02-23 23:59:59,-338.3832198424561,c
2022-02-24 00:00:00,-563.2641168751952,
2022-02-24 03:30:00,-485.1125288909343,
2022-02-24 04:00:00,-478.65209400289496,
2022-02-24 06:00:00,-594.292955869294,
2022-02-24 08:00:00,-613.00786645468,
2022-02-24 10:30:00,-494.5183002887834,
2022-02-24 11:00:00,-490.4662933521249,
2022-02-24 23:59:59,-420.3457541155476,c
2022-02-25 00:00:00,-371.69125848694785,
2022-02-25 03:30:00,-391.6878060411418,
2022-02-25 04:00:00,-383.2299349291261,
2022-02-25 06:00:00,-324.1829325619092,
2022-02-25 08:00:00,-283.32921745119893,
2022-02-25 10:30:00,-290.61408438038416,
2022-02-25 11:00:00,-265.32069675185994,
2022-02-25 23:59:59,-246.6878400884607,w
2022-02-28 00:00:00,-271.0259360297314,
2022-02-28 03:30:00,-224.7835483690642,
2022-02-28 04:00:00,-209.29040019119748,
2022-02-28 06:00:00,-190.95564170042417,
2022-02-28 08:00:00,-154.35839529784425,
2022-02-28 10:30:00,-120.39642241529873,
2022-02-28 11:00:00,-93.98328238204886,
2022-02-28 23:59:59,-143.9288547432161,e
2022-03-01 00:00:00,-132.1292475899727,
2022-03-01 03:30:00,-246.71104580251722,
2022-03-01 04:00:00,-248.19427217218526,
2022-03-01 06:00:00,-301.39402453920957,
2022-03-01 08:00:00,-317.0416692623521,
2022-03-01 10:30:00,-290.8399201064394,
2022-03-01 11:00:00,-330.5660368189474,
2022-03-01 23:59:59,-297.9783418446068,c
2022-03-02 00:00:00,-317.763756631628,
2022-03-02 03:30:00,-316.44889110263375,
2022-03-02 04:00:00,-377.1643004707248,
2022-03-02 06:00:00,-364.77184402008606,
2022-03-02 08:00:00,-373.0530214649507,
2022-03-02 10:30:00,-362.6147291860425,
2022-03-02 11:00:00,-354.22363939214756,
2022-03-02 23:59:59,-337.05818387036015,c
2022-03-03 00:00:00,-299.0902838248985,
2022-03-03 03:30:00,-331.51587013386415,
2022-03-03 04:00:00,-380.1031502479391,
2022-03-03 06:00:00,-368.45140225955765,
2022-03-03 08:00:00,-401.8120042497212,
2022-03-03 10:30:00,-442.3806309582924,
2022-03-03 11:00:00,-475.99848351718265,
2022-03-03 23:59:59,-459.07058288505505,c
2022-03-04 00:00:00,-495.28740206035127,
2022-03-04 03:30:00,-440.4956321752552,
2022-03-04 04:00:00,-503.1435941648997,
2022-03-04 06:00:00,-545.1613393928046,
2022-03-04 08:00:00,-579.0712655023999,
2022-03-04 10:30:00,-614.2926090289975,
2022-03-04 11:00:00,-621.3159014984394,
2022-03-04 23:59:59,-609.4327728646977,w
2022-03-07 00:00:00,-609.4327728646977,
2022-03-07 03:30:00,-609.4327728646977,
2022-03-07 04:00:00,-609.4327728646977,
2022-03-07 06:00:00,-609.4327728646977,
2022-03-07 08:00:00,-609.4327728646977,
2022-03-07 10:30:00,-609.4327728646977,
2022-03-07 11:00:00,-609.4327728646977,
2022-03-07 23:59:59,-609.4327728646977,c
2022-03-08 00:00:00,-609.4327728646977,
2022-03-08 03:30:00,-609.4327728646977,
2022-03-08 04:00:00,-609.4327728646977,
2022-03-08 06:00:00,-609.4327728646977,
2022-03-08 08:00:00,-609.4327728646977,
2022-03-08 10:30:00,-609.4327728646977,
2022-03-08 11:00:00,-609.4327728646977,
2022-03-08 23:59:59,-609.4327728646977,c
2022-03-09 00:00:00,-609.4327728646977,
2022-03-09 03:30:00,-609.4327728646977,
2022-03-09 04:00:00,-609.4327728646977,
2022-03-09 06:00:00,-609.4327728646977,
2022-03-09 08:00:00,-609.4327728646977,
2022-03-09 10:30:00,-609.4327728646977,
2022-03-09 11:00:00,-609.4327728646977,
2022-03-09 23:59:59,-609.4327728646977,c
2022-03-10 00:00:00,-609.4327728646977,
2022-03-10 03:30:00,-609.4327728646977,
2022-03-10 04:00:00,-609.4327728646977,
2022-03-10 06:00:00,-609.4327728646977,
2022-03-10 08:00:00,-609.4327728646977,
2022-03-10 10:30:00,-609.4327728646977,
2022-03-10 11:00:00,-609.4327728646977,
2022-03-10 23:59:59,-609.4327728646977,c
2022-03-11 00:00:00,-609.4327728646977,
2022-03-11 03:30:00,-609.4327728646977,
2022-03-11 04:00:00,-609.4327728646977,
2022-03-11 06:00:00,-609.4327728646977,
2022-03-11 08:00:00,-609.4327728646977,
2022-03-11 10:30:00,-609.4327728646977,
2022-03-11 11:00:00,-609.4327728646977,
2022-03-11 23:59:59,-609.4327728646977,w
2022-03-14 00:00:00,-609.4327728646977,
2022-03-14 03:30:00,-609.4327728646977,
2022-03-14 04:00:00,-609.4327728646977,
2022-03-14 06:00:00,-609.4327728646977,
2022-03-14 08:00:00,-609.4327728646977,
2022-03-14 10:30:00,-609.4327728646977,
2022-03-14 11:00:00,-609.4327728646977,
2022-03-14 23:59:59,-609.4327728646977,c
2022-03-15 00:00:00,-609.4327728646977,
2022-03-15 03:30:00,-609.4327728646977,
2022-03-15 04:00:00,-609.4327728646977,
2022-03-15 06:00:00,-609.4327728646977,
2022-03-15 08:00:00,-609.4327728646977,
2022-03-15 10:30:00,-609.4327728646977,
2022-03-15 11:00:00,-609.4327728646977,
2022-03-15 23:59:59,-609.4327728646977,c
2022-03-16 00:00:00,-609.4327728646977,
2022-03-16 03:30:00,-609.4327728646977,
2022-03-16 04:00:00,-609.4327728646977,
2022-03-16 06:00:00,-609.4327728646977,
2022-03-16 08:00:00,-609.4327728646977,
2022-03-16 10:30:00,-609.4327728646977,
2022-03-16 11:00:00,-609.4327728646977,
2022-03-16 23:59:59,-609.4327728646977,c
2022-03-17 00:00:00,-609.4327728646977,
2022-03-17 03:30:00,-609.4327728646977,
2022-03-17 04:00:00,-609.4327728646977,
2022-03-17 06:00:00,-609.4327728646977,
2022-03-17 08:00:00,-609.4327728646977,
2022-03-17 10:30:00,-609.4327728646977,
2022-03-17 11:00:00,-609.4327728646977,
2022-03-17 23:59:59,-609.4327728646977,c
2022-03-18 00:00:00,-609.4327728646977,
2022-03-18 03:30:00,-609.4327728646977,
2022-03-18 04:00:00,-609.4327728646977,
2022-03-18 06:00:00,-609.4327728646977,
2022-03-18 08:00:00,-609.4327728646977,
2022-03-18 10:30:00,-609.4327728646977,
2022-03-18 11:00:00,-609.4327728646977,
2022-03-18 23:59:59,-609.4327728646977,w
2022-03-21 00:00:00,-609.4327728646977,
2022-03-21 03:30:00,-609.4327728646977,
2022-03-21 04:00:00,-609.4327728646977,
2022-03-21 06:00:00,-609.4327728646977,
2022-03-21 08:00:00,-609.4327728646977,
2022-03-21 10:30:00,-609.4327728646977,
2022-03-21 11:00:00,-609.4327728646977,
2022-03-21 23:59:59,-609.4327728646977,c
