date,EU_MSCI_EU_DM_SC_2022_Q1,meta
2022-01-05 00:00:00,1008.0679959955123,
2022-01-05 03:30:00,993.1230242467518,
2022-01-05 04:00:00,998.8459686442193,
2022-01-05 06:00:00,1017.7718616567345,
2022-01-05 08:00:00,977.9593410309826,
2022-01-05 10:30:00,986.0261371626002,
2022-01-05 11:00:00,988.4378481201175,
2022-01-05 23:59:59,974.3585078300521,c
2022-01-06 00:00:00,891.71454004315,
2022-01-06 03:30:00,839.4556174922318,
2022-01-06 04:00:00,840.4377187928721,
2022-01-06 06:00:00,807.9883965717581,
2022-01-06 08:00:00,812.6232787359304,
2022-01-06 10:30:00,767.5644777156112,
2022-01-06 11:00:00,779.4974068792462,
2022-01-06 23:59:59,777.700033189155,c
2022-01-07 00:00:00,783.4571359247357,
2022-01-07 03:30:00,747.9452151592068,
2022-01-07 04:00:00,729.486203302492,
2022-01-07 06:00:00,723.736387572365,
2022-01-07 08:00:00,730.4743728320473,
2022-01-07 10:30:00,723.9920230810803,
2022-01-07 11:00:00,699.7568337401399,
2022-01-07 23:59:59,709.1990767408315,w
2022-01-10 00:00:00,704.8004558119683,
2022-01-10 03:30:00,583.0071280536522,
2022-01-10 04:00:00,594.9754102279858,
2022-01-10 06:00:00,622.7680780242454,
2022-01-10 08:00:00,531.4164330583817,
2022-01-10 10:30:00,498.991018434891,
2022-01-10 11:00:00,475.96321775665183,
2022-01-10 23:59:59,514.5002539816323,c
2022-01-11 00:00:00,605.1622148862725,
2022-01-11 03:30:00,586.5094173189636,
2022-01-11 04:00:00,556.0869706068088,
2022-01-11 06:00:00,545.8908702000108,
2022-01-11 08:00:00,539.3616276171988,
2022-01-11 10:30:00,554.2928514557552,
2022-01-11 11:00:00,546.3354170332213,
2022-01-11 23:59:59,542.5048154171645,c
2022-01-12 00:00:00,591.331139521606,
2022-01-12 03:30:00,561.324519899822,
2022-01-12 04:00:00,566.4566792408386,
2022-01-12 06:00:00,593.0872470432414,
2022-01-12 08:00:00,577.7084916495132,
2022-01-12 10:30:00,666.3834816625304,
2022-01-12 11:00:00,672.4837084406736,
2022-01-12 23:59:59,621.2667911720546,c
2022-01-13 00:00:00,611.1911253713433,
2022-01-13 03:30:00,634.6135590557215,
2022-01-13 04:00:00,612.6165713900282,
2022-01-13 06:00:00,621.2817417638016,
2022-01-13 08:00:00,621.6764503524164,
2022-01-13 10:30:00,548.4792002925142,
2022-01-13 11:00:00,513.3656936058696,
2022-01-13 23:59:59,500.1988291199832,c
2022-01-14 00:00:00,458.5742298520672,
2022-01-14 03:30:00,433.80746191237176,
2022-01-14 04:00:00,471.4680815667807,
2022-01-14 06:00:00,439.06901983484204,
2022-01-14 08:00:00,416.4951855456002,
2022-01-14 10:30:00,433.39356969096116,
2022-01-14 11:00:00,422.21124358656016,
2022-01-14 23:59:59,430.53541429481265,w
2022-01-17 00:00:00,456.5554836743131,
2022-01-17 03:30:00,454.468407512496,
2022-01-17 04:00:00,455.5818849618672,
2022-01-17 06:00:00,524.4095262397223,
2022-01-17 08:00:00,481.9035891340436,
2022-01-17 10:30:00,507.86631846952514,
2022-01-17 11:00:00,496.18309305345974,
2022-01-17 23:59:59,505.2828297330734,c
2022-01-18 00:00:00,509.6628405565143,
2022-01-18 03:30:00,426.99920854039465,
2022-01-18 04:00:00,439.25628282294656,
2022-01-18 06:00:00,404.23578165928666,
2022-01-18 08:00:00,382.09823240363585,
2022-01-18 10:30:00,448.00900102350806,
2022-01-18 11:00:00,422.80065902087426,
2022-01-18 23:59:59,445.7881380555873,c
2022-01-19 00:00:00,381.10211920343227,
2022-01-19 03:30:00,383.7507590802343,
2022-01-19 04:00:00,417.6928793620482,
2022-01-19 06:00:00,479.3589442854518,
2022-01-19 08:00:00,501.7608087567223,
2022-01-19 10:30:00,512.5215154783546,
2022-01-19 11:00:00,488.6909652512695,
2022-01-19 23:59:59,492.93178251977315,c
2022-01-20 00:00:00,517.1607292618828,
2022-01-20 03:30:00,428.30245226478746,
2022-01-20 04:00:00,449.9615956627076,
2022-01-20 06:00:00,486.5315848061173,
2022-01-20 08:00:00,481.3815720351504,
2022-01-20 10:30:00,459.3197495117256,
2022-01-20 11:00:00,475.1459173995363,
2022-01-20 23:59:59,499.02136591282306,c
2022-01-21 00:00:00,440.78015441137086,
2022-01-21 03:30:00,389.5362553983332,
2022-01-21 04:00:00,408.8585003320695,
2022-01-21 06:00:00,418.95601708356844,
2022-01-21 08:00:00,390.0682917142558,
2022-01-21 10:30:00,335.8568645187279,
2022-01-21 11:00:00,360.71228716359565,
2022-01-21 23:59:59,354.848072130555,w
2022-01-24 00:00:00,340.2785614627728,
2022-01-24 03:30:00,296.40211918269597,
2022-01-24 04:00:00,251.78849620349865,
2022-01-24 06:00:00,154.62453572924642,
2022-01-24 08:00:00,124.5416677274925,
2022-01-24 10:30:00,89.57133195415736,
2022-01-24 11:00:00,97.76402084975234,
2022-01-24 23:59:59,115.12740754366678,c
2022-01-25 00:00:00,149.97306957637102,
2022-01-25 03:30:00,75.98883356525494,
2022-01-25 04:00:00,126.3382779702597,
2022-01-25 06:00:00,119.84745318305431,
2022-01-25 08:00:00,120.6087240292718,
2022-01-25 10:30:00,132.12670215092203,
2022-01-25 11:00:00,98.92946501785536,
2022-01-25 23:59:59,108.11459299211037,c
2022-01-26 00:00:00,167.8450265913125,
2022-01-26 03:30:00,161.3542118537871,
2022-01-26 04:00:00,152.13491193957998,
2022-01-26 06:00:00,210.07284960545894,
2022-01-26 08:00:00,228.27665219455776,
2022-01-26 10:30:00,219.52979017489724,
2022-01-26 11:00:00,213.73541106981884,
2022-01-26 23:59:59,233.89234567664153,c
2022-01-27 00:00:00,-10.349135461672631,
2022-01-27 03:30:00,-10.732726845765683,
2022-01-27 04:00:00,3.971950530319191,
2022-01-27 06:00:00,13.458593145464874,
2022-01-27 08:00:00,7.430039337402377,
2022-01-27 10:30:00,182.7780871349869,
2022-01-27 11:00:00,173.26010812538698,
2022-01-27 23:59:59,208.24444151429452,c
2022-01-28 00:00:00,208.3663390738766,
2022-01-28 03:30:00,147.31532068155593,
2022-01-28 04:00:00,194.64457308723013,
2022-01-28 06:00:00,149.82373025628021,
2022-01-28 08:00:00,160.9207245956859,
2022-01-28 10:30:00,178.3081457408607,
2022-01-28 11:00:00,203.72777999924892,
2022-01-28 23:59:59,219.10203341733086,w
2022-01-31 00:00:00,276.430049663315,
2022-01-31 03:30:00,304.681500765053,
2022-01-31 04:00:00,324.2180185872012,
2022-01-31 06:00:00,296.99561927933337,
2022-01-31 08:00:00,277.5409038316293,
2022-01-31 10:30:00,352.7556125256042,
2022-01-31 11:00:00,370.79049934912655,
2022-01-31 23:59:59,363.1701866692165,c
2022-02-01 00:00:00,405.5581285377011,
2022-02-01 03:30:00,447.78120393563677,
2022-02-01 04:00:00,464.6386309053378,
2022-02-01 06:00:00,461.41169898310545,
2022-02-01 08:00:00,472.95846522737884,
2022-02-01 10:30:00,410.0281575164099,
2022-02-01 11:00:00,411.52031903337956,
2022-02-01 23:59:59,411.26047719088547,c
2022-02-02 00:00:00,465.7169544308035,
2022-02-02 03:30:00,467.41754539145404,
2022-02-02 04:00:00,473.95018525173236,
2022-02-02 06:00:00,488.6107857973375,
2022-02-02 08:00:00,505.9762337152961,
2022-02-02 10:30:00,502.38569007303795,
2022-02-02 11:00:00,497.55634918091346,
2022-02-02 23:59:59,469.9362695932532,c
2022-02-03 00:00:00,454.483274637053,
2022-02-03 03:30:00,442.539552547677,
2022-02-03 04:00:00,449.07477163005933,
2022-02-03 06:00:00,397.74421182476544,
2022-02-03 08:00:00,407.4943906064991,
2022-02-03 10:30:00,388.4551275235781,
2022-02-03 11:00:00,388.03274415861506,
2022-02-03 23:59:59,337.010180195467,c
2022-02-04 00:00:00,363.8882817583208,
2022-02-04 03:30:00,336.9144392632288,
2022-02-04 04:00:00,326.04410655349056,
2022-02-04 06:00:00,287.59690541867894,
2022-02-04 08:00:00,206.57354079390097,
2022-02-04 10:30:00,141.20864232002168,
2022-02-04 11:00:00,120.68806111164304,
2022-02-04 23:59:59,146.86354731009214,w
2022-02-07 00:00:00,172.59932964291693,
2022-02-07 03:30:00,69.33320571024251,
2022-02-07 04:00:00,77.71832159100813,
2022-02-07 06:00:00,75.28816541985361,
2022-02-07 08:00:00,85.66562985896326,
2022-02-07 10:30:00,90.87232147581562,
2022-02-07 11:00:00,91.15814920788853,
2022-02-07 23:59:59,82.2025935193451,c
2022-02-08 00:00:00,74.47382234609177,
2022-02-08 03:30:00,75.7991592506969,
2022-02-08 04:00:00,83.65068585364861,
2022-02-08 06:00:00,42.838127092622926,
2022-02-08 08:00:00,-17.640412916401147,
2022-02-08 10:30:00,-68.80458383463429,
2022-02-08 11:00:00,-69.41854769375914,
2022-02-08 23:59:59,-53.88788531599221,c
2022-02-09 00:00:00,-5.643167726850152,
