date,MOAT_2021_Q4,meta
2021-11-12 00:00:00,571.4623033772959,
2021-11-12 10:00:00,556.4621189669465,
2021-11-12 10:30:00,557.1687516645156,
2021-11-12 12:00:00,556.398754121512,
2021-11-12 13:30:00,564.1390646062391,
2021-11-12 15:00:00,558.8734167508901,
2021-11-12 15:30:30,558.8734167508901,
2021-11-12 23:59:59,554.8146099653413,w
2021-11-15 00:00:00,570.0208024875005,
2021-11-15 10:00:00,572.0865432917526,
2021-11-15 10:30:00,568.5116705426149,
2021-11-15 12:00:00,567.106627283717,
2021-11-15 13:30:00,560.3358846250244,
2021-11-15 15:00:00,564.7892291241806,
2021-11-15 15:30:30,564.7892291241806,
2021-11-15 23:59:59,574.2164279168701,c
2021-11-16 00:00:00,490.6308505174352,
2021-11-16 10:00:00,489.92527182830463,
2021-11-16 10:30:00,475.33311349723044,
2021-11-16 12:00:00,483.24406067011705,
2021-11-16 13:30:00,492.59199814541853,
2021-11-16 15:00:00,498.16257517236863,
2021-11-16 15:30:30,498.16257517236863,
2021-11-16 23:59:59,500.77097104637414,c
2021-11-17 00:00:00,521.879344435958,
2021-11-17 10:00:00,459.0708403212416,
2021-11-17 10:30:00,460.60113418588026,
2021-11-17 12:00:00,440.42845446291403,
2021-11-17 13:30:00,430.9744548855733,
2021-11-17 15:00:00,437.33313041569545,
2021-11-17 15:30:30,437.33313041569545,
2021-11-17 23:59:59,438.6316457622702,c
2021-11-18 00:00:00,437.75933623893934,
2021-11-18 10:00:00,398.08499019328747,
2021-11-18 10:30:00,375.92869324301273,
2021-11-18 12:00:00,387.93153824594765,
2021-11-18 13:30:00,384.77112369820225,
2021-11-18 15:00:00,389.8687303687798,
2021-11-18 15:30:30,389.8687303687798,
2021-11-18 23:59:59,382.7834449808947,c
2021-11-19 00:00:00,392.9826518873415,
2021-11-19 10:00:00,355.1770993132636,
2021-11-19 10:30:00,344.3865346330176,
2021-11-19 12:00:00,343.9155072185431,
2021-11-19 13:30:00,329.2631100826884,
2021-11-19 15:00:00,338.0135855070075,
2021-11-19 15:30:30,338.0135855070075,
2021-11-19 23:59:59,334.1316874466215,w
2021-11-22 00:00:00,330.61500043852357,
2021-11-22 10:00:00,300.8181127049138,
2021-11-22 10:30:00,268.44388090275606,
2021-11-22 12:00:00,232.15861182380468,
2021-11-22 13:30:00,239.29051287140055,
2021-11-22 15:00:00,239.78790800835986,
2021-11-22 15:30:30,239.78790800835986,u
2021-11-22 23:59:59,223.2777797517797,c
2021-11-23 00:00:00,222.3678095351861,
2021-11-23 10:00:00,219.6041301523578,
2021-11-23 10:30:00,189.50778999432032,
2021-11-23 12:00:00,195.49922474946015,
2021-11-23 13:30:00,174.55450156739334,
2021-11-23 15:00:00,175.50646746026587,
2021-11-23 15:30:30,175.50646746026587,
2021-11-23 23:59:59,182.12122313442887,c
2021-11-24 00:00:00,171.79348905315192,
2021-11-24 10:00:00,161.14833001704346,
2021-11-24 10:30:00,181.07111225590415,
2021-11-24 12:00:00,187.16210447148478,
2021-11-24 13:30:00,179.2213878008033,
2021-11-24 15:00:00,175.0613338515218,
2021-11-24 15:30:30,175.0613338515218,
2021-11-24 23:59:59,170.99544905470975,c
2021-11-25 00:00:00,170.99544905470975,
2021-11-25 10:00:00,170.99544905470975,
2021-11-25 10:30:00,170.99544905470975,
2021-11-25 12:00:00,170.99544905470975,
2021-11-25 13:30:00,170.99544905470975,
2021-11-25 15:00:00,170.99544905470975,
2021-11-25 15:30:30,170.99544905470975,
2021-11-25 23:59:59,170.99544905470975,c
2021-11-26 00:00:00,131.57488559566673,
2021-11-26 10:00:00,156.65590256236192,
2021-11-26 10:30:00,135.7587663782283,
2021-11-26 12:00:00,138.75698139989117,
2021-11-26 13:30:00,138.75698139989117,
2021-11-26 15:00:00,138.75698139989117,
2021-11-26 15:30:30,138.75698139989117,
2021-11-26 23:59:59,144.36764964115173,w
2021-11-29 00:00:00,165.96724082904984,
2021-11-29 10:00:00,143.58146268365908,
2021-11-29 10:30:00,118.95414187728875,
2021-11-29 12:00:00,117.13532262711578,
2021-11-29 13:30:00,125.10768665324849,
2021-11-29 15:00:00,120.57276112466934,
2021-11-29 15:30:30,120.57276112466934,
2021-11-29 23:59:59,114.71613926728469,c
2021-11-30 00:00:00,110.16584691473781,
2021-11-30 10:00:00,110.56426517882437,
2021-11-30 10:30:00,88.02849178609881,
2021-11-30 12:00:00,40.144021493589435,
2021-11-30 13:30:00,29.034336283069706,
