date,Q_ILLIQ_HEDGED_2021_Q2,meta
2021-04-30 00:00:00,-121.13774733413487,
2021-04-30 10:00:00,-134.14103455481285,
2021-04-30 10:30:00,-143.54578895515425,
2021-04-30 12:00:00,-146.55152743885702,
2021-04-30 13:30:00,-143.51562689325402,
2021-04-30 15:00:00,-145.32332515984604,
2021-04-30 15:30:30,-145.32332515984604,
2021-04-30 23:59:59,-142.65272264131204,w
2021-05-03 00:00:00,-147.69532098335236,
2021-05-03 10:00:00,-154.75580047472482,
2021-05-03 10:30:00,-156.2822842606593,
2021-05-03 12:00:00,-156.9414992966996,
2021-05-03 13:30:00,-154.7740329561753,
2021-05-03 15:00:00,-153.2008397210605,
2021-05-03 15:30:30,-153.2008397210605,
2021-05-03 23:59:59,-150.71509819325468,c
2021-05-04 00:00:00,-148.62644632309338,
2021-05-04 10:00:00,-160.6126808425355,
2021-05-04 10:30:00,-159.23311312559014,
2021-05-04 12:00:00,-151.8535551898562,
2021-05-04 13:30:00,-154.05798517485897,
2021-05-04 15:00:00,-152.52422037919172,
2021-05-04 15:30:30,-152.52422037919172,
2021-05-04 23:59:59,-158.86935918479128,c
2021-05-05 00:00:00,-152.20420690944007,
2021-05-05 10:00:00,-146.59016892306062,
2021-05-05 10:30:00,-143.96327183090733,
2021-05-05 12:00:00,-141.20224865965673,
2021-05-05 13:30:00,-146.0132229050634,
2021-05-05 15:00:00,-145.3219721125567,
2021-05-05 15:30:30,-145.3219721125567,
2021-05-05 23:59:59,-141.7114557508812,c
2021-05-06 00:00:00,-147.45037981704536,
2021-05-06 10:00:00,-160.96575516451804,
2021-05-06 10:30:00,-167.32199184751215,
2021-05-06 12:00:00,-175.2717988133785,
2021-05-06 13:30:00,-168.0623569911312,
2021-05-06 15:00:00,-171.06431061433113,
2021-05-06 15:30:30,-171.06431061433113,
2021-05-06 23:59:59,-173.98498647491448,c
2021-05-07 00:00:00,-200.5590363680596,
2021-05-07 10:00:00,-192.37953594351399,
2021-05-07 10:30:00,-194.7411538004401,
2021-05-07 12:00:00,-193.1296363455532,
2021-05-07 13:30:00,-195.51938558951736,
2021-05-07 15:00:00,-201.4420447604001,
2021-05-07 15:30:30,-201.4420447604001,
2021-05-07 23:59:59,-200.47134192236098,w
2021-05-10 00:00:00,-193.49566172063464,
2021-05-10 10:00:00,-186.50147854728112,
2021-05-10 10:30:00,-196.22275497324807,
2021-05-10 12:00:00,-208.1923926929589,
2021-05-10 13:30:00,-201.83826591018067,
2021-05-10 15:00:00,-202.47796355293372,
2021-05-10 15:30:30,-202.47796355293372,
2021-05-10 23:59:59,-206.11555144157893,c
2021-05-11 00:00:00,-209.85591738828487,
2021-05-11 10:00:00,-224.01852437348379,
2021-05-11 10:30:00,-214.3619877630901,
2021-05-11 12:00:00,-215.16037111771084,
2021-05-11 13:30:00,-217.76636695154627,
2021-05-11 15:00:00,-205.52002446876838,
2021-05-11 15:30:30,-205.52002446876838,
2021-05-11 23:59:59,-202.24727129593288,c
2021-05-12 00:00:00,-202.90626225318596,
2021-05-12 10:00:00,-204.48174949038395,
2021-05-12 10:30:00,-201.59501231788158,
2021-05-12 12:00:00,-197.06138470681577,
2021-05-12 13:30:00,-198.11377625793904,
2021-05-12 15:00:00,-193.27663289586155,
2021-05-12 15:30:30,-193.27663289586155,
2021-05-12 23:59:59,-191.3600844197482,c
2021-05-13 00:00:00,-191.12856737040568,
2021-05-13 10:00:00,-207.33118186992562,
2021-05-13 10:30:00,-200.53331761940314,
2021-05-13 12:00:00,-205.18580054227027,
2021-05-13 13:30:00,-217.6921410833079,
2021-05-13 15:00:00,-230.92871606013426,
2021-05-13 15:30:30,-230.92871606013426,u
2021-05-13 23:59:59,-226.7837561907832,c
2021-05-14 00:00:00,-222.5814177752771,
2021-05-14 10:00:00,-207.55908002969113,
2021-05-14 10:30:00,-209.14902369360152,
2021-05-14 12:00:00,-207.4295939611697,
2021-05-14 13:30:00,-204.7274439268749,
2021-05-14 15:00:00,-205.40525275916832,
2021-05-14 15:30:30,-205.40525275916832,
2021-05-14 23:59:59,-196.91651447055096,w
2021-05-17 00:00:00,-190.65762944800042,
2021-05-17 10:00:00,-180.00291568520947,
2021-05-17 10:30:00,-173.25329761524063,
2021-05-17 12:00:00,-171.31079115899593,
2021-05-17 13:30:00,-171.05191284289975,
2021-05-17 15:00:00,-170.40641513524724,
2021-05-17 15:30:30,-170.40641513524724,
2021-05-17 23:59:59,-174.5030220592211,c
2021-05-18 00:00:00,-180.5261488794972,
2021-05-18 10:00:00,-181.84589304095834,
2021-05-18 10:30:00,-173.82289999420436,
2021-05-18 12:00:00,-173.51300539629477,
2021-05-18 13:30:00,-182.33088583551933,
2021-05-18 15:00:00,-183.03660030387812,
2021-05-18 15:30:30,-183.03660030387812,
2021-05-18 23:59:59,-174.4012667388222,c
2021-05-19 00:00:00,-167.69477984473082,
2021-05-19 10:00:00,-186.0706341709011,
2021-05-19 10:30:00,-180.7791659355713,
2021-05-19 12:00:00,-175.13521098390424,
2021-05-19 13:30:00,-169.36384425877554,
2021-05-19 15:00:00,-170.6689222032358,
2021-05-19 15:30:30,-170.6689222032358,
2021-05-19 23:59:59,-174.2349982890367,c
2021-05-20 00:00:00,-195.0044664948229,
2021-05-20 10:00:00,-203.90412749645293,
2021-05-20 10:30:00,-208.53668430471663,
2021-05-20 12:00:00,-207.77049552891742,
2021-05-20 13:30:00,-209.81100350163945,
2021-05-20 15:00:00,-213.9765564949568,
2021-05-20 15:30:30,-213.9765564949568,
2021-05-20 23:59:59,-214.64723326825532,c
2021-05-21 00:00:00,-213.96193502662737,
2021-05-21 10:00:00,-208.8904447856208,
2021-05-21 10:30:00,-205.2964808866845,
2021-05-21 12:00:00,-196.21697764884203,
2021-05-21 13:30:00,-199.8712168832801,
2021-05-21 15:00:00,-196.24982912661818,
2021-05-21 15:30:30,-196.24982912661818,
2021-05-21 23:59:59,-187.17461499089188,w
2021-05-24 00:00:00,-175.172576838285,
2021-05-24 10:00:00,-169.77473868523072,
2021-05-24 10:30:00,-167.4114459292668,
2021-05-24 12:00:00,-168.64118519958288,
2021-05-24 13:30:00,-170.84295907198867,
2021-05-24 15:00:00,-172.34450236259,
2021-05-24 15:30:30,-172.34450236259,
2021-05-24 23:59:59,-165.9669401885555,c
2021-05-25 00:00:00,-164.98916204460295,
2021-05-25 10:00:00,-170.96322105446274,
2021-05-25 10:30:00,-163.2632684927887,
2021-05-25 12:00:00,-156.0327253811505,
2021-05-25 13:30:00,-156.13135939314645,
2021-05-25 15:00:00,-155.5934030604351,
2021-05-25 15:30:30,-155.5934030604351,
2021-05-25 23:59:59,-158.1705971523101,c
