date,VYM_HEDGED_2021_Q3,meta
2021-07-30 00:00:00,23.41541931278607,
2021-07-30 10:00:00,23.165101489248173,
2021-07-30 10:30:00,20.333965532905268,
2021-07-30 12:00:00,26.77291225111844,
2021-07-30 13:30:00,21.781249301547632,
2021-07-30 15:00:00,23.49869630048761,
2021-07-30 15:30:30,23.49869630048761,
2021-07-30 23:59:59,25.982225354654247,w
2021-08-02 00:00:00,17.9596606258699,
2021-08-02 10:00:00,29.263068005621108,
2021-08-02 10:30:00,33.640268812498334,
2021-08-02 12:00:00,28.647773189225973,
2021-08-02 13:30:00,31.273095526069028,
2021-08-02 15:00:00,38.70435274651186,
2021-08-02 15:30:30,38.70435274651186,
2021-08-02 23:59:59,32.99637124240007,c
2021-08-03 00:00:00,51.52710719876541,
2021-08-03 10:00:00,-11.12098645652327,
2021-08-03 10:30:00,-8.006072447170254,
2021-08-03 12:00:00,-14.036703796736447,
2021-08-03 13:30:00,6.965630971806149,
2021-08-03 15:00:00,5.746092135572098,
2021-08-03 15:30:30,5.746092135572098,
2021-08-03 23:59:59,3.5879242404778324,c
2021-08-04 00:00:00,-13.925274505454126,
2021-08-04 10:00:00,-56.72954005806014,
2021-08-04 10:30:00,-64.20371103628997,
2021-08-04 12:00:00,-79.69689383297623,
2021-08-04 13:30:00,-82.14937025281483,
2021-08-04 15:00:00,-85.45613331749689,
2021-08-04 15:30:30,-85.45613331749689,
2021-08-04 23:59:59,-71.89966424323416,c
2021-08-05 00:00:00,-109.0772549781841,
2021-08-05 10:00:00,-157.40896135404694,
2021-08-05 10:30:00,-161.3197904294393,
2021-08-05 12:00:00,-152.9351825225441,
2021-08-05 13:30:00,-149.87989203077507,
2021-08-05 15:00:00,-140.7585094530706,
2021-08-05 15:30:30,-140.7585094530706,
2021-08-05 23:59:59,-136.60828222682142,c
2021-08-06 00:00:00,-123.95143508306694,
2021-08-06 10:00:00,-118.74773851147916,
2021-08-06 10:30:00,-117.61786246505471,
2021-08-06 12:00:00,-126.89387926165853,
2021-08-06 13:30:00,-113.79011415779314,
2021-08-06 15:00:00,-104.99641495050275,
2021-08-06 15:30:30,-104.99641495050275,
2021-08-06 23:59:59,-107.16901929791982,w
2021-08-09 00:00:00,-112.38584159950346,
2021-08-09 10:00:00,-125.31213524510656,
2021-08-09 10:30:00,-140.94989715506495,
2021-08-09 12:00:00,-118.38371389597319,
2021-08-09 13:30:00,-119.61493890209908,
2021-08-09 15:00:00,-123.41653306351645,
2021-08-09 15:30:30,-123.41653306351645,
2021-08-09 23:59:59,-126.10166049637428,c
2021-08-10 00:00:00,-111.52992526509797,
2021-08-10 10:00:00,-134.60124682256628,
2021-08-10 10:30:00,-141.8456118410329,
2021-08-10 12:00:00,-136.57198664675423,
2021-08-10 13:30:00,-135.43617810358808,
2021-08-10 15:00:00,-135.28071339442852,
2021-08-10 15:30:30,-135.28071339442852,
2021-08-10 23:59:59,-137.8763173341939,c
2021-08-11 00:00:00,-139.34893051954054,
2021-08-11 10:00:00,-133.62940686661307,
2021-08-11 10:30:00,-133.24236092497222,
2021-08-11 12:00:00,-117.64310560790739,
2021-08-11 13:30:00,-119.7602986049967,
2021-08-11 15:00:00,-111.28915861183384,
2021-08-11 15:30:30,-111.28915861183384,
2021-08-11 23:59:59,-104.52462133068411,c
2021-08-12 00:00:00,-108.49512935683049,
2021-08-12 10:00:00,-101.29426275773415,
2021-08-12 10:30:00,-102.80690977898735,
2021-08-12 12:00:00,-101.85464129824686,
2021-08-12 13:30:00,-97.07505628678643,
2021-08-12 15:00:00,-101.56150573536354,
2021-08-12 15:30:30,-101.56150573536354,
2021-08-12 23:59:59,-99.55999615794963,c
2021-08-13 00:00:00,-91.54419665994465,
2021-08-13 10:00:00,-106.89857299414234,
2021-08-13 10:30:00,-114.13498286075617,
2021-08-13 12:00:00,-103.22384359178238,
2021-08-13 13:30:00,-99.31184089142721,
2021-08-13 15:00:00,-101.2104898786672,
2021-08-13 15:30:30,-101.2104898786672,
2021-08-13 23:59:59,-100.1967525691565,w
2021-08-16 00:00:00,-108.00187157745495,
2021-08-16 10:00:00,-130.75789175923126,
2021-08-16 10:30:00,-114.90576979917921,
2021-08-16 12:00:00,-120.81984102045351,
2021-08-16 13:30:00,-120.01543744264211,
2021-08-16 15:00:00,-118.1941184415017,
2021-08-16 15:30:30,-118.1941184415017,
2021-08-16 23:59:59,-124.96725877532481,c
2021-08-17 00:00:00,-150.07459089383008,
2021-08-17 10:00:00,-152.11660941660796,
2021-08-17 10:30:00,-144.89009833865134,
2021-08-17 12:00:00,-132.03269719401453,
2021-08-17 13:30:00,-137.0430016967822,
2021-08-17 15:00:00,-136.38833794012726,
2021-08-17 15:30:30,-136.38833794012726,
2021-08-17 23:59:59,-140.73756396155022,c
2021-08-18 00:00:00,-148.90939351679833,
2021-08-18 10:00:00,-152.1541903351556,
2021-08-18 10:30:00,-153.66437255533424,
2021-08-18 12:00:00,-142.68132955286478,
2021-08-18 13:30:00,-146.23332568754142,
2021-08-18 15:00:00,-145.8901533569898,
2021-08-18 15:30:30,-145.8901533569898,
2021-08-18 23:59:59,-156.82674318199145,c
2021-08-19 00:00:00,-168.62242292678775,
2021-08-19 10:00:00,-166.32926395936659,
2021-08-19 10:30:00,-177.0338801671021,
2021-08-19 12:00:00,-184.96844326109033,
2021-08-19 13:30:00,-194.23564670441726,
2021-08-19 15:00:00,-196.04642665226572,
2021-08-19 15:30:30,-196.04642665226572,s
2021-08-19 23:59:59,-191.8112289506995,c
2021-08-20 00:00:00,-198.46372154456276,
2021-08-20 10:00:00,-193.16680359691043,
2021-08-20 10:30:00,-192.08729561343716,
2021-08-20 12:00:00,-188.05145398086665,
2021-08-20 13:30:00,-180.1039611439977,
2021-08-20 15:00:00,-185.65844971195793,
2021-08-20 15:30:30,-185.65844971195793,
2021-08-20 23:59:59,-184.70557912550055,w
2021-08-23 00:00:00,-169.9997024457008,
2021-08-23 10:00:00,-170.5593402675056,
2021-08-23 10:30:00,-175.18099179318153,
2021-08-23 12:00:00,-161.61426150125487,
2021-08-23 13:30:00,-151.0486606475073,
2021-08-23 15:00:00,-151.9234839626031,
2021-08-23 15:30:30,-151.9234839626031,
2021-08-23 23:59:59,-151.86299040448216,c
2021-08-24 00:00:00,-142.1651220151158,
2021-08-24 10:00:00,-94.46462751486001,
2021-08-24 10:30:00,-99.53780455357776,
2021-08-24 12:00:00,-77.29491852936906,
2021-08-24 13:30:00,-84.37190296403321,
2021-08-24 15:00:00,-75.17523667044861,
2021-08-24 15:30:30,-75.17523667044861,
2021-08-24 23:59:59,-81.54458844596729,c
2021-08-25 00:00:00,-71.78083982543569,
2021-08-25 10:00:00,-64.4641571458368,
2021-08-25 10:30:00,-61.01783723633105,
2021-08-25 12:00:00,-52.55006296760803,
2021-08-25 13:30:00,-48.96945125757702,
2021-08-25 15:00:00,-42.72366477745936,
2021-08-25 15:30:30,-42.72366477745936,
2021-08-25 23:59:59,-55.388129194388284,c
2021-08-26 00:00:00,-63.3607446101945,
2021-08-26 10:00:00,-58.44398947100308,
2021-08-26 10:30:00,-52.86004546155664,
2021-08-26 12:00:00,-52.533738781811735,
2021-08-26 13:30:00,-51.66534811711335,
2021-08-26 15:00:00,-50.14946533117609,
2021-08-26 15:30:30,-50.14946533117609,
2021-08-26 23:59:59,-51.298369684296404,c
2021-08-27 00:00:00,-64.11668331334249,
2021-08-27 10:00:00,-40.339464983659354,
2021-08-27 10:30:00,-30.331361517179175,
2021-08-27 12:00:00,-24.157875846905426,
2021-08-27 13:30:00,-14.291305870912993,
2021-08-27 15:00:00,-19.662370565262336,
2021-08-27 15:30:30,-19.662370565262336,
2021-08-27 23:59:59,-22.830066796856045,w
2021-08-30 00:00:00,-21.729492074553946,
2021-08-30 10:00:00,-36.60394151148489,
2021-08-30 10:30:00,-49.31951436485042,
2021-08-30 12:00:00,-48.805451791781024,
2021-08-30 13:30:00,-51.420151899614666,
2021-08-30 15:00:00,-52.65857386320363,
2021-08-30 15:30:30,-52.65857386320363,
2021-08-30 23:59:59,-61.048911899632344,c
2021-08-31 00:00:00,-55.70906499033049,
2021-08-31 10:00:00,-60.15180421956006,
2021-08-31 10:30:00,-46.31027041996049,
2021-08-31 12:00:00,-23.550907807679778,
2021-08-31 13:30:00,-28.612525437579052,
2021-08-31 15:00:00,-34.84510080624341,
2021-08-31 15:30:30,-34.84510080624341,m
2021-08-31 23:59:59,-22.05834359860887,c
2021-09-01 00:00:00,-10.611614842721565,
2021-09-01 10:00:00,-4.773609940310962,
2021-09-01 10:30:00,-4.821748341036027,
2021-09-01 12:00:00,5.030348526154967,
2021-09-01 13:30:00,6.630877258448663,
2021-09-01 15:00:00,4.856940115178304,
2021-09-01 15:30:30,4.856940115178304,
2021-09-01 23:59:59,1.8925201427500724,c
2021-09-02 00:00:00,9.924989379400131,
2021-09-02 10:00:00,28.439466083694242,
2021-09-02 10:30:00,28.1869179270725,
2021-09-02 12:00:00,21.34190215782087,
2021-09-02 13:30:00,25.915689843421887,
2021-09-02 15:00:00,17.745062172431744,
2021-09-02 15:30:30,17.745062172431744,
2021-09-02 23:59:59,15.386979955567767,c
2021-09-03 00:00:00,8.449582064701417,
2021-09-03 10:00:00,15.039031246982404,
2021-09-03 10:30:00,19.303884677334736,
2021-09-03 12:00:00,-2.723634245799758,
2021-09-03 13:30:00,-4.853266474673774,
2021-09-03 15:00:00,-8.83794885519842,
2021-09-03 15:30:30,-8.83794885519842,
2021-09-03 23:59:59,0.0,a
2021-09-06 00:00:00,0.0,
2021-09-06 10:00:00,0.0,
2021-09-06 10:30:00,0.0,
2021-09-06 12:00:00,0.0,
2021-09-06 13:30:00,0.0,
2021-09-06 15:00:00,0.0,
2021-09-06 15:30:30,0.0,
2021-09-06 23:59:59,0.0,c
2021-09-07 00:00:00,-19.905576888036194,
2021-09-07 10:00:00,-12.011972311374166,
2021-09-07 10:30:00,-11.674191801844017,
2021-09-07 12:00:00,-19.549244306755327,
2021-09-07 13:30:00,-14.021323064833496,
2021-09-07 15:00:00,-5.561580500146874,
2021-09-07 15:30:30,-5.561580500146874,
