date,SPX500_HEDGED_2020_Q4,meta
2020-10-23 00:00:00,-286.374279977137,
2020-10-23 10:00:00,-292.70850006943334,
2020-10-23 10:30:00,-303.51630697896246,
2020-10-23 12:00:00,-296.3049448620408,
2020-10-23 13:30:00,-295.9881239718566,
2020-10-23 15:00:00,-287.72249203101165,
2020-10-23 15:30:30,-287.72249203101165,
2020-10-23 23:59:59,-294.7218705269437,w
2020-10-26 00:00:00,-303.79172059773487,
2020-10-26 10:00:00,-304.302272901974,
2020-10-26 10:30:00,-296.89286444160433,
2020-10-26 12:00:00,-280.7941889784753,
2020-10-26 13:30:00,-275.7109216895466,
2020-10-26 15:00:00,-278.8046154109625,
2020-10-26 15:30:30,-278.8046154109625,
2020-10-26 23:59:59,-273.1787552798792,c
2020-10-27 00:00:00,-275.82602161741175,
2020-10-27 10:00:00,-274.20634499079284,
2020-10-27 10:30:00,-275.2214547324698,
2020-10-27 12:00:00,-290.29978867075744,
2020-10-27 13:30:00,-290.76256964445867,
2020-10-27 15:00:00,-290.8106421648636,
2020-10-27 15:30:30,-290.8106421648636,
2020-10-27 23:59:59,-297.19598133115994,c
2020-10-28 00:00:00,-287.3149551207564,
2020-10-28 10:00:00,-281.03343932663114,
2020-10-28 10:30:00,-273.6702651668312,
2020-10-28 12:00:00,-282.0274582195564,
2020-10-28 13:30:00,-285.1481850606096,
2020-10-28 15:00:00,-288.79502910268576,
2020-10-28 15:30:30,-288.79502910268576,
2020-10-28 23:59:59,-281.56024932523144,c
2020-10-29 00:00:00,-300.0923551774039,
2020-10-29 10:00:00,-316.5558668515969,
2020-10-29 10:30:00,-312.8133707187324,
2020-10-29 12:00:00,-303.50401703751675,
2020-10-29 13:30:00,-312.73677113649256,
2020-10-29 15:00:00,-315.04150227659943,
2020-10-29 15:30:30,-315.04150227659943,
2020-10-29 23:59:59,-308.0446206350692,c
2020-10-30 00:00:00,-312.129151721645,
2020-10-30 10:00:00,-308.2099457252882,
2020-10-30 10:30:00,-312.1726754789043,
2020-10-30 12:00:00,-301.0575482606229,
2020-10-30 13:30:00,-305.6164420400327,
2020-10-30 15:00:00,-296.24989311129536,
2020-10-30 15:30:30,-296.24989311129536,
2020-10-30 23:59:59,-296.6421158504724,w
2020-11-02 00:00:00,-286.1449082907241,
2020-11-02 10:00:00,-278.5703378217125,
2020-11-02 10:30:00,-275.2231662616043,
2020-11-02 12:00:00,-266.82981138640565,
2020-11-02 13:30:00,-265.55520156292414,
2020-11-02 15:00:00,-254.4773694807148,
2020-11-02 15:30:30,-254.4773694807148,
2020-11-02 23:59:59,-260.1699679465801,c
2020-11-03 00:00:00,-243.81405885306862,
2020-11-03 10:00:00,-236.4072927338146,
2020-11-03 10:30:00,-229.2445188792999,
2020-11-03 12:00:00,-232.93941946178552,
2020-11-03 13:30:00,-236.84466674512777,
2020-11-03 15:00:00,-232.96259152524885,
2020-11-03 15:30:30,-232.96259152524885,
