date,CRSP_MICRO_HEDGED_2021_Q4,meta
2021-10-22 00:00:00,-1070.1275368583474,
2021-10-22 10:00:00,-1039.3523293346334,
2021-10-22 10:30:00,-1077.6481455062521,
2021-10-22 12:00:00,-1047.440528066697,
2021-10-22 13:30:00,-1055.7894872911766,
2021-10-22 15:00:00,-1061.6881379074248,
2021-10-22 15:30:30,-1061.6881379074248,
2021-10-22 23:59:59,-1047.073736013861,w
2021-10-25 00:00:00,-1064.8874624470236,
2021-10-25 10:00:00,-1034.921925552504,
2021-10-25 10:30:00,-1079.5750614177578,
2021-10-25 12:00:00,-1066.5556798720154,
2021-10-25 13:30:00,-1077.9383817035805,
2021-10-25 15:00:00,-1109.2320949751002,
2021-10-25 15:30:30,-1109.2320949751002,
2021-10-25 23:59:59,-1055.5855856963644,c
2021-10-26 00:00:00,-1100.0992080338647,
2021-10-26 10:00:00,-1046.988660638517,
2021-10-26 10:30:00,-1067.9534889575953,
2021-10-26 12:00:00,-1045.6559197407205,
2021-10-26 13:30:00,-990.0594621083455,
2021-10-26 15:00:00,-1030.9577738094622,
2021-10-26 15:30:30,-1030.9577738094622,
2021-10-26 23:59:59,-982.6523131498043,c
2021-10-27 00:00:00,-948.2629778236123,
2021-10-27 10:00:00,-963.4698861867828,
2021-10-27 10:30:00,-931.64596429415,
2021-10-27 12:00:00,-888.9005040631446,
2021-10-27 13:30:00,-865.2805087097267,
2021-10-27 15:00:00,-848.6741461268412,
2021-10-27 15:30:30,-848.6741461268412,
2021-10-27 23:59:59,-796.9705834333608,c
2021-10-28 00:00:00,-829.7166694732123,
2021-10-28 10:00:00,-862.735522234997,
2021-10-28 10:30:00,-874.8093796469293,
2021-10-28 12:00:00,-861.4289619093752,
2021-10-28 13:30:00,-880.6884748868824,
2021-10-28 15:00:00,-882.1519989247536,
2021-10-28 15:30:30,-882.1519989247536,
2021-10-28 23:59:59,-919.4604134616948,c
2021-10-29 00:00:00,-919.5556158579438,
2021-10-29 10:00:00,-950.2282682163759,
2021-10-29 10:30:00,-906.6204204006563,
2021-10-29 12:00:00,-916.4833102986486,
2021-10-29 13:30:00,-945.0425948612392,
2021-10-29 15:00:00,-942.4327564109835,
2021-10-29 15:30:30,-942.4327564109835,
2021-10-29 23:59:59,-956.0384038358479,w
2021-11-01 00:00:00,-971.0814269945249,
2021-11-01 10:00:00,-1044.7015624492524,
2021-11-01 10:30:00,-1086.2569150194868,
2021-11-01 12:00:00,-1080.833609243995,
2021-11-01 13:30:00,-1096.4903711595007,
2021-11-01 15:00:00,-1079.5295512141984,
2021-11-01 15:30:30,-1079.5295512141984,
2021-11-01 23:59:59,-1108.6279408106475,c
2021-11-02 00:00:00,-1154.8169247067954,
2021-11-02 10:00:00,-1141.6479198939924,
2021-11-02 10:30:00,-1084.9583428913757,
2021-11-02 12:00:00,-1031.2554372375498,
2021-11-02 13:30:00,-1043.5029032679067,
2021-11-02 15:00:00,-1092.0128561774927,
2021-11-02 15:30:30,-1092.0128561774927,
2021-11-02 23:59:59,-1105.73048963799,c
2021-11-03 00:00:00,-1093.925224243405,
2021-11-03 10:00:00,-1129.3518098107825,
2021-11-03 10:30:00,-1163.1238367740343,
2021-11-03 12:00:00,-1197.189769980202,
2021-11-03 13:30:00,-1201.121589385646,
2021-11-03 15:00:00,-1277.4111959796164,
2021-11-03 15:30:30,-1277.4111959796164,
2021-11-03 23:59:59,-1308.3109466917376,c
2021-11-04 00:00:00,-1268.8832963333352,
2021-11-04 10:00:00,-1259.7161270811694,
2021-11-04 10:30:00,-1257.246331755031,
2021-11-04 12:00:00,-1190.4937882590393,
2021-11-04 13:30:00,-1201.8227856318827,
2021-11-04 15:00:00,-1168.1020790393204,
2021-11-04 15:30:30,-1168.1020790393204,
2021-11-04 23:59:59,-1167.2358186512238,c
2021-11-05 00:00:00,-1188.728880243677,
2021-11-05 10:00:00,-1233.941505238061,
2021-11-05 10:30:00,-1242.7504104260006,
2021-11-05 12:00:00,-1241.79569383353,
2021-11-05 13:30:00,-1172.7566929753139,
2021-11-05 15:00:00,-1194.896145553529,
2021-11-05 15:30:30,-1194.896145553529,
2021-11-05 23:59:59,-1203.34137320623,w
2021-11-08 00:00:00,-1187.6417001458321,
2021-11-08 10:00:00,-1190.677373529049,
2021-11-08 10:30:00,-1214.114160220437,
2021-11-08 12:00:00,-1199.6145593173896,
2021-11-08 13:30:00,-1171.3133422185947,
2021-11-08 15:00:00,-1167.600206258886,
2021-11-08 15:30:30,-1167.600206258886,
2021-11-08 23:59:59,-1161.7949639982771,c
2021-11-09 00:00:00,-1112.5815560457404,
2021-11-09 10:00:00,-1023.3619982339187,
2021-11-09 10:30:00,-1021.265377174861,
2021-11-09 12:00:00,-969.3866156564754,
2021-11-09 13:30:00,-970.6969871327992,
2021-11-09 15:00:00,-997.0295830213327,
2021-11-09 15:30:30,-997.0295830213327,
2021-11-09 23:59:59,-1000.2598789374579,c
2021-11-10 00:00:00,-937.2356229968391,
2021-11-10 10:00:00,-1083.4322924825492,
2021-11-10 10:30:00,-1053.7772841506803,
2021-11-10 12:00:00,-1015.8768976945303,
2021-11-10 13:30:00,-937.9791318917296,
2021-11-10 15:00:00,-897.2143202232373,
2021-11-10 15:30:30,-897.2143202232373,
2021-11-10 23:59:59,-898.0797105335978,c
2021-11-11 00:00:00,-903.7444221710057,
2021-11-11 10:00:00,-930.3875672406066,
2021-11-11 10:30:00,-920.718972093824,
2021-11-11 12:00:00,-910.1278771847774,
2021-11-11 13:30:00,-886.9213301654818,
2021-11-11 15:00:00,-895.8671609307994,
2021-11-11 15:30:30,-895.8671609307994,
2021-11-11 23:59:59,-879.6881530131204,c
2021-11-12 00:00:00,-895.5246392254967,
2021-11-12 10:00:00,-849.9923678098576,
