date,DJSECT_2022_Q3,meta
2022-08-19 00:00:00,-251.1596929762809,
2022-08-19 10:00:00,-282.31998013252337,
2022-08-19 10:30:00,-278.5698941422081,
2022-08-19 12:00:00,-298.7758397222226,
2022-08-19 13:30:00,-295.4765178754219,
2022-08-19 15:00:00,-301.5383555936612,
2022-08-19 15:30:30,-301.5383555936612,
2022-08-19 23:59:59,-303.068770673656,w
2022-08-22 00:00:00,-305.6213198508308,
2022-08-22 10:00:00,-298.2280083927062,
2022-08-22 10:30:00,-315.2973301903064,
2022-08-22 12:00:00,-293.3671177885676,
2022-08-22 13:30:00,-303.688799822879,
2022-08-22 15:00:00,-307.2644059476422,
2022-08-22 15:30:30,-307.2644059476422,
2022-08-22 23:59:59,-291.7099127182737,c
2022-08-23 00:00:00,-279.95734941142837,
2022-08-23 10:00:00,-246.35254370087387,
2022-08-23 10:30:00,-236.1606730854146,
2022-08-23 12:00:00,-246.49321670004838,
2022-08-23 13:30:00,-237.57931780942044,
2022-08-23 15:00:00,-244.92389607991163,
2022-08-23 15:30:30,-244.92389607991163,
2022-08-23 23:59:59,-243.8452667081865,c
2022-08-24 00:00:00,-224.31676571337448,
2022-08-24 10:00:00,-206.5924459678231,
2022-08-24 10:30:00,-207.01400590722324,
2022-08-24 12:00:00,-168.45472776166798,
2022-08-24 13:30:00,-191.4616108258997,
2022-08-24 15:00:00,-186.61587696937931,
2022-08-24 15:30:30,-186.61587696937931,
2022-08-24 23:59:59,-175.9617289116095,c
2022-08-25 00:00:00,-118.79540760059899,
2022-08-25 10:00:00,-138.73340226150913,
2022-08-25 10:30:00,-140.79022555593247,
2022-08-25 12:00:00,-161.41843633488043,
2022-08-25 13:30:00,-141.34314074021222,
2022-08-25 15:00:00,-149.59161482103673,
2022-08-25 15:30:30,-149.59161482103673,
2022-08-25 23:59:59,-143.31980574664658,c
2022-08-26 00:00:00,-112.39322561663903,
2022-08-26 10:00:00,-151.81851388717723,
2022-08-26 10:30:00,-181.54824450897513,
2022-08-26 12:00:00,-206.35957213712663,
2022-08-26 13:30:00,-212.4825210725512,
2022-08-26 15:00:00,-226.39216663171783,
2022-08-26 15:30:30,-226.39216663171783,
2022-08-26 23:59:59,-232.44024357782928,w
2022-08-29 00:00:00,-260.84996452825817,
2022-08-29 10:00:00,-209.56905991774966,
2022-08-29 10:30:00,-222.74806031366734,
2022-08-29 12:00:00,-238.66895413891552,
2022-08-29 13:30:00,-213.41119364380438,
2022-08-29 15:00:00,-234.27858339827117,
2022-08-29 15:30:30,-234.27858339827117,
2022-08-29 23:59:59,-235.39359400894364,c
2022-08-30 00:00:00,-244.81955827381853,
2022-08-30 10:00:00,-243.91257492028035,
2022-08-30 10:30:00,-240.99400748584276,
2022-08-30 12:00:00,-260.28364552661697,
2022-08-30 13:30:00,-293.23281865873264,
2022-08-30 15:00:00,-283.659555637548,
2022-08-30 15:30:30,-283.659555637548,
2022-08-30 23:59:59,-260.86896603378455,c
2022-08-31 00:00:00,-231.92128795823692,
2022-08-31 10:00:00,-206.5911020285812,
2022-08-31 10:30:00,-217.7418246889806,
2022-08-31 12:00:00,-229.41231870658976,
2022-08-31 13:30:00,-235.53756547211924,
2022-08-31 15:00:00,-225.11231883802247,
2022-08-31 15:30:30,-225.11231883802247,m
2022-08-31 23:59:59,-216.0026361639425,c
2022-09-01 00:00:00,-265.0121148490564,
2022-09-01 10:00:00,-349.67703712591265,
2022-09-01 10:30:00,-338.3880851290437,
2022-09-01 12:00:00,-393.874199305327,
2022-09-01 13:30:00,-352.42896763678664,
2022-09-01 15:00:00,-355.18869763924954,
2022-09-01 15:30:30,-355.18869763924954,
2022-09-01 23:59:59,-331.8361818227563,c
2022-09-02 00:00:00,-277.69319345341023,
2022-09-02 10:00:00,-337.9651256583693,
2022-09-02 10:30:00,-281.25276213900474,
2022-09-02 12:00:00,-258.1913840337361,
2022-09-02 13:30:00,-307.5397703708318,
2022-09-02 15:00:00,-310.36115802658856,
2022-09-02 15:30:30,-310.36115802658856,
2022-09-02 23:59:59,-324.7078476679676,w
2022-09-05 00:00:00,-324.7078476679676,
2022-09-05 10:00:00,-324.7078476679676,
2022-09-05 10:30:00,-324.7078476679676,
2022-09-05 12:00:00,-324.7078476679676,
2022-09-05 13:30:00,-324.7078476679676,
2022-09-05 15:00:00,-324.7078476679676,
2022-09-05 15:30:30,-324.7078476679676,
2022-09-05 23:59:59,-324.7078476679676,c
2022-09-06 00:00:00,-310.9912960409829,
2022-09-06 10:00:00,-268.21376358519296,
2022-09-06 10:30:00,-269.4741416933641,
2022-09-06 12:00:00,-257.61394153607216,
2022-09-06 13:30:00,-302.3675325252311,
2022-09-06 15:00:00,-299.5149123144852,
2022-09-06 15:30:30,-299.5149123144852,
2022-09-06 23:59:59,-325.48350583205297,c
2022-09-07 00:00:00,-348.6385224869882,
2022-09-07 10:00:00,-296.56494088029194,
2022-09-07 10:30:00,-283.86948770380286,
2022-09-07 12:00:00,-269.07775350067664,
2022-09-07 13:30:00,-248.6752292756364,
2022-09-07 15:00:00,-240.14151619310724,
2022-09-07 15:30:30,-240.14151619310724,s
2022-09-07 23:59:59,-222.13937189092758,c
2022-09-08 00:00:00,-236.55560796602003,
2022-09-08 10:00:00,-148.40027605095156,
2022-09-08 10:30:00,-131.52077829837845,
2022-09-08 12:00:00,-126.0577839369912,
2022-09-08 13:30:00,-114.28173992471511,
2022-09-08 15:00:00,-91.57244772264903,
2022-09-08 15:30:30,-91.57244772264903,
2022-09-08 23:59:59,-69.00209750332988,c
2022-09-09 00:00:00,-47.00444229454706,
2022-09-09 10:00:00,-8.094144904882342,
2022-09-09 10:30:00,-17.021761199912362,
2022-09-09 12:00:00,3.543701310652523,
2022-09-09 13:30:00,8.807733872403787,
2022-09-09 15:00:00,-3.7565295295439682,
2022-09-09 15:30:30,-3.7565295295439682,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,4.372647898328978,
2022-09-12 10:00:00,55.57967770400455,
2022-09-12 10:30:00,49.8020903990905,
2022-09-12 12:00:00,37.08178782330015,
2022-09-12 13:30:00,50.18545159833093,
2022-09-12 15:00:00,47.70857374563502,
2022-09-12 15:30:30,47.70857374563502,
2022-09-12 23:59:59,64.742505855133,c
2022-09-13 00:00:00,-49.098005679612925,
2022-09-13 10:00:00,-11.570118626904332,
2022-09-13 10:30:00,-8.376223121767453,
2022-09-13 12:00:00,-64.74769712765647,
2022-09-13 13:30:00,-46.122116386273774,
2022-09-13 15:00:00,-76.19894925176231,
2022-09-13 15:30:30,-76.19894925176231,
2022-09-13 23:59:59,-80.40591418204076,c
2022-09-14 00:00:00,-71.45500862057179,
2022-09-14 10:00:00,-37.86461057331326,
2022-09-14 10:30:00,-78.23951455985662,
2022-09-14 12:00:00,-19.830666357898735,
2022-09-14 13:30:00,-23.55573832476466,
2022-09-14 15:00:00,-40.85149533624917,
2022-09-14 15:30:30,-40.85149533624917,
2022-09-14 23:59:59,-25.88956270845074,c
2022-09-15 00:00:00,-63.016864291414095,
2022-09-15 10:00:00,10.621294311084966,
2022-09-15 10:30:00,-20.11282756449873,
2022-09-15 12:00:00,-53.76711841041424,
