date,DGRO_HEDGED_2020_Q4,meta
2020-11-20 00:00:00,-48.70729996836661,
2020-11-20 10:00:00,-45.8029232798641,
2020-11-20 10:30:00,-44.42961889525276,
2020-11-20 12:00:00,-51.83051178157106,
2020-11-20 13:30:00,-57.601151473205164,
2020-11-20 15:00:00,-48.28302011319937,
2020-11-20 15:30:30,-48.28302011319937,
2020-11-20 23:59:59,-49.419524957845994,w
2020-11-23 00:00:00,-53.23878167977924,
2020-11-23 10:00:00,-50.22619487286656,
2020-11-23 10:30:00,-47.131821905473885,
2020-11-23 12:00:00,-40.547681704950435,
2020-11-23 13:30:00,-47.33973196031363,
2020-11-23 15:00:00,-52.868102495839736,
2020-11-23 15:30:30,-52.868102495839736,
2020-11-23 23:59:59,-61.09885600515136,c
2020-11-24 00:00:00,-59.81264996489253,
2020-11-24 10:00:00,-56.37915719442617,
2020-11-24 10:30:00,-58.058904401958415,
2020-11-24 12:00:00,-56.48547225135661,
2020-11-24 13:30:00,-64.98423743364933,
2020-11-24 15:00:00,-63.468284126527294,
2020-11-24 15:30:30,-63.468284126527294,
2020-11-24 23:59:59,-64.33303208887318,c
2020-11-25 00:00:00,-46.03100573383466,
2020-11-25 10:00:00,-54.21565862307108,
2020-11-25 10:30:00,-54.75213174302735,
2020-11-25 12:00:00,-50.13172534768293,
2020-11-25 13:30:00,-50.982574350329344,
2020-11-25 15:00:00,-44.883167765414925,
2020-11-25 15:30:30,-44.883167765414925,
2020-11-25 23:59:59,-36.43866836366311,c
2020-11-26 00:00:00,-36.43866836366311,
2020-11-26 10:00:00,-36.43866836366311,
2020-11-26 10:30:00,-36.43866836366311,
2020-11-26 12:00:00,-36.43866836366311,
2020-11-26 13:30:00,-36.43866836366311,
2020-11-26 15:00:00,-36.43866836366311,
2020-11-26 15:30:30,-36.43866836366311,
2020-11-26 23:59:59,-36.43866836366311,c
2020-11-27 00:00:00,-31.250952681734077,
2020-11-27 10:00:00,-35.08138120101691,
2020-11-27 10:30:00,-46.310466910529584,
2020-11-27 12:00:00,-46.21774772923311,
2020-11-27 13:30:00,-46.21774772923311,
2020-11-27 15:00:00,-46.21774772923311,
2020-11-27 15:30:30,-46.21774772923311,
2020-11-27 23:59:59,-43.01690389335826,w
2020-11-30 00:00:00,-33.33304700901439,
2020-11-30 10:00:00,-34.69679531839839,
2020-11-30 10:30:00,-36.27159272293153,
2020-11-30 12:00:00,-33.46701086721839,
2020-11-30 13:30:00,-29.388156016461323,
2020-11-30 15:00:00,-18.780341387927862,
2020-11-30 15:30:30,-18.780341387927862,s
2020-11-30 23:59:59,-26.18367795933395,c
2020-12-01 00:00:00,-32.262647003285934,
2020-12-01 10:00:00,-33.978617855601385,
2020-12-01 10:30:00,-40.66756011523441,
2020-12-01 12:00:00,-35.33309245718365,
2020-12-01 13:30:00,-32.101786648647845,
2020-12-01 15:00:00,-37.55675096495352,
2020-12-01 15:30:30,-37.55675096495352,
2020-12-01 23:59:59,-36.03942118016437,c
2020-12-02 00:00:00,-30.342016499418293,
2020-12-02 10:00:00,-40.39496607494587,
2020-12-02 10:30:00,-44.123547683401966,
2020-12-02 12:00:00,-49.44030641666234,
2020-12-02 13:30:00,-42.04801354339202,
2020-12-02 15:00:00,-47.4076462868139,
2020-12-02 15:30:30,-47.4076462868139,
2020-12-02 23:59:59,-45.10233979882173,c
2020-12-03 00:00:00,-46.494751983506546,
2020-12-03 10:00:00,-49.105494798486376,
2020-12-03 10:30:00,-55.03045725438568,
2020-12-03 12:00:00,-51.68556689962523,
2020-12-03 13:30:00,-46.1393702604737,
2020-12-03 15:00:00,-48.94765762748784,
2020-12-03 15:30:30,-48.94765762748784,
2020-12-03 23:59:59,-52.05983886563649,c
2020-12-04 00:00:00,-50.76934192986647,
2020-12-04 10:00:00,-44.0537975980898,
2020-12-04 10:30:00,-49.206256835988285,
2020-12-04 12:00:00,-52.698132727611636,
2020-12-04 13:30:00,-47.78358878047317,
2020-12-04 15:00:00,-48.77845745138973,
2020-12-04 15:30:30,-48.77845745138973,
2020-12-04 23:59:59,-50.32158985269646,w
2020-12-07 00:00:00,-37.91184326024185,
2020-12-07 10:00:00,-19.953829099630056,
2020-12-07 10:30:00,-18.10259204200122,
2020-12-07 12:00:00,-15.277894464266055,
2020-12-07 13:30:00,-16.619900301809935,
2020-12-07 15:00:00,-15.910809211022084,
2020-12-07 15:30:30,-15.910809211022084,
2020-12-07 23:59:59,-18.41462255500936,c
2020-12-08 00:00:00,-22.81060396463424,
2020-12-08 10:00:00,-19.58396900629522,
2020-12-08 10:30:00,-15.138053313240945,
2020-12-08 12:00:00,-25.639165639004233,
2020-12-08 13:30:00,-25.223070658148004,
2020-12-08 15:00:00,-20.206664491181286,
2020-12-08 15:30:30,-20.206664491181286,
2020-12-08 23:59:59,-9.998742701945986,c
2020-12-09 00:00:00,-7.748322114719912,
2020-12-09 10:00:00,8.858444789975636,
2020-12-09 10:30:00,14.313904967424676,
2020-12-09 12:00:00,13.67261803282824,
2020-12-09 13:30:00,15.169503698582147,
2020-12-09 15:00:00,12.260970455077072,
2020-12-09 15:30:30,12.260970455077072,
2020-12-09 23:59:59,12.281711378687078,c
2020-12-10 00:00:00,-2.284773653489566,
2020-12-10 10:00:00,0.388944796859505,
2020-12-10 10:30:00,-0.9994124697816602,
2020-12-10 12:00:00,-1.885453140990407,
2020-12-10 13:30:00,4.044647553909499,
2020-12-10 15:00:00,7.96576842661176,
2020-12-10 15:30:30,7.96576842661176,
2020-12-10 23:59:59,3.68553211605429,c
2020-12-11 00:00:00,4.1606428117423775,
2020-12-11 10:00:00,-6.69122624284816,
2020-12-11 10:30:00,1.4175037982372487,
2020-12-11 12:00:00,2.38856658674122,
2020-12-11 13:30:00,-1.2967800554928033,
2020-12-11 15:00:00,-3.648370549583575,
2020-12-11 15:30:30,-3.648370549583575,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,8.433941809430493,
2020-12-14 10:00:00,13.648758274271486,
2020-12-14 10:30:00,21.183348362003528,
2020-12-14 12:00:00,22.72437763348404,
2020-12-14 13:30:00,20.538623692175562,
2020-12-14 15:00:00,18.66363129888221,
2020-12-14 15:30:30,18.66363129888221,
2020-12-14 23:59:59,16.205460399030073,c
2020-12-15 00:00:00,24.092009401151074,
2020-12-15 10:00:00,14.792854399112912,
2020-12-15 10:30:00,20.138700351063136,
2020-12-15 12:00:00,21.36695536122781,
2020-12-15 13:30:00,32.068169521803156,
2020-12-15 15:00:00,38.74201735048614,
2020-12-15 15:30:30,38.74201735048614,
2020-12-15 23:59:59,41.497893167885984,c
2020-12-16 00:00:00,51.961737725814636,
2020-12-16 10:00:00,55.90203089062389,
2020-12-16 10:30:00,64.62709968133134,
2020-12-16 12:00:00,59.59419245568164,
2020-12-16 13:30:00,62.30422866051498,
2020-12-16 15:00:00,66.15665143528273,
2020-12-16 15:30:30,66.15665143528273,
2020-12-16 23:59:59,60.57920406567111,c
2020-12-17 00:00:00,56.91510387285884,
2020-12-17 10:00:00,68.95331020943236,
2020-12-17 10:30:00,71.8807585338051,
2020-12-17 12:00:00,67.82957345524818,
2020-12-17 13:30:00,69.17358553727482,
2020-12-17 15:00:00,71.17440667802506,
2020-12-17 15:30:30,71.17440667802506,
2020-12-17 23:59:59,73.33877083379102,c
2020-12-18 00:00:00,93.40238745633577,
2020-12-18 10:00:00,91.16959819917484,
2020-12-18 10:30:00,89.1615670340107,
2020-12-18 12:00:00,77.83622041357408,
2020-12-18 13:30:00,81.27412395419931,
2020-12-18 15:00:00,81.70700202120406,
2020-12-18 15:30:30,81.70700202120406,
2020-12-18 23:59:59,58.75805777941061,e
2020-12-21 00:00:00,53.53665730713903,
2020-12-21 10:00:00,48.497930940223895,
2020-12-21 10:30:00,46.0438642239746,
2020-12-21 12:00:00,37.732357190649296,
2020-12-21 13:30:00,39.244436212718156,
2020-12-21 15:00:00,39.11418315306632,
2020-12-21 15:30:30,39.11418315306632,
2020-12-21 23:59:59,46.41928054332458,c
2020-12-22 00:00:00,51.65223159514782,
2020-12-22 10:00:00,43.87143294414539,
2020-12-22 10:30:00,46.51961004600177,
2020-12-22 12:00:00,41.01954477729616,
2020-12-22 13:30:00,38.81398607298837,
2020-12-22 15:00:00,36.58174021307194,
2020-12-22 15:30:30,36.58174021307194,
2020-12-22 23:59:59,35.863042789943776,c
2020-12-23 00:00:00,36.263369771322914,
2020-12-23 10:00:00,30.645368188249734,
2020-12-23 10:30:00,31.501468962525635,
2020-12-23 12:00:00,24.567495142095083,
2020-12-23 13:30:00,21.546594963593705,
2020-12-23 15:00:00,23.105593207503276,
2020-12-23 15:30:30,23.105593207503276,
2020-12-23 23:59:59,17.371551591232304,c
2020-12-24 00:00:00,19.187362726975266,
2020-12-24 10:00:00,22.049285257289625,
2020-12-24 10:30:00,18.317561481816327,
2020-12-24 12:00:00,17.927494758863176,
2020-12-24 13:30:00,17.927494758863176,
2020-12-24 15:00:00,17.927494758863176,
2020-12-24 15:30:30,17.927494758863176,
2020-12-24 23:59:59,22.111225805570967,c
2020-12-25 00:00:00,22.111225805570967,
2020-12-25 10:00:00,22.111225805570967,
2020-12-25 10:30:00,22.111225805570967,
2020-12-25 12:00:00,22.111225805570967,
2020-12-25 13:30:00,22.111225805570967,
2020-12-25 15:00:00,22.111225805570967,
2020-12-25 15:30:30,22.111225805570967,
2020-12-25 23:59:59,22.111225805570967,w
2020-12-28 00:00:00,24.278724073907753,
2020-12-28 10:00:00,16.40140639206882,
2020-12-28 10:30:00,6.953694966499654,
2020-12-28 12:00:00,7.081745703943753,
2020-12-28 13:30:00,12.613810049404222,
2020-12-28 15:00:00,11.959075141907661,
2020-12-28 15:30:30,11.959075141907661,
2020-12-28 23:59:59,11.833751851541592,c
2020-12-29 00:00:00,14.073133350705987,
2020-12-29 10:00:00,8.45247549968785,
2020-12-29 10:30:00,5.921644993716029,
2020-12-29 12:00:00,-0.4766283000946032,
2020-12-29 13:30:00,4.634775512805049,
2020-12-29 15:00:00,7.166471778633323,
2020-12-29 15:30:30,7.166471778633323,
2020-12-29 23:59:59,7.818563140880983,c
2020-12-30 00:00:00,8.177515322243636,
2020-12-30 10:00:00,5.8278638176889075,
2020-12-30 10:30:00,9.17601631538102,
2020-12-30 12:00:00,8.410357594322747,
2020-12-30 13:30:00,7.312152902618024,
2020-12-30 15:00:00,5.024779296561917,
2020-12-30 15:30:30,5.024779296561917,
2020-12-30 23:59:59,5.801714110526419,c
2020-12-31 00:00:00,4.888239825366256,
2020-12-31 10:00:00,0.6512867012098127,
2020-12-31 10:30:00,4.256412088603156,
2020-12-31 12:00:00,4.659093342750722,
2020-12-31 13:30:00,5.984503838722034,
2020-12-31 15:00:00,7.721466965471109,
2020-12-31 15:30:30,7.721466965471109,
2020-12-31 23:59:59,6.7908739270547045,c
2021-01-01 00:00:00,6.7908739270547045,
2021-01-01 10:00:00,6.7908739270547045,
2021-01-01 10:30:00,6.7908739270547045,
2021-01-01 12:00:00,6.7908739270547045,
2021-01-01 13:30:00,6.7908739270547045,
2021-01-01 15:00:00,6.7908739270547045,
2021-01-01 15:30:30,6.7908739270547045,
2021-01-01 23:59:59,6.7908739270547045,w
