date,DGRO_2021_Q3,meta
2021-08-20 00:00:00,-92.13709760391885,
2021-08-20 10:00:00,-114.98233946531218,
2021-08-20 10:30:00,-129.03881508153336,
2021-08-20 12:00:00,-133.09847852200255,
2021-08-20 13:30:00,-136.18299142236583,
2021-08-20 15:00:00,-129.7560318896767,
2021-08-20 15:30:30,-129.7560318896767,
2021-08-20 23:59:59,-124.7727373649841,w
2021-08-23 00:00:00,-137.76262066717072,
2021-08-23 10:00:00,-128.37876617837856,
2021-08-23 10:30:00,-138.74130845520085,
2021-08-23 12:00:00,-104.31980401917463,
2021-08-23 13:30:00,-100.56110266219866,
2021-08-23 15:00:00,-104.73030125420291,
2021-08-23 15:30:30,-104.73030125420291,
2021-08-23 23:59:59,-98.26439442294395,c
2021-08-24 00:00:00,-89.03985588030082,
2021-08-24 10:00:00,-61.3914404333359,
2021-08-24 10:30:00,-68.11556693877446,
2021-08-24 12:00:00,-59.63362844737412,
2021-08-24 13:30:00,-54.880081651274395,
2021-08-24 15:00:00,-58.561077011285306,
2021-08-24 15:30:30,-58.561077011285306,
2021-08-24 23:59:59,-51.39058569404506,c
2021-08-25 00:00:00,-55.167800463558706,
2021-08-25 10:00:00,-26.532486682166564,
2021-08-25 10:30:00,-34.98038054111748,
2021-08-25 12:00:00,-39.86495699028865,
2021-08-25 13:30:00,-31.86812123283653,
2021-08-25 15:00:00,-33.43983847518484,
2021-08-25 15:30:30,-33.43983847518484,
2021-08-25 23:59:59,-35.38521232473886,c
2021-08-26 00:00:00,-38.48774908769792,
2021-08-26 10:00:00,-30.053200197117803,
2021-08-26 10:30:00,-25.801073504112082,
2021-08-26 12:00:00,-25.108340330388728,
2021-08-26 13:30:00,-27.92412128845217,
2021-08-26 15:00:00,-29.306008337416642,
2021-08-26 15:30:30,-29.306008337416642,
2021-08-26 23:59:59,-22.784263175993146,c
2021-08-27 00:00:00,-25.002096822997828,
2021-08-27 10:00:00,-11.993648738611682,
2021-08-27 10:30:00,-12.98912095240621,
