date,NDX_2022_Q2,meta
2022-05-06 00:00:00,623.4329663674124,
2022-05-06 10:00:00,505.15461563759953,
2022-05-06 10:30:00,527.9753056331782,
2022-05-06 12:00:00,576.0109721923958,
2022-05-06 13:30:00,582.8516806318689,
2022-05-06 15:00:00,553.0273268371972,
2022-05-06 15:30:30,553.0273268371972,
2022-05-06 23:59:59,554.4532082958293,w
2022-05-09 00:00:00,501.7639229150107,
2022-05-09 10:00:00,479.29946482041896,
2022-05-09 10:30:00,435.449813050156,
2022-05-09 12:00:00,416.3579087294902,
2022-05-09 13:30:00,378.9036868438462,
2022-05-09 15:00:00,358.2857654280697,
2022-05-09 15:30:30,358.2857654280697,
2022-05-09 23:59:59,350.0804861572029,c
2022-05-10 00:00:00,368.33210234488627,
2022-05-10 10:00:00,361.8039012109423,
2022-05-10 10:30:00,329.62157360524265,
2022-05-10 12:00:00,283.64991140468686,
2022-05-10 13:30:00,320.02811618498254,
2022-05-10 15:00:00,349.97773732298845,
2022-05-10 15:30:30,349.97773732298845,u
2022-05-10 23:59:59,348.29450283158974,c
2022-05-11 00:00:00,303.4247994469347,
2022-05-11 10:00:00,324.3723784408101,
2022-05-11 10:30:00,374.4410846874064,
2022-05-11 12:00:00,361.4510212633835,
2022-05-11 13:30:00,338.38954043393517,
2022-05-11 15:00:00,322.61811617032356,
2022-05-11 15:30:30,322.61811617032356,
2022-05-11 23:59:59,302.79986265380194,c
2022-05-12 00:00:00,272.6837643751484,
2022-05-12 10:00:00,293.8743209809764,
2022-05-12 10:30:00,340.5965450752228,
2022-05-12 12:00:00,332.0117594360956,
2022-05-12 13:30:00,317.2057283289016,
2022-05-12 15:00:00,296.6325163852571,
2022-05-12 15:30:30,296.6325163852571,
2022-05-12 23:59:59,316.0596437407146,c
2022-05-13 00:00:00,388.0290362389072,
2022-05-13 10:00:00,383.2657052128311,
2022-05-13 10:30:00,404.5562259289439,
2022-05-13 12:00:00,434.29250295717327,
2022-05-13 13:30:00,444.33028058064895,
2022-05-13 15:00:00,444.9017886330722,
2022-05-13 15:30:30,444.9017886330722,
2022-05-13 23:59:59,447.5862375706592,w
2022-05-16 00:00:00,424.3105147513236,
2022-05-16 10:00:00,369.26947753234657,
2022-05-16 10:30:00,377.31563864548673,
2022-05-16 12:00:00,333.65306985480197,
2022-05-16 13:30:00,304.33458180260396,
2022-05-16 15:00:00,323.0038708732421,
2022-05-16 15:30:30,323.0038708732421,
2022-05-16 23:59:59,299.197783536657,c
2022-05-17 00:00:00,278.9123798515122,
2022-05-17 10:00:00,289.78143142013903,
2022-05-17 10:30:00,255.24758858217032,
2022-05-17 12:00:00,305.4574102216517,
2022-05-17 13:30:00,301.71563602239,
2022-05-17 15:00:00,293.2243088707734,
2022-05-17 15:30:30,293.2243088707734,
2022-05-17 23:59:59,304.3165682332416,c
2022-05-18 00:00:00,244.78422708984152,
2022-05-18 10:00:00,219.15391174318245,
2022-05-18 10:30:00,230.5288345045072,
2022-05-18 12:00:00,185.59556344242117,
2022-05-18 13:30:00,165.0349709759362,
2022-05-18 15:00:00,162.90997072700853,
2022-05-18 15:30:30,162.90997072700853,
2022-05-18 23:59:59,166.86696022038848,c
2022-05-19 00:00:00,162.0917716752524,
2022-05-19 10:00:00,154.7669943252389,
2022-05-19 10:30:00,176.49290113897686,
2022-05-19 12:00:00,249.6571560936703,
2022-05-19 13:30:00,212.37637004638202,
2022-05-19 15:00:00,221.1193898824472,
2022-05-19 15:30:30,221.1193898824472,
2022-05-19 23:59:59,199.4443964283702,c
2022-05-20 00:00:00,219.88833703509783,
2022-05-20 10:00:00,186.04760619813345,
2022-05-20 10:30:00,174.13237311487745,
2022-05-20 12:00:00,128.41905094182528,
2022-05-20 13:30:00,99.35193266873353,
2022-05-20 15:00:00,117.04445145907314,
2022-05-20 15:30:30,117.04445145907314,
2022-05-20 23:59:59,153.3327655356939,w
2022-05-23 00:00:00,112.27484744653725,
2022-05-23 10:00:00,105.51845533016842,
2022-05-23 10:30:00,121.06371477910099,
2022-05-23 12:00:00,131.32102288863723,
2022-05-23 13:30:00,129.34029738922325,
2022-05-23 15:00:00,136.1075296876562,
2022-05-23 15:30:30,136.1075296876562,
2022-05-23 23:59:59,142.71998502484277,c
2022-05-24 00:00:00,121.08198275897487,
2022-05-24 10:00:00,77.3509795403954,
2022-05-24 10:30:00,88.65956880506363,
2022-05-24 12:00:00,110.81427111746191,
2022-05-24 13:30:00,90.81248409139073,
2022-05-24 15:00:00,78.9890289717741,
2022-05-24 15:30:30,78.9890289717741,
2022-05-24 23:59:59,83.0243826043787,c
2022-05-25 00:00:00,51.09579438926562,
2022-05-25 10:00:00,101.91621339493258,
2022-05-25 10:30:00,132.21798475634762,
2022-05-25 12:00:00,135.2835948674437,
2022-05-25 13:30:00,155.71369164218552,
2022-05-25 15:00:00,171.08610071970907,
