date,ISPY_2021_Q2,meta
2021-03-26 00:00:00,-129.96669684797405,
2021-03-26 10:00:00,-98.7518998615052,
2021-03-26 10:30:00,-111.6881544135664,
2021-03-26 12:00:00,-132.27760908194762,
2021-03-26 13:30:00,-165.59943046530861,
2021-03-26 15:00:00,-200.18166746563122,
2021-03-26 15:30:30,-200.18166746563122,
2021-03-26 23:59:59,-144.21396483809485,w
2021-03-29 00:00:00,-160.75151814823005,
2021-03-29 10:00:00,-186.7154236767983,
2021-03-29 10:30:00,-185.63802027028407,
2021-03-29 12:00:00,-201.13648011719806,
2021-03-29 13:30:00,-186.54112692818012,
2021-03-29 15:00:00,-234.02808858436686,
2021-03-29 15:30:30,-234.02808858436686,
2021-03-29 23:59:59,-216.2173753719194,c
2021-03-30 00:00:00,-240.81247163218416,
2021-03-30 10:00:00,-280.0147744036401,
2021-03-30 10:30:00,-295.6428202609916,
2021-03-30 12:00:00,-272.4837415486122,
2021-03-30 13:30:00,-268.4665876879085,
2021-03-30 15:00:00,-272.89627602189125,
2021-03-30 15:30:30,-272.89627602189125,
2021-03-30 23:59:59,-248.31620181961284,c
2021-03-31 00:00:00,-234.6392377159882,
2021-03-31 10:00:00,-185.36161212968113,
2021-03-31 10:30:00,-184.24794083904544,
2021-03-31 12:00:00,-195.00688763247524,
2021-03-31 13:30:00,-162.94581046735652,
2021-03-31 15:00:00,-151.8729358003177,
2021-03-31 15:30:30,-151.8729358003177,
2021-03-31 23:59:59,-148.24344640635445,c
2021-04-01 00:00:00,-57.99006353146865,
2021-04-01 10:00:00,-60.17002480027986,
2021-04-01 10:30:00,-74.06243654708123,
2021-04-01 12:00:00,-63.68436466889443,
2021-04-01 13:30:00,-58.83790732205648,
2021-04-01 15:00:00,-33.02044569466898,
2021-04-01 15:30:30,-33.02044569466898,
2021-04-01 23:59:59,-48.3810518915451,c
2021-04-02 00:00:00,-48.3810518915451,
2021-04-02 10:00:00,-48.3810518915451,
2021-04-02 10:30:00,-48.3810518915451,
2021-04-02 12:00:00,-48.3810518915451,
2021-04-02 13:30:00,-48.3810518915451,
2021-04-02 15:00:00,-48.3810518915451,
2021-04-02 15:30:30,-48.3810518915451,
2021-04-02 23:59:59,-48.3810518915451,w
2021-04-05 00:00:00,-27.492890221943867,
2021-04-05 10:00:00,-96.35479764960564,
2021-04-05 10:30:00,-59.83088179832828,
2021-04-05 12:00:00,-63.93509809369459,
2021-04-05 13:30:00,-63.62910812129769,
2021-04-05 15:00:00,-48.73996535252422,
2021-04-05 15:30:30,-48.73996535252422,
2021-04-05 23:59:59,-44.02379417315785,c
2021-04-06 00:00:00,-15.855842911392529,
2021-04-06 10:00:00,-60.22028047993001,
2021-04-06 10:30:00,-40.66321991113489,
2021-04-06 12:00:00,6.907320540728847,
2021-04-06 13:30:00,-13.07253378999917,
2021-04-06 15:00:00,-30.202705236326096,
2021-04-06 15:30:30,-30.202705236326096,
2021-04-06 23:59:59,-45.513899707692644,c
2021-04-07 00:00:00,-49.09466547839497,
2021-04-07 10:00:00,-35.14113673456018,
2021-04-07 10:30:00,-13.337564555661402,
2021-04-07 12:00:00,-14.105774429634607,
2021-04-07 13:30:00,-42.25882066684994,
2021-04-07 15:00:00,-43.219104419349605,
2021-04-07 15:30:30,-43.219104419349605,
2021-04-07 23:59:59,-51.29723897859253,c
2021-04-08 00:00:00,-25.281908027962686,
2021-04-08 10:00:00,9.292097764552409,
2021-04-08 10:30:00,-8.727234941062648,
2021-04-08 12:00:00,-3.7144284991826453,
2021-04-08 13:30:00,-26.69414329967458,
2021-04-08 15:00:00,-28.89463046918752,
2021-04-08 15:30:30,-28.89463046918752,
2021-04-08 23:59:59,-13.40747637609104,c
2021-04-09 00:00:00,-7.635077812567147,
2021-04-09 10:00:00,-74.69330984874375,
2021-04-09 10:30:00,-81.70441311499974,
2021-04-09 12:00:00,-28.337081047836477,
2021-04-09 13:30:00,-16.135546396381756,
2021-04-09 15:00:00,-8.944041590339452,
2021-04-09 15:30:30,-8.944041590339452,
2021-04-09 23:59:59,0.0,a
2021-04-12 00:00:00,-4.357523945414755,
2021-04-12 10:00:00,37.683864745232654,
2021-04-12 10:30:00,42.88197823577343,
2021-04-12 12:00:00,53.98344436302,
2021-04-12 13:30:00,79.10077556645024,
2021-04-12 15:00:00,46.577802325128346,
2021-04-12 15:30:30,46.577802325128346,
2021-04-12 23:59:59,37.88340229380913,c
2021-04-13 00:00:00,85.52450261318961,
2021-04-13 10:00:00,102.00806238356893,
2021-04-13 10:30:00,155.1247142719452,
2021-04-13 12:00:00,125.04961043558558,
2021-04-13 13:30:00,148.52105625115394,
2021-04-13 15:00:00,199.78709024739453,
2021-04-13 15:30:30,199.78709024739453,
2021-04-13 23:59:59,194.98682106764988,c
2021-04-14 00:00:00,152.49918356243722,
2021-04-14 10:00:00,248.53123582162073,
2021-04-14 10:30:00,195.38094699979695,
2021-04-14 12:00:00,182.01443329197684,
2021-04-14 13:30:00,163.66105354385616,
2021-04-14 15:00:00,144.8175384127161,
2021-04-14 15:30:30,144.8175384127161,
2021-04-14 23:59:59,131.8890500027311,c
2021-04-15 00:00:00,148.55786863305423,
2021-04-15 10:00:00,98.67830757986201,
2021-04-15 10:30:00,92.3421679263106,
2021-04-15 12:00:00,110.17292496415837,
2021-04-15 13:30:00,111.17828813270182,
2021-04-15 15:00:00,134.90809815594196,
2021-04-15 15:30:30,134.90809815594196,
2021-04-15 23:59:59,119.35345600486664,c
2021-04-16 00:00:00,95.60728570101799,
2021-04-16 10:00:00,9.611635016487185,
2021-04-16 10:30:00,35.44668375828098,
2021-04-16 12:00:00,26.324067665662483,
2021-04-16 13:30:00,-24.21394655730319,
2021-04-16 15:00:00,-65.08207671422122,
2021-04-16 15:30:30,-65.08207671422122,
2021-04-16 23:59:59,-108.99363456396031,e
2021-04-19 00:00:00,-157.4240715770917,
2021-04-19 10:00:00,-50.35771890261401,
2021-04-19 10:30:00,-80.96393489322793,
2021-04-19 12:00:00,-96.00173384050004,
2021-04-19 13:30:00,-104.79179506768014,
2021-04-19 15:00:00,-116.42068767037517,
2021-04-19 15:30:30,-116.42068767037517,
2021-04-19 23:59:59,-116.85945008139277,c
2021-04-20 00:00:00,-140.67065800989894,
2021-04-20 10:00:00,-144.07391199906272,
2021-04-20 10:30:00,-150.11158889463763,
2021-04-20 12:00:00,-169.7276645033254,
2021-04-20 13:30:00,-173.2816471799283,
2021-04-20 15:00:00,-180.77227903496703,
2021-04-20 15:30:30,-180.77227903496703,
2021-04-20 23:59:59,-191.0292989200251,c
2021-04-21 00:00:00,-200.69911520879964,
2021-04-21 10:00:00,-175.8258085340858,
2021-04-21 10:30:00,-169.60367491116074,
2021-04-21 12:00:00,-166.35963632710013,
2021-04-21 13:30:00,-171.92119693380437,
2021-04-21 15:00:00,-156.33013268561956,
2021-04-21 15:30:30,-156.33013268561956,
2021-04-21 23:59:59,-140.59809582642663,c
2021-04-22 00:00:00,-116.45991591010102,
2021-04-22 10:00:00,-97.42671227808466,
2021-04-22 10:30:00,-65.22184622076009,
2021-04-22 12:00:00,-57.98704637358378,
