date,AR_MIGRATION_2019_Q2,meta
2019-05-09 00:00:00,142.01804040672783,
2019-05-09 10:00:00,157.46680374851712,
2019-05-09 10:30:00,160.28389773837398,
2019-05-09 12:00:00,139.18490355014885,
2019-05-09 13:30:00,137.8694154987241,
2019-05-09 15:00:00,136.92475565990398,
2019-05-09 15:30:30,136.92475565990398,
2019-05-09 23:59:59,136.2657125313575,c
2019-05-10 00:00:00,134.9885328946871,
2019-05-10 10:00:00,113.21124681923106,
2019-05-10 10:30:00,123.18272085692416,
2019-05-10 12:00:00,150.52794642426056,
2019-05-10 13:30:00,137.37713944926804,
2019-05-10 15:00:00,134.97715505897102,
2019-05-10 15:30:30,134.97715505897102,s
2019-05-10 23:59:59,135.62794532792623,w
2019-05-13 00:00:00,149.28453599742008,
2019-05-13 10:00:00,171.2345772220978,
2019-05-13 10:30:00,168.12847109708315,
2019-05-13 12:00:00,163.83775749880624,
2019-05-13 13:30:00,178.32729254557142,
2019-05-13 15:00:00,174.75565729906907,
2019-05-13 15:30:30,174.75565729906907,
2019-05-13 23:59:59,189.22986208939972,c
2019-05-14 00:00:00,177.21057173079802,
2019-05-14 10:00:00,186.78010468640508,
2019-05-14 10:30:00,165.46770428505772,
2019-05-14 12:00:00,180.8529240367675,
2019-05-14 13:30:00,174.92533094131215,
2019-05-14 15:00:00,167.14526183229813,
2019-05-14 15:30:30,167.14526183229813,
2019-05-14 23:59:59,161.23650908332854,c
2019-05-15 00:00:00,155.6292111101018,
2019-05-15 10:00:00,132.5025593394076,
2019-05-15 10:30:00,149.78052149542685,
2019-05-15 12:00:00,144.33196102833764,
2019-05-15 13:30:00,153.1090270390498,
2019-05-15 15:00:00,143.53061385707878,
2019-05-15 15:30:30,143.53061385707878,
2019-05-15 23:59:59,141.43218123201905,c
2019-05-16 00:00:00,127.23576558583338,
2019-05-16 10:00:00,96.61901021692142,
2019-05-16 10:30:00,82.15639952266358,
2019-05-16 12:00:00,86.63033325869156,
2019-05-16 13:30:00,75.41185275998888,
2019-05-16 15:00:00,81.11770266525784,
2019-05-16 15:30:30,81.11770266525784,
2019-05-16 23:59:59,85.59986329581753,c
2019-05-17 00:00:00,88.50000343896517,
2019-05-17 10:00:00,91.2303271975934,
2019-05-17 10:30:00,88.10320271840328,
2019-05-17 12:00:00,82.62849720590111,
2019-05-17 13:30:00,74.3203309992486,
2019-05-17 15:00:00,70.56984810132275,
2019-05-17 15:30:30,70.56984810132275,
2019-05-17 23:59:59,79.15131510638778,w
2019-05-20 00:00:00,73.90480402903233,
2019-05-20 10:00:00,93.65983448276037,
2019-05-20 10:30:00,92.77913624277465,
2019-05-20 12:00:00,84.68427612025582,
2019-05-20 13:30:00,74.30728304433248,
2019-05-20 15:00:00,78.23206791071723,
2019-05-20 15:30:30,78.23206791071723,
2019-05-20 23:59:59,75.68989804937894,c
2019-05-21 00:00:00,72.40877324442533,
2019-05-21 10:00:00,67.29824050312911,
2019-05-21 10:30:00,81.26505808335372,
2019-05-21 12:00:00,70.79943429583253,
2019-05-21 13:30:00,84.51896997290768,
2019-05-21 15:00:00,80.60937972993949,
2019-05-21 15:30:30,80.60937972993949,
2019-05-21 23:59:59,81.156648302669,c
2019-05-22 00:00:00,68.34098671458665,
2019-05-22 10:00:00,49.29135396658279,
2019-05-22 10:30:00,39.227690795184145,
2019-05-22 12:00:00,37.49169862339909,
2019-05-22 13:30:00,33.246887594836835,
2019-05-22 15:00:00,36.04123214575364,
2019-05-22 15:30:30,36.04123214575364,
2019-05-22 23:59:59,38.00825528828463,c
2019-05-23 00:00:00,46.55511828008562,
2019-05-23 10:00:00,28.657479251605935,
2019-05-23 10:30:00,19.487033934235598,
2019-05-23 12:00:00,9.89419344107705,
2019-05-23 13:30:00,20.52169040051143,
2019-05-23 15:00:00,33.843109806538166,
2019-05-23 15:30:30,33.843109806538166,
2019-05-23 23:59:59,26.952802809339488,c
2019-05-24 00:00:00,15.372291119272347,
2019-05-24 10:00:00,-10.143507463328262,
2019-05-24 10:30:00,-9.292204740229806,
2019-05-24 12:00:00,1.2662069422445938,
2019-05-24 13:30:00,-7.2040264260351705,
2019-05-24 15:00:00,-12.168871341216004,
2019-05-24 15:30:30,-12.168871341216004,
2019-05-24 23:59:59,-8.103710818663387,w
2019-05-27 00:00:00,-8.103710818663387,
2019-05-27 10:00:00,-8.103710818663387,
2019-05-27 10:30:00,-8.103710818663387,
2019-05-27 12:00:00,-8.103710818663387,
2019-05-27 13:30:00,-8.103710818663387,
2019-05-27 15:00:00,-8.103710818663387,
2019-05-27 15:30:30,-8.103710818663387,
2019-05-27 23:59:59,-8.103710818663387,c
2019-05-28 00:00:00,-13.59058940566291,
2019-05-28 10:00:00,-24.009013433743746,
2019-05-28 10:30:00,-17.138947011626385,
2019-05-28 12:00:00,-21.70203143325216,
2019-05-28 13:30:00,-20.63668402694094,
2019-05-28 15:00:00,-5.072853653356162,
2019-05-28 15:30:30,-5.072853653356162,
2019-05-28 23:59:59,-11.230262423969805,c
2019-05-29 00:00:00,-14.428548786418787,
2019-05-29 10:00:00,-6.749232916004928,
2019-05-29 10:30:00,-9.802755440152339,
2019-05-29 12:00:00,11.510422119876353,
2019-05-29 13:30:00,16.3381922022715,
2019-05-29 15:00:00,21.706180934636023,
2019-05-29 15:30:30,21.706180934636023,
2019-05-29 23:59:59,37.692301695614645,c
2019-05-30 00:00:00,33.8849807370288,
2019-05-30 10:00:00,36.45025874234335,
2019-05-30 10:30:00,20.28782743527489,
2019-05-30 12:00:00,8.05063104300433,
2019-05-30 13:30:00,18.54345526580923,
2019-05-30 15:00:00,10.41987503133015,
2019-05-30 15:30:30,10.41987503133015,
2019-05-30 23:59:59,7.951026744501291,c
2019-05-31 00:00:00,4.662659858918289,
2019-05-31 10:00:00,15.769773050406116,
2019-05-31 10:30:00,18.19381355456781,
2019-05-31 12:00:00,-17.176330528433255,
2019-05-31 13:30:00,-11.72689829143593,
2019-05-31 15:00:00,-3.1279102187698413,
2019-05-31 15:30:30,-3.1279102187698413,
2019-05-31 23:59:59,-9.043020784368366,w
2019-06-03 00:00:00,17.503764055264185,
2019-06-03 10:00:00,37.08124950085764,
2019-06-03 10:30:00,35.66955722625701,
2019-06-03 12:00:00,14.173361979361403,
2019-06-03 13:30:00,37.45670294493925,
2019-06-03 15:00:00,43.25911041413312,
2019-06-03 15:30:30,43.25911041413312,
2019-06-03 23:59:59,44.760411749139735,c
2019-06-04 00:00:00,30.512099305634734,
2019-06-04 10:00:00,54.84942058571073,
2019-06-04 10:30:00,60.95997918699189,
2019-06-04 12:00:00,77.52357995181038,
2019-06-04 13:30:00,67.58533530810516,
2019-06-04 15:00:00,66.22049737577544,
2019-06-04 15:30:30,66.22049737577544,
2019-06-04 23:59:59,53.65225008411974,c
2019-06-05 00:00:00,55.5015540207431,
2019-06-05 10:00:00,26.880879594677168,
2019-06-05 10:30:00,61.97161641021685,
2019-06-05 12:00:00,33.75914106971214,
2019-06-05 13:30:00,38.078595982000564,
2019-06-05 15:00:00,25.692297559474724,
2019-06-05 15:30:30,25.692297559474724,
2019-06-05 23:59:59,32.13122404060039,c
2019-06-06 00:00:00,0.45697851634582776,
2019-06-06 10:00:00,24.549350233612557,
2019-06-06 10:30:00,9.350222224515164,
2019-06-06 12:00:00,-19.533709099527243,
2019-06-06 13:30:00,-14.732627675940876,
2019-06-06 15:00:00,-10.907260271452287,
2019-06-06 15:30:30,-10.907260271452287,
2019-06-06 23:59:59,-14.314664070925517,c
2019-06-07 00:00:00,-9.936603358136495,
2019-06-07 10:00:00,-32.12925166213989,
2019-06-07 10:30:00,-24.253563661556257,
2019-06-07 12:00:00,-7.299775464052402,
2019-06-07 13:30:00,-5.070703557309173,
2019-06-07 15:00:00,15.158437564862538,
2019-06-07 15:30:30,15.158437564862538,
2019-06-07 23:59:59,0.0,a
2019-06-10 00:00:00,-0.49491839318130815,
2019-06-10 10:00:00,-17.001720162845686,
2019-06-10 10:30:00,-6.994423018019461,
2019-06-10 12:00:00,-23.558481209724505,
2019-06-10 13:30:00,-10.180568700284937,
2019-06-10 15:00:00,-16.148863060216456,
2019-06-10 15:30:30,-16.148863060216456,
2019-06-10 23:59:59,-16.769111433501905,c
2019-06-11 00:00:00,2.0029623207478835,
2019-06-11 10:00:00,0.23603337856485496,
2019-06-11 10:30:00,-0.3250718571674156,
2019-06-11 12:00:00,32.43428177443499,
2019-06-11 13:30:00,31.407454935250286,
2019-06-11 15:00:00,21.247924734786267,
2019-06-11 15:30:30,21.247924734786267,
2019-06-11 23:59:59,9.282798855977262,c
2019-06-12 00:00:00,15.229250652529572,
2019-06-12 10:00:00,-0.8335980060626298,
2019-06-12 10:30:00,1.3078546829820539,
2019-06-12 12:00:00,-20.380937136191903,
2019-06-12 13:30:00,-29.582971422318906,
2019-06-12 15:00:00,-34.90200176255746,
2019-06-12 15:30:30,-34.90200176255746,
2019-06-12 23:59:59,-39.23383356170859,c
2019-06-13 00:00:00,-23.74909595511457,
2019-06-13 10:00:00,-32.38138951310566,
2019-06-13 10:30:00,-27.49821044785415,
2019-06-13 12:00:00,-43.8046091971608,
2019-06-13 13:30:00,-46.689948827106946,
2019-06-13 15:00:00,-38.17283007172989,
2019-06-13 15:30:30,-38.17283007172989,
2019-06-13 23:59:59,-28.47312896943356,c
2019-06-14 00:00:00,-33.04098328816059,
2019-06-14 10:00:00,-38.07902618703804,
2019-06-14 10:30:00,-31.056687416878844,
2019-06-14 12:00:00,-22.57600742143245,
2019-06-14 13:30:00,-13.469270329415224,
2019-06-14 15:00:00,-24.434956782072618,
2019-06-14 15:30:30,-24.434956782072618,
2019-06-14 23:59:59,-16.393426518920535,w
2019-06-17 00:00:00,-18.98116402383414,
2019-06-17 10:00:00,-31.988826981330135,
2019-06-17 10:30:00,-20.74517188527318,
2019-06-17 12:00:00,-13.148100730833619,
2019-06-17 13:30:00,-36.332438629437604,
2019-06-17 15:00:00,-22.774419013908357,
2019-06-17 15:30:30,-22.774419013908357,
2019-06-17 23:59:59,-25.655128114159027,c
2019-06-18 00:00:00,-23.191788102805617,
2019-06-18 10:00:00,-13.605586288817165,
2019-06-18 10:30:00,-22.169328740221033,
2019-06-18 12:00:00,-12.016050005226134,
2019-06-18 13:30:00,-13.349153654237057,
2019-06-18 15:00:00,3.4062932941507142,
2019-06-18 15:30:30,3.4062932941507142,
2019-06-18 23:59:59,-3.8345026819741292,c
2019-06-19 00:00:00,-8.05810999408601,
2019-06-19 10:00:00,-1.8927776692522116,
2019-06-19 10:30:00,9.702492199970152,
2019-06-19 12:00:00,-0.9082661034299235,
2019-06-19 13:30:00,-2.6157692341620304,
2019-06-19 15:00:00,-6.864976049385177,
2019-06-19 15:30:30,-6.864976049385177,
2019-06-19 23:59:59,-22.203701778396976,c
2019-06-20 00:00:00,-8.999307909733375,
2019-06-20 10:00:00,-7.87734235861501,
2019-06-20 10:30:00,9.433173846511693,
2019-06-20 12:00:00,12.557787474579186,
2019-06-20 13:30:00,2.578269081643043,
2019-06-20 15:00:00,-3.213798740292475,
2019-06-20 15:30:30,-3.213798740292475,
2019-06-20 23:59:59,-0.27038026493914913,c
2019-06-21 00:00:00,20.9889053698366,
2019-06-21 10:00:00,31.262451906141166,
2019-06-21 10:30:00,40.22439610695565,
2019-06-21 12:00:00,52.2389208377152,
2019-06-21 13:30:00,63.67239092993208,
2019-06-21 15:00:00,66.59463664485708,
2019-06-21 15:30:30,66.59463664485708,
2019-06-21 23:59:59,65.04699888707842,w
2019-06-24 00:00:00,49.600515897613036,
2019-06-24 10:00:00,112.0418670911479,
2019-06-24 10:30:00,120.14187205801636,
2019-06-24 12:00:00,108.40159111123006,
2019-06-24 13:30:00,121.28233487742793,
2019-06-24 15:00:00,121.74584247801906,
2019-06-24 15:30:30,121.74584247801906,
2019-06-24 23:59:59,126.59149015054516,c
2019-06-25 00:00:00,128.45858650477155,
2019-06-25 10:00:00,119.56675168144741,
2019-06-25 10:30:00,134.8358681845196,
2019-06-25 12:00:00,148.5418632645485,
2019-06-25 13:30:00,150.63855035201772,
2019-06-25 15:00:00,170.15768700742703,
2019-06-25 15:30:30,170.15768700742703,
2019-06-25 23:59:59,164.31104622536918,c
2019-06-26 00:00:00,157.59920466620486,
2019-06-26 10:00:00,179.77722249342136,
2019-06-26 10:30:00,177.2174811846735,
2019-06-26 12:00:00,192.512612622071,
2019-06-26 13:30:00,201.26144488872777,
2019-06-26 15:00:00,212.3661191323116,
2019-06-26 15:30:30,212.3661191323116,
2019-06-26 23:59:59,222.65665013797394,c
2019-06-27 00:00:00,213.71705992720794,
2019-06-27 10:00:00,202.6830408350377,
2019-06-27 10:30:00,201.62958729155554,
2019-06-27 12:00:00,206.14312969991246,
2019-06-27 13:30:00,202.3850968670131,
2019-06-27 15:00:00,192.43032138122632,
2019-06-27 15:30:30,192.43032138122632,
2019-06-27 23:59:59,184.71345668904937,c
2019-06-28 00:00:00,189.61317104142574,
2019-06-28 10:00:00,212.57778367574468,
2019-06-28 10:30:00,192.11877722396017,
2019-06-28 12:00:00,214.9951271063406,
2019-06-28 13:30:00,232.38077274561104,
2019-06-28 15:00:00,236.0403307055907,
2019-06-28 15:30:30,236.0403307055907,
2019-06-28 23:59:59,262.4561806609836,e
2019-07-01 00:00:00,252.7394662125659,
2019-07-01 10:00:00,258.5478759677227,
2019-07-01 10:30:00,272.2647581615004,
2019-07-01 12:00:00,218.2601618423699,
2019-07-01 13:30:00,188.34368535819317,
2019-07-01 15:00:00,182.89163104077846,
2019-07-01 15:30:30,182.89163104077846,
2019-07-01 23:59:59,180.40437528563916,c
2019-07-02 00:00:00,189.41635519389422,
2019-07-02 10:00:00,158.18713379596625,
2019-07-02 10:30:00,158.07016850828666,
2019-07-02 12:00:00,151.98452596953626,
2019-07-02 13:30:00,139.91947745933527,
2019-07-02 15:00:00,137.90596650711691,
2019-07-02 15:30:30,137.90596650711691,
2019-07-02 23:59:59,137.78084594011068,c
2019-07-03 00:00:00,139.35170418283369,
2019-07-03 10:00:00,116.64777813923203,
2019-07-03 10:30:00,114.99979224229304,
2019-07-03 12:00:00,106.09311057866384,
2019-07-03 13:30:00,106.09311057866384,
2019-07-03 15:00:00,106.09311057866384,
2019-07-03 15:30:30,106.09311057866384,
2019-07-03 23:59:59,98.47220746947184,c
2019-07-04 00:00:00,98.47220746947184,
2019-07-04 10:00:00,98.47220746947184,
2019-07-04 10:30:00,98.47220746947184,
2019-07-04 12:00:00,98.47220746947184,
2019-07-04 13:30:00,98.47220746947184,
2019-07-04 15:00:00,98.47220746947184,
2019-07-04 15:30:30,98.47220746947184,
2019-07-04 23:59:59,98.47220746947184,c
2019-07-05 00:00:00,103.26765452625509,
2019-07-05 10:00:00,132.91777242458963,
2019-07-05 10:30:00,103.44626594767769,
2019-07-05 12:00:00,102.67307565871747,
2019-07-05 13:30:00,90.37397079236936,
2019-07-05 15:00:00,87.93138354066036,
2019-07-05 15:30:30,87.93138354066036,
2019-07-05 23:59:59,83.85824549429299,w
2019-07-08 00:00:00,84.76114793222303,
2019-07-08 10:00:00,79.31318492750245,
2019-07-08 10:30:00,80.61984941209678,
2019-07-08 12:00:00,93.05115277419708,
2019-07-08 13:30:00,85.01714494192487,
2019-07-08 15:00:00,77.87455771399138,
2019-07-08 15:30:30,77.87455771399138,
2019-07-08 23:59:59,82.73041429003456,c
2019-07-09 00:00:00,77.34496166495128,
2019-07-09 10:00:00,72.221292158191,
2019-07-09 10:30:00,78.32188956039701,
2019-07-09 12:00:00,71.78201546796285,
2019-07-09 13:30:00,72.77343158983996,
2019-07-09 15:00:00,64.04390615481208,
2019-07-09 15:30:30,64.04390615481208,
2019-07-09 23:59:59,68.11165843909129,c
2019-07-10 00:00:00,72.69288567462502,
2019-07-10 10:00:00,87.05266016667511,
2019-07-10 10:30:00,78.33621212881638,
2019-07-10 12:00:00,75.11173054018874,
2019-07-10 13:30:00,83.43765715123084,
2019-07-10 15:00:00,75.30733703338768,
2019-07-10 15:30:30,75.30733703338768,
2019-07-10 23:59:59,91.03853693624376,c
2019-07-11 00:00:00,87.7584133711074,
2019-07-11 10:00:00,88.30015042383235,
2019-07-11 10:30:00,89.02929251435174,
2019-07-11 12:00:00,89.41830845934535,
2019-07-11 13:30:00,89.7555127638773,
2019-07-11 15:00:00,94.30512110799083,
2019-07-11 15:30:30,94.30512110799083,
2019-07-11 23:59:59,80.45977255978394,c
2019-07-12 00:00:00,86.60562801237839,
2019-07-12 10:00:00,96.62781782397161,
2019-07-12 10:30:00,106.70146664312063,
2019-07-12 12:00:00,85.79693174089405,
2019-07-12 13:30:00,75.9434959931412,
2019-07-12 15:00:00,70.1552078929206,
2019-07-12 15:30:30,70.1552078929206,
2019-07-12 23:59:59,74.14174876794772,w
2019-07-15 00:00:00,67.95617981236177,
2019-07-15 10:00:00,64.65032904673961,
2019-07-15 10:30:00,73.71638356321469,
2019-07-15 12:00:00,78.66264748248958,
2019-07-15 13:30:00,68.14395318028585,
2019-07-15 15:00:00,62.74208423762309,
2019-07-15 15:30:30,62.74208423762309,
2019-07-15 23:59:59,67.64377767706219,c
2019-07-16 00:00:00,57.98830910042926,
2019-07-16 10:00:00,67.44324907608208,
2019-07-16 10:30:00,79.57275139427321,
2019-07-16 12:00:00,83.50795381361695,
2019-07-16 13:30:00,64.59825900284613,
2019-07-16 15:00:00,67.92308729739938,
2019-07-16 15:30:30,67.92308729739938,
2019-07-16 23:59:59,67.10865221148146,c
2019-07-17 00:00:00,74.5290630133455,
2019-07-17 10:00:00,66.77037659355744,
2019-07-17 10:30:00,53.17161305659178,
2019-07-17 12:00:00,52.026971532172865,
2019-07-17 13:30:00,46.86512064805984,
2019-07-17 15:00:00,59.47978826099822,
2019-07-17 15:30:30,59.47978826099822,
2019-07-17 23:59:59,53.044784214419025,c
2019-07-18 00:00:00,58.97103927051097,
2019-07-18 10:00:00,58.531033166755805,
2019-07-18 10:30:00,54.263041163281,
2019-07-18 12:00:00,52.05599356322159,
2019-07-18 13:30:00,50.67850576391004,
2019-07-18 15:00:00,45.259359406858295,
2019-07-18 15:30:30,45.259359406858295,
2019-07-18 23:59:59,47.17262063379633,c
2019-07-19 00:00:00,40.805587812395714,
2019-07-19 10:00:00,27.037973163437243,
2019-07-19 10:30:00,39.462738608770934,
2019-07-19 12:00:00,37.18766522780277,
2019-07-19 13:30:00,39.83355562827671,
2019-07-19 15:00:00,58.27026430972944,
2019-07-19 15:30:30,58.27026430972944,
2019-07-19 23:59:59,71.9320850269277,w
2019-07-22 00:00:00,67.68621956190677,
2019-07-22 10:00:00,63.629760733611334,
2019-07-22 10:30:00,57.80962409290373,
2019-07-22 12:00:00,48.948434264847634,
2019-07-22 13:30:00,46.252325304137685,
2019-07-22 15:00:00,44.754950701869035,
2019-07-22 15:30:30,44.754950701869035,
2019-07-22 23:59:59,50.77457101656927,c
2019-07-23 00:00:00,51.62585227918461,
2019-07-23 10:00:00,79.35135957928,
2019-07-23 10:30:00,94.95771433688299,
2019-07-23 12:00:00,108.51968829469493,
2019-07-23 13:30:00,108.50873216120004,
2019-07-23 15:00:00,101.14287005058407,
2019-07-23 15:30:30,101.14287005058407,
2019-07-23 23:59:59,98.31671288732397,c
2019-07-24 00:00:00,110.62916017157505,
2019-07-24 10:00:00,85.73037554823199,
2019-07-24 10:30:00,103.56583063739416,
2019-07-24 12:00:00,90.22212355448036,
2019-07-24 13:30:00,91.34919069364088,
2019-07-24 15:00:00,89.47658440239314,
2019-07-24 15:30:30,89.47658440239314,
2019-07-24 23:59:59,95.37302294528163,c
2019-07-25 00:00:00,104.89903260819528,
2019-07-25 10:00:00,77.32303132649719,
2019-07-25 10:30:00,82.2518667223058,
2019-07-25 12:00:00,42.4093179156701,
2019-07-25 13:30:00,43.5967793714087,
2019-07-25 15:00:00,35.09917002086897,
2019-07-25 15:30:30,35.09917002086897,
2019-07-25 23:59:59,43.474300070883714,c
2019-07-26 00:00:00,36.056171147823534,
2019-07-26 10:00:00,15.910577871236853,
2019-07-26 10:30:00,-0.7423801499971887,
2019-07-26 12:00:00,-11.610563803777382,
2019-07-26 13:30:00,-1.651865436769583,
2019-07-26 15:00:00,4.253829215863391,
2019-07-26 15:30:30,4.253829215863391,
2019-07-26 23:59:59,6.676440720727726,w
2019-07-29 00:00:00,0.800069467343917,
2019-07-29 10:00:00,53.784747542140224,
2019-07-29 10:30:00,52.8904660748139,
2019-07-29 12:00:00,65.63286907863633,
2019-07-29 13:30:00,55.26155009486436,
2019-07-29 15:00:00,53.436021922221926,
2019-07-29 15:30:30,53.436021922221926,
2019-07-29 23:59:59,48.74472080546687,c
2019-07-30 00:00:00,56.69887488553837,
2019-07-30 10:00:00,52.04523186676931,
2019-07-30 10:30:00,46.653826890003046,
2019-07-30 12:00:00,73.3810361909544,
2019-07-30 13:30:00,100.13458303739776,
2019-07-30 15:00:00,101.95550849014955,
2019-07-30 15:30:30,101.95550849014955,
2019-07-30 23:59:59,110.42921090010466,c
2019-07-31 00:00:00,115.53041619484458,
2019-07-31 10:00:00,118.25011672866711,
2019-07-31 10:30:00,109.52029366983444,
2019-07-31 12:00:00,121.8801206933243,
2019-07-31 13:30:00,120.24366016519548,
2019-07-31 15:00:00,109.69696290595235,
2019-07-31 15:30:30,109.69696290595235,
2019-07-31 23:59:59,101.88277500884504,c
2019-08-01 00:00:00,68.90804140525842,
2019-08-01 10:00:00,56.13500941572099,
2019-08-01 10:30:00,47.19673612694169,
2019-08-01 12:00:00,29.07246264044636,
2019-08-01 13:30:00,7.870319249970748,
2019-08-01 15:00:00,10.0157227321277,
2019-08-01 15:30:30,10.0157227321277,
2019-08-01 23:59:59,11.735665839481783,c
2019-08-02 00:00:00,15.799633978549991,
2019-08-02 10:00:00,37.155356457138055,
2019-08-02 10:30:00,38.57455912227789,
2019-08-02 12:00:00,52.019173064872234,
2019-08-02 13:30:00,69.13705487580484,
2019-08-02 15:00:00,70.23009398449298,
2019-08-02 15:30:30,70.23009398449298,
2019-08-02 23:59:59,72.95322722364347,w
