date,XLCCAP_2022_Q3,meta
2022-09-15 00:00:00,551.7445495606822,
2022-09-15 10:00:00,573.0640139119339,
2022-09-15 10:30:00,565.881496249464,
2022-09-15 12:00:00,556.0088545026689,
2022-09-15 13:30:00,528.9107408183556,
2022-09-15 15:00:00,530.3687226718674,
2022-09-15 15:30:30,530.3687226718674,
2022-09-15 23:59:59,531.9803192869914,c
2022-09-16 00:00:00,539.020141956305,
2022-09-16 10:00:00,491.06893666438793,
2022-09-16 10:30:00,504.59051252722725,
2022-09-16 12:00:00,463.63663867484456,
2022-09-16 13:30:00,397.0151496582596,
2022-09-16 15:00:00,381.4911377300664,
2022-09-16 15:30:30,381.4911377300664,q
2022-09-16 23:59:59,389.1444016148956,w
2022-09-19 00:00:00,325.44462789918464,
2022-09-19 10:00:00,396.8975244430794,
2022-09-19 10:30:00,389.7826955269056,
2022-09-19 12:00:00,404.35987949657897,
2022-09-19 13:30:00,401.5629781773486,
2022-09-19 15:00:00,389.5978383033129,
2022-09-19 15:30:30,389.5978383033129,
2022-09-19 23:59:59,387.7039595594672,c
2022-09-20 00:00:00,367.8635436947343,
2022-09-20 10:00:00,320.7189664036671,
2022-09-20 10:30:00,324.59261594903666,
2022-09-20 12:00:00,318.74113891831024,
2022-09-20 13:30:00,304.77232362054434,
2022-09-20 15:00:00,322.37590299897505,
2022-09-20 15:30:30,322.37590299897505,
2022-09-20 23:59:59,339.6887917733792,c
2022-09-21 00:00:00,347.0852830309387,
2022-09-21 10:00:00,312.9593209874901,
2022-09-21 10:30:00,318.89931684880645,
2022-09-21 12:00:00,301.9505966182852,
2022-09-21 13:30:00,289.1161264977233,
2022-09-21 15:00:00,265.6629979652295,
2022-09-21 15:30:30,265.6629979652295,
2022-09-21 23:59:59,250.48545510904287,c
2022-09-22 00:00:00,259.88971869859444,
2022-09-22 10:00:00,196.9490516954155,
2022-09-22 10:30:00,185.8440508375337,
2022-09-22 12:00:00,128.86777820190673,
2022-09-22 13:30:00,134.66667363976444,
2022-09-22 15:00:00,117.03159590925792,
2022-09-22 15:30:30,117.03159590925792,
2022-09-22 23:59:59,109.97052323083047,c
2022-09-23 00:00:00,95.74042991225689,
2022-09-23 10:00:00,92.06165975860954,
2022-09-23 10:30:00,90.4739238043592,
2022-09-23 12:00:00,88.51350410120466,
2022-09-23 13:30:00,91.32212476844137,
2022-09-23 15:00:00,141.10848691077655,
2022-09-23 15:30:30,141.10848691077655,
2022-09-23 23:59:59,145.28377047256456,w
2022-09-26 00:00:00,148.69325669753312,
2022-09-26 10:00:00,93.77532036755402,
2022-09-26 10:30:00,76.98257464753017,
2022-09-26 12:00:00,59.67757958519253,
2022-09-26 13:30:00,74.62879193816912,
2022-09-26 15:00:00,105.41080895871116,
2022-09-26 15:30:30,105.41080895871116,
2022-09-26 23:59:59,81.76173225402336,c
2022-09-27 00:00:00,84.56142925538862,
2022-09-27 10:00:00,111.21424822774468,
2022-09-27 10:30:00,101.0569385434763,
2022-09-27 12:00:00,84.30976942239815,
2022-09-27 13:30:00,90.55849390674331,
2022-09-27 15:00:00,86.06986673056487,
2022-09-27 15:30:30,86.06986673056487,
2022-09-27 23:59:59,72.92219946757933,c
2022-09-28 00:00:00,39.75574173599623,
2022-09-28 10:00:00,89.9304427996199,
2022-09-28 10:30:00,80.28821563450859,
2022-09-28 12:00:00,63.766639428430324,
2022-09-28 13:30:00,47.808138114426455,
2022-09-28 15:00:00,35.518061827318526,
2022-09-28 15:30:30,35.518061827318526,
2022-09-28 23:59:59,25.78226511182143,c
2022-09-29 00:00:00,13.410941332197263,
2022-09-29 10:00:00,-38.91095054537315,
2022-09-29 10:30:00,-15.946646638420773,
2022-09-29 12:00:00,0.46614172443703517,
2022-09-29 13:30:00,19.13410581890247,
2022-09-29 15:00:00,18.765012057029658,
2022-09-29 15:30:30,18.765012057029658,
2022-09-29 23:59:59,0.0,a
2022-09-30 00:00:00,38.3747213468612,
2022-09-30 10:00:00,66.6807515706519,
2022-09-30 10:30:00,63.59560748057275,
2022-09-30 12:00:00,64.9069063534084,
2022-09-30 13:30:00,42.35958788521268,
2022-09-30 15:00:00,23.97530044610874,
2022-09-30 15:30:30,23.97530044610874,
2022-09-30 23:59:59,27.498191600943223,e
2022-10-03 00:00:00,28.961460870100467,
2022-10-03 10:00:00,32.91829613952575,
