date,KB_FAM_2022_Q1,meta
2022-02-18 00:00:00,76.90203515598603,
2022-02-18 10:00:00,72.34239786383097,
2022-02-18 10:30:00,63.53534064482358,
2022-02-18 12:00:00,58.741261613115,
2022-02-18 13:30:00,60.51151659104653,
2022-02-18 15:00:00,73.83689824706954,
2022-02-18 15:30:30,73.83689824706954,
2022-02-18 23:59:59,61.854730347538805,w
2022-02-21 00:00:00,61.854730347538805,
2022-02-21 10:00:00,61.854730347538805,
2022-02-21 10:30:00,61.854730347538805,
2022-02-21 12:00:00,61.854730347538805,
2022-02-21 13:30:00,61.854730347538805,
2022-02-21 15:00:00,61.854730347538805,
2022-02-21 15:30:30,61.854730347538805,
2022-02-21 23:59:59,61.854730347538805,c
2022-02-22 00:00:00,49.89506479305237,
2022-02-22 10:00:00,34.71254887658654,
2022-02-22 10:30:00,50.81761518991527,
2022-02-22 12:00:00,47.096986278023394,
2022-02-22 13:30:00,40.491571537311756,
2022-02-22 15:00:00,68.74396041200237,
2022-02-22 15:30:30,68.74396041200237,
2022-02-22 23:59:59,61.68116745151099,c
2022-02-23 00:00:00,74.4400421378158,
2022-02-23 10:00:00,37.65824223527744,
2022-02-23 10:30:00,44.07453852973367,
2022-02-23 12:00:00,20.638291845613026,
2022-02-23 13:30:00,4.603569730111531,
2022-02-23 15:00:00,-1.1758877750035026,
2022-02-23 15:30:30,-1.1758877750035026,
2022-02-23 23:59:59,-1.0416345737874622,c
2022-02-24 00:00:00,-31.895883064635143,
2022-02-24 10:00:00,-22.94830937123328,
2022-02-24 10:30:00,-4.308525220204956,
2022-02-24 12:00:00,-13.202132799358822,
2022-02-24 13:30:00,-18.587276258581653,
2022-02-24 15:00:00,-3.380776918948868,
2022-02-24 15:30:30,-3.380776918948868,
2022-02-24 23:59:59,5.390334957657728,c
2022-02-25 00:00:00,21.83318101999174,
2022-02-25 10:00:00,-10.65529206327318,
2022-02-25 10:30:00,0.9362770595087113,
2022-02-25 12:00:00,12.631022957349444,
2022-02-25 13:30:00,3.2537561309092666,
2022-02-25 15:00:00,1.259124580370269,
