date,MSCI_BRL_2022_Q2,meta
2022-04-07 00:00:00,-473.39319861274225,
2022-04-07 10:00:00,-474.2226566550273,
2022-04-07 10:30:00,-467.89063213336885,
2022-04-07 12:00:00,-484.21891999248464,
2022-04-07 13:30:00,-494.10143765781095,
2022-04-07 15:00:00,-505.7013070341113,
2022-04-07 15:30:30,-505.7013070341113,
2022-04-07 23:59:59,-525.6449727858803,c
2022-04-08 00:00:00,-511.36908682792773,
2022-04-08 10:00:00,-466.26063639914855,
2022-04-08 10:30:00,-464.88799825269825,
2022-04-08 12:00:00,-440.2332285354489,
2022-04-08 13:30:00,-437.27959262261106,
2022-04-08 15:00:00,-429.425064028115,
2022-04-08 15:30:30,-429.425064028115,
2022-04-08 23:59:59,-417.31588776135186,w
2022-04-11 00:00:00,-378.7441750184205,
2022-04-11 10:00:00,-388.7329622288819,
2022-04-11 10:30:00,-387.9596805486924,
2022-04-11 12:00:00,-378.96458039048025,
2022-04-11 13:30:00,-368.4989308615545,
2022-04-11 15:00:00,-383.02668415779,
2022-04-11 15:30:30,-383.02668415779,
2022-04-11 23:59:59,-379.0972574431137,c
2022-04-12 00:00:00,-391.9657947713961,
2022-04-12 10:00:00,-380.3971549104406,
2022-04-12 10:30:00,-335.7642477622851,
2022-04-12 12:00:00,-335.714210970483,
2022-04-12 13:30:00,-320.68933667311444,
2022-04-12 15:00:00,-301.4375045461063,
2022-04-12 15:30:30,-301.4375045461063,
2022-04-12 23:59:59,-312.05840370862757,c
2022-04-13 00:00:00,-325.93453922235585,
2022-04-13 10:00:00,-315.08381713675385,
2022-04-13 10:30:00,-295.70024998634017,
2022-04-13 12:00:00,-285.13784853956076,
2022-04-13 13:30:00,-319.3074170191094,
2022-04-13 15:00:00,-304.16949592730725,
2022-04-13 15:30:30,-304.16949592730725,
2022-04-13 23:59:59,-323.4341544541678,c
2022-04-14 00:00:00,-325.52238992884827,
2022-04-14 10:00:00,-286.77116731925094,
2022-04-14 10:30:00,-294.24370153257723,
2022-04-14 12:00:00,-285.45108602660457,
2022-04-14 13:30:00,-250.07788912775027,
2022-04-14 15:00:00,-242.24124660290022,
2022-04-14 15:30:30,-242.24124660290022,
2022-04-14 23:59:59,-244.78043957409477,c
2022-04-15 00:00:00,-244.78043957409477,
2022-04-15 10:00:00,-244.78043957409477,
2022-04-15 10:30:00,-244.78043957409477,
2022-04-15 12:00:00,-244.78043957409477,
2022-04-15 13:30:00,-244.78043957409477,
2022-04-15 15:00:00,-244.78043957409477,
2022-04-15 15:30:30,-244.78043957409477,
2022-04-15 23:59:59,-244.78043957409477,w
2022-04-18 00:00:00,-237.0381215595362,
2022-04-18 10:00:00,-200.99580766133613,
2022-04-18 10:30:00,-211.29142929260524,
2022-04-18 12:00:00,-206.79294040242576,
2022-04-18 13:30:00,-224.48505548089156,
2022-04-18 15:00:00,-217.55502977916444,
2022-04-18 15:30:30,-217.55502977916444,s
2022-04-18 23:59:59,-200.34548964048008,c
2022-04-19 00:00:00,-198.86126201927368,
2022-04-19 10:00:00,-222.4160166056554,
2022-04-19 10:30:00,-214.73825461633146,
2022-04-19 12:00:00,-201.53658850732177,
2022-04-19 13:30:00,-207.17311454499554,
2022-04-19 15:00:00,-188.3041174018481,
2022-04-19 15:30:30,-188.3041174018481,
2022-04-19 23:59:59,-214.819665977951,c
2022-04-20 00:00:00,-211.4148331592478,
2022-04-20 10:00:00,-168.49036476392598,
2022-04-20 10:30:00,-171.79326732508707,
2022-04-20 12:00:00,-187.32685937052543,
2022-04-20 13:30:00,-180.00236872223536,
2022-04-20 15:00:00,-143.07319810953754,
2022-04-20 15:30:30,-143.07319810953754,
2022-04-20 23:59:59,-123.74316999508414,c
2022-04-21 00:00:00,-123.74316999508414,
2022-04-21 10:00:00,-123.74316999508414,
2022-04-21 10:30:00,-123.74316999508414,
2022-04-21 12:00:00,-123.74316999508414,
2022-04-21 13:30:00,-123.74316999508414,
2022-04-21 15:00:00,-123.74316999508414,
2022-04-21 15:30:30,-123.74316999508414,
2022-04-21 23:59:59,-123.74316999508414,c
2022-04-22 00:00:00,-109.63169197706475,
