date,MTECH_2021_Q4,meta
2021-11-19 00:00:00,939.6682009646661,
2021-11-19 10:00:00,893.0584169997082,
2021-11-19 10:30:00,911.0662538153531,
2021-11-19 12:00:00,860.264112834579,
2021-11-19 13:30:00,846.730754484355,
2021-11-19 15:00:00,808.8214630870696,
2021-11-19 15:30:30,808.8214630870696,
2021-11-19 23:59:59,795.8343003472548,w
2021-11-22 00:00:00,772.2900722998802,
2021-11-22 10:00:00,672.5379294698946,
2021-11-22 10:30:00,646.9416511894685,
2021-11-22 12:00:00,560.9539134720646,
2021-11-22 13:30:00,589.6852223939916,
2021-11-22 15:00:00,642.4105279834325,
2021-11-22 15:30:30,642.4105279834325,u
2021-11-22 23:59:59,624.6513606387286,c
2021-11-23 00:00:00,540.463600228243,
2021-11-23 10:00:00,587.314409142261,
2021-11-23 10:30:00,517.8697415236197,
2021-11-23 12:00:00,514.6409060601668,
2021-11-23 13:30:00,507.9859212657668,
2021-11-23 15:00:00,516.3841206962395,
2021-11-23 15:30:30,516.3841206962395,
2021-11-23 23:59:59,520.5232635703562,c
2021-11-24 00:00:00,502.3542266912475,
2021-11-24 10:00:00,505.88391133412006,
2021-11-24 10:30:00,531.2857821907105,
2021-11-24 12:00:00,529.6853282125633,
2021-11-24 13:30:00,531.0386284933984,
2021-11-24 15:00:00,518.9059690056561,
2021-11-24 15:30:30,518.9059690056561,
2021-11-24 23:59:59,523.6677363645356,c
2021-11-25 00:00:00,523.6677363645356,
2021-11-25 10:00:00,523.6677363645356,
2021-11-25 10:30:00,523.6677363645356,
2021-11-25 12:00:00,523.6677363645356,
2021-11-25 13:30:00,523.6677363645356,
2021-11-25 15:00:00,523.6677363645356,
2021-11-25 15:30:30,523.6677363645356,
2021-11-25 23:59:59,523.6677363645356,c
2021-11-26 00:00:00,571.7713597564643,
2021-11-26 10:00:00,586.0641921918127,
2021-11-26 10:30:00,583.5027505428343,
2021-11-26 12:00:00,595.7573561674155,
2021-11-26 13:30:00,595.7573561674155,
2021-11-26 15:00:00,595.7573561674155,
2021-11-26 15:30:30,595.7573561674155,
2021-11-26 23:59:59,602.2404195693375,w
2021-11-29 00:00:00,613.6416301745123,
2021-11-29 10:00:00,591.2646644373795,
2021-11-29 10:30:00,560.1712025702657,
2021-11-29 12:00:00,568.962937607376,
2021-11-29 13:30:00,576.0605874099126,
2021-11-29 15:00:00,569.004805804685,
2021-11-29 15:30:30,569.004805804685,
2021-11-29 23:59:59,569.9148984934677,c
2021-11-30 00:00:00,579.2487575217497,
2021-11-30 10:00:00,586.7580245074071,
2021-11-30 10:30:00,560.8096734390053,
2021-11-30 12:00:00,517.6418373112738,
2021-11-30 13:30:00,503.98395033067095,
2021-11-30 15:00:00,514.1464904162397,
2021-11-30 15:30:30,514.1464904162397,s
2021-11-30 23:59:59,495.44586030331925,c
2021-12-01 00:00:00,534.9780191596687,
2021-12-01 10:00:00,458.57686173506704,
2021-12-01 10:30:00,413.5240774070894,
2021-12-01 12:00:00,326.64344142842276,
2021-12-01 13:30:00,282.7797523544158,
2021-12-01 15:00:00,259.68638781142454,
2021-12-01 15:30:30,259.68638781142454,
2021-12-01 23:59:59,258.14518996962545,c
2021-12-02 00:00:00,266.39385211174033,
2021-12-02 10:00:00,304.2716685168896,
2021-12-02 10:30:00,280.4335506653583,
2021-12-02 12:00:00,251.7287776856773,
2021-12-02 13:30:00,232.0715987569405,
2021-12-02 15:00:00,249.7119656088729,
2021-12-02 15:30:30,249.7119656088729,
2021-12-02 23:59:59,268.3625234991015,c
2021-12-03 00:00:00,111.99117488288277,
2021-12-03 10:00:00,24.66181358285621,
2021-12-03 10:30:00,26.789500163871253,
2021-12-03 12:00:00,-40.602069681353214,
2021-12-03 13:30:00,28.259797788835044,
2021-12-03 15:00:00,29.568239713279922,
2021-12-03 15:30:30,29.568239713279922,
2021-12-03 23:59:59,37.98536309680878,w
2021-12-06 00:00:00,-25.663888091255103,
2021-12-06 10:00:00,-51.75165645184177,
2021-12-06 10:30:00,16.41661840799111,
2021-12-06 12:00:00,-25.767173708757696,
2021-12-06 13:30:00,-10.888954632094737,
2021-12-06 15:00:00,-53.240655619452355,
2021-12-06 15:30:30,-53.240655619452355,
2021-12-06 23:59:59,-28.60926747532949,c
2021-12-07 00:00:00,28.808942704949004,
2021-12-07 10:00:00,82.41818584204191,
2021-12-07 10:30:00,68.54447151088323,
2021-12-07 12:00:00,45.00987690464183,
2021-12-07 13:30:00,67.11944028851735,
2021-12-07 15:00:00,61.14878573086605,
2021-12-07 15:30:30,61.14878573086605,
2021-12-07 23:59:59,42.75729085157775,c
2021-12-08 00:00:00,36.446409616082406,
2021-12-08 10:00:00,31.97363420476131,
2021-12-08 10:30:00,59.295413246959356,
2021-12-08 12:00:00,104.73391905403719,
2021-12-08 13:30:00,128.63778211409988,
2021-12-08 15:00:00,131.59333611417912,
2021-12-08 15:30:30,131.59333611417912,
2021-12-08 23:59:59,118.1856969528385,c
2021-12-09 00:00:00,121.94010155778642,
2021-12-09 10:00:00,88.05823261640376,
2021-12-09 10:30:00,88.511040032599,
2021-12-09 12:00:00,54.48996973796818,
2021-12-09 13:30:00,40.69214650035849,
2021-12-09 15:00:00,20.33912342940016,
2021-12-09 15:30:30,20.33912342940016,
2021-12-09 23:59:59,46.9944869807814,c
2021-12-10 00:00:00,45.086447788766804,
2021-12-10 10:00:00,40.75311643395435,
2021-12-10 10:30:00,61.8643749094648,
2021-12-10 12:00:00,24.15491018063699,
2021-12-10 13:30:00,20.074964463345964,
2021-12-10 15:00:00,-3.6209186416234616,
2021-12-10 15:30:30,-3.6209186416234616,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,7.737351899590863,
2021-12-13 10:00:00,59.986057732610675,
2021-12-13 10:30:00,28.830289044021015,
2021-12-13 12:00:00,-2.8836435344679785,
2021-12-13 13:30:00,25.67030667624647,
2021-12-13 15:00:00,38.57726156315755,
2021-12-13 15:30:30,38.57726156315755,
2021-12-13 23:59:59,53.55659261175401,c
2021-12-14 00:00:00,-34.267013563241335,
2021-12-14 10:00:00,-28.13688178094378,
2021-12-14 10:30:00,-15.568824815422204,
2021-12-14 12:00:00,-22.1616176761504,
2021-12-14 13:30:00,-41.57207980446128,
2021-12-14 15:00:00,-29.11318708640181,
2021-12-14 15:30:30,-29.11318708640181,
2021-12-14 23:59:59,-20.370163370276146,c
2021-12-15 00:00:00,-41.79290444510684,
2021-12-15 10:00:00,-0.7715213361818769,
2021-12-15 10:30:00,-20.36312260448733,
2021-12-15 12:00:00,-28.97771076364404,
2021-12-15 13:30:00,-14.798735120999481,
2021-12-15 15:00:00,9.81511195970802,
2021-12-15 15:30:30,9.81511195970802,
2021-12-15 23:59:59,20.212920446405178,c
2021-12-16 00:00:00,-9.166361563791497,
2021-12-16 10:00:00,59.362846545516504,
2021-12-16 10:30:00,52.291517989443264,
2021-12-16 12:00:00,11.919603203822817,
2021-12-16 13:30:00,4.669973629358424,
2021-12-16 15:00:00,-8.495286627038922,
2021-12-16 15:30:30,-8.495286627038922,
2021-12-16 23:59:59,1.9203333193769367,c
2021-12-17 00:00:00,-25.523951996638857,
2021-12-17 10:00:00,2.294792074019142,
2021-12-17 10:30:00,36.36011156996483,
2021-12-17 12:00:00,74.12622065705102,
2021-12-17 13:30:00,103.34372555780612,
2021-12-17 15:00:00,118.67104351619139,
2021-12-17 15:30:30,118.67104351619139,
2021-12-17 23:59:59,136.53375773905088,e
2021-12-20 00:00:00,101.51210581313478,
2021-12-20 10:00:00,148.53323099142597,
2021-12-20 10:30:00,168.54007541769147,
2021-12-20 12:00:00,142.33756291022007,
2021-12-20 13:30:00,139.49583210561389,
2021-12-20 15:00:00,144.01494323978704,
