date,FVD_2022_Jan,meta
2022-01-10 00:00:00,179.3032492988473,
2022-01-10 10:00:00,170.84540544552024,
2022-01-10 10:30:00,170.64014726932086,
2022-01-10 12:00:00,156.26308691759422,
2022-01-10 13:30:00,165.9777688090979,
2022-01-10 15:00:00,165.823267163181,
2022-01-10 15:30:30,165.823267163181,
2022-01-10 23:59:59,180.21315467619607,c
2022-01-11 00:00:00,171.55956437374218,
2022-01-11 10:00:00,169.25890875693764,
2022-01-11 10:30:00,178.3809827170754,
2022-01-11 12:00:00,177.43901553944724,
2022-01-11 13:30:00,165.58613865507445,
2022-01-11 15:00:00,165.26301186201275,
2022-01-11 15:30:30,165.26301186201275,
2022-01-11 23:59:59,169.63389148600683,c
2022-01-12 00:00:00,170.69063095603778,
2022-01-12 10:00:00,153.83688235033517,
2022-01-12 10:30:00,165.3432935876473,
2022-01-12 12:00:00,155.14856106737162,
2022-01-12 13:30:00,156.24192560782686,
2022-01-12 15:00:00,156.41998795614572,
2022-01-12 15:30:30,156.41998795614572,
2022-01-12 23:59:59,157.2962421439416,c
2022-01-13 00:00:00,158.4170127344299,
2022-01-13 10:00:00,143.31352997574706,
2022-01-13 10:30:00,144.02162294238641,
2022-01-13 12:00:00,138.27433355823754,
2022-01-13 13:30:00,131.33700117743885,
2022-01-13 15:00:00,125.7884067807897,
2022-01-13 15:30:30,125.7884067807897,
2022-01-13 23:59:59,112.45816689422062,c
2022-01-14 00:00:00,124.5750491491805,
2022-01-14 10:00:00,103.93959041830468,
2022-01-14 10:30:00,97.11634070468673,
2022-01-14 12:00:00,104.1543758809548,
2022-01-14 13:30:00,90.7973007447815,
2022-01-14 15:00:00,91.54552956241966,
2022-01-14 15:30:30,91.54552956241966,
2022-01-14 23:59:59,84.02626675102991,w
2022-01-17 00:00:00,84.02626675102991,
2022-01-17 10:00:00,84.02626675102991,
2022-01-17 10:30:00,84.02626675102991,
2022-01-17 12:00:00,84.02626675102991,
2022-01-17 13:30:00,84.02626675102991,
2022-01-17 15:00:00,84.02626675102991,
2022-01-17 15:30:30,84.02626675102991,
2022-01-17 23:59:59,84.02626675102991,c
2022-01-18 00:00:00,66.00992110433387,
2022-01-18 10:00:00,46.9000638430515,
2022-01-18 10:30:00,39.10494806300849,
2022-01-18 12:00:00,21.75801994492548,
2022-01-18 13:30:00,16.392763028871713,
2022-01-18 15:00:00,14.410873745628777,
2022-01-18 15:30:30,14.410873745628777,
2022-01-18 23:59:59,21.250721968945214,c
2022-01-19 00:00:00,31.466741503426448,
2022-01-19 10:00:00,34.86145145689167,
2022-01-19 10:30:00,33.86913614619414,
2022-01-19 12:00:00,25.66052880659919,
2022-01-19 13:30:00,29.059985766364747,
2022-01-19 15:00:00,17.92013703658762,
2022-01-19 15:30:30,17.92013703658762,
2022-01-19 23:59:59,5.145242158673057,c
2022-01-20 00:00:00,9.932693183178202,
2022-01-20 10:00:00,25.05574418675903,
2022-01-20 10:30:00,11.590507178815756,
2022-01-20 12:00:00,1.0169570929554368,
2022-01-20 13:30:00,-3.766149843451444,
2022-01-20 15:00:00,2.3919887603866243,
2022-01-20 15:30:30,2.3919887603866243,
2022-01-20 23:59:59,-9.687412126393497,c
2022-01-21 00:00:00,-5.3224843220029925,
2022-01-21 10:00:00,-9.445611119545475,
2022-01-21 10:30:00,-2.9377229808798404,
2022-01-21 12:00:00,-16.556802041164843,
2022-01-21 13:30:00,-17.401470714577897,
2022-01-21 15:00:00,-13.766954673016983,
2022-01-21 15:30:30,-13.766954673016983,s
2022-01-21 23:59:59,-17.31127712691017,w
2022-01-24 00:00:00,-12.40820034429288,
2022-01-24 10:00:00,-37.60539556381386,
2022-01-24 10:30:00,-31.10443914196776,
2022-01-24 12:00:00,-35.67342503757999,
2022-01-24 13:30:00,-21.09029641408344,
2022-01-24 15:00:00,-11.73006569828516,
2022-01-24 15:30:30,-11.73006569828516,
2022-01-24 23:59:59,0.0,a
2022-01-25 00:00:00,-13.038142367012824,
2022-01-25 10:00:00,7.138539404407567,
2022-01-25 10:30:00,7.000478066222485,
2022-01-25 12:00:00,-6.270936260000951,
2022-01-25 13:30:00,-13.596818531243485,
2022-01-25 15:00:00,-6.619205805981807,
2022-01-25 15:30:30,-6.619205805981807,
2022-01-25 23:59:59,-9.871641287146304,c
2022-01-26 00:00:00,13.863604035141748,
2022-01-26 10:00:00,23.114788339085607,
2022-01-26 10:30:00,27.168491735444945,
2022-01-26 12:00:00,43.75266047194805,
2022-01-26 13:30:00,32.566927188459516,
2022-01-26 15:00:00,-3.9750709162969713,
2022-01-26 15:30:30,-3.9750709162969713,
2022-01-26 23:59:59,-10.111259089009337,e
2022-01-27 00:00:00,-6.987858399062958,
2022-01-27 10:00:00,-20.354322475873488,
2022-01-27 10:30:00,-13.955435897083646,
2022-01-27 12:00:00,-9.61989970058471,
2022-01-27 13:30:00,-15.738061330465541,
2022-01-27 15:00:00,-10.106942003360615,
2022-01-27 15:30:30,-10.106942003360615,
2022-01-27 23:59:59,-16.144852889866513,c
2022-01-28 00:00:00,-31.93516275011035,
2022-01-28 10:00:00,-32.26991613433043,
2022-01-28 10:30:00,-17.25462040370101,
2022-01-28 12:00:00,-17.621169645948868,
2022-01-28 13:30:00,-24.56093938531214,
2022-01-28 15:00:00,-21.90402205774791,
2022-01-28 15:30:30,-21.90402205774791,
2022-01-28 23:59:59,-4.830223981738726,w
2022-01-31 00:00:00,-18.962943734926085,
2022-01-31 10:00:00,24.23599810344632,
2022-01-31 10:30:00,16.717851922162993,
2022-01-31 12:00:00,20.599018569157664,
2022-01-31 13:30:00,15.406420183096486,
2022-01-31 15:00:00,25.491893856199653,
2022-01-31 15:30:30,25.491893856199653,
2022-01-31 23:59:59,33.38978353715086,c
2022-02-01 00:00:00,42.74391286244011,
2022-02-01 10:00:00,29.751000804677915,
2022-02-01 10:30:00,25.18511826803288,
2022-02-01 12:00:00,41.10967982784689,
2022-02-01 13:30:00,45.19206267877851,
2022-02-01 15:00:00,45.80472207958664,
2022-02-01 15:30:30,45.80472207958664,
2022-02-01 23:59:59,48.24569723632169,c
2022-02-02 00:00:00,42.62378356618859,
2022-02-02 10:00:00,55.77239304811465,
2022-02-02 10:30:00,56.35174657774175,
2022-02-02 12:00:00,49.74608184590073,
2022-02-02 13:30:00,55.34983634361956,
2022-02-02 15:00:00,56.09690482353682,
2022-02-02 15:30:30,56.09690482353682,
2022-02-02 23:59:59,55.25569249685327,c
2022-02-03 00:00:00,7.937332446277708,
2022-02-03 10:00:00,-6.708211974692631,
2022-02-03 10:30:00,-7.063026423181441,
2022-02-03 12:00:00,-21.203696559399162,
2022-02-03 13:30:00,-25.24267545739454,
2022-02-03 15:00:00,-17.212212695400467,
2022-02-03 15:30:30,-17.212212695400467,
2022-02-03 23:59:59,-25.398528404303875,c
2022-02-04 00:00:00,-39.24976742241208,
2022-02-04 10:00:00,-31.817913988107875,
2022-02-04 10:30:00,-37.10579408919952,
2022-02-04 12:00:00,-40.476932315555814,
2022-02-04 13:30:00,-19.013960095896778,
2022-02-04 15:00:00,-16.40557531680375,
2022-02-04 15:30:30,-16.40557531680375,
2022-02-04 23:59:59,-23.549430275890728,w
2022-02-07 00:00:00,-30.147134242268493,
2022-02-07 10:00:00,-26.810331747855543,
2022-02-07 10:30:00,-10.849066173546788,
2022-02-07 12:00:00,-18.81269482415925,
2022-02-07 13:30:00,-19.98821656237311,
2022-02-07 15:00:00,-21.012759530131348,
2022-02-07 15:30:30,-21.012759530131348,
2022-02-07 23:59:59,-25.819387431922934,c
2022-02-08 00:00:00,-32.48629225688691,
2022-02-08 10:00:00,-60.07649942827865,
2022-02-08 10:30:00,-54.48395689914051,
2022-02-08 12:00:00,-53.571734502400034,
2022-02-08 13:30:00,-64.98874739387489,
2022-02-08 15:00:00,-64.26307112876862,
2022-02-08 15:30:30,-64.26307112876862,
2022-02-08 23:59:59,-67.35155978917352,c
2022-02-09 00:00:00,-51.11474434062984,
2022-02-09 10:00:00,-55.92470647854347,
2022-02-09 10:30:00,-59.69841262305579,
2022-02-09 12:00:00,-64.45857648427958,
2022-02-09 13:30:00,-67.26228373757723,
2022-02-09 15:00:00,-62.14764519751799,
2022-02-09 15:30:30,-62.14764519751799,
2022-02-09 23:59:59,-57.515799600571,c
