date,ACES_2021_Q4,meta
2021-12-02 00:00:00,-7.817618677146903,
2021-12-02 10:00:00,-69.0869916430811,
2021-12-02 10:30:00,-86.71849805556292,
2021-12-02 12:00:00,-121.68504866194664,
2021-12-02 13:30:00,-107.78110635736843,
2021-12-02 15:00:00,-104.7990014095211,
2021-12-02 15:30:30,-104.7990014095211,
2021-12-02 23:59:59,-96.66497289209003,c
2021-12-03 00:00:00,-121.90608759949109,
2021-12-03 10:00:00,-191.37745317289972,
2021-12-03 10:30:00,-133.7990845933458,
2021-12-03 12:00:00,-133.89022290912808,
2021-12-03 13:30:00,-181.4443249497686,
2021-12-03 15:00:00,-194.09599425495978,
2021-12-03 15:30:30,-194.09599425495978,s
2021-12-03 23:59:59,-157.93281553242116,w
2021-12-06 00:00:00,-157.92815724699474,
2021-12-06 10:00:00,-175.8049984476037,
2021-12-06 10:30:00,-160.62469107590647,
2021-12-06 12:00:00,-60.81709805868236,
2021-12-06 13:30:00,-130.40353791168826,
2021-12-06 15:00:00,-138.61519077939698,
2021-12-06 15:30:30,-138.61519077939698,
2021-12-06 23:59:59,-163.0951075381896,c
2021-12-07 00:00:00,-170.16791206601,
2021-12-07 10:00:00,-191.17924008096517,
2021-12-07 10:30:00,-225.28899032907705,
2021-12-07 12:00:00,-222.87414357622868,
2021-12-07 13:30:00,-204.1352709135915,
2021-12-07 15:00:00,-204.9022889321453,
2021-12-07 15:30:30,-204.9022889321453,
2021-12-07 23:59:59,-219.3665272987051,c
2021-12-08 00:00:00,-250.31473055593312,
2021-12-08 10:00:00,-254.24055159248329,
2021-12-08 10:30:00,-249.65128389297732,
2021-12-08 12:00:00,-164.62997888357103,
2021-12-08 13:30:00,-142.62617085505946,
2021-12-08 15:00:00,-127.18988349432635,
2021-12-08 15:30:30,-127.18988349432635,
2021-12-08 23:59:59,-109.59695026877961,c
2021-12-09 00:00:00,-31.13645413104924,
2021-12-09 10:00:00,8.993632566611808,
2021-12-09 10:30:00,-38.206923619418504,
2021-12-09 12:00:00,16.43038246136794,
2021-12-09 13:30:00,2.7640107761181127,
2021-12-09 15:00:00,-10.57344714117044,
2021-12-09 15:30:30,-10.57344714117044,
2021-12-09 23:59:59,-4.666658400065863,c
2021-12-10 00:00:00,6.3210105836110415,
2021-12-10 10:00:00,31.69208708003552,
2021-12-10 10:30:00,-20.41448177352013,
2021-12-10 12:00:00,-70.12558839057546,
2021-12-10 13:30:00,-58.39246380780139,
2021-12-10 15:00:00,-54.39779740892877,
2021-12-10 15:30:30,-54.39779740892877,
2021-12-10 23:59:59,-76.43548134597387,w
2021-12-13 00:00:00,-64.29409010952857,
2021-12-13 10:00:00,2.295413403647956,
2021-12-13 10:30:00,-59.367233847995166,
2021-12-13 12:00:00,-35.15682344408711,
2021-12-13 13:30:00,-26.63071922921136,
2021-12-13 15:00:00,-0.8207416938666654,
2021-12-13 15:30:30,-0.8207416938666654,
2021-12-13 23:59:59,23.605188365694815,c
2021-12-14 00:00:00,76.96643029254608,
2021-12-14 10:00:00,87.26152647750015,
2021-12-14 10:30:00,94.94261477371916,
2021-12-14 12:00:00,24.498758159371064,
2021-12-14 13:30:00,29.40575695322235,
2021-12-14 15:00:00,-2.139087486571981,
2021-12-14 15:30:30,-2.139087486571981,
2021-12-14 23:59:59,-0.41518800725773986,c
2021-12-15 00:00:00,26.07939129690928,
2021-12-15 10:00:00,-17.003917386620515,
2021-12-15 10:30:00,-53.48373510051922,
2021-12-15 12:00:00,27.20485539470333,
2021-12-15 13:30:00,4.72196575183176,
2021-12-15 15:00:00,15.54015021482303,
2021-12-15 15:30:30,15.54015021482303,
2021-12-15 23:59:59,-0.40947502684525716,c
2021-12-16 00:00:00,-36.11340500879566,
2021-12-16 10:00:00,-8.431690172879044,
2021-12-16 10:30:00,-10.877572883575759,
2021-12-16 12:00:00,21.522325992343525,
2021-12-16 13:30:00,4.755006238094978,
2021-12-16 15:00:00,-3.276619174879386,
2021-12-16 15:30:30,-3.276619174879386,
2021-12-16 23:59:59,0.0,a
2021-12-17 00:00:00,9.594363682456049,
2021-12-17 10:00:00,-93.06482376909517,
2021-12-17 10:30:00,-57.387771624949494,
2021-12-17 12:00:00,-20.939798530736326,
2021-12-17 13:30:00,0.30580092527907254,
2021-12-17 15:00:00,-27.035658362680756,
2021-12-17 15:30:30,-27.035658362680756,
2021-12-17 23:59:59,-38.04781811396322,e
2021-12-20 00:00:00,-2.829910780191618,
2021-12-20 10:00:00,-7.039274918034792,
2021-12-20 10:30:00,-35.09460582688182,
2021-12-20 12:00:00,-64.03380092462473,
2021-12-20 13:30:00,-91.96184767149009,
2021-12-20 15:00:00,-82.88244392112705,
2021-12-20 15:30:30,-82.88244392112705,
2021-12-20 23:59:59,-58.37685490726857,c
2021-12-21 00:00:00,-77.34930026837844,
2021-12-21 10:00:00,-94.85139681209643,
2021-12-21 10:30:00,-54.97279751749243,
2021-12-21 12:00:00,-33.434749920418454,
2021-12-21 13:30:00,-72.7489125214994,
2021-12-21 15:00:00,-101.43107489638318,
2021-12-21 15:30:30,-101.43107489638318,
2021-12-21 23:59:59,-123.5266679536084,c
2021-12-22 00:00:00,-148.30309748211104,
2021-12-22 10:00:00,-227.4722961138017,
2021-12-22 10:30:00,-193.78199252544195,
2021-12-22 12:00:00,-223.94197722323344,
2021-12-22 13:30:00,-215.39647352996744,
2021-12-22 15:00:00,-225.8137279552179,
2021-12-22 15:30:30,-225.8137279552179,
2021-12-22 23:59:59,-220.002655576355,c
2021-12-23 00:00:00,-218.16624736376951,
2021-12-23 10:00:00,-209.64523751292757,
2021-12-23 10:30:00,-204.17866787657388,
2021-12-23 12:00:00,-219.70241758956925,
2021-12-23 13:30:00,-227.54999205465995,
2021-12-23 15:00:00,-246.25432190468803,
2021-12-23 15:30:30,-246.25432190468803,
2021-12-23 23:59:59,-241.81577079263897,c
2021-12-24 00:00:00,-240.95332688869325,
2021-12-24 10:00:00,-241.1981850567136,
2021-12-24 10:30:00,-243.45307792157118,
2021-12-24 12:00:00,-243.35991625884196,
2021-12-24 13:30:00,-243.35991625884196,
2021-12-24 15:00:00,-243.35991625884196,
2021-12-24 15:30:30,-243.35991625884196,
2021-12-24 23:59:59,-243.76814578625456,w
2021-12-27 00:00:00,-243.76207057432924,
2021-12-27 10:00:00,-351.91055650537453,
2021-12-27 10:30:00,-324.90457666463806,
2021-12-27 12:00:00,-323.60570199350605,
2021-12-27 13:30:00,-319.9969899122606,
2021-12-27 15:00:00,-339.8390262086215,
2021-12-27 15:30:30,-339.8390262086215,
2021-12-27 23:59:59,-347.1031940268358,c
2021-12-28 00:00:00,-379.48165301875997,
2021-12-28 10:00:00,-358.6088157014261,
2021-12-28 10:30:00,-335.7857763045406,
2021-12-28 12:00:00,-349.16063009478296,
2021-12-28 13:30:00,-340.8721025615471,
2021-12-28 15:00:00,-338.03270191436116,
2021-12-28 15:30:30,-338.03270191436116,
2021-12-28 23:59:59,-339.762033223923,c
2021-12-29 00:00:00,-351.87552812131,
2021-12-29 10:00:00,-401.07211803268956,
2021-12-29 10:30:00,-410.46849800992436,
2021-12-29 12:00:00,-426.21652386005064,
2021-12-29 13:30:00,-469.89331589581377,
2021-12-29 15:00:00,-475.43953687435817,
2021-12-29 15:30:30,-475.43953687435817,
2021-12-29 23:59:59,-477.2749959371714,c
2021-12-30 00:00:00,-438.15006617608515,
2021-12-30 10:00:00,-343.7595727896637,
2021-12-30 10:30:00,-336.16961992916845,
2021-12-30 12:00:00,-357.82408865147374,
2021-12-30 13:30:00,-323.81461721094877,
2021-12-30 15:00:00,-317.37955515446686,
2021-12-30 15:30:30,-317.37955515446686,
2021-12-30 23:59:59,-319.93015944388014,c
2021-12-31 00:00:00,-314.3231732997851,
2021-12-31 10:00:00,-327.49823455098567,
2021-12-31 10:30:00,-343.9908185910597,
2021-12-31 12:00:00,-330.20959192560304,
2021-12-31 13:30:00,-324.5539803205369,
2021-12-31 15:00:00,-315.0799712431514,
2021-12-31 15:30:30,-315.0799712431514,
2021-12-31 23:59:59,-309.23561242494713,w
