date,XOP_WW_2021_Q3,meta
2021-08-13 00:00:00,-771.3104420535146,
2021-08-13 10:00:00,-775.4096080878726,
2021-08-13 10:30:00,-761.2619658264312,
2021-08-13 12:00:00,-773.9841964636844,
2021-08-13 13:30:00,-766.3568961935161,
2021-08-13 15:00:00,-696.7722457737282,
2021-08-13 15:30:30,-696.7722457737282,
2021-08-13 23:59:59,-627.500452754417,w
2021-08-16 00:00:00,-528.9650562663774,
2021-08-16 10:00:00,-403.06887600610844,
2021-08-16 10:30:00,-440.1162948997944,
2021-08-16 12:00:00,-542.1394295728978,
2021-08-16 13:30:00,-486.7040457821813,
2021-08-16 15:00:00,-497.609908696837,
2021-08-16 15:30:30,-497.609908696837,
2021-08-16 23:59:59,-441.6340213906251,c
2021-08-17 00:00:00,-352.6527208623529,
2021-08-17 10:00:00,-421.73338599579984,
2021-08-17 10:30:00,-476.9497982149778,
2021-08-17 12:00:00,-409.5884706787765,
2021-08-17 13:30:00,-422.81321428044066,
2021-08-17 15:00:00,-437.1027923060592,
2021-08-17 15:30:30,-437.1027923060592,
2021-08-17 23:59:59,-373.4710689567246,c
2021-08-18 00:00:00,-388.4851698207094,
2021-08-18 10:00:00,-407.0989091732745,
2021-08-18 10:30:00,-380.88533519339217,
2021-08-18 12:00:00,-374.85136051171685,
2021-08-18 13:30:00,-311.25946220712285,
2021-08-18 15:00:00,-282.253335715498,
2021-08-18 15:30:30,-282.253335715498,
2021-08-18 23:59:59,-152.63142045775749,c
2021-08-19 00:00:00,-49.100596846210465,
2021-08-19 10:00:00,-19.678371970883745,
2021-08-19 10:30:00,29.536273152732065,
2021-08-19 12:00:00,25.61435484816593,
2021-08-19 13:30:00,49.45875883137887,
2021-08-19 15:00:00,155.82535758786526,
2021-08-19 15:30:30,155.82535758786526,
2021-08-19 23:59:59,99.46104532128084,c
2021-08-20 00:00:00,121.73430706207546,
2021-08-20 10:00:00,65.16703254361437,
2021-08-20 10:30:00,67.06898731735691,
2021-08-20 12:00:00,-48.657265585010464,
2021-08-20 13:30:00,-107.09458732216444,
2021-08-20 15:00:00,-70.21659659692705,
2021-08-20 15:30:30,-70.21659659692705,
2021-08-20 23:59:59,-89.63491980926938,w
2021-08-23 00:00:00,-175.27286061965333,
2021-08-23 10:00:00,-301.7235779542252,
2021-08-23 10:30:00,-273.69320241939204,
2021-08-23 12:00:00,-277.71844325160146,
2021-08-23 13:30:00,-288.232323065331,
2021-08-23 15:00:00,-312.93826951166375,
2021-08-23 15:30:30,-312.93826951166375,
2021-08-23 23:59:59,-330.289065033553,c
2021-08-24 00:00:00,-415.37389034699845,
2021-08-24 10:00:00,-464.80308040840737,
2021-08-24 10:30:00,-423.8647862373018,
2021-08-24 12:00:00,-442.3548557826671,
2021-08-24 13:30:00,-469.7133975861043,
2021-08-24 15:00:00,-533.9126188753689,
2021-08-24 15:30:30,-533.9126188753689,
2021-08-24 23:59:59,-510.01301989292006,c
2021-08-25 00:00:00,-499.00822423277896,
2021-08-25 10:00:00,-595.4578080771553,
2021-08-25 10:30:00,-599.2492077147081,
2021-08-25 12:00:00,-619.1612118577987,
2021-08-25 13:30:00,-672.494669960487,
2021-08-25 15:00:00,-683.344903461948,
2021-08-25 15:30:30,-683.344903461948,
2021-08-25 23:59:59,-656.1263241297211,c
2021-08-26 00:00:00,-585.9237934564471,
2021-08-26 10:00:00,-642.1212518622106,
2021-08-26 10:30:00,-675.4363822077739,
2021-08-26 12:00:00,-617.507416407504,
2021-08-26 13:30:00,-577.9295249690331,
2021-08-26 15:00:00,-538.916628842604,
2021-08-26 15:30:30,-538.916628842604,
2021-08-26 23:59:59,-515.601258204596,c
2021-08-27 00:00:00,-605.269188833422,
2021-08-27 10:00:00,-685.6729378817745,
2021-08-27 10:30:00,-707.2977996941809,
2021-08-27 12:00:00,-827.313981962212,
2021-08-27 13:30:00,-880.6057096463355,
2021-08-27 15:00:00,-836.9564916721356,
2021-08-27 15:30:30,-836.9564916721356,
2021-08-27 23:59:59,-802.8667682847954,w
2021-08-30 00:00:00,-846.0316730616669,
2021-08-30 10:00:00,-799.6488351127227,
2021-08-30 10:30:00,-755.2881642519715,
2021-08-30 12:00:00,-769.9149556394559,
2021-08-30 13:30:00,-747.2523832939569,
2021-08-30 15:00:00,-759.757264152362,
2021-08-30 15:30:30,-759.757264152362,
2021-08-30 23:59:59,-724.2386739615204,c
2021-08-31 00:00:00,-657.227858359588,
2021-08-31 10:00:00,-593.9431396818773,
2021-08-31 10:30:00,-576.5310303277392,
2021-08-31 12:00:00,-647.8320450702304,
2021-08-31 13:30:00,-629.8650056485421,
2021-08-31 15:00:00,-639.5696041219817,
2021-08-31 15:30:30,-639.5696041219817,s
2021-08-31 23:59:59,-575.0137344358718,c
2021-09-01 00:00:00,-542.0253931065627,
2021-09-01 10:00:00,-503.5114668170054,
2021-09-01 10:30:00,-456.4685806376174,
2021-09-01 12:00:00,-458.8238009445695,
2021-09-01 13:30:00,-476.4049176053859,
2021-09-01 15:00:00,-470.5155590378654,
2021-09-01 15:30:30,-470.5155590378654,
2021-09-01 23:59:59,-480.2219894302616,c
2021-09-02 00:00:00,-490.1804694212424,
2021-09-02 10:00:00,-574.7681409872275,
2021-09-02 10:30:00,-591.6775220797108,
2021-09-02 12:00:00,-508.55364622478737,
2021-09-02 13:30:00,-484.5704504176201,
2021-09-02 15:00:00,-391.15542369874674,
2021-09-02 15:30:30,-391.15542369874674,
2021-09-02 23:59:59,-369.3429535193809,c
2021-09-03 00:00:00,-428.5739091874666,
2021-09-03 10:00:00,-381.48645595108155,
2021-09-03 10:30:00,-357.9971694574915,
2021-09-03 12:00:00,-202.8594473043704,
2021-09-03 13:30:00,-228.3453486122553,
2021-09-03 15:00:00,-244.8768966047037,
2021-09-03 15:30:30,-244.8768966047037,
2021-09-03 23:59:59,-257.272591625765,w
2021-09-06 00:00:00,-257.272591625765,
2021-09-06 10:00:00,-257.272591625765,
2021-09-06 10:30:00,-257.272591625765,
2021-09-06 12:00:00,-257.272591625765,
2021-09-06 13:30:00,-257.272591625765,
2021-09-06 15:00:00,-257.272591625765,
2021-09-06 15:30:30,-257.272591625765,
2021-09-06 23:59:59,-257.272591625765,c
2021-09-07 00:00:00,-194.35407281585594,
2021-09-07 10:00:00,-263.12514108153846,
2021-09-07 10:30:00,-245.8976670166012,
2021-09-07 12:00:00,-125.07868891853104,
2021-09-07 13:30:00,-122.12148511278883,
2021-09-07 15:00:00,-113.05314578194884,
2021-09-07 15:30:30,-113.05314578194884,
2021-09-07 23:59:59,-97.54674428493036,c
2021-09-08 00:00:00,-120.60266573720492,
2021-09-08 10:00:00,-106.41554628436552,
2021-09-08 10:30:00,-78.41789236752993,
2021-09-08 12:00:00,11.356254688154877,
2021-09-08 13:30:00,-28.4795975793877,
2021-09-08 15:00:00,-42.26096587239499,
2021-09-08 15:30:30,-42.26096587239499,
2021-09-08 23:59:59,-22.743635296105822,c
2021-09-09 00:00:00,16.41594514553526,
2021-09-09 10:00:00,-46.723562569160094,
2021-09-09 10:30:00,-127.29516846341721,
2021-09-09 12:00:00,-106.03827454656403,
2021-09-09 13:30:00,5.219760659303574,
2021-09-09 15:00:00,16.252801050509333,
2021-09-09 15:30:30,16.252801050509333,
2021-09-09 23:59:59,-37.175368022260045,c
2021-09-10 00:00:00,-125.75604348609613,
2021-09-10 10:00:00,3.3283148805412566,
2021-09-10 10:30:00,2.5377542524947785,
2021-09-10 12:00:00,14.550897578599688,
2021-09-10 13:30:00,11.74723973511118,
2021-09-10 15:00:00,3.2394915371660318,
2021-09-10 15:30:30,3.2394915371660318,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,-91.8999449180792,
2021-09-13 10:00:00,-188.1787786711866,
2021-09-13 10:30:00,-183.67878287410713,
2021-09-13 12:00:00,-165.52222859946323,
2021-09-13 13:30:00,-175.98642144986115,
2021-09-13 15:00:00,-218.06646358425678,
2021-09-13 15:30:30,-218.06646358425678,
2021-09-13 23:59:59,-214.74055781124662,c
2021-09-14 00:00:00,-281.7593357341975,
2021-09-14 10:00:00,-167.5166392240899,
2021-09-14 10:30:00,-126.52314979421044,
2021-09-14 12:00:00,-126.16809206472772,
2021-09-14 13:30:00,-82.80704259961203,
2021-09-14 15:00:00,-69.12009454577947,
2021-09-14 15:30:30,-69.12009454577947,
2021-09-14 23:59:59,-20.68342639319326,c
2021-09-15 00:00:00,-91.99837208661302,
2021-09-15 10:00:00,-168.10525013835377,
2021-09-15 10:30:00,-155.17764688163788,
2021-09-15 12:00:00,-212.471319175409,
2021-09-15 13:30:00,-177.3041316553672,
2021-09-15 15:00:00,-192.11756577201777,
2021-09-15 15:30:30,-192.11756577201777,
2021-09-15 23:59:59,-172.650040030554,c
2021-09-16 00:00:00,-170.54511509453914,
2021-09-16 10:00:00,-81.99226801118493,
2021-09-16 10:30:00,-127.70741099936095,
2021-09-16 12:00:00,-97.92166558762165,
2021-09-16 13:30:00,-101.51364490501146,
2021-09-16 15:00:00,-116.84746989605628,
2021-09-16 15:30:30,-116.84746989605628,
2021-09-16 23:59:59,-141.8799145841258,c
2021-09-17 00:00:00,-132.22201616268103,
2021-09-17 10:00:00,-79.45779516914445,
2021-09-17 10:30:00,-110.92867491803645,
2021-09-17 12:00:00,-172.5845658217131,
2021-09-17 13:30:00,-165.92535224968105,
2021-09-17 15:00:00,-180.51805519794016,
2021-09-17 15:30:30,-180.51805519794016,
2021-09-17 23:59:59,-379.977765374264,e
2021-09-20 00:00:00,-241.32178582390952,
2021-09-20 10:00:00,-237.63945631143088,
2021-09-20 10:30:00,-171.43276201277877,
2021-09-20 12:00:00,-145.38583509977252,
2021-09-20 13:30:00,-70.51184547042158,
2021-09-20 15:00:00,-27.57523405707252,
2021-09-20 15:30:30,-27.57523405707252,
2021-09-20 23:59:59,-84.08711591374413,c
2021-09-21 00:00:00,-206.81003617164515,
2021-09-21 10:00:00,-91.97659836010189,
2021-09-21 10:30:00,-30.659196256728137,
2021-09-21 12:00:00,-118.61630219992458,
2021-09-21 13:30:00,-115.10313741456503,
2021-09-21 15:00:00,-171.79353360261484,
2021-09-21 15:30:30,-171.79353360261484,
2021-09-21 23:59:59,-184.03954108217658,c
2021-09-22 00:00:00,-238.4391004754798,
2021-09-22 10:00:00,-329.7654786618541,
2021-09-22 10:30:00,-349.0701290670331,
2021-09-22 12:00:00,-389.9011059552531,
2021-09-22 13:30:00,-399.24645546537977,
