date,XOP_WW_2022_Q1,meta
2022-02-11 00:00:00,1432.797797756841,
2022-02-11 10:00:00,1389.6628990794807,
2022-02-11 10:30:00,1360.7991142166345,
2022-02-11 12:00:00,1359.310715780583,
2022-02-11 13:30:00,1401.746399280559,
2022-02-11 15:00:00,1395.8926742899773,
2022-02-11 15:30:30,1395.8926742899773,
2022-02-11 23:59:59,1331.6918157294272,w
2022-02-14 00:00:00,1333.330295522991,
2022-02-14 10:00:00,1335.3373217058154,
2022-02-14 10:30:00,1328.3470388705468,
2022-02-14 12:00:00,1374.8239045516132,
2022-02-14 13:30:00,1365.2421221080601,
2022-02-14 15:00:00,1308.3521983345415,
2022-02-14 15:30:30,1308.3521983345415,
2022-02-14 23:59:59,1318.2032040857282,c
2022-02-15 00:00:00,1375.0162077650366,
2022-02-15 10:00:00,1375.8431700900335,
2022-02-15 10:30:00,1317.975841628991,
2022-02-15 12:00:00,1310.6037359220377,
2022-02-15 13:30:00,1321.521248200753,
2022-02-15 15:00:00,1349.4088822827625,
2022-02-15 15:30:30,1349.4088822827625,
2022-02-15 23:59:59,1354.937724850193,c
2022-02-16 00:00:00,1323.2300088489083,
2022-02-16 10:00:00,1280.791957591926,
2022-02-16 10:30:00,1353.0896388023975,
2022-02-16 12:00:00,1388.0725912111345,
2022-02-16 13:30:00,1413.8912088814002,
2022-02-16 15:00:00,1395.8880245203054,
2022-02-16 15:30:30,1395.8880245203054,
2022-02-16 23:59:59,1410.2515733191346,c
2022-02-17 00:00:00,1389.8010937689628,
2022-02-17 10:00:00,1397.6045311953503,
2022-02-17 10:30:00,1419.9567229705563,
2022-02-17 12:00:00,1407.609658840387,
2022-02-17 13:30:00,1414.4364072162064,
2022-02-17 15:00:00,1407.9952414703005,
2022-02-17 15:30:30,1407.9952414703005,
2022-02-17 23:59:59,1407.652236186015,c
2022-02-18 00:00:00,1463.5307624947552,
2022-02-18 10:00:00,1360.9095202868307,
2022-02-18 10:30:00,1366.929011873364,
2022-02-18 12:00:00,1388.4662530657195,
2022-02-18 13:30:00,1381.9442300080736,
2022-02-18 15:00:00,1368.245350476268,
2022-02-18 15:30:30,1368.245350476268,
2022-02-18 23:59:59,1399.4040389011195,w
2022-02-21 00:00:00,1399.4040389011195,
2022-02-21 10:00:00,1399.4040389011195,
2022-02-21 10:30:00,1399.4040389011195,
2022-02-21 12:00:00,1399.4040389011195,
2022-02-21 13:30:00,1399.4040389011195,
2022-02-21 15:00:00,1399.4040389011195,
2022-02-21 15:30:30,1399.4040389011195,
2022-02-21 23:59:59,1399.4040389011195,c
2022-02-22 00:00:00,1324.931352530614,
2022-02-22 10:00:00,1417.583579588648,
2022-02-22 10:30:00,1426.0834965454708,
2022-02-22 12:00:00,1401.930255026421,
2022-02-22 13:30:00,1408.4338286115114,
2022-02-22 15:00:00,1395.120765034826,
2022-02-22 15:30:30,1395.120765034826,
2022-02-22 23:59:59,1445.6822607874033,c
2022-02-23 00:00:00,1337.7672188710733,
2022-02-23 10:00:00,1309.242556079286,
2022-02-23 10:30:00,1311.5825873795256,
2022-02-23 12:00:00,1320.8563099839514,
2022-02-23 13:30:00,1324.7605547503179,
2022-02-23 15:00:00,1301.235415003903,
2022-02-23 15:30:30,1301.235415003903,
2022-02-23 23:59:59,1314.581613107516,c
2022-02-24 00:00:00,1349.567739587945,
2022-02-24 10:00:00,1286.4357643944434,
2022-02-24 10:30:00,1289.2614215672877,
2022-02-24 12:00:00,1279.6868621713268,
2022-02-24 13:30:00,1284.696903967094,
2022-02-24 15:00:00,1262.4792777181922,
2022-02-24 15:30:30,1262.4792777181922,
