date,TAX_2021,meta
2021-12-30 15:30:30,-26.18164448754034,
2021-12-30 23:59:59,-20.956681021082233,c
2021-12-31 00:00:00,-19.008436632104548,
2021-12-31 10:00:00,-30.929517221052365,
2021-12-31 10:30:00,-20.447308349161375,
2021-12-31 12:00:00,-17.801210206661672,
2021-12-31 13:30:00,-5.674041334818398,
2021-12-31 15:00:00,-11.41146486071873,
2021-12-31 15:30:30,-11.41146486071873,
2021-12-31 23:59:59,0.0,a
2022-01-03 00:00:00,-22.58746916225462,
2022-01-03 10:00:00,-56.759654867353404,
2022-01-03 10:30:00,-93.03865182944378,
2022-01-03 12:00:00,-111.17754854980689,
2022-01-03 13:30:00,-134.57232512027645,
2022-01-03 15:00:00,-145.04531837557226,
2022-01-03 15:30:30,-145.04531837557226,
2022-01-03 23:59:59,-145.35972114328186,c
2022-01-04 00:00:00,-146.82192479082246,
2022-01-04 10:00:00,-159.11464091785453,
2022-01-04 10:30:00,-135.2699229733503,
2022-01-04 12:00:00,-159.45399115857998,
2022-01-04 13:30:00,-165.39827999628207,
2022-01-04 15:00:00,-163.8072102658425,
2022-01-04 15:30:30,-163.8072102658425,
2022-01-04 23:59:59,-166.32946054955735,c
2022-01-05 00:00:00,-166.18969787563054,
2022-01-05 10:00:00,-195.85139617898312,
2022-01-05 10:30:00,-177.09368679991422,
2022-01-05 12:00:00,-194.46399990832083,
2022-01-05 13:30:00,-183.48131308378606,
2022-01-05 15:00:00,-185.06549440425894,
2022-01-05 15:30:30,-185.06549440425894,
2022-01-05 23:59:59,-189.03621285241923,c
2022-01-06 00:00:00,-208.38959449448097,
2022-01-06 10:00:00,-188.66166277751387,
2022-01-06 10:30:00,-181.0248623316163,
2022-01-06 12:00:00,-180.64423132789025,
2022-01-06 13:30:00,-186.27997190344882,
2022-01-06 15:00:00,-179.09516510435003,
2022-01-06 15:30:30,-179.09516510435003,
2022-01-06 23:59:59,-173.26289424308894,c
2022-01-07 00:00:00,-176.6373039713133,
2022-01-07 10:00:00,-216.1683794426755,
2022-01-07 10:30:00,-227.891438419152,
2022-01-07 12:00:00,-241.79007344309736,
2022-01-07 13:30:00,-252.048364460333,
2022-01-07 15:00:00,-254.2603435416517,
2022-01-07 15:30:30,-254.2603435416517,
2022-01-07 23:59:59,-259.8436244547958,w
2022-01-10 00:00:00,-274.2028269250567,
2022-01-10 10:00:00,-255.44823934078414,
2022-01-10 10:30:00,-249.2105392412456,
2022-01-10 12:00:00,-293.2035469506577,
2022-01-10 13:30:00,-281.63223980893764,
2022-01-10 15:00:00,-270.57183417223814,
2022-01-10 15:30:30,-270.57183417223814,
2022-01-10 23:59:59,-274.1460076638577,c
2022-01-11 00:00:00,-259.98106335713567,
2022-01-11 10:00:00,-304.5612225372595,
2022-01-11 10:30:00,-297.1670462598517,
2022-01-11 12:00:00,-290.1457907051875,
2022-01-11 13:30:00,-287.38470936241174,
2022-01-11 15:00:00,-288.7296310899949,
2022-01-11 15:30:30,-288.7296310899949,
2022-01-11 23:59:59,-275.0306910783433,c
2022-01-12 00:00:00,-277.49445563684577,
2022-01-12 10:00:00,-252.19439680800537,
2022-01-12 10:30:00,-238.8001628372807,
2022-01-12 12:00:00,-243.59593798622262,
2022-01-12 13:30:00,-251.6794308686562,
2022-01-12 15:00:00,-240.31304099465825,
2022-01-12 15:30:30,-240.31304099465825,
2022-01-12 23:59:59,-228.90501729137662,c
2022-01-13 00:00:00,-241.90501884661455,
2022-01-13 10:00:00,-242.0911178915415,
2022-01-13 10:30:00,-252.46124201230992,
2022-01-13 12:00:00,-263.5786132975354,
2022-01-13 13:30:00,-286.66980768036825,
2022-01-13 15:00:00,-291.7586764284541,
2022-01-13 15:30:30,-291.7586764284541,
2022-01-13 23:59:59,-284.59869812635327,c
2022-01-14 00:00:00,-293.31728004693133,
2022-01-14 10:00:00,-285.1491329352572,
2022-01-14 10:30:00,-283.601449435831,
2022-01-14 12:00:00,-292.80349153117027,
2022-01-14 13:30:00,-300.9548435137168,
2022-01-14 15:00:00,-320.83578768954015,
2022-01-14 15:30:30,-320.83578768954015,
2022-01-14 23:59:59,-321.64652910255,w
2022-01-17 00:00:00,-321.64652910255,
2022-01-17 10:00:00,-321.64652910255,
2022-01-17 10:30:00,-321.64652910255,
2022-01-17 12:00:00,-321.64652910255,
2022-01-17 13:30:00,-321.64652910255,
2022-01-17 15:00:00,-321.64652910255,
2022-01-17 15:30:30,-321.64652910255,
2022-01-17 23:59:59,-321.64652910255,c
2022-01-18 00:00:00,-331.20803575453874,
2022-01-18 10:00:00,-332.1207454072042,
2022-01-18 10:30:00,-326.9074288380645,
2022-01-18 12:00:00,-324.793903682629,
2022-01-18 13:30:00,-330.03748821575186,
2022-01-18 15:00:00,-328.0728719893107,
2022-01-18 15:30:30,-328.0728719893107,
2022-01-18 23:59:59,-320.57320681338865,e
