date,AS_MSCI_EM_HK_AD_2022_Q2,meta
2022-03-31 00:00:00,-559.4099386877099,
2022-03-31 01:00:00,-559.4099386877099,
2022-03-31 02:30:00,-550.4433574813177,
2022-03-31 03:00:00,-567.1635497654372,
2022-03-31 18:30:00,-567.1635497654372,
2022-03-31 20:00:00,-567.1635497654372,
2022-03-31 23:00:00,-378.4217792375243,
2022-03-31 23:59:59,-375.3053754440751,c
2022-04-01 00:00:00,-379.1525800324066,
2022-04-01 01:00:00,-379.1525800324066,
2022-04-01 02:30:00,-373.35291699933856,
2022-04-01 03:00:00,-353.7548275741382,
2022-04-01 18:30:00,-353.7548275741382,
2022-04-01 20:00:00,-353.7548275741382,
2022-04-01 23:00:00,-353.7548275741382,
2022-04-01 23:59:59,-363.7574476270905,w
2022-04-04 00:00:00,-450.62074751553644,
2022-04-04 01:00:00,-450.62074751553644,
2022-04-04 02:30:00,-454.9185512596606,
2022-04-04 03:00:00,-447.17590016180355,
2022-04-04 18:30:00,-447.17590016180355,
2022-04-04 20:00:00,-447.17590016180355,
2022-04-04 23:00:00,-447.17590016180355,
2022-04-04 23:59:59,-468.1523147176102,c
2022-04-05 00:00:00,-468.1523147176102,
2022-04-05 01:00:00,-468.1523147176102,
2022-04-05 02:30:00,-468.1523147176102,
2022-04-05 03:00:00,-468.1523147176102,
2022-04-05 18:30:00,-468.1523147176102,
2022-04-05 20:00:00,-468.1523147176102,
2022-04-05 23:00:00,-534.2019967720265,
2022-04-05 23:59:59,-534.2019967720265,c
2022-04-06 00:00:00,-583.2577999811581,
2022-04-06 01:00:00,-583.2577999811581,
2022-04-06 02:30:00,-615.2370458014241,
2022-04-06 03:00:00,-604.6213395871591,
2022-04-06 18:30:00,-604.6213395871591,
2022-04-06 20:00:00,-604.6213395871591,
2022-04-06 23:00:00,-656.5211851294976,
2022-04-06 23:59:59,-645.9908688588358,c
2022-04-07 00:00:00,-636.579305800786,
2022-04-07 01:00:00,-636.579305800786,
2022-04-07 02:30:00,-601.6660706062733,
2022-04-07 03:00:00,-588.2128945502973,
2022-04-07 18:30:00,-588.2128945502973,
