date,ARWQ_HEDGED_2022_Q2,meta
2022-05-20 00:00:00,-22.086778845346622,
2022-05-20 10:00:00,-30.578683788192798,
2022-05-20 10:30:00,-29.891535123466817,
2022-05-20 12:00:00,-24.010642227774035,
2022-05-20 13:30:00,-22.604226873468782,
2022-05-20 15:00:00,-24.240966727860446,
2022-05-20 15:30:30,-24.240966727860446,
2022-05-20 23:59:59,-30.09695972783758,w
2022-05-23 00:00:00,-41.01544959668703,
2022-05-23 10:00:00,-41.308949048457656,
2022-05-23 10:30:00,-29.41475245057604,
2022-05-23 12:00:00,-29.459188321825728,
2022-05-23 13:30:00,-26.347805942698507,
2022-05-23 15:00:00,-30.031184735123865,
2022-05-23 15:30:30,-30.031184735123865,
2022-05-23 23:59:59,-22.84809048514375,c
2022-05-24 00:00:00,-19.15667324674424,
2022-05-24 10:00:00,-32.63790349449251,
2022-05-24 10:30:00,-17.700140953834314,
2022-05-24 12:00:00,-3.577360670050652,
2022-05-24 13:30:00,-4.636939827217759,
2022-05-24 15:00:00,-4.369474199597889,
2022-05-24 15:30:30,-4.369474199597889,
2022-05-24 23:59:59,-2.179439020128072,c
2022-05-25 00:00:00,5.942438573736908,
2022-05-25 10:00:00,-19.179067576569615,
2022-05-25 10:30:00,-29.62174261099677,
2022-05-25 12:00:00,-27.558456996593712,
2022-05-25 13:30:00,-20.66678345750112,
2022-05-25 15:00:00,-21.690037626834204,
2022-05-25 15:30:30,-21.690037626834204,
2022-05-25 23:59:59,-20.75024409061779,c
2022-05-26 00:00:00,-29.4786757566988,
2022-05-26 10:00:00,-32.09370826849271,
2022-05-26 10:30:00,-30.923757372970847,
2022-05-26 12:00:00,-29.79152825530297,
2022-05-26 13:30:00,-33.51041292031969,
2022-05-26 15:00:00,-36.04766746096838,
2022-05-26 15:30:30,-36.04766746096838,
2022-05-26 23:59:59,-35.39252300641633,c
2022-05-27 00:00:00,-41.010124793749874,
2022-05-27 10:00:00,-34.18717209495623,
2022-05-27 10:30:00,-23.83102051256609,
2022-05-27 12:00:00,-35.22415174811845,
2022-05-27 13:30:00,-39.20138008083439,
2022-05-27 15:00:00,-39.31394768861349,
2022-05-27 15:30:30,-39.31394768861349,
2022-05-27 23:59:59,-41.76779108532492,w
2022-05-30 00:00:00,-41.76779108532492,
2022-05-30 10:00:00,-41.76779108532492,
2022-05-30 10:30:00,-41.76779108532492,
2022-05-30 12:00:00,-41.76779108532492,
2022-05-30 13:30:00,-41.76779108532492,
2022-05-30 15:00:00,-41.76779108532492,
2022-05-30 15:30:30,-41.76779108532492,
2022-05-30 23:59:59,-41.76779108532492,c
2022-05-31 00:00:00,-37.23703641094287,
2022-05-31 10:00:00,-39.02108157486891,
2022-05-31 10:30:00,-41.62170223946048,
2022-05-31 12:00:00,-43.314483281904664,
2022-05-31 13:30:00,-44.45811822072644,
2022-05-31 15:00:00,-46.51770790406446,
2022-05-31 15:30:30,-46.51770790406446,s
2022-05-31 23:59:59,-42.3555834231232,c
2022-06-01 00:00:00,-34.885440697821714,
2022-06-01 10:00:00,-18.151506702451734,
2022-06-01 10:30:00,-16.06799331743475,
2022-06-01 12:00:00,-13.074121472192807,
2022-06-01 13:30:00,-14.732778510785131,
2022-06-01 15:00:00,-9.718392906866711,
2022-06-01 15:30:30,-9.718392906866711,
2022-06-01 23:59:59,-5.019016086883234,c
2022-06-02 00:00:00,-17.010246898563814,
2022-06-02 10:00:00,-9.324889404821953,
2022-06-02 10:30:00,-8.231900881145236,
2022-06-02 12:00:00,12.47861203019442,
2022-06-02 13:30:00,11.250226938287987,
2022-06-02 15:00:00,15.641435637051536,
2022-06-02 15:30:30,15.641435637051536,
2022-06-02 23:59:59,10.611360471650137,c
2022-06-03 00:00:00,1.7466371998198653,
2022-06-03 10:00:00,4.334695116218477,
2022-06-03 10:30:00,1.563457712073557,
2022-06-03 12:00:00,-0.05903868334800677,
2022-06-03 13:30:00,-5.380052732982463,
2022-06-03 15:00:00,3.4626381960402313,
2022-06-03 15:30:30,3.4626381960402313,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,14.329934473644663,
2022-06-06 10:00:00,14.53958013082687,
2022-06-06 10:30:00,7.623869902914869,
2022-06-06 12:00:00,-8.373666449003217,
2022-06-06 13:30:00,-17.409914033044096,
2022-06-06 15:00:00,-5.799635728995263,
2022-06-06 15:30:30,-5.799635728995263,
2022-06-06 23:59:59,-11.663609660574416,c
2022-06-07 00:00:00,-7.47315741478463,
2022-06-07 10:00:00,-4.915034070120001,
2022-06-07 10:30:00,-5.235297631843906,
2022-06-07 12:00:00,-34.21665968183205,
2022-06-07 13:30:00,-55.175943870567004,
2022-06-07 15:00:00,-41.31202904368738,
2022-06-07 15:30:30,-41.31202904368738,u
2022-06-07 23:59:59,-38.96303592360362,c
2022-06-08 00:00:00,-37.51188095330259,
2022-06-08 10:00:00,-21.722942237267297,
2022-06-08 10:30:00,-23.84887039641331,
2022-06-08 12:00:00,-28.856606661413572,
2022-06-08 13:30:00,-25.42124693897079,
2022-06-08 15:00:00,-27.47664362167253,
2022-06-08 15:30:30,-27.47664362167253,
2022-06-08 23:59:59,-26.184194460319794,c
2022-06-09 00:00:00,-30.133518129002006,
2022-06-09 10:00:00,-26.092776051404904,
2022-06-09 10:30:00,-21.546115671259308,
2022-06-09 12:00:00,-42.495123876024316,
2022-06-09 13:30:00,-44.5397656098794,
2022-06-09 15:00:00,-51.076534616249965,
2022-06-09 15:30:30,-51.076534616249965,
2022-06-09 23:59:59,-56.165047585581355,c
2022-06-10 00:00:00,-54.11929180372477,
2022-06-10 10:00:00,-53.68716459195546,
2022-06-10 10:30:00,-56.89309898565394,
2022-06-10 12:00:00,-53.08766519118537,
2022-06-10 13:30:00,-56.61135947277746,
2022-06-10 15:00:00,-45.47550239478016,
2022-06-10 15:30:30,-45.47550239478016,
2022-06-10 23:59:59,-38.073305395507,w
2022-06-13 00:00:00,-37.51881961272216,
2022-06-13 10:00:00,-39.73371430333693,
2022-06-13 10:30:00,-33.9981359369792,
2022-06-13 12:00:00,-35.735219452160145,
2022-06-13 13:30:00,-36.397536808155856,
2022-06-13 15:00:00,-40.745697277627166,
2022-06-13 15:30:30,-40.745697277627166,
2022-06-13 23:59:59,-38.90747158493604,c
2022-06-14 00:00:00,-42.86289527484626,
2022-06-14 10:00:00,-63.56766712053325,
2022-06-14 10:30:00,-54.19085931987971,
2022-06-14 12:00:00,-51.359782818575276,
2022-06-14 13:30:00,-40.811876159248094,
2022-06-14 15:00:00,-53.53327276238107,
2022-06-14 15:30:30,-53.53327276238107,
2022-06-14 23:59:59,-55.49665141426785,c
2022-06-15 00:00:00,-59.44098799521479,
2022-06-15 10:00:00,-42.4212562394788,
2022-06-15 10:30:00,-43.58467545789153,
2022-06-15 12:00:00,-42.401868425833335,
2022-06-15 13:30:00,-39.81781388365879,
2022-06-15 15:00:00,-24.286490118684092,
2022-06-15 15:30:30,-24.286490118684092,
2022-06-15 23:59:59,-27.597176206456616,c
2022-06-16 00:00:00,-23.975036833008495,
2022-06-16 10:00:00,4.87444849898781,
2022-06-16 10:30:00,18.903050885556105,
2022-06-16 12:00:00,31.316600208783587,
2022-06-16 13:30:00,37.8464887551726,
2022-06-16 15:00:00,42.73294779667967,
2022-06-16 15:30:30,42.73294779667967,
2022-06-16 23:59:59,34.098374108653466,c
2022-06-17 00:00:00,33.967872745125476,
2022-06-17 10:00:00,54.84982870343382,
2022-06-17 10:30:00,37.997570982393334,
2022-06-17 12:00:00,42.341894905489355,
2022-06-17 13:30:00,41.95969493423834,
2022-06-17 15:00:00,39.70362801647995,
2022-06-17 15:30:30,39.70362801647995,
2022-06-17 23:59:59,30.397741790132955,e
2022-06-20 00:00:00,30.397741790132955,
2022-06-20 10:00:00,30.397741790132955,
2022-06-20 10:30:00,30.397741790132955,
2022-06-20 12:00:00,30.397741790132955,
2022-06-20 13:30:00,30.397741790132955,
2022-06-20 15:00:00,30.397741790132955,
2022-06-20 15:30:30,30.397741790132955,
2022-06-20 23:59:59,30.397741790132955,c
2022-06-21 00:00:00,18.848690079874686,
2022-06-21 10:00:00,56.09928049564673,
2022-06-21 10:30:00,58.64266407490555,
2022-06-21 12:00:00,61.34802501028418,
2022-06-21 13:30:00,47.72039264724476,
2022-06-21 15:00:00,40.42085112904289,
2022-06-21 15:30:30,40.42085112904289,
2022-06-21 23:59:59,34.33115597599247,c
2022-06-22 00:00:00,43.95672403098943,
2022-06-22 10:00:00,54.589479863648315,
2022-06-22 10:30:00,36.26628990038568,
2022-06-22 12:00:00,44.95384709046186,
2022-06-22 13:30:00,44.26412627512185,
2022-06-22 15:00:00,39.23537804602254,
2022-06-22 15:30:30,39.23537804602254,
2022-06-22 23:59:59,32.74021602096819,c
2022-06-23 00:00:00,36.02489259287987,
2022-06-23 10:00:00,41.718387861218375,
2022-06-23 10:30:00,51.25551825976403,
2022-06-23 12:00:00,48.060844228483994,
2022-06-23 13:30:00,40.23667113294957,
2022-06-23 15:00:00,42.74351628699129,
2022-06-23 15:30:30,42.74351628699129,
2022-06-23 23:59:59,41.964958680600475,c
2022-06-24 00:00:00,37.01037093762863,
2022-06-24 10:00:00,24.045153532808662,
2022-06-24 10:30:00,8.281568492411324,
2022-06-24 12:00:00,10.694367348260734,
2022-06-24 13:30:00,28.501404221515433,
2022-06-24 15:00:00,37.36438890848007,
2022-06-24 15:30:30,37.36438890848007,
2022-06-24 23:59:59,1.7217376674824507,w
2022-06-27 00:00:00,3.411389024036673,
2022-06-27 10:00:00,11.731802405325922,
2022-06-27 10:30:00,3.3661535042065296,
2022-06-27 12:00:00,-5.181326275173738,
2022-06-27 13:30:00,-9.737400712172445,
2022-06-27 15:00:00,-8.099136906415609,
2022-06-27 15:30:30,-8.099136906415609,
2022-06-27 23:59:59,2.9762667152838063,c
2022-06-28 00:00:00,-2.537479181887278,
2022-06-28 10:00:00,-8.492326607161807,
2022-06-28 10:30:00,-5.217443899583877,
2022-06-28 12:00:00,-3.7141564032536536,
2022-06-28 13:30:00,0.5023776827390805,
2022-06-28 15:00:00,2.162726501820913,
2022-06-28 15:30:30,2.162726501820913,
2022-06-28 23:59:59,1.0534009848966974,c
2022-06-29 00:00:00,2.57644115214093,
2022-06-29 10:00:00,3.545773541518045,
2022-06-29 10:30:00,2.657961437176162,
2022-06-29 12:00:00,2.0545899420797653,
2022-06-29 13:30:00,-0.5878972397787408,
2022-06-29 15:00:00,-4.300439929144346,
2022-06-29 15:30:30,-4.300439929144346,
2022-06-29 23:59:59,0.23457474876321527,c
2022-06-30 00:00:00,9.801389873958442,
2022-06-30 10:00:00,0.9459209370729837,
2022-06-30 10:30:00,-5.47510769429546,
2022-06-30 12:00:00,-0.8918803397536905,
2022-06-30 13:30:00,-3.458096125830096,
2022-06-30 15:00:00,-2.163116918366505,
2022-06-30 15:30:30,-2.163116918366505,
2022-06-30 23:59:59,0.31181396064963707,c
2022-07-01 00:00:00,0.6620572369403703,
2022-07-01 10:00:00,-6.149697992499753,
2022-07-01 10:30:00,0.8933107397598334,
2022-07-01 12:00:00,3.6714362552396267,
2022-07-01 13:30:00,1.887832080804337,
2022-07-01 15:00:00,2.301384634230061,
2022-07-01 15:30:30,2.301384634230061,
2022-07-01 23:59:59,3.556839833142867,w
