date,COPX_2022_Q2,meta
2022-04-07 00:00:00,-260.4345332003071,
2022-04-07 10:00:00,-249.1528775585011,
2022-04-07 10:30:00,-207.29467725042323,
2022-04-07 12:00:00,-110.10803388751373,
2022-04-07 13:30:00,-86.784904227351,
2022-04-07 15:00:00,-98.40394719298118,
2022-04-07 15:30:30,-98.40394719298118,
2022-04-07 23:59:59,-76.71420310687111,c
2022-04-08 00:00:00,-47.871534007651434,
2022-04-08 10:00:00,34.40179667314446,
2022-04-08 10:30:00,11.917998697864249,
2022-04-08 12:00:00,64.05329202741729,
2022-04-08 13:30:00,96.4483668116034,
2022-04-08 15:00:00,137.67575335450658,
2022-04-08 15:30:30,137.67575335450658,
2022-04-08 23:59:59,138.42647545923373,w
2022-04-11 00:00:00,163.35116435114443,
2022-04-11 10:00:00,105.33027235129465,
2022-04-11 10:30:00,22.973683267333612,
2022-04-11 12:00:00,17.496194718953376,
2022-04-11 13:30:00,33.66902314239604,
2022-04-11 15:00:00,-5.584915034281636,
2022-04-11 15:30:30,-5.584915034281636,
2022-04-11 23:59:59,3.473917979417422,c
2022-04-12 00:00:00,45.922106972962176,
2022-04-12 10:00:00,51.100257090692814,
2022-04-12 10:30:00,10.905655588030712,
2022-04-12 12:00:00,89.85381420505638,
2022-04-12 13:30:00,85.79896803361586,
2022-04-12 15:00:00,65.78762289306881,
2022-04-12 15:30:30,65.78762289306881,
2022-04-12 23:59:59,81.36967564998157,c
2022-04-13 00:00:00,70.32396037435637,
2022-04-13 10:00:00,92.14475587074084,
2022-04-13 10:30:00,108.86313874083149,
2022-04-13 12:00:00,194.1245718856507,
2022-04-13 13:30:00,185.06960149479403,
2022-04-13 15:00:00,188.16304038164904,
2022-04-13 15:30:30,188.16304038164904,
2022-04-13 23:59:59,166.71279755913008,c
2022-04-14 00:00:00,186.45569944002665,
2022-04-14 10:00:00,124.17999681938227,
2022-04-14 10:30:00,84.06025819181573,
2022-04-14 12:00:00,48.44108773819284,
2022-04-14 13:30:00,48.26927530084652,
2022-04-14 15:00:00,22.804138497343374,
2022-04-14 15:30:30,22.804138497343374,
2022-04-14 23:59:59,45.35690912185927,c
2022-04-15 00:00:00,45.35690912185927,
2022-04-15 10:00:00,45.35690912185927,
2022-04-15 10:30:00,45.35690912185927,
2022-04-15 12:00:00,45.35690912185927,
2022-04-15 13:30:00,45.35690912185927,
2022-04-15 15:00:00,45.35690912185927,
2022-04-15 15:30:30,45.35690912185927,s
2022-04-15 23:59:59,45.35690912185927,w
2022-04-18 00:00:00,115.00682249933014,
2022-04-18 10:00:00,100.1073871565866,
2022-04-18 10:30:00,96.13617825710034,
2022-04-18 12:00:00,141.93107579056021,
2022-04-18 13:30:00,211.80238644020582,
2022-04-18 15:00:00,169.82632722609935,
2022-04-18 15:30:30,169.82632722609935,
2022-04-18 23:59:59,177.459668946252,c
2022-04-19 00:00:00,151.95216454854904,
2022-04-19 10:00:00,166.506412697492,
2022-04-19 10:30:00,182.72756928935058,
2022-04-19 12:00:00,138.93195135730332,
2022-04-19 13:30:00,121.3089312785671,
2022-04-19 15:00:00,114.72946722199283,
2022-04-19 15:30:30,114.72946722199283,
2022-04-19 23:59:59,99.39071437792057,c
2022-04-20 00:00:00,83.16786539259893,
2022-04-20 10:00:00,-6.242393594619642,
2022-04-20 10:30:00,-15.265409358635111,
2022-04-20 12:00:00,-1.184287852888616,
2022-04-20 13:30:00,76.12332225247248,
2022-04-20 15:00:00,109.3240654272811,
2022-04-20 15:30:30,109.3240654272811,
2022-04-20 23:59:59,100.99315558847923,c
2022-04-21 00:00:00,98.24136134982842,
2022-04-21 10:00:00,177.9984462185608,
2022-04-21 10:30:00,187.53911382209435,
2022-04-21 12:00:00,89.83367676656512,
2022-04-21 13:30:00,0.8197356988594322,
2022-04-21 15:00:00,-0.620412507965554,
2022-04-21 15:30:30,-0.620412507965554,
2022-04-21 23:59:59,0.0,a
2022-04-22 00:00:00,-0.34321696312591143,
2022-04-22 10:00:00,78.11799559994719,
2022-04-22 10:30:00,28.342832234246927,
2022-04-22 12:00:00,-44.34469644831597,
2022-04-22 13:30:00,67.99614590816434,
2022-04-22 15:00:00,102.65650592629139,
2022-04-22 15:30:30,102.65650592629139,
2022-04-22 23:59:59,115.96036883757301,w
2022-04-25 00:00:00,18.62508484481367,
2022-04-25 10:00:00,-83.9719342029245,
2022-04-25 10:30:00,12.72027183982452,
2022-04-25 12:00:00,-128.4766666973441,
2022-04-25 13:30:00,-80.76277376042583,
2022-04-25 15:00:00,-20.58549961330158,
2022-04-25 15:30:30,-20.58549961330158,
2022-04-25 23:59:59,-38.80161671309017,c
2022-04-26 00:00:00,8.099536078980492,
2022-04-26 10:00:00,-71.5991695739084,
2022-04-26 10:30:00,-62.02370201328844,
2022-04-26 12:00:00,-34.0404397674136,
2022-04-26 13:30:00,-84.60868931076394,
2022-04-26 15:00:00,-84.0169658153342,
2022-04-26 15:30:30,-84.0169658153342,
2022-04-26 23:59:59,-111.48663978594934,c
2022-04-27 00:00:00,-118.72167717879191,
2022-04-27 10:00:00,-55.70099178464707,
2022-04-27 10:30:00,-105.99051655394766,
2022-04-27 12:00:00,-69.45308601318132,
2022-04-27 13:30:00,-20.43045264248677,
2022-04-27 15:00:00,-24.440903480142183,
