date,EU_NAREIT_2022_Q1,meta
2022-02-09 00:00:00,26.986042949846123,
2022-02-09 03:30:00,15.935949140711195,
2022-02-09 04:00:00,22.288603774572863,
2022-02-09 06:00:00,47.487879666003614,
2022-02-09 08:00:00,38.645783788931524,
2022-02-09 10:30:00,44.44017191470156,
2022-02-09 11:00:00,48.3188982430425,
2022-02-09 23:59:59,47.458181646097,c
2022-02-10 00:00:00,50.414333497918534,
2022-02-10 03:30:00,55.972683334921605,
2022-02-10 04:00:00,46.95775580551924,
2022-02-10 06:00:00,36.879073491406494,
2022-02-10 08:00:00,32.36227609587987,
2022-02-10 10:30:00,26.077273457786745,
2022-02-10 11:00:00,24.23929742383544,
2022-02-10 23:59:59,37.44199592189811,c
2022-02-11 00:00:00,37.44199592189811,
2022-02-11 03:30:00,37.44199592189811,
2022-02-11 04:00:00,37.44199592189811,
2022-02-11 06:00:00,37.44199592189811,
2022-02-11 08:00:00,37.44199592189811,
2022-02-11 10:30:00,37.44199592189811,
2022-02-11 11:00:00,37.44199592189811,
2022-02-11 23:59:59,37.44199592189811,w
2022-02-14 00:00:00,7.116604644902708,
2022-02-14 03:30:00,2.749001844491332,
2022-02-14 04:00:00,15.001897631182281,
2022-02-14 06:00:00,9.49570042024547,
2022-02-14 08:00:00,6.171513398210152,
2022-02-14 10:30:00,9.874032483154366,
2022-02-14 11:00:00,4.735032145789006,
2022-02-14 23:59:59,20.468316588067488,c
2022-02-15 00:00:00,4.9147688033068135,
2022-02-15 03:30:00,29.330050088835186,
2022-02-15 04:00:00,36.2702901221015,
2022-02-15 06:00:00,51.7806847042489,
2022-02-15 08:00:00,49.21049295606447,
2022-02-15 10:30:00,33.33442643564725,
2022-02-15 11:00:00,46.78461764664664,
2022-02-15 23:59:59,45.1560569781533,c
2022-02-16 00:00:00,35.78657296115957,
2022-02-16 03:30:00,48.24678571443401,
2022-02-16 04:00:00,43.7472763340729,
2022-02-16 06:00:00,36.347874483377225,
2022-02-16 08:00:00,41.37990246878357,
2022-02-16 10:30:00,30.13005168713302,
2022-02-16 11:00:00,34.566601916543256,
2022-02-16 23:59:59,39.688906555272425,c
2022-02-17 00:00:00,60.73858104480918,
2022-02-17 03:30:00,45.39271202681226,
2022-02-17 04:00:00,40.02940807663869,
2022-02-17 06:00:00,33.01728257101961,
2022-02-17 08:00:00,44.87105107490592,
2022-02-17 10:30:00,26.426663788157427,
2022-02-17 11:00:00,20.3648498022444,
2022-02-17 23:59:59,33.626671763793105,c
2022-02-18 00:00:00,104.38742892857695,
2022-02-18 03:30:00,55.91948486030491,
2022-02-18 04:00:00,5.993502817990944,
2022-02-18 06:00:00,16.770646281773104,
2022-02-18 08:00:00,21.012912995736578,
2022-02-18 10:30:00,14.99466812620394,
2022-02-18 11:00:00,18.807512839184845,
2022-02-18 23:59:59,18.525386926039836,w
2022-02-21 00:00:00,7.073756381821667,
2022-02-21 03:30:00,-19.170996486113935,
2022-02-21 04:00:00,-26.193073644608674,
2022-02-21 06:00:00,-41.05841711141177,
2022-02-21 08:00:00,-38.95277910693723,
2022-02-21 10:30:00,-25.026386225402305,
2022-02-21 11:00:00,-29.352595201265913,
2022-02-21 23:59:59,-28.61084189880907,c
2022-02-22 00:00:00,-39.931710648255944,
2022-02-22 03:30:00,-24.795624991524335,
2022-02-22 04:00:00,-10.110925921101611,
2022-02-22 06:00:00,-5.518761999581699,
2022-02-22 08:00:00,-24.000700939621268,
2022-02-22 10:30:00,-1.8261431033218258,
2022-02-22 11:00:00,-6.0563544449383215,
2022-02-22 23:59:59,-3.2647090934715948,c
2022-02-23 00:00:00,-13.30571595198738,
2022-02-23 03:30:00,-40.302068739823895,
2022-02-23 04:00:00,-32.27102847177666,
2022-02-23 06:00:00,-44.83384199173227,
2022-02-23 08:00:00,-45.497381033161346,
2022-02-23 10:30:00,-44.39690434032063,
2022-02-23 11:00:00,-40.71922479003457,
2022-02-23 23:59:59,-30.040250823217576,c
2022-02-24 00:00:00,-48.71557951068043,
2022-02-24 03:30:00,-32.49969957604182,
2022-02-24 04:00:00,-26.92979166067579,
2022-02-24 06:00:00,-41.397165643440545,
2022-02-24 08:00:00,-38.12345077518856,
2022-02-24 10:30:00,-39.563392274352694,
2022-02-24 11:00:00,-17.913543773287742,
2022-02-24 23:59:59,-11.579986480725893,c
2022-02-25 00:00:00,-26.080386007650176,
2022-02-25 03:30:00,-17.788494451162634,
2022-02-25 04:00:00,-27.996777291663975,
2022-02-25 06:00:00,-28.755222648488342,
2022-02-25 08:00:00,-52.98333495462468,
2022-02-25 10:30:00,-66.7104495007281,
2022-02-25 11:00:00,-64.83512924634162,
2022-02-25 23:59:59,-70.0905169724051,w
2022-02-28 00:00:00,-57.32279859510744,
2022-02-28 03:30:00,-50.448394272369214,
2022-02-28 04:00:00,-76.66326049328565,
2022-02-28 06:00:00,-45.44095248409462,
2022-02-28 08:00:00,-43.02604822317758,
2022-02-28 10:30:00,-49.406046699835954,
2022-02-28 11:00:00,-48.16623469719876,
2022-02-28 23:59:59,-47.46331738520928,c
2022-03-01 00:00:00,-29.11330845001649,
2022-03-01 03:30:00,-0.7219959520992205,
2022-03-01 04:00:00,-1.1257123524793826,
2022-03-01 06:00:00,-16.63463032178899,
2022-03-01 08:00:00,-22.84635619018451,
2022-03-01 10:30:00,-7.843968672011201,
2022-03-01 11:00:00,-7.767373627384771,
2022-03-01 23:59:59,4.586337640527432,c
2022-03-02 00:00:00,1.696422870954862,
2022-03-02 03:30:00,16.65810218700053,
2022-03-02 04:00:00,-6.883949642778134,
2022-03-02 06:00:00,3.945414242853502,
2022-03-02 08:00:00,-2.5023296273884625,
2022-03-02 10:30:00,-15.591944381851619,
2022-03-02 11:00:00,-16.197791648281125,
2022-03-02 23:59:59,0.0,a
2022-03-03 00:00:00,9.991078607336703,
2022-03-03 03:30:00,26.349706590402654,
2022-03-03 04:00:00,45.77029885459558,
2022-03-03 06:00:00,85.11958918052166,
2022-03-03 08:00:00,66.22132859652626,
2022-03-03 10:30:00,49.09445101368311,
2022-03-03 11:00:00,50.18841285387417,
2022-03-03 23:59:59,58.56790891665446,c
2022-03-04 00:00:00,71.7151036229241,
2022-03-04 03:30:00,76.65245367170368,
2022-03-04 04:00:00,70.66552054967138,
