date,CAD_CZD_2022_Q1,meta
2022-01-03 00:00:00,154.63970255678797,
2022-01-03 10:00:00,154.63970255678797,
2022-01-03 10:30:00,154.63970255678797,
2022-01-03 12:00:00,154.63970255678797,
2022-01-03 13:30:00,154.63970255678797,
2022-01-03 15:00:00,154.63970255678797,
2022-01-03 15:30:30,154.63970255678797,
2022-01-03 23:59:59,154.63970255678797,c
2022-01-04 00:00:00,154.63970255678797,
2022-01-04 10:00:00,123.86337893392991,
2022-01-04 10:30:00,134.81423657327915,
2022-01-04 12:00:00,146.94170591839497,
2022-01-04 13:30:00,153.40371208731943,
2022-01-04 15:00:00,161.41753725717746,
2022-01-04 15:30:30,161.41753725717746,
2022-01-04 23:59:59,160.4571715422806,c
2022-01-05 00:00:00,149.7176582510573,
2022-01-05 10:00:00,153.03442445147232,
2022-01-05 10:30:00,139.27542288644406,
2022-01-05 12:00:00,152.58419230648616,
2022-01-05 13:30:00,142.21953445936836,
2022-01-05 15:00:00,135.63624409427996,
2022-01-05 15:30:30,135.63624409427996,
2022-01-05 23:59:59,125.18318274915757,c
2022-01-06 00:00:00,99.68827982854366,
2022-01-06 10:00:00,62.23859210682403,
2022-01-06 10:30:00,64.04092094230379,
2022-01-06 12:00:00,62.435265035695764,
2022-01-06 13:30:00,54.72359318010192,
2022-01-06 15:00:00,46.26160516145081,
2022-01-06 15:30:30,46.26160516145081,
2022-01-06 23:59:59,43.222015992756056,c
2022-01-07 00:00:00,45.433330241549655,
2022-01-07 10:00:00,43.965897045233724,
2022-01-07 10:30:00,30.56412782549905,
2022-01-07 12:00:00,28.42608407569756,
2022-01-07 13:30:00,27.83882051635404,
2022-01-07 15:00:00,30.56280328052349,
2022-01-07 15:30:30,30.56280328052349,
2022-01-07 23:59:59,13.956138719579776,w
2022-01-10 00:00:00,31.860771950593794,
2022-01-10 10:00:00,42.60014258756938,
2022-01-10 10:30:00,45.15704038420876,
2022-01-10 12:00:00,49.31490173269522,
2022-01-10 13:30:00,57.35878099718451,
2022-01-10 15:00:00,63.15405002254748,
2022-01-10 15:30:30,63.15405002254748,
2022-01-10 23:59:59,69.87863347008194,c
2022-01-11 00:00:00,79.6658660420556,
2022-01-11 10:00:00,62.69536616466456,
2022-01-11 10:30:00,68.74717114743126,
2022-01-11 12:00:00,46.132863716552926,
2022-01-11 13:30:00,45.69774665679754,
2022-01-11 15:00:00,53.41775365847902,
2022-01-11 15:30:30,53.41775365847902,
2022-01-11 23:59:59,53.63134333090099,c
2022-01-12 00:00:00,54.562320595285044,
2022-01-12 10:00:00,30.130899734613017,
2022-01-12 10:30:00,21.927055620259345,
2022-01-12 12:00:00,21.1088676882786,
2022-01-12 13:30:00,28.36843903862659,
2022-01-12 15:00:00,26.498530455886836,
2022-01-12 15:30:30,26.498530455886836,
2022-01-12 23:59:59,31.19629796459804,c
2022-01-13 00:00:00,14.406884335115656,
2022-01-13 10:00:00,-5.39687465026357,
2022-01-13 10:30:00,1.4875096981248248,
2022-01-13 12:00:00,6.68715381099905,
2022-01-13 13:30:00,0.1940742834948992,
2022-01-13 15:00:00,-10.072914991275795,
2022-01-13 15:30:30,-10.072914991275795,
2022-01-13 23:59:59,-14.828329146904252,c
2022-01-14 00:00:00,1.5063047513826149,
2022-01-14 10:00:00,-40.318314743162674,
2022-01-14 10:30:00,-50.168890881956415,
2022-01-14 12:00:00,-49.50140128034347,
2022-01-14 13:30:00,-46.9390054837403,
2022-01-14 15:00:00,-49.61471438754819,
2022-01-14 15:30:30,-49.61471438754819,
2022-01-14 23:59:59,-55.541850884438674,w
2022-01-17 00:00:00,-45.463641554869994,
2022-01-17 10:00:00,-58.93745597527257,
2022-01-17 10:30:00,-49.96295246846704,
2022-01-17 12:00:00,-62.87978452360014,
2022-01-17 13:30:00,-59.49953006522841,
2022-01-17 15:00:00,-59.34787531954615,
2022-01-17 15:30:30,-59.34787531954615,
2022-01-17 23:59:59,-57.59598286051215,c
2022-01-18 00:00:00,-71.59608739110365,
2022-01-18 10:00:00,-71.83580811371542,
2022-01-18 10:30:00,-52.63492098410923,
2022-01-18 12:00:00,-49.40085799465896,
2022-01-18 13:30:00,-61.657510198229204,
2022-01-18 15:00:00,-72.2721440359114,
2022-01-18 15:30:30,-72.2721440359114,
2022-01-18 23:59:59,-78.14085867829485,c
2022-01-19 00:00:00,-67.88478625558628,
2022-01-19 10:00:00,-47.405941476805666,
2022-01-19 10:30:00,-21.018858510136738,
2022-01-19 12:00:00,-18.720094439523564,
2022-01-19 13:30:00,-9.578850723651087,
2022-01-19 15:00:00,-16.833328929423544,
2022-01-19 15:30:30,-16.833328929423544,
2022-01-19 23:59:59,-18.516364237123256,c
2022-01-20 00:00:00,-1.0242663669523466,
2022-01-20 10:00:00,-10.911956238177666,
2022-01-20 10:30:00,-21.665459219910588,
2022-01-20 12:00:00,-34.926560470817876,
2022-01-20 13:30:00,-29.420867004833823,
2022-01-20 15:00:00,-24.54062962210125,
2022-01-20 15:30:30,-24.54062962210125,
2022-01-20 23:59:59,-30.782223622204285,c
2022-01-21 00:00:00,7.783504628135461,
2022-01-21 10:00:00,-0.8028199624998109,
2022-01-21 10:30:00,6.183402519622746,
2022-01-21 12:00:00,-6.358676791880214,
2022-01-21 13:30:00,-16.027723427816582,
2022-01-21 15:00:00,-21.474265457049995,
2022-01-21 15:30:30,-21.474265457049995,
2022-01-21 23:59:59,-24.882554811507063,w
2022-01-24 00:00:00,24.134761692828235,
2022-01-24 10:00:00,-16.444746567123943,
2022-01-24 10:30:00,-24.187438639385945,
2022-01-24 12:00:00,0.019597018179482006,
2022-01-24 13:30:00,24.730362448419804,
2022-01-24 15:00:00,10.001034583976917,
2022-01-24 15:30:30,10.001034583976917,
2022-01-24 23:59:59,0.0,a
2022-01-25 00:00:00,0.0,
2022-01-25 10:00:00,0.0,
2022-01-25 10:30:00,0.0,
2022-01-25 12:00:00,0.0,
2022-01-25 13:30:00,0.0,
2022-01-25 15:00:00,0.0,
2022-01-25 15:30:30,0.0,
2022-01-25 23:59:59,0.0,c
2022-01-26 00:00:00,0.0,
2022-01-26 10:00:00,0.0,
2022-01-26 10:30:00,0.0,
2022-01-26 12:00:00,0.0,
2022-01-26 13:30:00,0.0,
2022-01-26 15:00:00,0.0,
2022-01-26 15:30:30,0.0,
2022-01-26 23:59:59,0.0,c
2022-01-27 00:00:00,0.0,
2022-01-27 10:00:00,0.0,
2022-01-27 10:30:00,0.0,
2022-01-27 12:00:00,0.0,
2022-01-27 13:30:00,0.0,
2022-01-27 15:00:00,0.0,
2022-01-27 15:30:30,0.0,
2022-01-27 23:59:59,0.0,c
2022-01-28 00:00:00,0.0,
2022-01-28 10:00:00,0.0,
2022-01-28 10:30:00,0.0,
2022-01-28 12:00:00,0.0,
2022-01-28 13:30:00,0.0,
2022-01-28 15:00:00,0.0,
2022-01-28 15:30:30,0.0,
2022-01-28 23:59:59,0.0,w
2022-01-31 00:00:00,0.0,
2022-01-31 10:00:00,0.0,
2022-01-31 10:30:00,0.0,
2022-01-31 12:00:00,0.0,
2022-01-31 13:30:00,0.0,
2022-01-31 15:00:00,0.0,
2022-01-31 15:30:30,0.0,
2022-01-31 23:59:59,0.0,e
2022-02-01 00:00:00,0.0,
2022-02-01 10:00:00,0.0,
2022-02-01 10:30:00,0.0,
2022-02-01 12:00:00,0.0,
2022-02-01 13:30:00,0.0,
2022-02-01 15:00:00,0.0,
2022-02-01 15:30:30,0.0,
2022-02-01 23:59:59,0.0,c
2022-02-02 00:00:00,0.0,
2022-02-02 10:00:00,0.0,
2022-02-02 10:30:00,0.0,
2022-02-02 12:00:00,0.0,
2022-02-02 13:30:00,0.0,
2022-02-02 15:00:00,0.0,
2022-02-02 15:30:30,0.0,
2022-02-02 23:59:59,0.0,c
2022-02-03 00:00:00,0.0,
2022-02-03 10:00:00,0.0,
2022-02-03 10:30:00,0.0,
2022-02-03 12:00:00,0.0,
2022-02-03 13:30:00,0.0,
2022-02-03 15:00:00,0.0,
2022-02-03 15:30:30,0.0,
2022-02-03 23:59:59,0.0,c
2022-02-04 00:00:00,0.0,
2022-02-04 10:00:00,0.0,
2022-02-04 10:30:00,0.0,
2022-02-04 12:00:00,0.0,
2022-02-04 13:30:00,0.0,
2022-02-04 15:00:00,0.0,
2022-02-04 15:30:30,0.0,
2022-02-04 23:59:59,0.0,w
2022-02-07 00:00:00,0.0,
2022-02-07 10:00:00,0.0,
2022-02-07 10:30:00,0.0,
2022-02-07 12:00:00,0.0,
2022-02-07 13:30:00,0.0,
2022-02-07 15:00:00,0.0,
2022-02-07 15:30:30,0.0,
2022-02-07 23:59:59,0.0,c
2022-02-08 00:00:00,0.0,
2022-02-08 10:00:00,0.0,
2022-02-08 10:30:00,0.0,
2022-02-08 12:00:00,0.0,
2022-02-08 13:30:00,0.0,
2022-02-08 15:00:00,0.0,
