date,PAR_MIGRATION_20220606,meta
2022-04-01 00:00:00,-321.6712156457353,
2022-04-01 10:00:00,-337.8678538458146,
2022-04-01 10:30:00,-325.9215623003113,
2022-04-01 12:00:00,-267.8050778619963,
2022-04-01 13:30:00,-274.0198229120349,
2022-04-01 15:00:00,-272.4339687627423,
2022-04-01 15:30:30,-272.4339687627423,
2022-04-01 23:59:59,-268.3158679309011,w
2022-04-04 00:00:00,-263.3651949587904,
2022-04-04 10:00:00,-252.89949718389659,
2022-04-04 10:30:00,-209.89997582858985,
2022-04-04 12:00:00,-239.21631016853524,
2022-04-04 13:30:00,-221.804300551807,
2022-04-04 15:00:00,-223.35025810091565,
2022-04-04 15:30:30,-223.35025810091565,
2022-04-04 23:59:59,-234.07194970801555,c
2022-04-05 00:00:00,-238.24392619490936,
2022-04-05 10:00:00,-256.21086458697084,
2022-04-05 10:30:00,-230.98810304246445,
2022-04-05 12:00:00,-225.72708550490273,
2022-04-05 13:30:00,-261.63367507437385,
2022-04-05 15:00:00,-253.80070239850778,
2022-04-05 15:30:30,-253.80070239850778,
2022-04-05 23:59:59,-236.6552812770674,c
2022-04-06 00:00:00,-188.62521950809068,
2022-04-06 10:00:00,-215.8952856289091,
2022-04-06 10:30:00,-250.955747437534,
2022-04-06 12:00:00,-206.68285348029372,
2022-04-06 13:30:00,-193.2466390887368,
2022-04-06 15:00:00,-197.72455637908456,
2022-04-06 15:30:30,-197.72455637908456,
2022-04-06 23:59:59,-191.12964122418632,c
2022-04-07 00:00:00,-218.0293749374449,
2022-04-07 10:00:00,-217.59685485736378,
2022-04-07 10:30:00,-205.34966173168266,
2022-04-07 12:00:00,-208.0520381412457,
2022-04-07 13:30:00,-206.55329841850102,
2022-04-07 15:00:00,-188.72377648732697,
2022-04-07 15:30:30,-188.72377648732697,
2022-04-07 23:59:59,-173.14298102363935,c
2022-04-08 00:00:00,-172.79156841813258,
2022-04-08 10:00:00,-171.3797172862007,
2022-04-08 10:30:00,-163.3612724860711,
2022-04-08 12:00:00,-136.8809146993108,
2022-04-08 13:30:00,-130.0065225523784,
2022-04-08 15:00:00,-128.53239316816834,
2022-04-08 15:30:30,-128.53239316816834,
2022-04-08 23:59:59,-129.76607415815684,w
2022-04-11 00:00:00,-141.7017901812544,
2022-04-11 10:00:00,-135.45475867071968,
2022-04-11 10:30:00,-130.03452496513466,
2022-04-11 12:00:00,-126.73328643580942,
2022-04-11 13:30:00,-132.28312377962027,
2022-04-11 15:00:00,-143.79971516251737,
2022-04-11 15:30:30,-143.79971516251737,
2022-04-11 23:59:59,-156.24123424383254,c
2022-04-12 00:00:00,-171.95339611207066,
2022-04-12 10:00:00,-126.38166217736796,
2022-04-12 10:30:00,-133.7917922947261,
2022-04-12 12:00:00,-99.15980026776538,
2022-04-12 13:30:00,-79.50363895861742,
2022-04-12 15:00:00,-91.01215480438069,
2022-04-12 15:30:30,-91.01215480438069,
2022-04-12 23:59:59,-80.0588673833573,c
2022-04-13 00:00:00,-106.1160826186231,
2022-04-13 10:00:00,-85.88190105786137,
2022-04-13 10:30:00,-68.13570641991237,
2022-04-13 12:00:00,-73.2180257053898,
2022-04-13 13:30:00,-74.72432689226423,
2022-04-13 15:00:00,-89.45852174327456,
2022-04-13 15:30:30,-89.45852174327456,
2022-04-13 23:59:59,-97.61237630839605,c
2022-04-14 00:00:00,-124.98293845173464,
2022-04-14 10:00:00,-108.12881781415126,
2022-04-14 10:30:00,-71.42326879739497,
2022-04-14 12:00:00,-94.40239033326338,
2022-04-14 13:30:00,-98.85025637203648,
2022-04-14 15:00:00,-113.45290954751715,
2022-04-14 15:30:30,-113.45290954751715,
2022-04-14 23:59:59,-105.27818581316907,c
2022-04-15 00:00:00,-105.27818581316907,
2022-04-15 10:00:00,-105.27818581316907,
2022-04-15 10:30:00,-105.27818581316907,
2022-04-15 12:00:00,-105.27818581316907,
2022-04-15 13:30:00,-105.27818581316907,
2022-04-15 15:00:00,-105.27818581316907,
2022-04-15 15:30:30,-105.27818581316907,
2022-04-15 23:59:59,-105.27818581316907,w
2022-04-18 00:00:00,-122.23384914639087,
2022-04-18 10:00:00,-140.64197927257624,
2022-04-18 10:30:00,-147.27142288332686,
2022-04-18 12:00:00,-150.64383544245425,
