date,SP46_AD_2022_Q4,meta
2022-12-07 10:30:00,197.12234397638872,
2022-12-07 12:00:00,184.84504282668422,
2022-12-07 13:30:00,191.7060205283185,
2022-12-07 15:00:00,172.14888202513748,
2022-12-07 15:30:30,172.14888202513748,
2022-12-07 23:59:59,178.49772319187718,c
2022-12-08 00:00:00,200.47119027819258,
2022-12-08 10:00:00,239.29690712220395,
2022-12-08 10:30:00,254.13987981447463,
2022-12-08 12:00:00,249.09148547398604,
2022-12-08 13:30:00,225.99945535455868,
2022-12-08 15:00:00,200.14631500132532,
2022-12-08 15:30:30,200.14631500132532,
2022-12-08 23:59:59,196.50173996370722,c
2022-12-09 00:00:00,187.44999775041265,
2022-12-09 10:00:00,216.8421165559596,
2022-12-09 10:30:00,222.93971761656303,
2022-12-09 12:00:00,250.26676879246497,
2022-12-09 13:30:00,256.04565174968684,
2022-12-09 15:00:00,282.53622431892813,
2022-12-09 15:30:30,282.53622431892813,
2022-12-09 23:59:59,262.83891640756656,w
2022-12-12 00:00:00,273.12308263124737,
2022-12-12 10:00:00,260.8928068950361,
2022-12-12 10:30:00,248.7148502679263,
2022-12-12 12:00:00,256.97188282921434,
2022-12-12 13:30:00,258.3431410881328,
2022-12-12 15:00:00,255.3632575566446,
2022-12-12 15:30:30,255.3632575566446,
2022-12-12 23:59:59,244.84404084786456,c
2022-12-13 00:00:00,289.7394707360834,
2022-12-13 10:00:00,291.73556056562757,
2022-12-13 10:30:00,297.07063540422655,
2022-12-13 12:00:00,300.3444483602468,
2022-12-13 13:30:00,278.15329754968,
2022-12-13 15:00:00,274.6548349795373,
2022-12-13 15:30:30,274.6548349795373,
2022-12-13 23:59:59,266.5860946698135,c
2022-12-14 00:00:00,272.657205454474,
2022-12-14 10:00:00,291.30491962456244,
2022-12-14 10:30:00,253.3972307798806,
2022-12-14 12:00:00,263.894952895964,
2022-12-14 13:30:00,284.9752456568767,
2022-12-14 15:00:00,238.65686330257358,
2022-12-14 15:30:30,238.65686330257358,
2022-12-14 23:59:59,192.94342913035916,c
2022-12-15 00:00:00,148.470325052951,
2022-12-15 10:00:00,137.23185910771667,
2022-12-15 10:30:00,116.28037217028191,
2022-12-15 12:00:00,162.564822974751,
2022-12-15 13:30:00,137.50950711853739,
2022-12-15 15:00:00,145.92312656811805,
2022-12-15 15:30:30,145.92312656811805,
2022-12-15 23:59:59,122.93452154195325,c
2022-12-16 00:00:00,123.9690865143732,
2022-12-16 10:00:00,74.87741499846902,
2022-12-16 10:30:00,42.49823354112277,
2022-12-16 12:00:00,-19.358432857190564,
2022-12-16 13:30:00,-15.933041642330636,
2022-12-16 15:00:00,-69.59954280487545,
2022-12-16 15:30:30,-69.59954280487545,
2022-12-16 23:59:59,50.45165802537167,e
2022-12-19 00:00:00,22.443315559990197,
2022-12-19 10:00:00,25.921763987485065,
2022-12-19 10:30:00,-7.463632651767284,
2022-12-19 12:00:00,31.114282985708087,
2022-12-19 13:30:00,30.953987684745016,
2022-12-19 15:00:00,30.441671046734655,
2022-12-19 15:30:30,30.441671046734655,
2022-12-19 23:59:59,34.882396043149356,c
2022-12-20 00:00:00,11.456119015047534,
2022-12-20 10:00:00,42.83660331685087,
2022-12-20 10:30:00,33.085244303108084,
2022-12-20 12:00:00,75.56937630495804,
2022-12-20 13:30:00,54.33098390558666,
2022-12-20 15:00:00,82.01442865436184,
2022-12-20 15:30:30,82.01442865436184,
2022-12-20 23:59:59,103.72684979071892,c
2022-12-21 00:00:00,92.08237551105344,
2022-12-21 10:00:00,101.97132378778952,
2022-12-21 10:30:00,118.75443875412475,
2022-12-21 12:00:00,116.46801606390909,
2022-12-21 13:30:00,136.69848421175743,
2022-12-21 15:00:00,113.81787171048813,
2022-12-21 15:30:30,113.81787171048813,
2022-12-21 23:59:59,119.96880450032654,c
2022-12-22 00:00:00,91.4994904335324,
2022-12-22 10:00:00,108.94515786285524,
2022-12-22 10:30:00,131.7222326935862,
2022-12-22 12:00:00,119.8849148125662,
2022-12-22 13:30:00,99.34568477914445,
2022-12-22 15:00:00,121.4855857925545,
2022-12-22 15:30:30,121.4855857925545,
2022-12-22 23:59:59,126.6588939138453,c
2022-12-23 00:00:00,108.94740980760821,
2022-12-23 10:00:00,131.81260077046,
2022-12-23 10:30:00,143.5024141554179,
2022-12-23 12:00:00,156.52998654062912,
2022-12-23 13:30:00,166.0098735876486,
2022-12-23 15:00:00,176.73914332507684,
2022-12-23 15:30:30,176.73914332507684,
2022-12-23 23:59:59,215.34770320530265,w
2022-12-26 00:00:00,215.34770320530265,
2022-12-26 10:00:00,215.34770320530265,
2022-12-26 10:30:00,215.34770320530265,
2022-12-26 12:00:00,215.34770320530265,
2022-12-26 13:30:00,215.34770320530265,
2022-12-26 15:00:00,215.34770320530265,
2022-12-26 15:30:30,215.34770320530265,
2022-12-26 23:59:59,215.34770320530265,c
2022-12-27 00:00:00,195.6281436947031,
2022-12-27 10:00:00,203.6236310545787,
2022-12-27 10:30:00,210.2137977446057,
2022-12-27 12:00:00,208.62504501983994,
2022-12-27 13:30:00,210.1892386353336,
2022-12-27 15:00:00,227.7929000533095,
2022-12-27 15:30:30,227.7929000533095,
2022-12-27 23:59:59,240.74503786641594,c
2022-12-28 00:00:00,217.52694465687478,
2022-12-28 10:00:00,235.88034532445772,
2022-12-28 10:30:00,227.48955487680678,
2022-12-28 12:00:00,228.1467756072518,
2022-12-28 13:30:00,226.19888940593933,
2022-12-28 15:00:00,211.23893872543272,
2022-12-28 15:30:30,211.23893872543272,
2022-12-28 23:59:59,200.92928698996525,c
2022-12-29 00:00:00,214.5245136738988,
2022-12-29 10:00:00,247.69416185116575,
2022-12-29 10:30:00,243.47821456610131,
2022-12-29 12:00:00,252.0443957389855,
2022-12-29 13:30:00,257.7274606607514,
2022-12-29 15:00:00,250.561278688838,
2022-12-29 15:30:30,250.561278688838,
2022-12-29 23:59:59,270.4960955588597,c
2022-12-30 00:00:00,260.58075475891906,
2022-12-30 10:00:00,281.60746423348746,
2022-12-30 10:30:00,278.4189762307169,
2022-12-30 12:00:00,272.645303852644,
2022-12-30 13:30:00,268.3613538426123,
2022-12-30 15:00:00,237.65392175529496,
2022-12-30 15:30:30,237.65392175529496,
2022-12-30 23:59:59,244.33788380162673,w
2023-01-02 00:00:00,244.33788380162673,
2023-01-02 10:00:00,244.33788380162673,
2023-01-02 10:30:00,244.33788380162673,
2023-01-02 12:00:00,244.33788380162673,
2023-01-02 13:30:00,244.33788380162673,
2023-01-02 15:00:00,244.33788380162673,
2023-01-02 15:30:30,244.33788380162673,
2023-01-02 23:59:59,244.33788380162673,c
2023-01-03 00:00:00,225.4245522954509,
2023-01-03 10:00:00,256.36709458174073,
2023-01-03 10:30:00,246.1058219831009,
2023-01-03 12:00:00,227.64632797114336,
2023-01-03 13:30:00,242.0983073459206,
2023-01-03 15:00:00,223.66075403363993,
2023-01-03 15:30:30,223.66075403363993,
2023-01-03 23:59:59,226.82550282250622,c
2023-01-04 00:00:00,247.2217137907544,
2023-01-04 10:00:00,266.1799604162766,
2023-01-04 10:30:00,250.90190610864852,
2023-01-04 12:00:00,229.82597628381973,
2023-01-04 13:30:00,262.1514367348941,
2023-01-04 15:00:00,242.6360733980871,
2023-01-04 15:30:30,242.6360733980871,
2023-01-04 23:59:59,236.79244592859322,c
2023-01-05 00:00:00,216.19881509148604,
2023-01-05 10:00:00,195.90264906955463,
2023-01-05 10:30:00,177.71821898476605,
2023-01-05 12:00:00,170.32754239840324,
2023-01-05 13:30:00,168.1579785981894,
2023-01-05 15:00:00,172.86113114534555,
2023-01-05 15:30:30,172.86113114534555,
2023-01-05 23:59:59,174.664490875821,c
2023-01-06 00:00:00,197.03297092516436,
2023-01-06 10:00:00,148.0891058552595,
2023-01-06 10:30:00,147.26918969463622,
2023-01-06 12:00:00,132.26656056460797,
2023-01-06 13:30:00,138.6122475791558,
2023-01-06 15:00:00,145.78623348190808,
2023-01-06 15:30:30,145.78623348190808,
2023-01-06 23:59:59,135.15482197236793,w
