date,SP46_AD_2022_Q4,meta
2022-10-28 00:00:00,-62.99406850696482,
2022-10-28 10:00:00,-102.52527507712648,
2022-10-28 10:30:00,-129.46710860931967,
2022-10-28 12:00:00,-136.22420479653192,
2022-10-28 13:30:00,-111.00499857494924,
2022-10-28 15:00:00,-102.21950068521141,
2022-10-28 15:30:30,-102.21950068521141,
2022-10-28 23:59:59,-90.61504241450825,w
2022-10-31 00:00:00,-70.69179029010729,
2022-10-31 10:00:00,-69.11667206793118,
2022-10-31 10:30:00,-65.19013797150592,
2022-10-31 12:00:00,-54.015781846108894,
2022-10-31 13:30:00,-52.006741215746615,
2022-10-31 15:00:00,-88.39862848908865,
2022-10-31 15:30:30,-88.39862848908865,
2022-10-31 23:59:59,-99.77230288702458,c
2022-11-01 00:00:00,-85.26949300063416,
2022-11-01 10:00:00,-109.21513211329102,
2022-11-01 10:30:00,-113.84286790893134,
2022-11-01 12:00:00,-107.07776959166517,
2022-11-01 13:30:00,-102.72240568628649,
2022-11-01 15:00:00,-84.43284908131432,
2022-11-01 15:30:30,-84.43284908131432,
2022-11-01 23:59:59,-97.83754225079406,c
2022-11-02 00:00:00,-37.44625218440797,
2022-11-02 10:00:00,-126.60157801099126,
2022-11-02 10:30:00,-167.49781586061408,
2022-11-02 12:00:00,-155.82860092013266,
2022-11-02 13:30:00,-169.8902418608002,
2022-11-02 15:00:00,-160.8963155228048,
2022-11-02 15:30:30,-160.8963155228048,
2022-11-02 23:59:59,-162.31355917185238,c
2022-11-03 00:00:00,-186.7243573448327,
2022-11-03 10:00:00,-196.9370830269952,
2022-11-03 10:30:00,-176.42710370397845,
2022-11-03 12:00:00,-162.05902733624976,
2022-11-03 13:30:00,-155.68796842886536,
2022-11-03 15:00:00,-166.2885077177791,
2022-11-03 15:30:30,-166.2885077177791,
2022-11-03 23:59:59,-186.50257812418272,c
2022-11-04 00:00:00,-228.084010432794,
2022-11-04 10:00:00,-196.021384033858,
2022-11-04 10:30:00,-203.3992755925957,
2022-11-04 12:00:00,-203.51337324372753,
2022-11-04 13:30:00,-188.36993330198516,
2022-11-04 15:00:00,-191.25542294391744,
2022-11-04 15:30:30,-191.25542294391744,
2022-11-04 23:59:59,-189.57357400805563,w
2022-11-07 00:00:00,-191.42402941689852,
2022-11-07 10:00:00,-175.65898263275017,
2022-11-07 10:30:00,-190.31016053271446,
2022-11-07 12:00:00,-231.36380057673796,
2022-11-07 13:30:00,-217.8937929539511,
2022-11-07 15:00:00,-199.77760342566728,
2022-11-07 15:30:30,-199.77760342566728,
2022-11-07 23:59:59,-181.80527981836917,c
2022-11-08 00:00:00,-151.65433179065394,
2022-11-08 10:00:00,-208.43315692275473,
2022-11-08 10:30:00,-195.11669219887608,
2022-11-08 12:00:00,-175.69925176385073,
2022-11-08 13:30:00,-207.18425948792765,
2022-11-08 15:00:00,-228.05091834782206,
2022-11-08 15:30:30,-228.05091834782206,
2022-11-08 23:59:59,-236.63195907652403,c
2022-11-09 00:00:00,-247.8753820014449,
2022-11-09 10:00:00,-242.15510413746802,
2022-11-09 10:30:00,-224.88810955779286,
2022-11-09 12:00:00,-220.0856946819514,
2022-11-09 13:30:00,-215.18782643848613,
2022-11-09 15:00:00,-230.86268764166175,
2022-11-09 15:30:30,-230.86268764166175,
2022-11-09 23:59:59,-239.61046979302057,c
2022-11-10 00:00:00,-214.99240058631653,
2022-11-10 10:00:00,-155.27196888656613,
2022-11-10 10:30:00,-154.33085106952421,
2022-11-10 12:00:00,-116.43321521970893,
2022-11-10 13:30:00,-162.10688295148384,
2022-11-10 15:00:00,-163.3370505801538,
2022-11-10 15:30:30,-163.3370505801538,
2022-11-10 23:59:59,-148.46223691195655,c
2022-11-11 00:00:00,-113.80645700036348,
2022-11-11 10:00:00,-123.21916867565119,
2022-11-11 10:30:00,-147.30656046382933,
2022-11-11 12:00:00,-176.2118561659529,
2022-11-11 13:30:00,-202.86600653826008,
2022-11-11 15:00:00,-175.828578941773,
2022-11-11 15:30:30,-175.828578941773,u
2022-11-11 23:59:59,-171.09464388983065,w
2022-11-14 00:00:00,-159.40241393358406,
2022-11-14 10:00:00,-163.2535349667046,
2022-11-14 10:30:00,-184.63795073432948,
2022-11-14 12:00:00,-190.23713114087468,
2022-11-14 13:30:00,-191.45292670039908,
2022-11-14 15:00:00,-186.32307718657148,
2022-11-14 15:30:30,-186.32307718657148,
2022-11-14 23:59:59,-191.60079680388094,c
2022-11-15 00:00:00,-184.7474261360935,
2022-11-15 10:00:00,-189.66867656147997,
2022-11-15 10:30:00,-181.4414561116664,
2022-11-15 12:00:00,-183.60869395532336,
2022-11-15 13:30:00,-181.5263187397179,
2022-11-15 15:00:00,-190.3659434588319,
2022-11-15 15:30:30,-190.3659434588319,
2022-11-15 23:59:59,-220.82022729691585,c
2022-11-16 00:00:00,-214.13466692888426,
2022-11-16 10:00:00,-217.9102481107053,
2022-11-16 10:30:00,-220.87097718791097,
2022-11-16 12:00:00,-223.1432504769291,
2022-11-16 13:30:00,-201.6994539380977,
2022-11-16 15:00:00,-180.24539855783405,
2022-11-16 15:30:30,-180.24539855783405,
2022-11-16 23:59:59,-178.3807983229649,c
2022-11-17 00:00:00,-206.69996538621012,
2022-11-17 10:00:00,-210.98070721629654,
2022-11-17 10:30:00,-199.0437530911828,
2022-11-17 12:00:00,-199.29175772206543,
2022-11-17 13:30:00,-191.67958579966717,
2022-11-17 15:00:00,-204.80619092010386,
2022-11-17 15:30:30,-204.80619092010386,
2022-11-17 23:59:59,-206.2062051487718,c
2022-11-18 00:00:00,-169.9229501126929,
2022-11-18 10:00:00,-184.02449519320794,
2022-11-18 10:30:00,-179.07422315246959,
2022-11-18 12:00:00,-185.2820241147217,
2022-11-18 13:30:00,-188.89702664727724,
2022-11-18 15:00:00,-189.05798284522643,
2022-11-18 15:30:30,-189.05798284522643,
2022-11-18 23:59:59,-173.3302433486656,w
2022-11-21 00:00:00,-170.04339610522106,
2022-11-21 10:00:00,-151.0619263369831,
2022-11-21 10:30:00,-160.32188614586107,
2022-11-21 12:00:00,-171.63234190164758,
2022-11-21 13:30:00,-181.1220492953853,
2022-11-21 15:00:00,-185.54355585780195,
2022-11-21 15:30:30,-185.54355585780195,
2022-11-21 23:59:59,-162.0233274264608,c
2022-11-22 00:00:00,-135.86464548346862,
2022-11-22 10:00:00,-170.1006423615072,
2022-11-22 10:30:00,-176.43313254937448,
2022-11-22 12:00:00,-194.93967302765543,
2022-11-22 13:30:00,-201.27506583398667,
2022-11-22 15:00:00,-192.6909396334595,
2022-11-22 15:30:30,-192.6909396334595,
2022-11-22 23:59:59,-167.0893065972075,c
2022-11-23 00:00:00,-149.1723190700502,
2022-11-23 10:00:00,-145.8726989783679,
2022-11-23 10:30:00,-149.5575295597514,
2022-11-23 12:00:00,-148.9598645205026,
2022-11-23 13:30:00,-128.23875680161564,
2022-11-23 15:00:00,-135.15607608722894,
2022-11-23 15:30:30,-135.15607608722894,
2022-11-23 23:59:59,-143.41321874932623,c
2022-11-24 00:00:00,-143.41321874932623,
2022-11-24 10:00:00,-143.41321874932623,
2022-11-24 10:30:00,-143.41321874932623,
2022-11-24 12:00:00,-143.41321874932623,
2022-11-24 13:30:00,-143.41321874932623,
2022-11-24 15:00:00,-143.41321874932623,
2022-11-24 15:30:30,-143.41321874932623,
2022-11-24 23:59:59,-143.41321874932623,c
2022-11-25 00:00:00,-135.75607357634522,
2022-11-25 10:00:00,-163.63100109409288,
2022-11-25 10:30:00,-152.292784790905,
2022-11-25 12:00:00,-172.24999601551826,
2022-11-25 13:30:00,-172.24999601551826,
2022-11-25 15:00:00,-172.24999601551826,
2022-11-25 15:30:30,-172.24999601551826,
2022-11-25 23:59:59,-175.23745483297466,w
2022-11-28 00:00:00,-159.7136234781351,
2022-11-28 10:00:00,-186.6324317134231,
2022-11-28 10:30:00,-186.68024943866135,
2022-11-28 12:00:00,-199.84539957814536,
2022-11-28 13:30:00,-202.75123686653467,
2022-11-28 15:00:00,-212.64444979746963,
2022-11-28 15:30:30,-212.64444979746963,
2022-11-28 23:59:59,-240.67572935114993,c
2022-11-29 00:00:00,-244.99509468324095,
2022-11-29 10:00:00,-239.5414197862532,
2022-11-29 10:30:00,-246.20958676034127,
2022-11-29 12:00:00,-237.27850968959967,
2022-11-29 13:30:00,-229.2623236474376,
2022-11-29 15:00:00,-249.35733706370604,
2022-11-29 15:30:30,-249.35733706370604,
2022-11-29 23:59:59,-224.58736664163973,c
2022-11-30 00:00:00,-234.29971876527713,
2022-11-30 10:00:00,-251.3448443976124,
2022-11-30 10:30:00,-226.35030677928285,
2022-11-30 12:00:00,-220.36647960109337,
2022-11-30 13:30:00,-191.2715068352502,
2022-11-30 15:00:00,-126.4896963083927,
2022-11-30 15:30:30,-126.4896963083927,s
2022-11-30 23:59:59,-123.00423712290376,c
2022-12-01 00:00:00,-101.06579448398907,
2022-12-01 10:00:00,-102.41075961416186,
2022-12-01 10:30:00,-88.88003101569416,
2022-12-01 12:00:00,-87.18160582369183,
2022-12-01 13:30:00,-90.93647535370883,
2022-12-01 15:00:00,-91.6000257132323,
2022-12-01 15:30:30,-91.6000257132323,
2022-12-01 23:59:59,-69.00062752527242,c
2022-12-02 00:00:00,-74.30525648741605,
2022-12-02 10:00:00,-47.068925033914184,
2022-12-02 10:30:00,-48.75599437013989,
2022-12-02 12:00:00,-57.802889548732765,
2022-12-02 13:30:00,-33.49741009219497,
2022-12-02 15:00:00,-2.6836049528060357,
2022-12-02 15:30:30,-2.6836049528060357,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,415.1621296501023,
2022-12-05 10:00:00,340.9640849602174,
2022-12-05 10:30:00,325.9562597795218,
2022-12-05 12:00:00,338.20056709601477,
2022-12-05 13:30:00,337.76900966023186,
2022-12-05 15:00:00,309.0282362501348,
2022-12-05 15:30:30,309.0282362501348,
2022-12-05 23:59:59,265.930693495922,c
2022-12-06 00:00:00,265.3113698273014,
2022-12-06 10:00:00,262.5557530481292,
2022-12-06 10:30:00,231.46997674207478,
2022-12-06 12:00:00,211.6622511792691,
2022-12-06 13:30:00,184.35229151535236,
2022-12-06 15:00:00,166.70382878673672,
2022-12-06 15:30:30,166.70382878673672,
2022-12-06 23:59:59,160.35236556830137,c
2022-12-07 00:00:00,158.65465370439574,
2022-12-07 10:00:00,186.50648697504653,
