date,EU_FTSE_DM_MIG_2023_Q1,meta
2023-01-06 00:00:00,-43.580165942634096,
2023-01-06 03:30:00,-24.131898631394023,
2023-01-06 04:00:00,-23.570943247861294,
2023-01-06 06:00:00,-22.687100467443884,
2023-01-06 08:00:00,-28.480283808330512,
2023-01-06 10:30:00,-43.87241243420415,
2023-01-06 11:00:00,-52.417333762720375,
2023-01-06 23:59:59,-53.741648664866375,w
2023-01-09 00:00:00,-57.66102324480288,
2023-01-09 03:30:00,-62.11607463702491,
2023-01-09 04:00:00,-62.55644136955661,
2023-01-09 06:00:00,-77.84875929669079,
2023-01-09 08:00:00,-88.39637473016151,
2023-01-09 10:30:00,-94.95122960258063,
2023-01-09 11:00:00,-92.3073362381935,
2023-01-09 23:59:59,-101.10211682863195,c
2023-01-10 00:00:00,-104.23329217394436,
2023-01-10 03:30:00,-80.58071884915513,
2023-01-10 04:00:00,-80.9850062786227,
2023-01-10 06:00:00,-89.5743389450472,
2023-01-10 08:00:00,-80.32269299149937,
2023-01-10 10:30:00,-72.26382563268037,
2023-01-10 11:00:00,-63.71676588254405,
2023-01-10 23:59:59,-61.350665124628705,c
2023-01-11 00:00:00,-62.37886643208999,
2023-01-11 03:30:00,-81.61878122733863,
2023-01-11 04:00:00,-83.40552458680162,
2023-01-11 06:00:00,-104.55747535946988,
2023-01-11 08:00:00,-111.74027990844954,
2023-01-11 10:30:00,-115.46306114314834,
2023-01-11 11:00:00,-116.23054673415982,
2023-01-11 23:59:59,-113.43575659524247,c
2023-01-12 00:00:00,-135.4529675963047,
2023-01-12 03:30:00,-123.52425594394299,
2023-01-12 04:00:00,-135.15745101097093,
2023-01-12 06:00:00,-146.60331573062348,
2023-01-12 08:00:00,-145.15651124787394,
2023-01-12 10:30:00,-140.60438543879124,
2023-01-12 11:00:00,-146.13394188184006,
2023-01-12 23:59:59,-155.8561652758066,c
2023-01-13 00:00:00,-130.44497189885342,
2023-01-13 03:30:00,-167.13343575850377,
2023-01-13 04:00:00,-172.8660509429541,
2023-01-13 06:00:00,-183.8392043071832,
2023-01-13 08:00:00,-185.63083169470036,
2023-01-13 10:30:00,-187.5308523612052,
2023-01-13 11:00:00,-195.80757001667692,
2023-01-13 23:59:59,-190.60958510530548,w
2023-01-16 00:00:00,-202.91639675059793,
2023-01-16 03:30:00,-193.15328256858876,
2023-01-16 04:00:00,-197.60619680498263,
2023-01-16 06:00:00,-217.57021178220307,
2023-01-16 08:00:00,-232.20019060666652,
2023-01-16 10:30:00,-227.69516770984137,
2023-01-16 11:00:00,-237.29088720707625,
2023-01-16 23:59:59,-220.42473350013728,c
2023-01-17 00:00:00,-224.9179940777577,
2023-01-17 03:30:00,-211.6269467173439,
2023-01-17 04:00:00,-229.77455611124122,
2023-01-17 06:00:00,-231.81083089175434,
2023-01-17 08:00:00,-215.92361653332532,
2023-01-17 10:30:00,-230.8364852505884,
2023-01-17 11:00:00,-227.34676429327493,
2023-01-17 23:59:59,-219.92652488275218,c
2023-01-18 00:00:00,-221.1782322042958,
2023-01-18 03:30:00,-208.11487509601943,
2023-01-18 04:00:00,-216.9708231388955,
2023-01-18 06:00:00,-216.20841504973922,
2023-01-18 08:00:00,-229.3848299813087,
2023-01-18 10:30:00,-253.08516746511395,
2023-01-18 11:00:00,-239.08343839550815,
2023-01-18 23:59:59,-244.7603912605617,c
2023-01-19 00:00:00,-182.21359039796297,
2023-01-19 03:30:00,-192.9520686252004,
2023-01-19 04:00:00,-177.2487993331592,
2023-01-19 06:00:00,-171.84865953763034,
