date,CALF_2022_Q1,meta
2022-03-29 00:00:00,-41.57388112026781,
2022-03-29 10:00:00,-7.629664061963359,
2022-03-29 10:30:00,-10.87780287702259,
2022-03-29 12:00:00,1.6558163217945245,
2022-03-29 13:30:00,-2.0533949751483416,
2022-03-29 15:00:00,9.461455019381681,
2022-03-29 15:30:30,9.461455019381681,
2022-03-29 23:59:59,1.591040512469816,c
2022-03-30 00:00:00,-11.742464456941335,
2022-03-30 10:00:00,-36.16191822329028,
2022-03-30 10:30:00,-35.36105904536676,
2022-03-30 12:00:00,-55.902738826272206,
2022-03-30 13:30:00,-61.27577582835584,
2022-03-30 15:00:00,-81.4740120297858,
2022-03-30 15:30:30,-81.4740120297858,
2022-03-30 23:59:59,-102.07139247358131,c
2022-03-31 00:00:00,-105.49889971218768,
2022-03-31 10:00:00,-135.29114666143397,
2022-03-31 10:30:00,-132.94703778854975,
2022-03-31 12:00:00,-130.21255690683913,
2022-03-31 13:30:00,-131.6510080132868,
2022-03-31 15:00:00,-136.8080288950687,
2022-03-31 15:30:30,-136.8080288950687,
2022-03-31 23:59:59,-155.6822805935288,c
2022-04-01 00:00:00,-154.2267544383272,
2022-04-01 10:00:00,-147.13689499859015,
2022-04-01 10:30:00,-169.1027319016022,
2022-04-01 12:00:00,-199.90738111171197,
2022-04-01 13:30:00,-211.30186388835995,
2022-04-01 15:00:00,-235.21207211642715,
2022-04-01 15:30:30,-235.21207211642715,
2022-04-01 23:59:59,-238.01509561262773,w
