date,SPX500_PURE_2022_Q4,meta
2022-11-04 00:00:00,40.58058914270731,
2022-11-04 10:00:00,61.18538905114792,
2022-11-04 10:30:00,64.48099347380213,
2022-11-04 12:00:00,47.739118907147514,
2022-11-04 13:30:00,39.99255219308276,
2022-11-04 15:00:00,39.8637343573767,
2022-11-04 15:30:30,39.8637343573767,
2022-11-04 23:59:59,44.54662502765623,w
2022-11-07 00:00:00,66.06086027752278,
2022-11-07 10:00:00,79.81969404649303,
2022-11-07 10:30:00,73.89189048313881,
2022-11-07 12:00:00,74.5434471072086,
2022-11-07 13:30:00,83.30376221673131,
2022-11-07 15:00:00,82.07407043461458,
2022-11-07 15:30:30,82.07407043461458,
2022-11-07 23:59:59,95.53301872326881,c
2022-11-08 00:00:00,98.83367127038488,
2022-11-08 10:00:00,92.27346575991058,
2022-11-08 10:30:00,117.4994443532232,
2022-11-08 12:00:00,134.8094211006372,
2022-11-08 13:30:00,104.94535178914222,
2022-11-08 15:00:00,115.96306935792856,
2022-11-08 15:30:30,115.96306935792856,
2022-11-08 23:59:59,118.90275425918739,c
2022-11-09 00:00:00,98.21778668699608,
2022-11-09 10:00:00,62.33107029542407,
2022-11-09 10:30:00,64.66052952524473,
2022-11-09 12:00:00,67.205723984325,
2022-11-09 13:30:00,56.5452920794996,
2022-11-09 15:00:00,64.36603243748448,
2022-11-09 15:30:30,64.36603243748448,
2022-11-09 23:59:59,61.44172431001704,c
2022-11-10 00:00:00,70.78243067922651,
2022-11-10 10:00:00,98.7991169320691,
2022-11-10 10:30:00,141.18660602741423,
2022-11-10 12:00:00,155.5836833880971,
2022-11-10 13:30:00,145.14166416599497,
2022-11-10 15:00:00,136.89716436189534,
2022-11-10 15:30:30,136.89716436189534,
2022-11-10 23:59:59,127.96711245507359,c
2022-11-11 00:00:00,144.83872261088473,
2022-11-11 10:00:00,141.0945639738368,
2022-11-11 10:30:00,152.42255435964054,
2022-11-11 12:00:00,208.30683678297717,
2022-11-11 13:30:00,243.29696742144554,
2022-11-11 15:00:00,247.29841283459345,
2022-11-11 15:30:30,247.29841283459345,u
2022-11-11 23:59:59,232.01952143914085,w
2022-11-14 00:00:00,221.34551212581485,
2022-11-14 10:00:00,210.95449119051662,
2022-11-14 10:30:00,215.12075348232807,
2022-11-14 12:00:00,203.0808562124711,
2022-11-14 13:30:00,187.51041051138307,
2022-11-14 15:00:00,180.04133062807605,
2022-11-14 15:30:30,180.04133062807605,
2022-11-14 23:59:59,177.80212893166365,c
2022-11-15 00:00:00,175.60800081122878,
2022-11-15 10:00:00,182.73446354057936,
2022-11-15 10:30:00,189.20006771081742,
2022-11-15 12:00:00,160.60217703172023,
2022-11-15 13:30:00,148.0207662584606,
2022-11-15 15:00:00,121.98222155685184,
2022-11-15 15:30:30,121.98222155685184,
2022-11-15 23:59:59,121.04947491511032,c
2022-11-16 00:00:00,110.23529621732823,
2022-11-16 10:00:00,51.8412608705427,
2022-11-16 10:30:00,38.48642814304594,
2022-11-16 12:00:00,26.21254316204704,
2022-11-16 13:30:00,6.571981366647464,
2022-11-16 15:00:00,18.307278117610707,
2022-11-16 15:30:30,18.307278117610707,
2022-11-16 23:59:59,20.524032632956107,c
2022-11-17 00:00:00,16.3668091054991,
2022-11-17 10:00:00,-12.139747952431946,
2022-11-17 10:30:00,-1.3311407346915303,
2022-11-17 12:00:00,11.695294975873338,
2022-11-17 13:30:00,26.35475224860582,
2022-11-17 15:00:00,32.319018091320004,
2022-11-17 15:30:30,32.319018091320004,
2022-11-17 23:59:59,36.29475479267859,c
2022-11-18 00:00:00,33.60719676917654,
2022-11-18 10:00:00,7.222281297332557,
2022-11-18 10:30:00,24.65935809985487,
2022-11-18 12:00:00,15.461273598471706,
2022-11-18 13:30:00,19.096630237190226,
2022-11-18 15:00:00,26.145802676473437,
2022-11-18 15:30:30,26.145802676473437,
2022-11-18 23:59:59,26.320283864231698,w
2022-11-21 00:00:00,19.604505548741656,
2022-11-21 10:00:00,5.977517286794637,
2022-11-21 10:30:00,-3.5745542603126523,
2022-11-21 12:00:00,-7.087198527268157,
2022-11-21 13:30:00,-6.506894243179772,
2022-11-21 15:00:00,-0.05970640237435987,
