date,SCHH_2020_Q4,meta
2020-11-20 00:00:00,158.39653049676906,
2020-11-20 10:00:00,158.61493658442913,
2020-11-20 10:30:00,152.0076231661127,
2020-11-20 12:00:00,159.03843586044854,
2020-11-20 13:30:00,146.93965299769113,
2020-11-20 15:00:00,159.6812434159634,
2020-11-20 15:30:30,159.6812434159634,
2020-11-20 23:59:59,141.17794785578377,w
2020-11-23 00:00:00,123.52084653205736,
2020-11-23 10:00:00,113.02501191991271,
2020-11-23 10:30:00,78.2300732250771,
2020-11-23 12:00:00,80.68683775005792,
2020-11-23 13:30:00,78.192411479674,
2020-11-23 15:00:00,75.88863862440454,
2020-11-23 15:30:30,75.88863862440454,
2020-11-23 23:59:59,81.75866787983497,c
2020-11-24 00:00:00,50.9464646046728,
2020-11-24 10:00:00,-2.9787915154419196,
2020-11-24 10:30:00,-11.007062066765602,
2020-11-24 12:00:00,-9.610559657444199,
2020-11-24 13:30:00,-20.9654104248424,
2020-11-24 15:00:00,-25.168980934322814,
2020-11-24 15:30:30,-25.168980934322814,
2020-11-24 23:59:59,-36.45920317331507,c
2020-11-25 00:00:00,-15.135690689611689,
2020-11-25 10:00:00,15.986588124116835,
2020-11-25 10:30:00,-1.640929216440938,
2020-11-25 12:00:00,10.733353505880764,
2020-11-25 13:30:00,4.342572810092136,
2020-11-25 15:00:00,25.236730152133106,
2020-11-25 15:30:30,25.236730152133106,
2020-11-25 23:59:59,37.0304011033663,c
2020-11-26 00:00:00,37.0304011033663,
2020-11-26 10:00:00,37.0304011033663,
2020-11-26 10:30:00,37.0304011033663,
2020-11-26 12:00:00,37.0304011033663,
2020-11-26 13:30:00,37.0304011033663,
2020-11-26 15:00:00,37.0304011033663,
2020-11-26 15:30:30,37.0304011033663,
2020-11-26 23:59:59,37.0304011033663,c
2020-11-27 00:00:00,16.219650159901718,
2020-11-27 10:00:00,83.85669973154513,
2020-11-27 10:30:00,108.15847336404323,
2020-11-27 12:00:00,85.72165779356087,
2020-11-27 13:30:00,85.72165779356087,
2020-11-27 15:00:00,85.72165779356087,
2020-11-27 15:30:30,85.72165779356087,
