date,AS_MSCI_EM_HK_STAY_2022_Q4,meta
2022-09-29 00:00:00,-498.2274368120422,
2022-09-29 01:00:00,-498.2274368120422,
2022-09-29 02:30:00,-507.3672398713713,
2022-09-29 03:00:00,-505.058950920433,
2022-09-29 18:30:00,-505.058950920433,
2022-09-29 20:00:00,-505.058950920433,
2022-09-29 23:00:00,-529.3308554276716,
2022-09-29 23:59:59,-540.1008573807028,c
2022-09-30 00:00:00,-540.7071315697638,
2022-09-30 01:00:00,-540.7071315697638,
2022-09-30 02:30:00,-550.3989120203235,
2022-09-30 03:00:00,-555.5951044739543,
2022-09-30 18:30:00,-555.5951044739543,
2022-09-30 20:00:00,-555.5951044739543,
2022-09-30 23:00:00,-555.5951044739543,
2022-09-30 23:59:59,-565.4878928173744,w
2022-10-03 00:00:00,-566.698916897712,
2022-10-03 01:00:00,-566.698916897712,
2022-10-03 02:30:00,-578.5940717029255,
2022-10-03 03:00:00,-594.6773472874738,
2022-10-03 18:30:00,-594.6773472874738,
2022-10-03 20:00:00,-594.6773472874738,
2022-10-03 23:00:00,-594.6773472874738,
2022-10-03 23:59:59,-589.0121389310973,c
2022-10-04 00:00:00,-589.0121389310973,
2022-10-04 01:00:00,-589.0121389310973,
2022-10-04 02:30:00,-589.0121389310973,
2022-10-04 03:00:00,-589.0121389310973,
2022-10-04 18:30:00,-589.0121389310973,
2022-10-04 20:00:00,-589.0121389310973,
2022-10-04 23:00:00,-618.6177672105296,
2022-10-04 23:59:59,-618.6177672105296,c
2022-10-05 00:00:00,-686.6009574750701,
2022-10-05 01:00:00,-686.6009574750701,
2022-10-05 02:30:00,-695.5914106213286,
2022-10-05 03:00:00,-691.0612149746587,
2022-10-05 18:30:00,-691.0612149746587,
2022-10-05 20:00:00,-691.0612149746587,
2022-10-05 23:00:00,-717.4787162226605,
2022-10-05 23:59:59,-738.1576691614346,c
2022-10-06 00:00:00,-713.3191337449157,
2022-10-06 01:00:00,-713.3191337449157,
2022-10-06 02:30:00,-698.9199894094913,
2022-10-06 03:00:00,-689.4749070604812,
2022-10-06 18:30:00,-689.4749070604812,
2022-10-06 20:00:00,-689.4749070604812,
2022-10-06 23:00:00,-733.291798220994,
2022-10-06 23:59:59,-733.008873725687,c
2022-10-07 00:00:00,-714.3029701720498,
2022-10-07 01:00:00,-714.3029701720498,
2022-10-07 02:30:00,-699.0720149720694,
2022-10-07 03:00:00,-684.8455198602926,
2022-10-07 18:30:00,-684.8455198602926,
2022-10-07 20:00:00,-684.8455198602926,
2022-10-07 23:00:00,-684.8455198602926,
2022-10-07 23:59:59,-676.1304462272158,w
2022-10-10 00:00:00,-674.7064937816758,
2022-10-10 01:00:00,-674.7064937816758,
2022-10-10 02:30:00,-703.1864642041646,
2022-10-10 03:00:00,-700.4924251201685,
2022-10-10 18:30:00,-700.4924251201685,
2022-10-10 20:00:00,-700.4924251201685,
2022-10-10 23:00:00,-668.4595550676104,
2022-10-10 23:59:59,-670.9103528540027,c
2022-10-11 00:00:00,-654.6831102669846,
2022-10-11 01:00:00,-654.6831102669846,
2022-10-11 02:30:00,-649.4852937300489,
2022-10-11 03:00:00,-650.2260944375878,
2022-10-11 18:30:00,-650.2260944375878,
2022-10-11 20:00:00,-650.2260944375878,
2022-10-11 23:00:00,-602.486568040779,
2022-10-11 23:59:59,-590.1625304465533,c
2022-10-12 00:00:00,-559.6329203882083,
2022-10-12 01:00:00,-559.6329203882083,
2022-10-12 02:30:00,-609.2297248732859,
2022-10-12 03:00:00,-642.9302481730235,
2022-10-12 18:30:00,-642.9302481730235,
2022-10-12 20:00:00,-642.9302481730235,
2022-10-12 23:00:00,-583.9588329739377,
2022-10-12 23:59:59,-609.0734140556715,c
2022-10-13 00:00:00,-603.0145230888938,
2022-10-13 01:00:00,-603.0145230888938,
2022-10-13 02:30:00,-614.0311356328709,
2022-10-13 03:00:00,-620.2205811832446,
2022-10-13 18:30:00,-620.2205811832446,
2022-10-13 20:00:00,-620.2205811832446,
2022-10-13 23:00:00,-619.1191120701794,
2022-10-13 23:59:59,-621.0796559802584,c
2022-10-14 00:00:00,-627.7114108081612,
2022-10-14 01:00:00,-627.7114108081612,
2022-10-14 02:30:00,-572.4851110453503,
2022-10-14 03:00:00,-564.4136621571258,
2022-10-14 18:30:00,-564.4136621571258,
2022-10-14 20:00:00,-564.4136621571258,
2022-10-14 23:00:00,-564.4136621571258,
2022-10-14 23:59:59,-550.8237531792308,w
2022-10-17 00:00:00,-531.7885982509422,
2022-10-17 01:00:00,-531.7885982509422,
2022-10-17 02:30:00,-540.7305865686626,
2022-10-17 03:00:00,-536.9898917608048,
2022-10-17 18:30:00,-536.9898917608048,
2022-10-17 20:00:00,-536.9898917608048,
2022-10-17 23:00:00,-567.6166020856908,
2022-10-17 23:59:59,-591.05039887723,c
2022-10-18 00:00:00,-615.9242485239272,
2022-10-18 01:00:00,-615.9242485239272,
2022-10-18 02:30:00,-608.264359230853,
2022-10-18 03:00:00,-608.8666905450816,
2022-10-18 18:30:00,-608.8666905450816,
2022-10-18 20:00:00,-608.8666905450816,
2022-10-18 23:00:00,-582.4255642547407,
2022-10-18 23:59:59,-574.8691032384404,c
2022-10-19 00:00:00,-556.19050940755,
2022-10-19 01:00:00,-556.19050940755,
2022-10-19 02:30:00,-553.3881140029346,
2022-10-19 03:00:00,-557.4480880427618,
2022-10-19 18:30:00,-557.4480880427618,
2022-10-19 20:00:00,-557.4480880427618,
2022-10-19 23:00:00,-556.472190695479,
