date,EU_DAX_2022_Q4,meta
2022-11-07 00:00:00,-38.98386682750129,
2022-11-07 03:30:00,61.26873977795299,
2022-11-07 04:00:00,55.643877097576706,
2022-11-07 06:00:00,44.97594011305887,
2022-11-07 08:00:00,-1.6225376641150433,
2022-11-07 10:30:00,-21.03123653492412,
2022-11-07 11:00:00,-14.878256192348772,
2022-11-07 23:59:59,-12.287156032459507,c
2022-11-08 00:00:00,72.8872381704798,
2022-11-08 03:30:00,61.435537029503394,
2022-11-08 04:00:00,54.20543469048425,
2022-11-08 06:00:00,-14.519945730789004,
2022-11-08 08:00:00,-12.790398398098432,
2022-11-08 10:30:00,-16.47280805248215,
2022-11-08 11:00:00,-26.238593318986887,
2022-11-08 23:59:59,-34.40411003382769,c
2022-11-09 00:00:00,-10.519392326253183,
2022-11-09 03:30:00,-30.684717724169104,
2022-11-09 04:00:00,-34.44512889887869,
2022-11-09 06:00:00,-27.595866616505646,
2022-11-09 08:00:00,24.072898173262274,
2022-11-09 10:30:00,-15.648003348631164,
2022-11-09 11:00:00,-29.364491949939747,
2022-11-09 23:59:59,56.980842517440806,c
2022-11-10 00:00:00,131.08695950169772,
2022-11-10 03:30:00,87.0981744138121,
2022-11-10 04:00:00,98.4940671155648,
2022-11-10 06:00:00,21.514553744794057,
2022-11-10 08:00:00,85.13632548101009,
2022-11-10 10:30:00,-71.52229905232662,
2022-11-10 11:00:00,-54.19533363978189,
2022-11-10 23:59:59,-107.9961049823005,c
2022-11-11 00:00:00,-142.0752844984861,
2022-11-11 03:30:00,-93.66223203293862,
2022-11-11 04:00:00,-104.88869776954903,
2022-11-11 06:00:00,-109.72162561689584,
2022-11-11 08:00:00,-128.09192543373547,
2022-11-11 10:30:00,-296.25705033000884,
2022-11-11 11:00:00,-316.12779090011645,
2022-11-11 23:59:59,-371.5687941588983,w
2022-11-14 00:00:00,-312.21728864489444,
2022-11-14 03:30:00,-258.8033434554918,
2022-11-14 04:00:00,-231.48555384404244,
2022-11-14 06:00:00,-257.4713003854856,
2022-11-14 08:00:00,-198.6575564484881,
2022-11-14 10:30:00,-329.34480354798166,
2022-11-14 11:00:00,-327.56985925611355,
2022-11-14 23:59:59,-297.990131906266,c
2022-11-15 00:00:00,-298.51418076163793,
