date,EU_CIBR_2021_Q4,meta
2021-11-19 00:00:00,1063.2797973325542,
2021-11-19 03:30:00,1046.7724873731804,
2021-11-19 04:00:00,934.4810468036194,
2021-11-19 06:00:00,783.2888910159963,
2021-11-19 08:00:00,610.2193721945096,
2021-11-19 10:30:00,658.816993241051,
2021-11-19 11:00:00,721.5173922133108,
2021-11-19 23:59:59,723.3772465720904,w
2021-11-22 00:00:00,731.6044261918505,
2021-11-22 03:30:00,805.1916044474456,
2021-11-22 04:00:00,739.9461378834112,
2021-11-22 06:00:00,763.7941477193963,
2021-11-22 08:00:00,655.6072741142198,
2021-11-22 10:30:00,657.2955211232384,
2021-11-22 11:00:00,646.9840256989046,
2021-11-22 23:59:59,660.3345117394892,c
2021-11-23 00:00:00,594.5468983988485,
2021-11-23 03:30:00,683.7932358113794,
2021-11-23 04:00:00,787.7820572540513,
2021-11-23 06:00:00,796.225351485984,
2021-11-23 08:00:00,794.5726956656599,
2021-11-23 10:30:00,808.2156014847369,
2021-11-23 11:00:00,782.7735442727262,
2021-11-23 23:59:59,761.757082306327,c
2021-11-24 00:00:00,761.757082306327,
2021-11-24 03:30:00,746.361739461845,
2021-11-24 04:00:00,732.8884073890549,
2021-11-24 06:00:00,701.0667585347455,
2021-11-24 08:00:00,735.9816625181211,
2021-11-24 10:30:00,795.6198164107027,
2021-11-24 11:00:00,749.5351900942678,
2021-11-24 23:59:59,769.980533973916,c
2021-11-25 00:00:00,794.6512710638672,
2021-11-25 03:30:00,719.4569579932031,
2021-11-25 04:00:00,691.6738466526767,
2021-11-25 06:00:00,824.9574092201201,
2021-11-25 08:00:00,775.6035000595384,
2021-11-25 10:30:00,765.3197859750035,
2021-11-25 11:00:00,767.1002141585141,
2021-11-25 23:59:59,764.4986138821259,c
2021-11-26 00:00:00,460.2314645751485,
2021-11-26 03:30:00,267.8173916926953,
2021-11-26 04:00:00,433.9902039407334,
2021-11-26 06:00:00,336.0798304451491,
2021-11-26 08:00:00,316.7824606380582,
2021-11-26 10:30:00,307.55224410083247,
2021-11-26 11:00:00,327.6235973819603,
2021-11-26 23:59:59,205.30443988816842,w
2021-11-29 00:00:00,306.7313526686812,
2021-11-29 03:30:00,174.18799217849664,
2021-11-29 04:00:00,122.93253897654176,
2021-11-29 06:00:00,223.85311973864373,
2021-11-29 08:00:00,219.26465914551773,
2021-11-29 10:30:00,173.73656845001642,
2021-11-29 11:00:00,133.05246121280106,
2021-11-29 23:59:59,125.81532360587335,c
2021-11-30 00:00:00,-27.68918590195608,
2021-11-30 03:30:00,-27.012881032324003,
2021-11-30 04:00:00,-69.6203297886168,
2021-11-30 06:00:00,-3.258247164203567,
2021-11-30 08:00:00,-14.472567553439148,
2021-11-30 10:30:00,88.53725401009433,
2021-11-30 11:00:00,-77.60145315888258,
2021-11-30 23:59:59,-66.06531327890661,c
2021-12-01 00:00:00,5.204637564016593,
2021-12-01 03:30:00,4.687876883222998,
2021-12-01 04:00:00,4.307920012222894,
2021-12-01 06:00:00,34.07773421755701,
2021-12-01 08:00:00,-10.056480015571651,
2021-12-01 10:30:00,-82.8326021318062,
2021-12-01 11:00:00,-73.1849122561689,
2021-12-01 23:59:59,13.428093430507943,c
2021-12-02 00:00:00,-66.0653132789048,
2021-12-02 03:30:00,-7.897242280920182,
2021-12-02 04:00:00,-48.38773714395029,
2021-12-02 06:00:00,49.914535921217976,
2021-12-02 08:00:00,-35.64784593206787,
2021-12-02 10:30:00,-25.209436518087387,
2021-12-02 11:00:00,-39.29439362828816,
2021-12-02 23:59:59,-77.02992110088962,c
2021-12-03 00:00:00,29.87500516349064,
2021-12-03 03:30:00,1.8502006480994169,
2021-12-03 04:00:00,166.07147948807687,
2021-12-03 06:00:00,101.79622992243094,
2021-12-03 08:00:00,107.4650802383585,
2021-12-03 10:30:00,65.38108515096246,
2021-12-03 11:00:00,27.057632555883174,
2021-12-03 23:59:59,38.09846102998745,w
2021-12-06 00:00:00,279.31997595835855,
2021-12-06 03:30:00,311.2987454622089,
2021-12-06 04:00:00,265.1084320586433,
2021-12-06 06:00:00,194.5182071531035,
2021-12-06 08:00:00,172.5870463490901,
2021-12-06 10:30:00,270.12664494957244,
2021-12-06 11:00:00,273.3942449625065,
2021-12-06 23:59:59,257.3907600096518,c
2021-12-07 00:00:00,257.3907600096518,
2021-12-07 03:30:00,246.43786010574513,
2021-12-07 04:00:00,220.96359978514374,
2021-12-07 06:00:00,210.56334132750817,
2021-12-07 08:00:00,231.0500034999568,
2021-12-07 10:30:00,181.47720472986657,
2021-12-07 11:00:00,162.42593078611026,
2021-12-07 23:59:59,224.53206029792636,c
2021-12-08 00:00:00,224.53206029792636,
2021-12-08 03:30:00,170.18232203981097,
2021-12-08 04:00:00,112.31433104585994,
2021-12-08 06:00:00,-19.34319423449051,
2021-12-08 08:00:00,154.19757587599452,
2021-12-08 10:30:00,224.14410869978929,
2021-12-08 11:00:00,251.97059821952462,
2021-12-08 23:59:59,205.36448546608153,c
2021-12-09 00:00:00,199.8880355141282,
2021-12-09 03:30:00,142.2817809576827,
2021-12-09 04:00:00,129.58894710923414,
2021-12-09 06:00:00,99.64577969745915,
2021-12-09 08:00:00,93.72702900623153,
2021-12-09 10:30:00,84.9672489561035,
2021-12-09 11:00:00,36.87814038617216,
2021-12-09 23:59:59,109.52661130689376,c
2021-12-10 00:00:00,62.97918948520419,
2021-12-10 03:30:00,74.82406403306413,
2021-12-10 04:00:00,58.587457675572296,
2021-12-10 06:00:00,-33.506532852603414,
2021-12-10 08:00:00,-20.962918596484087,
2021-12-10 10:30:00,-12.893469009412001,
2021-12-10 11:00:00,-10.241555432412497,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,46.552794199666096,
2021-12-13 03:30:00,-11.834691488404133,
2021-12-13 04:00:00,-10.990947653201147,
2021-12-13 06:00:00,-54.48413554791841,
2021-12-13 08:00:00,-73.19346996087916,
2021-12-13 10:30:00,-162.61503742873174,
2021-12-13 11:00:00,-196.93472415458564,
2021-12-13 23:59:59,-180.71999999999935,c
2021-12-14 00:00:00,-153.33366967217808,
2021-12-14 03:30:00,-170.13474017273984,
2021-12-14 04:00:00,-135.8212576477381,
2021-12-14 06:00:00,-159.7464329455397,
2021-12-14 08:00:00,-112.01852638271885,
2021-12-14 10:30:00,-98.33491982835767,
2021-12-14 11:00:00,-155.19851172727795,
2021-12-14 23:59:59,-172.5012626400021,c
2021-12-15 00:00:00,-142.38075940485214,
2021-12-15 03:30:00,-168.26260643973,
2021-12-15 04:00:00,-194.66400089141825,
2021-12-15 06:00:00,-282.8929963225273,
2021-12-15 08:00:00,-253.20781913346218,
2021-12-15 10:30:00,-288.9314133872758,
2021-12-15 11:00:00,-299.8603819373875,
2021-12-15 23:59:59,-292.98327558061646,c
2021-12-16 00:00:00,-161.5439624046794,
2021-12-16 03:30:00,-140.94639292449938,
2021-12-16 04:00:00,-72.92409591571231,
2021-12-16 06:00:00,-74.15424619809892,
2021-12-16 08:00:00,-26.05704135918495,
2021-12-16 10:30:00,-72.92409591571777,
2021-12-16 11:00:00,-99.98958195742307,
