date,EU_BEL20_2022_Q1,meta
2022-02-09 00:00:00,-136.04896081870717,
2022-02-09 03:30:00,-80.05366647890978,
2022-02-09 04:00:00,-60.14164790775063,
2022-02-09 06:00:00,-35.52047419909906,
2022-02-09 08:00:00,-43.116977012675406,
2022-02-09 10:30:00,-24.548665017518104,
2022-02-09 11:00:00,-24.986295656585586,
2022-02-09 23:59:59,-51.49056725002749,c
2022-02-10 00:00:00,-38.1151527845038,
2022-02-10 03:30:00,-8.607445563987485,
2022-02-10 04:00:00,14.337892924517313,
2022-02-10 06:00:00,39.11799566888491,
2022-02-10 08:00:00,27.745071789707385,
2022-02-10 10:30:00,5.268692606988567,
2022-02-10 11:00:00,19.69481053179125,
2022-02-10 23:59:59,32.74963382722038,c
2022-02-11 00:00:00,17.30383592572646,
2022-02-11 03:30:00,-6.604955081045878,
2022-02-11 04:00:00,-3.37124376965801,
2022-02-11 06:00:00,27.569132143162797,
2022-02-11 08:00:00,46.29475456350612,
2022-02-11 10:30:00,50.12451042227744,
2022-02-11 11:00:00,45.039177719732464,
2022-02-11 23:59:59,33.71321458362674,w
2022-02-14 00:00:00,4.182706135407295,
2022-02-14 03:30:00,46.18307344878694,
2022-02-14 04:00:00,20.1376529225392,
2022-02-14 06:00:00,7.264405911770745,
2022-02-14 08:00:00,-31.557332792131255,
2022-02-14 10:30:00,47.58457983580215,
2022-02-14 11:00:00,51.97178900944241,
2022-02-14 23:59:59,48.508750109144664,c
2022-02-15 00:00:00,43.167943885170686,
2022-02-15 03:30:00,63.648263526350135,
2022-02-15 04:00:00,70.935028689593,
2022-02-15 06:00:00,57.62468395596174,
2022-02-15 08:00:00,59.95586309056275,
2022-02-15 10:30:00,75.1987843589691,
2022-02-15 11:00:00,80.16131412406114,
2022-02-15 23:59:59,50.261320005955604,c
2022-02-16 00:00:00,26.811566634584988,
2022-02-16 03:30:00,118.86483410185528,
2022-02-16 04:00:00,117.52816219965122,
2022-02-16 06:00:00,153.1051575149235,
2022-02-16 08:00:00,159.57328567072787,
2022-02-16 10:30:00,85.43713091183623,
2022-02-16 11:00:00,97.37571747823038,
2022-02-16 23:59:59,115.88380569138478,c
2022-02-17 00:00:00,122.50838163818467,
2022-02-17 03:30:00,141.29655887878698,
2022-02-17 04:00:00,134.67554427551434,
2022-02-17 06:00:00,160.40111186338652,
2022-02-17 08:00:00,164.6124800791265,
2022-02-17 10:30:00,129.78961411342087,
2022-02-17 11:00:00,118.06143529389614,
2022-02-17 23:59:59,123.85292202800838,c
2022-02-18 00:00:00,131.76153345788742,
2022-02-18 03:30:00,158.98099704904152,
2022-02-18 04:00:00,150.52539915381064,
2022-02-18 06:00:00,128.84390714603506,
2022-02-18 08:00:00,98.25864414580167,
2022-02-18 10:30:00,108.19657959558431,
2022-02-18 11:00:00,95.59951412429409,
2022-02-18 23:59:59,91.72853981142083,w
2022-02-21 00:00:00,49.927458494796475,
2022-02-21 03:30:00,47.26996208843227,
2022-02-21 04:00:00,34.753183298122735,
2022-02-21 06:00:00,56.485344122375714,
2022-02-21 08:00:00,75.14565476996275,
2022-02-21 10:30:00,113.65327170169766,
2022-02-21 11:00:00,113.75296034596045,
2022-02-21 23:59:59,140.50328797777232,c
2022-02-22 00:00:00,103.63855278049354,
2022-02-22 03:30:00,173.7487808925408,
2022-02-22 04:00:00,187.45778469955377,
2022-02-22 06:00:00,258.6447766412393,
2022-02-22 08:00:00,221.76111630725902,
2022-02-22 10:30:00,264.62494741613756,
2022-02-22 11:00:00,259.534943007344,
2022-02-22 23:59:59,235.33864360588916,c
2022-02-23 00:00:00,298.8302855910806,
2022-02-23 03:30:00,248.67258101157557,
2022-02-23 04:00:00,201.00089389454916,
2022-02-23 06:00:00,191.41989124573377,
2022-02-23 08:00:00,202.18820234887326,
2022-02-23 10:30:00,226.66853697204925,
2022-02-23 11:00:00,227.6239325075598,
2022-02-23 23:59:59,202.4081966004263,c
2022-02-24 00:00:00,171.9427793096702,
2022-02-24 03:30:00,242.87618998846668,
2022-02-24 04:00:00,234.78417452804746,
2022-02-24 06:00:00,197.80444071361526,
2022-02-24 08:00:00,157.0399092690034,
2022-02-24 10:30:00,250.75622858159625,
2022-02-24 11:00:00,245.18300824068334,
2022-02-24 23:59:59,267.1442865527479,c
2022-02-25 00:00:00,317.4189909906864,
2022-02-25 03:30:00,302.971590860723,
2022-02-25 04:00:00,311.6896188061933,
2022-02-25 06:00:00,289.61814928468226,
2022-02-25 08:00:00,294.0434837193569,
2022-02-25 10:30:00,260.5728454447411,
2022-02-25 11:00:00,261.8973622667116,
2022-02-25 23:59:59,290.3349825287833,w
2022-02-28 00:00:00,289.67096189703955,
2022-02-28 03:30:00,300.77358444437846,
2022-02-28 04:00:00,284.9972340045727,
2022-02-28 06:00:00,298.1422723411751,
2022-02-28 08:00:00,331.9632826974159,
2022-02-28 10:30:00,341.2931447952275,
2022-02-28 11:00:00,344.51085847892455,
2022-02-28 23:59:59,336.67613610083845,c
2022-03-01 00:00:00,334.63857918170936,
2022-03-01 03:30:00,316.3456144004377,
2022-03-01 04:00:00,339.18593668698037,
2022-03-01 06:00:00,333.7229745879265,
2022-03-01 08:00:00,336.25847572717095,
2022-03-01 10:30:00,384.3877165380214,
2022-03-01 11:00:00,349.9668454687974,
2022-03-01 23:59:59,343.392528894259,c
2022-03-02 00:00:00,347.07454121857984,
2022-03-02 03:30:00,421.31658886269315,
2022-03-02 04:00:00,388.4462888180543,
2022-03-02 06:00:00,410.25389688653524,
2022-03-02 08:00:00,405.2805758121998,
2022-03-02 10:30:00,430.88275861526364,
2022-03-02 11:00:00,420.0538969594268,
2022-03-02 23:59:59,401.523762324465,c
2022-03-03 00:00:00,385.0134745480334,
2022-03-03 03:30:00,442.6388091464295,
2022-03-03 04:00:00,458.11840183346385,
2022-03-03 06:00:00,470.07439553057645,
2022-03-03 08:00:00,482.2504925246215,
2022-03-03 10:30:00,399.14868781105656,
2022-03-03 11:00:00,376.4142918124184,
2022-03-03 23:59:59,368.3760965430444,c
2022-03-04 00:00:00,355.47873735047307,
2022-03-04 03:30:00,402.6195622068561,
2022-03-04 04:00:00,412.0942312901791,
2022-03-04 06:00:00,433.38948236879946,
2022-03-04 08:00:00,361.99812500461576,
2022-03-04 10:30:00,286.3343218991914,
2022-03-04 11:00:00,293.13339800974984,
2022-03-04 23:59:59,292.4567526850637,w
2022-03-07 00:00:00,255.00839073654097,
2022-03-07 03:30:00,277.9418046096376,
2022-03-07 04:00:00,292.4331395077138,
2022-03-07 06:00:00,287.50137298462954,
2022-03-07 08:00:00,333.82306508124645,
2022-03-07 10:30:00,413.2597619835696,
