date,MJ_2022_Q1,meta
2022-01-21 00:00:00,-153.33905998346404,
2022-01-21 10:00:00,-252.48913528278763,
2022-01-21 10:30:00,-286.8558590560216,
2022-01-21 12:00:00,-235.60868311799595,
2022-01-21 13:30:00,-257.02375297900994,
2022-01-21 15:00:00,-318.57960238472185,
2022-01-21 15:30:30,-318.57960238472185,
2022-01-21 23:59:59,-337.27293424573963,w
2022-01-24 00:00:00,-495.7830465452457,
2022-01-24 10:00:00,-557.907836530287,
2022-01-24 10:30:00,-622.0727897783015,
2022-01-24 12:00:00,-623.625117181799,
2022-01-24 13:30:00,-509.27287454400664,
2022-01-24 15:00:00,-397.2822703114224,
2022-01-24 15:30:30,-397.2822703114224,
2022-01-24 23:59:59,-296.27871940230875,c
2022-01-25 00:00:00,-372.86088987570497,
2022-01-25 10:00:00,-346.2570979289827,
2022-01-25 10:30:00,-356.5248558243276,
2022-01-25 12:00:00,-403.2753912820466,
2022-01-25 13:30:00,-389.22934320405136,
2022-01-25 15:00:00,-257.1543772698177,
2022-01-25 15:30:30,-257.1543772698177,
2022-01-25 23:59:59,-326.67479848153164,c
2022-01-26 00:00:00,-203.49234865591052,
2022-01-26 10:00:00,-261.30559006995054,
2022-01-26 10:30:00,-245.54188868585572,
2022-01-26 12:00:00,-303.9170287876227,
2022-01-26 13:30:00,-297.17688935935746,
2022-01-26 15:00:00,-414.52167430214854,
2022-01-26 15:30:30,-414.52167430214854,
2022-01-26 23:59:59,-461.15870001846383,c
2022-01-27 00:00:00,-413.0328159693041,
2022-01-27 10:00:00,-479.3946720726783,
2022-01-27 10:30:00,-575.1805297278885,
2022-01-27 12:00:00,-612.052526547851,
2022-01-27 13:30:00,-670.2950425888563,
2022-01-27 15:00:00,-673.6153700193838,
2022-01-27 15:30:30,-673.6153700193838,
2022-01-27 23:59:59,-671.3028537504106,c
2022-01-28 00:00:00,-650.288612339205,
2022-01-28 10:00:00,-668.8351275130891,
2022-01-28 10:30:00,-694.416913298037,
2022-01-28 12:00:00,-482.07820378469944,
2022-01-28 13:30:00,-561.6836068400028,
2022-01-28 15:00:00,-571.876508486143,
2022-01-28 15:30:30,-571.876508486143,
2022-01-28 23:59:59,-529.1005017679928,w
2022-01-31 00:00:00,-475.23587683237827,
2022-01-31 10:00:00,-371.74536338707026,
2022-01-31 10:30:00,-355.2174749365669,
2022-01-31 12:00:00,-219.37473830591534,
2022-01-31 13:30:00,-225.0776413655849,
2022-01-31 15:00:00,-231.20013669373043,
2022-01-31 15:30:30,-231.20013669373043,s
2022-01-31 23:59:59,-163.63324304193043,c
2022-02-01 00:00:00,-78.59233297705214,
2022-02-01 10:00:00,-159.66208452519413,
2022-02-01 10:30:00,-91.46613508361656,
2022-02-01 12:00:00,41.99150254634924,
2022-02-01 13:30:00,-32.874020937132855,
2022-02-01 15:00:00,-57.77652555189843,
2022-02-01 15:30:30,-57.77652555189843,
2022-02-01 23:59:59,27.785305502903384,c
2022-02-02 00:00:00,65.97860413582316,
2022-02-02 10:00:00,-31.146904813813308,
2022-02-02 10:30:00,-84.33058877916596,
2022-02-02 12:00:00,-132.26160909054875,
2022-02-02 13:30:00,-72.45165334203057,
2022-02-02 15:00:00,-112.79539559002546,
2022-02-02 15:30:30,-112.79539559002546,
2022-02-02 23:59:59,-80.46772711245762,c
2022-02-03 00:00:00,-198.12657987687066,
2022-02-03 10:00:00,-182.38197610810448,
2022-02-03 10:30:00,-155.77350121681616,
2022-02-03 12:00:00,-231.49459263635458,
2022-02-03 13:30:00,-215.3265623887744,
2022-02-03 15:00:00,-226.18736750289645,
2022-02-03 15:30:30,-226.18736750289645,
2022-02-03 23:59:59,-233.3435870083465,c
2022-02-04 00:00:00,-231.7330891278218,
2022-02-04 10:00:00,-88.53696719141294,
2022-02-04 10:30:00,0.8308363347484828,
2022-02-04 12:00:00,-15.572244716865043,
2022-02-04 13:30:00,26.136479561107308,
2022-02-04 15:00:00,19.11804921331236,
2022-02-04 15:30:30,19.11804921331236,
2022-02-04 23:59:59,0.0,a
2022-02-07 00:00:00,40.948663795660195,
2022-02-07 10:00:00,143.9945551816195,
2022-02-07 10:30:00,67.22234348873349,
2022-02-07 12:00:00,-32.098353975261716,
2022-02-07 13:30:00,21.287704675484292,
2022-02-07 15:00:00,33.49872522449937,
2022-02-07 15:30:30,33.49872522449937,
2022-02-07 23:59:59,-6.122984651674187,c
2022-02-08 00:00:00,15.817345923256653,
2022-02-08 10:00:00,-42.45383697562306,
2022-02-08 10:30:00,-73.24241692217788,
2022-02-08 12:00:00,-13.519957846155648,
2022-02-08 13:30:00,-10.403020719851611,
2022-02-08 15:00:00,24.18205879056518,
2022-02-08 15:30:30,24.18205879056518,
2022-02-08 23:59:59,69.79760306961816,c
2022-02-09 00:00:00,290.2989098894602,
2022-02-09 10:00:00,322.9768553159993,
2022-02-09 10:30:00,379.52130118139166,
2022-02-09 12:00:00,535.06899588478,
2022-02-09 13:30:00,534.0069251170305,
2022-02-09 15:00:00,533.9847379611006,
2022-02-09 15:30:30,533.9847379611006,
2022-02-09 23:59:59,544.4225448823943,c
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
0,544.4225448823943,
2022-02-10 00:00:00,383.53032817926623,
2022-02-10 10:00:00,575.6810674366848,
2022-02-10 10:30:00,637.9075784799022,
2022-02-10 12:00:00,731.6662539376532,
2022-02-10 13:30:00,675.99893718217,
2022-02-10 15:00:00,654.0645861736327,
2022-02-10 15:30:30,654.0645861736327,
2022-02-10 23:59:59,596.3947955174931,c
2022-02-11 00:00:00,614.4728954297218,
2022-02-11 10:00:00,566.0494728528658,
2022-02-11 10:30:00,731.6998376861634,
2022-02-11 12:00:00,689.0755997308202,
2022-02-11 13:30:00,692.5118251302054,
2022-02-11 15:00:00,576.0141637021504,
2022-02-11 15:30:30,576.0141637021504,
2022-02-11 23:59:59,1049.644736270123,w
2022-02-14 00:00:00,911.0850479185181,
2022-02-14 10:00:00,804.379331912997,
2022-02-14 10:30:00,697.7663749817618,
2022-02-14 12:00:00,637.0108415200809,
2022-02-14 13:30:00,533.3475492958448,
2022-02-14 15:00:00,497.9123184823245,
2022-02-14 15:30:30,497.9123184823245,
2022-02-14 23:59:59,475.6992300261609,e
2022-02-15 00:00:00,555.8929916747543,
2022-02-15 10:00:00,648.0040501714716,
2022-02-15 10:30:00,581.2616333910162,
2022-02-15 12:00:00,624.3135019132362,
2022-02-15 13:30:00,584.9821648277014,
2022-02-15 15:00:00,632.59007240595,
2022-02-15 15:30:30,632.59007240595,
2022-02-15 23:59:59,646.6224594241746,c
2022-02-16 00:00:00,617.1304398643551,
2022-02-16 10:00:00,547.4382989976218,
2022-02-16 10:30:00,636.1393391262502,
2022-02-16 12:00:00,705.4025629379282,
2022-02-16 13:30:00,607.2882032113832,
2022-02-16 15:00:00,650.0313200106636,
2022-02-16 15:30:30,650.0313200106636,
2022-02-16 23:59:59,642.6559219872311,c
2022-02-17 00:00:00,593.1891988144253,
2022-02-17 10:00:00,554.5952396680016,
2022-02-17 10:30:00,494.11380266170045,
2022-02-17 12:00:00,452.01112521013306,
2022-02-17 13:30:00,382.3537534394072,
2022-02-17 15:00:00,360.3343480640933,
2022-02-17 15:30:30,360.3343480640933,
2022-02-17 23:59:59,358.1609438929031,c
2022-02-18 00:00:00,407.02919563246564,
2022-02-18 10:00:00,298.4672077375376,
2022-02-18 10:30:00,215.2444697694782,
2022-02-18 12:00:00,179.0616775784638,
2022-02-18 13:30:00,141.06389212816316,
2022-02-18 15:00:00,197.4417135126705,
2022-02-18 15:30:30,197.4417135126705,
2022-02-18 23:59:59,144.0404223570663,w
2022-02-21 00:00:00,144.0404223570663,
2022-02-21 10:00:00,144.0404223570663,
2022-02-21 10:30:00,144.0404223570663,
2022-02-21 12:00:00,144.0404223570663,
2022-02-21 13:30:00,144.0404223570663,
2022-02-21 15:00:00,144.0404223570663,
2022-02-21 15:30:30,144.0404223570663,
2022-02-21 23:59:59,144.0404223570663,c
2022-02-22 00:00:00,13.917820825445688,
2022-02-22 10:00:00,27.03590187993177,
2022-02-22 10:30:00,64.7951024419126,
2022-02-22 12:00:00,-95.7522251388782,
2022-02-22 13:30:00,-92.19159825226143,
2022-02-22 15:00:00,-22.117302923328907,
2022-02-22 15:30:30,-22.117302923328907,
2022-02-22 23:59:59,-124.00809637209272,c
2022-02-23 00:00:00,-49.90396930491079,
2022-02-23 10:00:00,-63.24620770076899,
2022-02-23 10:30:00,-141.11590859201033,
2022-02-23 12:00:00,-135.59935898342815,
2022-02-23 13:30:00,-172.9694377359583,
2022-02-23 15:00:00,-201.15562119735227,
2022-02-23 15:30:30,-201.15562119735227,
2022-02-23 23:59:59,-241.18871232592073,c
2022-02-24 00:00:00,-446.36984755321737,
2022-02-24 10:00:00,-252.39110512661273,
2022-02-24 10:30:00,-230.94871593166545,
2022-02-24 12:00:00,-133.46399214243752,
2022-02-24 13:30:00,-156.74407814218057,
2022-02-24 15:00:00,-27.795121475743827,
2022-02-24 15:30:30,-27.795121475743827,
2022-02-24 23:59:59,47.38944924497946,c
2022-02-25 00:00:00,87.94289257206947,
2022-02-25 10:00:00,-103.71929333223466,
2022-02-25 10:30:00,-117.92444088898037,
2022-02-25 12:00:00,-45.949225858351156,
2022-02-25 13:30:00,-69.75178143760309,
2022-02-25 15:00:00,-83.73901092763572,
2022-02-25 15:30:30,-83.73901092763572,
2022-02-25 23:59:59,-78.182242552645,w
2022-02-28 00:00:00,-57.74842313859904,
2022-02-28 10:00:00,-56.24781729328788,
2022-02-28 10:30:00,-18.090135195636094,
2022-02-28 12:00:00,38.63183619237998,
2022-02-28 13:30:00,-52.800906959914755,
2022-02-28 15:00:00,-36.79499932385238,
2022-02-28 15:30:30,-36.79499932385238,m
2022-02-28 23:59:59,-2.161398226310439,c
