date,PKW_2022_Q2,meta
2022-04-01 00:00:00,216.34826394214613,
2022-04-01 10:00:00,195.8127525546768,
2022-04-01 10:30:00,211.56405051099276,
2022-04-01 12:00:00,241.43888337000712,
2022-04-01 13:30:00,256.84521614661975,
2022-04-01 15:00:00,271.83787486948336,
2022-04-01 15:30:30,271.83787486948336,
2022-04-01 23:59:59,274.13786257328076,w
2022-04-04 00:00:00,252.7843464499975,
2022-04-04 10:00:00,281.51096390251803,
2022-04-04 10:30:00,256.4941250397538,
2022-04-04 12:00:00,256.8579235100053,
2022-04-04 13:30:00,264.4135170471939,
2022-04-04 15:00:00,290.3174383421664,
2022-04-04 15:30:30,290.3174383421664,
2022-04-04 23:59:59,294.4896080530119,c
2022-04-05 00:00:00,276.0424038970627,
2022-04-05 10:00:00,295.7072443108691,
2022-04-05 10:30:00,265.949524424048,
2022-04-05 12:00:00,296.51119823260115,
2022-04-05 13:30:00,304.9949758464568,
2022-04-05 15:00:00,296.22660606823854,
2022-04-05 15:30:30,296.22660606823854,
2022-04-05 23:59:59,312.13370732084667,c
2022-04-06 00:00:00,294.7199264663402,
2022-04-06 10:00:00,333.1109310030239,
2022-04-06 10:30:00,290.7451570133384,
2022-04-06 12:00:00,272.3512725908865,
2022-04-06 13:30:00,275.93181831316554,
2022-04-06 15:00:00,287.2318994695161,
2022-04-06 15:30:30,287.2318994695161,
2022-04-06 23:59:59,297.8936355368825,c
2022-04-07 00:00:00,286.89009210172486,
2022-04-07 10:00:00,254.50919217631295,
2022-04-07 10:30:00,252.3061578360142,
2022-04-07 12:00:00,240.16699616609296,
2022-04-07 13:30:00,246.85447288219112,
2022-04-07 15:00:00,241.97553738822234,
2022-04-07 15:30:30,241.97553738822234,
2022-04-07 23:59:59,246.22314533292078,c
2022-04-08 00:00:00,206.44764002892094,
2022-04-08 10:00:00,217.6620021348393,
2022-04-08 10:30:00,277.4492801036015,
2022-04-08 12:00:00,256.2951939608001,
2022-04-08 13:30:00,258.8737589281427,
2022-04-08 15:00:00,267.3724539464336,
2022-04-08 15:30:30,267.3724539464336,
