date,PPA_2021_Q1,meta
2021-03-02 00:00:00,-120.6119903558207,
2021-03-02 10:00:00,-166.76919961865698,
2021-03-02 10:30:00,-151.89706115241972,
2021-03-02 12:00:00,-115.17835021568322,
2021-03-02 13:30:00,-112.91940511784546,
2021-03-02 15:00:00,-125.79213928548094,
2021-03-02 15:30:30,-125.79213928548094,
2021-03-02 23:59:59,-131.99367957326524,c
2021-03-03 00:00:00,-123.66163873986048,
2021-03-03 10:00:00,-57.46640872672643,
2021-03-03 10:30:00,-91.8932305097639,
2021-03-03 12:00:00,-82.78992344679108,
2021-03-03 13:30:00,-64.61240062323151,
2021-03-03 15:00:00,-63.947711967604846,
2021-03-03 15:30:30,-63.947711967604846,
2021-03-03 23:59:59,-38.7029837838563,c
2021-03-04 00:00:00,-32.94200768525724,
2021-03-04 10:00:00,-34.14918399636812,
2021-03-04 10:30:00,-58.03171056614289,
2021-03-04 12:00:00,-63.370058113710286,
2021-03-04 13:30:00,-70.30590804852514,
2021-03-04 15:00:00,-43.61642946553624,
2021-03-04 15:30:30,-43.61642946553624,
2021-03-04 23:59:59,-38.72792387688554,c
2021-03-05 00:00:00,-66.7397547097589,
2021-03-05 10:00:00,-114.99718510805553,
2021-03-05 10:30:00,-128.20468263127685,
2021-03-05 12:00:00,-94.60474560998213,
2021-03-05 13:30:00,-111.22407169985541,
2021-03-05 15:00:00,-122.18237006951284,
2021-03-05 15:30:30,-122.18237006951284,
2021-03-05 23:59:59,-141.4249931591823,w
2021-03-08 00:00:00,-131.5927084826971,
2021-03-08 10:00:00,-138.96486867867733,
2021-03-08 10:30:00,-156.81109005224764,
2021-03-08 12:00:00,-166.6715857472918,
2021-03-08 13:30:00,-199.68229331236066,
2021-03-08 15:00:00,-183.52442802568189,
2021-03-08 15:30:30,-183.52442802568189,
2021-03-08 23:59:59,-180.78229815994789,c
2021-03-09 00:00:00,-124.67817480455258,
2021-03-09 10:00:00,-132.8769137717205,
2021-03-09 10:30:00,-112.71246928770171,
2021-03-09 12:00:00,-155.5333797456555,
2021-03-09 13:30:00,-135.8772822651113,
2021-03-09 15:00:00,-150.39948611371057,
2021-03-09 15:30:30,-150.39948611371057,
2021-03-09 23:59:59,-130.18015614712078,c
2021-03-10 00:00:00,-131.41914453493774,
2021-03-10 10:00:00,-122.44229656569485,
2021-03-10 10:30:00,-90.72836738768237,
2021-03-10 12:00:00,-73.28193260458164,
2021-03-10 13:30:00,-107.82979359851643,
2021-03-10 15:00:00,-113.05723816021725,
2021-03-10 15:30:30,-113.05723816021725,
2021-03-10 23:59:59,-121.97386088897613,c
2021-03-11 00:00:00,-133.04764269741813,
2021-03-11 10:00:00,-148.5683835170486,
2021-03-11 10:30:00,-117.8698505241413,
2021-03-11 12:00:00,-75.56662061953998,
2021-03-11 13:30:00,-50.85903017596246,
2021-03-11 15:00:00,-26.40598583596831,
2021-03-11 15:30:30,-26.40598583596831,
2021-03-11 23:59:59,-34.72629793369339,c
2021-03-12 00:00:00,-52.43779335644095,
2021-03-12 10:00:00,-38.15014225095766,
2021-03-12 10:30:00,-56.177612540894074,
2021-03-12 12:00:00,-63.34276189823834,
2021-03-12 13:30:00,-83.99729943389562,
2021-03-12 15:00:00,-94.6228628909009,
2021-03-12 15:30:30,-94.6228628909009,
2021-03-12 23:59:59,-89.9976854084552,w
2021-03-15 00:00:00,-68.54430124836563,
2021-03-15 10:00:00,-34.445652607102346,
2021-03-15 10:30:00,-81.79136158103933,
2021-03-15 12:00:00,-63.46376182288623,
2021-03-15 13:30:00,-67.68441275994448,
2021-03-15 15:00:00,-82.60388637480733,
2021-03-15 15:30:30,-82.60388637480733,
2021-03-15 23:59:59,-112.6449040675518,c
2021-03-16 00:00:00,-86.77209719978734,
2021-03-16 10:00:00,-50.65402939732064,
2021-03-16 10:30:00,-20.264241188689,
2021-03-16 12:00:00,-39.807122784404214,
2021-03-16 13:30:00,-25.17165022839299,
2021-03-16 15:00:00,-34.618421299062135,
2021-03-16 15:30:30,-34.618421299062135,
2021-03-16 23:59:59,-32.364372334577496,c
2021-03-17 00:00:00,-41.91412919376705,
2021-03-17 10:00:00,-45.23365343797926,
2021-03-17 10:30:00,-31.520609592815518,
2021-03-17 12:00:00,-14.772662686962207,
2021-03-17 13:30:00,-3.7820689218244894,
2021-03-17 15:00:00,-39.15106487841072,
2021-03-17 15:30:30,-39.15106487841072,
2021-03-17 23:59:59,-45.25711976128321,c
2021-03-18 00:00:00,-62.20630445063247,
2021-03-18 10:00:00,-31.314436928095816,
2021-03-18 10:30:00,-47.28206317930636,
2021-03-18 12:00:00,31.52356313917376,
2021-03-18 13:30:00,-12.599378257028647,
2021-03-18 15:00:00,-18.29856783263685,
2021-03-18 15:30:30,-18.29856783263685,
2021-03-18 23:59:59,-9.786075381652552,c
2021-03-19 00:00:00,-8.545013001096635,
2021-03-19 10:00:00,-22.79936053644326,
2021-03-19 10:30:00,-20.166418490542455,
2021-03-19 12:00:00,-33.07003784618382,
2021-03-19 13:30:00,-29.099348395750965,
2021-03-19 15:00:00,-44.99108939211132,
2021-03-19 15:30:30,-44.99108939211132,q
2021-03-19 23:59:59,-64.12899272875754,w
2021-03-22 00:00:00,-46.03369565673117,
2021-03-22 10:00:00,-44.70479094251485,
2021-03-22 10:30:00,-11.604115078273196,
2021-03-22 12:00:00,-41.214376890109065,
2021-03-22 13:30:00,-52.728810340789266,
2021-03-22 15:00:00,-47.97205343459842,
2021-03-22 15:30:30,-47.97205343459842,
2021-03-22 23:59:59,-54.60402587164586,c
2021-03-23 00:00:00,-53.40361784798486,
2021-03-23 10:00:00,-51.1673019231236,
2021-03-23 10:30:00,-23.771727820238993,
2021-03-23 12:00:00,-23.945358090900598,
2021-03-23 13:30:00,-11.173927964825495,
2021-03-23 15:00:00,12.604400156840612,
2021-03-23 15:30:30,12.604400156840612,s
