date,FIVG_2021_Q4,meta
2021-11-19 00:00:00,169.2455208435672,
2021-11-19 10:00:00,154.06952895120867,
2021-11-19 10:30:00,128.9563627756802,
2021-11-19 12:00:00,81.07938406543008,
2021-11-19 13:30:00,91.9567753702272,
2021-11-19 15:00:00,89.75406219140541,
2021-11-19 15:30:30,89.75406219140541,
2021-11-19 23:59:59,66.91503686264195,w
2021-11-22 00:00:00,44.22634242765935,
2021-11-22 10:00:00,-26.178387653887057,
2021-11-22 10:30:00,-41.53827892627896,
2021-11-22 12:00:00,47.76492147179761,
2021-11-22 13:30:00,7.999475765354873,
2021-11-22 15:00:00,65.40170077519633,
2021-11-22 15:30:30,65.40170077519633,u
2021-11-22 23:59:59,89.24058530131197,c
2021-11-23 00:00:00,98.37362785329697,
2021-11-23 10:00:00,60.37233543068123,
2021-11-23 10:30:00,70.12531245544005,
2021-11-23 12:00:00,137.56380081932866,
2021-11-23 13:30:00,148.80129899494113,
2021-11-23 15:00:00,178.33576056792026,
2021-11-23 15:30:30,178.33576056792026,
2021-11-23 23:59:59,159.6292397080647,c
2021-11-24 00:00:00,175.18851061634405,
2021-11-24 10:00:00,135.11220896008126,
2021-11-24 10:30:00,115.5329799792853,
2021-11-24 12:00:00,96.79768446455591,
2021-11-24 13:30:00,99.48834012124007,
2021-11-24 15:00:00,102.18623619002028,
2021-11-24 15:30:30,102.18623619002028,
2021-11-24 23:59:59,90.15105122796376,c
2021-11-25 00:00:00,90.15105122796376,
2021-11-25 10:00:00,90.15105122796376,
2021-11-25 10:30:00,90.15105122796376,
2021-11-25 12:00:00,90.15105122796376,
2021-11-25 13:30:00,90.15105122796376,
2021-11-25 15:00:00,90.15105122796376,
2021-11-25 15:30:30,90.15105122796376,
2021-11-25 23:59:59,90.15105122796376,c
2021-11-26 00:00:00,42.04361917002461,
2021-11-26 10:00:00,60.50437842053543,
2021-11-26 10:30:00,68.45706981543572,
2021-11-26 12:00:00,84.91393775000506,
2021-11-26 13:30:00,84.91393775000506,
2021-11-26 15:00:00,84.91393775000506,
2021-11-26 15:30:30,84.91393775000506,
2021-11-26 23:59:59,96.89853618973166,w
2021-11-29 00:00:00,47.10834831416696,
2021-11-29 10:00:00,13.665738922059063,
2021-11-29 10:30:00,28.444696706514605,
2021-11-29 12:00:00,1.3167020373539344,
2021-11-29 13:30:00,13.65986660667113,
2021-11-29 15:00:00,2.779079607857966,
2021-11-29 15:30:30,2.779079607857966,
2021-11-29 23:59:59,-24.019254827269833,c
2021-11-30 00:00:00,-48.943997949912045,
2021-11-30 10:00:00,-30.06636271623165,
2021-11-30 10:30:00,-59.69241386353042,
2021-11-30 12:00:00,-67.1170927853068,
2021-11-30 13:30:00,-70.44151414021326,
2021-11-30 15:00:00,-60.6371054812671,
2021-11-30 15:30:30,-60.6371054812671,s
2021-11-30 23:59:59,-67.12592486513176,c
2021-12-01 00:00:00,-71.78409452316373,
2021-12-01 10:00:00,-68.04597800851116,
2021-12-01 10:30:00,-58.857369972505694,
2021-12-01 12:00:00,-80.84050542922887,
2021-12-01 13:30:00,-95.55741617761669,
2021-12-01 15:00:00,-92.08880841877954,
2021-12-01 15:30:30,-92.08880841877954,
2021-12-01 23:59:59,-91.51908110794375,c
2021-12-02 00:00:00,-82.33600238355257,
2021-12-02 10:00:00,-71.65803472500602,
2021-12-02 10:30:00,-73.1145050958171,
2021-12-02 12:00:00,-60.58782092305091,
2021-12-02 13:30:00,-40.948727756384415,
2021-12-02 15:00:00,-67.52252532729563,
2021-12-02 15:30:30,-67.52252532729563,
2021-12-02 23:59:59,-60.61313512468951,c
2021-12-03 00:00:00,-56.04446977097314,
2021-12-03 10:00:00,-76.95315619768371,
2021-12-03 10:30:00,-56.18910390878864,
2021-12-03 12:00:00,-52.37033813392509,
2021-12-03 13:30:00,-54.63161515448883,
2021-12-03 15:00:00,-63.98692034052283,
2021-12-03 15:30:30,-63.98692034052283,
2021-12-03 23:59:59,-44.9727953609563,w
2021-12-06 00:00:00,16.414624753314456,
2021-12-06 10:00:00,110.31228980695414,
