date,AS_MSCI_EM_REST_STAY_2023_Q1,meta
2022-12-29 00:00:00,-39.08485060246471,
2022-12-29 01:00:00,-34.49395944520063,
2022-12-29 02:30:00,-24.46534052502159,
2022-12-29 03:00:00,-24.46534052502159,
2022-12-29 18:30:00,-24.46534052502159,
2022-12-29 20:00:00,-24.46534052502159,
2022-12-29 23:00:00,-20.57308860409728,
2022-12-29 23:59:59,-13.007053285089341,c
2022-12-30 00:00:00,-10.77575128121282,
2022-12-30 01:00:00,-10.77575128121282,
2022-12-30 02:30:00,-13.44768914656197,
2022-12-30 03:00:00,-14.49211347966343,
2022-12-30 18:30:00,-14.49211347966343,
2022-12-30 20:00:00,-14.49211347966343,
2022-12-30 23:00:00,-14.49211347966343,
2022-12-30 23:59:59,-14.6761609296517,w
2023-01-02 00:00:00,26.520542732180388,
2023-01-02 01:00:00,38.97535542532523,
2023-01-02 02:30:00,38.97535542532523,
2023-01-02 03:00:00,38.97535542532523,
2023-01-02 18:30:00,38.97535542532523,
2023-01-02 20:00:00,57.983369242759295,
2023-01-02 23:00:00,53.99984880558907,
2023-01-02 23:59:59,54.88476599402418,c
2023-01-03 00:00:00,54.15907866224836,
2023-01-03 01:00:00,32.92963771235259,
2023-01-03 02:30:00,38.72038779981153,
2023-01-03 03:00:00,38.360376500585744,
2023-01-03 18:30:00,38.360376500585744,
2023-01-03 20:00:00,31.317506845349385,
2023-01-03 23:00:00,28.511804890651433,
2023-01-03 23:59:59,45.803314459753665,c
2023-01-04 00:00:00,60.472512352879676,
2023-01-04 01:00:00,58.49001753437324,
2023-01-04 02:30:00,62.450199714265864,
2023-01-04 03:00:00,62.59381750032503,
2023-01-04 18:30:00,62.59381750032503,
2023-01-04 20:00:00,74.76369995916968,
2023-01-04 23:00:00,46.75753928221377,
2023-01-04 23:59:59,44.14779961095428,c
2023-01-05 00:00:00,40.179148119449565,
2023-01-05 01:00:00,38.244525970199334,
2023-01-05 02:30:00,28.30417685471832,
2023-01-05 03:00:00,30.529877490616173,
2023-01-05 18:30:00,30.529877490616173,
2023-01-05 20:00:00,-29.92439381136387,
2023-01-05 23:00:00,39.4831718271804,
2023-01-05 23:59:59,9.104892812125513,c
2023-01-06 00:00:00,-4.1954409175795035,
2023-01-06 01:00:00,-5.052633142831155,
2023-01-06 02:30:00,-34.90915700860705,
2023-01-06 03:00:00,-35.482390989208625,
2023-01-06 18:30:00,-35.482390989208625,
2023-01-06 20:00:00,-35.482390989208625,
2023-01-06 23:00:00,-35.482390989208625,
2023-01-06 23:59:59,-34.770536637542364,w
2023-01-09 00:00:00,12.363289571113,
2023-01-09 01:00:00,31.409202528290734,
2023-01-09 02:30:00,38.23692031556391,
2023-01-09 03:00:00,37.85225049869382,
2023-01-09 18:30:00,37.85225049869382,
2023-01-09 20:00:00,53.715351132073124,
2023-01-09 23:00:00,21.126561095680472,
2023-01-09 23:59:59,24.57733845584596,c
2023-01-10 00:00:00,17.899045413510635,
2023-01-10 01:00:00,22.86057058266306,
2023-01-10 02:30:00,12.930165234343008,
2023-01-10 03:00:00,13.574085632729975,
2023-01-10 18:30:00,13.574085632729975,
2023-01-10 20:00:00,25.34681042906948,
2023-01-10 23:00:00,10.637434379608862,
2023-01-10 23:59:59,4.209866105528931,c
2023-01-11 00:00:00,1.4636363708418685,
2023-01-11 01:00:00,4.036042261766852,
2023-01-11 02:30:00,-18.366426800855493,
2023-01-11 03:00:00,-17.820547947412706,
2023-01-11 18:30:00,-17.820547947412706,
2023-01-11 20:00:00,-66.85679992149323,
2023-01-11 23:00:00,-42.301670335004474,
2023-01-11 23:59:59,-6.338063487639488,c
2023-01-12 00:00:00,-7.690241632724224,
2023-01-12 01:00:00,10.052622694885144,
2023-01-12 02:30:00,21.02592030601386,
2023-01-12 03:00:00,20.38305881382894,
2023-01-12 18:30:00,20.38305881382894,
2023-01-12 20:00:00,-49.73616924099258,
2023-01-12 23:00:00,-89.48959841119802,
2023-01-12 23:59:59,-106.24056224005562,c
2023-01-13 00:00:00,-123.46829730182912,
2023-01-13 01:00:00,-122.43016675027707,
2023-01-13 02:30:00,-144.08047477309822,
2023-01-13 03:00:00,-144.08047477309822,
2023-01-13 18:30:00,-144.08047477309822,
2023-01-13 20:00:00,-144.08047477309822,
2023-01-13 23:00:00,-144.08047477309822,
2023-01-13 23:59:59,-144.55800531337388,w
2023-01-16 00:00:00,-156.63825380144073,
2023-01-16 01:00:00,-177.62523483251994,
2023-01-16 02:30:00,-207.79006894617498,
2023-01-16 03:00:00,-209.2776841575648,
2023-01-16 18:30:00,-209.2776841575648,
2023-01-16 20:00:00,-208.16571590797258,
2023-01-16 23:00:00,-202.43219703929526,
2023-01-16 23:59:59,-218.69925965804947,c
2023-01-17 00:00:00,-214.068448094254,
2023-01-17 01:00:00,-194.7600548416885,
2023-01-17 02:30:00,-189.22129472129745,
2023-01-17 03:00:00,-189.36876069126606,
2023-01-17 18:30:00,-189.36876069126606,
2023-01-17 20:00:00,-161.93142707185865,
2023-01-17 23:00:00,-118.30989310936354,
2023-01-17 23:59:59,-135.82385004513094,c
2023-01-18 00:00:00,-134.68838348632096,
2023-01-18 01:00:00,-106.71236354767336,
2023-01-18 02:30:00,-101.17906968350633,
2023-01-18 03:00:00,-102.76115322604096,
2023-01-18 18:30:00,-102.76115322604096,
2023-01-18 20:00:00,-122.43308604556887,
2023-01-18 23:00:00,-130.63525544551646,
2023-01-18 23:59:59,-135.3825795216427,c
2023-01-19 00:00:00,-120.90985307752021,
2023-01-19 01:00:00,-130.64521491646894,
2023-01-19 02:30:00,-138.11253944510975,
2023-01-19 03:00:00,-137.97607715951006,
2023-01-19 18:30:00,-137.97607715951006,
2023-01-19 20:00:00,-157.7762759833687,
2023-01-19 23:00:00,-235.7344379854913,
2023-01-19 23:59:59,-243.1409132656063,c
2023-01-20 00:00:00,-249.3062231108268,
2023-01-20 01:00:00,-230.8545073769086,
