date,SPX46_PURE_GV_2020_Q4,meta
2020-11-16 15:30:30,-13.874915773432576,
2020-11-16 23:59:59,-12.58577777299115,c
2020-11-17 00:00:00,-0.061038823783974294,
2020-11-17 10:00:00,-14.570497381993846,
2020-11-17 10:30:00,-14.060708706010928,
2020-11-17 12:00:00,-27.573793225609734,
2020-11-17 13:30:00,-24.913341256432204,
2020-11-17 15:00:00,-31.212562862457844,
2020-11-17 15:30:30,-31.212562862457844,
2020-11-17 23:59:59,-29.596055561354433,c
2020-11-18 00:00:00,-30.214039653774307,
2020-11-18 10:00:00,-68.97654844048657,
2020-11-18 10:30:00,-72.48041301991361,
2020-11-18 12:00:00,-68.6513060489508,
2020-11-18 13:30:00,-63.691945400435316,
2020-11-18 15:00:00,-54.76236884205764,
2020-11-18 15:30:30,-54.76236884205764,
2020-11-18 23:59:59,-50.91556726767976,c
2020-11-19 00:00:00,-45.624007240509854,
2020-11-19 10:00:00,-19.654831461935828,
2020-11-19 10:30:00,-5.565810703438274,
2020-11-19 12:00:00,-22.01771487027031,
2020-11-19 13:30:00,-23.666639068793984,
2020-11-19 15:00:00,-24.5661550685129,
2020-11-19 15:30:30,-24.5661550685129,
2020-11-19 23:59:59,-29.893217980293457,c
2020-11-20 00:00:00,-21.105917811275503,
2020-11-20 10:00:00,-13.985246972601317,
2020-11-20 10:30:00,-2.3745084662173213,
2020-11-20 12:00:00,23.04924156005677,
2020-11-20 13:30:00,34.06519777121093,
2020-11-20 15:00:00,36.095250914077496,
2020-11-20 15:30:30,36.095250914077496,
2020-11-20 23:59:59,23.367341103372382,w
2020-11-23 00:00:00,20.82331504492572,
2020-11-23 10:00:00,-4.8863838812894755,
2020-11-23 10:30:00,-34.57195736923359,
2020-11-23 12:00:00,-36.29408751899609,
2020-11-23 13:30:00,-38.268438550035626,
2020-11-23 15:00:00,-42.48832350214934,
2020-11-23 15:30:30,-42.48832350214934,
2020-11-23 23:59:59,-46.845964077951066,c
2020-11-24 00:00:00,-56.77859110391478,
2020-11-24 10:00:00,-96.19946846065841,
2020-11-24 10:30:00,-106.46684891260543,
2020-11-24 12:00:00,-106.42399844612919,
2020-11-24 13:30:00,-122.91128539995702,
2020-11-24 15:00:00,-115.94309641379118,
2020-11-24 15:30:30,-115.94309641379118,
2020-11-24 23:59:59,-110.53871482089608,c
2020-11-25 00:00:00,-87.67041537123191,
2020-11-25 10:00:00,-65.3216823782152,
2020-11-25 10:30:00,-62.56172682126521,
2020-11-25 12:00:00,-90.89884932132873,
2020-11-25 13:30:00,-68.80532259386291,
2020-11-25 15:00:00,-57.590073027244216,
2020-11-25 15:30:30,-57.590073027244216,
2020-11-25 23:59:59,-59.94320266376826,c
2020-11-26 00:00:00,-59.94320266376826,
2020-11-26 10:00:00,-59.94320266376826,
2020-11-26 10:30:00,-59.94320266376826,
2020-11-26 12:00:00,-59.94320266376826,
2020-11-26 13:30:00,-59.94320266376826,
2020-11-26 15:00:00,-59.94320266376826,
2020-11-26 15:30:30,-59.94320266376826,
2020-11-26 23:59:59,-59.94320266376826,c
2020-11-27 00:00:00,-37.47652855355773,
2020-11-27 10:00:00,-13.812609928933398,
2020-11-27 10:30:00,-4.134130256813705,
2020-11-27 12:00:00,-12.548679723028727,
2020-11-27 13:30:00,-12.548679723028727,
2020-11-27 15:00:00,-12.548679723028727,
2020-11-27 15:30:30,-12.548679723028727,
2020-11-27 23:59:59,-8.29461968065175,w
2020-11-30 00:00:00,24.46191470230292,
2020-11-30 10:00:00,18.08431214143593,
2020-11-30 10:30:00,6.922334743337387,
2020-11-30 12:00:00,12.543879656707986,
2020-11-30 13:30:00,11.735650165634752,
2020-11-30 15:00:00,12.784272407347544,
2020-11-30 15:30:30,12.784272407347544,m
2020-11-30 23:59:59,34.16292251752952,c
2020-12-01 00:00:00,28.76690271609641,
2020-12-01 10:00:00,18.912197695822897,
2020-12-01 10:30:00,2.5287644527920747,
2020-12-01 12:00:00,3.7376157268458883,
2020-12-01 13:30:00,5.6754959508848515,
2020-12-01 15:00:00,-4.328931326985867,
2020-12-01 15:30:30,-4.328931326985867,
2020-12-01 23:59:59,2.541654963875544,c
2020-12-02 00:00:00,-23.443030114081694,
2020-12-02 10:00:00,-24.923342469586032,
2020-12-02 10:30:00,-23.743703169174978,
2020-12-02 12:00:00,-31.911211481102782,
2020-12-02 13:30:00,-30.676785956317417,
2020-12-02 15:00:00,-37.65296136383563,
2020-12-02 15:30:30,-37.65296136383563,
2020-12-02 23:59:59,-35.28017763061575,c
2020-12-03 00:00:00,-26.23924074538877,
2020-12-03 10:00:00,-31.23484127977713,
2020-12-03 10:30:00,-38.58035928019967,
2020-12-03 12:00:00,-46.00163894096386,
2020-12-03 13:30:00,-57.52356615478652,
2020-12-03 15:00:00,-69.91423251497872,
2020-12-03 15:30:30,-69.91423251497872,
2020-12-03 23:59:59,-63.21673677380795,c
2020-12-04 00:00:00,-87.27171170309975,
2020-12-04 10:00:00,-87.08724688681787,
2020-12-04 10:30:00,-82.08255430401664,
2020-12-04 12:00:00,-95.28524288155245,
2020-12-04 13:30:00,-113.22147151039258,
2020-12-04 15:00:00,-119.69267752511314,
2020-12-04 15:30:30,-119.69267752511314,
2020-12-04 23:59:59,-125.16984957510795,w
2020-12-07 00:00:00,-101.18829763668782,
2020-12-07 10:00:00,-77.49639665015843,
2020-12-07 10:30:00,-78.11408544329038,
2020-12-07 12:00:00,-102.00677690539806,
2020-12-07 13:30:00,-100.58840483052722,
2020-12-07 15:00:00,-92.8761196757398,
2020-12-07 15:30:30,-92.8761196757398,
2020-12-07 23:59:59,-88.3493163072419,c
2020-12-08 00:00:00,-77.2736846730545,
2020-12-08 10:00:00,-81.52943696453394,
2020-12-08 10:30:00,-94.96955095555586,
2020-12-08 12:00:00,-71.69171226474941,
2020-12-08 13:30:00,-63.42914686754034,
2020-12-08 15:00:00,-45.21782355134792,
2020-12-08 15:30:30,-45.21782355134792,
2020-12-08 23:59:59,-55.04885344157242,c
2020-12-09 00:00:00,-47.478228016561616,
2020-12-09 10:00:00,-57.63623745911832,
2020-12-09 10:30:00,-65.17610875202718,
2020-12-09 12:00:00,-66.02201398548277,
2020-12-09 13:30:00,-113.01516142563673,
2020-12-09 15:00:00,-108.13634397033843,
2020-12-09 15:30:30,-108.13634397033843,
2020-12-09 23:59:59,-111.07552935643002,c
2020-12-10 00:00:00,-104.22675356473155,
2020-12-10 10:00:00,-97.00452056761128,
2020-12-10 10:30:00,-94.1546949787355,
2020-12-10 12:00:00,-85.84833337868508,
2020-12-10 13:30:00,-99.50638719365202,
2020-12-10 15:00:00,-100.14177233481541,
2020-12-10 15:30:30,-100.14177233481541,
2020-12-10 23:59:59,-93.34675735357132,c
2020-12-11 00:00:00,-90.16125268013525,
2020-12-11 10:00:00,-38.87652113583613,
2020-12-11 10:30:00,-23.73700805027306,
2020-12-11 12:00:00,-21.444037492084362,
2020-12-11 13:30:00,-22.40249785238416,
2020-12-11 15:00:00,-9.584298851121048,
2020-12-11 15:30:30,-9.584298851121048,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,4.863854338230794,
2020-12-14 10:00:00,124.24851057049386,
2020-12-14 10:30:00,144.14504901769465,
2020-12-14 12:00:00,171.72694419659024,
2020-12-14 13:30:00,161.55193308768366,
2020-12-14 15:00:00,177.3777666419494,
2020-12-14 15:30:30,177.3777666419494,
2020-12-14 23:59:59,169.94525175404988,c
2020-12-15 00:00:00,171.71884034963568,
2020-12-15 10:00:00,188.36052182829712,
2020-12-15 10:30:00,206.28940549931508,
2020-12-15 12:00:00,202.66723950933215,
2020-12-15 13:30:00,203.33229161604254,
2020-12-15 15:00:00,198.32886729740335,
2020-12-15 15:30:30,198.32886729740335,
2020-12-15 23:59:59,197.9032685489026,c
2020-12-16 00:00:00,193.64612022338974,
2020-12-16 10:00:00,187.47898528127712,
2020-12-16 10:30:00,185.20920265557606,
2020-12-16 12:00:00,200.49231553898403,
2020-12-16 13:30:00,214.6886644223748,
2020-12-16 15:00:00,223.6705119955202,
2020-12-16 15:30:30,223.6705119955202,
2020-12-16 23:59:59,223.62432589005584,c
2020-12-17 00:00:00,217.95205054774965,
2020-12-17 10:00:00,263.00828377649304,
2020-12-17 10:30:00,273.85107824083116,
2020-12-17 12:00:00,252.19101032068397,
2020-12-17 13:30:00,261.79471543041905,
2020-12-17 15:00:00,276.8781756057733,
2020-12-17 15:30:30,276.8781756057733,
2020-12-17 23:59:59,283.4967133126836,c
2020-12-18 00:00:00,294.09016027571147,
2020-12-18 10:00:00,306.7166524474569,
2020-12-18 10:30:00,304.6871986514909,
2020-12-18 12:00:00,334.3385306021801,
2020-12-18 13:30:00,333.06645856706905,
2020-12-18 15:00:00,331.5361689053068,
2020-12-18 15:30:30,331.5361689053068,
2020-12-18 23:59:59,305.42723550648884,e
2020-12-21 00:00:00,308.6454386742041,
2020-12-21 10:00:00,306.31134517059354,
2020-12-21 10:30:00,291.1290826324448,
2020-12-21 12:00:00,318.8364709585185,
2020-12-21 13:30:00,314.97138904103986,
2020-12-21 15:00:00,321.5999968937567,
2020-12-21 15:30:30,321.5999968937567,
2020-12-21 23:59:59,322.80962902718284,c
2020-12-22 00:00:00,349.73104426859663,
2020-12-22 10:00:00,421.2276492771821,
2020-12-22 10:30:00,402.4149630382947,
2020-12-22 12:00:00,373.0738577898826,
2020-12-22 13:30:00,364.53759157163427,
2020-12-22 15:00:00,374.34430089084367,
2020-12-22 15:30:30,374.34430089084367,
2020-12-22 23:59:59,391.969412895849,c
2020-12-23 00:00:00,397.67253062722716,
2020-12-23 10:00:00,339.54632870511045,
2020-12-23 10:30:00,328.67509170764083,
2020-12-23 12:00:00,339.83338019419875,
2020-12-23 13:30:00,327.8432968875388,
2020-12-23 15:00:00,319.117088543941,
2020-12-23 15:30:30,319.117088543941,
2020-12-23 23:59:59,321.8455437074251,c
2020-12-24 00:00:00,331.9587830922517,
2020-12-24 10:00:00,354.80339302854736,
2020-12-24 10:30:00,362.8817874082347,
2020-12-24 12:00:00,346.5114104083575,
2020-12-24 13:30:00,346.5114104083575,
2020-12-24 15:00:00,346.5114104083575,
2020-12-24 15:30:30,346.5114104083575,
2020-12-24 23:59:59,352.6993081017097,c
2020-12-25 00:00:00,352.6993081017097,
2020-12-25 10:00:00,352.6993081017097,
2020-12-25 10:30:00,352.6993081017097,
2020-12-25 12:00:00,352.6993081017097,
2020-12-25 13:30:00,352.6993081017097,
2020-12-25 15:00:00,352.6993081017097,
2020-12-25 15:30:30,352.6993081017097,
2020-12-25 23:59:59,352.6993081017097,w
2020-12-28 00:00:00,387.20417858545943,
2020-12-28 10:00:00,392.85879542265775,
2020-12-28 10:30:00,329.3092150646853,
2020-12-28 12:00:00,333.9909362760309,
2020-12-28 13:30:00,330.98520454355526,
2020-12-28 15:00:00,338.1354673177284,
2020-12-28 15:30:30,338.1354673177284,
2020-12-28 23:59:59,334.1218673586852,c
2020-12-29 00:00:00,337.4696172723052,
2020-12-29 10:00:00,303.71417784362393,
2020-12-29 10:30:00,297.9769409611879,
2020-12-29 12:00:00,291.3634422375342,
2020-12-29 13:30:00,285.45259598781377,
2020-12-29 15:00:00,298.49094740193846,
2020-12-29 15:30:30,298.49094740193846,
2020-12-29 23:59:59,293.2706328309773,c
2020-12-30 00:00:00,317.4101283853797,
2020-12-30 10:00:00,320.6458073120871,
2020-12-30 10:30:00,339.36449206053544,
2020-12-30 12:00:00,337.3988364806719,
2020-12-30 13:30:00,337.77264404969355,
2020-12-30 15:00:00,332.02566598902877,
2020-12-30 15:30:30,332.02566598902877,
2020-12-30 23:59:59,322.028422502651,c
2020-12-31 00:00:00,337.3205075837577,
2020-12-31 10:00:00,320.6190345722839,
2020-12-31 10:30:00,318.7905148201994,
2020-12-31 12:00:00,324.46593939774925,
2020-12-31 13:30:00,338.54813234031803,
2020-12-31 15:00:00,348.8599967126263,
2020-12-31 15:30:30,348.8599967126263,
2020-12-31 23:59:59,344.6874311489312,c
2021-01-01 00:00:00,344.6874311489312,
2021-01-01 10:00:00,344.6874311489312,
2021-01-01 10:30:00,344.6874311489312,
2021-01-01 12:00:00,344.6874311489312,
2021-01-01 13:30:00,344.6874311489312,
2021-01-01 15:00:00,344.6874311489312,
2021-01-01 15:30:30,344.6874311489312,
2021-01-01 23:59:59,344.6874311489312,w
2021-01-04 00:00:00,368.848740700028,
2021-01-04 10:00:00,353.22858698704795,
2021-01-04 10:30:00,376.59960443493105,
2021-01-04 12:00:00,339.0993466981654,
2021-01-04 13:30:00,344.42592345950743,
2021-01-04 15:00:00,346.6873462457686,
2021-01-04 15:30:30,346.6873462457686,
2021-01-04 23:59:59,359.24836885882746,c
2021-01-05 00:00:00,355.9126230090942,
2021-01-05 10:00:00,382.8706505300904,
2021-01-05 10:30:00,391.07149653877264,
2021-01-05 12:00:00,369.4281303191076,
2021-01-05 13:30:00,371.3869213984817,
2021-01-05 15:00:00,372.257314752869,
2021-01-05 15:30:30,372.257314752869,
2021-01-05 23:59:59,387.5799723648827,c
2021-01-06 00:00:00,407.34327598168966,
2021-01-06 10:00:00,402.29765067312815,
2021-01-06 10:30:00,410.6176351219549,
2021-01-06 12:00:00,422.72221657258024,
2021-01-06 13:30:00,441.616807862762,
2021-01-06 15:00:00,424.26144741645817,
2021-01-06 15:30:30,424.26144741645817,
2021-01-06 23:59:59,422.71610938989284,c
2021-01-07 00:00:00,461.65563236836647,
2021-01-07 10:00:00,497.49662723699316,
2021-01-07 10:30:00,507.2187017352135,
2021-01-07 12:00:00,530.1159606610672,
2021-01-07 13:30:00,540.2387925759549,
2021-01-07 15:00:00,525.9423511900927,
2021-01-07 15:30:30,525.9423511900927,
2021-01-07 23:59:59,541.285496679722,c
2021-01-08 00:00:00,565.7265703377811,
2021-01-08 10:00:00,568.4689996993748,
2021-01-08 10:30:00,549.622676406394,
2021-01-08 12:00:00,541.9858825086735,
2021-01-08 13:30:00,549.6926091591642,
2021-01-08 15:00:00,529.2170821956868,
2021-01-08 15:30:30,529.2170821956868,
2021-01-08 23:59:59,548.2279194863265,w
