date,AS_WT_2022_Q4,meta
2022-10-14 18:30:00,50.789109183437176,
2022-10-14 20:00:00,50.789109183437176,
2022-10-14 23:00:00,50.789109183437176,
2022-10-14 23:59:59,38.795768427604344,w
2022-10-17 00:00:00,74.31045141213872,
2022-10-17 01:00:00,69.95007572094437,
2022-10-17 02:30:00,88.24315851196752,
2022-10-17 03:00:00,89.34772970948961,
2022-10-17 18:30:00,89.34772970948961,
2022-10-17 20:00:00,89.34772970948961,
2022-10-17 23:00:00,53.84136236028917,
2022-10-17 23:59:59,75.60684725572992,c
2022-10-18 00:00:00,109.97433377079597,
2022-10-18 01:00:00,119.92322824021085,
2022-10-18 02:30:00,128.66322836676136,
2022-10-18 03:00:00,124.52134008986559,
2022-10-18 18:30:00,124.52134008986559,
2022-10-18 20:00:00,124.52134008986559,
2022-10-18 23:00:00,147.43952463046844,
2022-10-18 23:59:59,129.14823684603653,c
2022-10-19 00:00:00,116.9458598080455,
2022-10-19 01:00:00,117.37719781843316,
2022-10-19 02:30:00,100.59447349242873,
2022-10-19 03:00:00,100.72042839507685,
2022-10-19 18:30:00,100.72042839507685,
2022-10-19 20:00:00,100.72042839507685,
2022-10-19 23:00:00,138.7425150082545,
2022-10-19 23:59:59,139.05820009872696,c
2022-10-20 00:00:00,119.13925580370869,
2022-10-20 01:00:00,147.2780071332054,
2022-10-20 02:30:00,183.24919210936332,
2022-10-20 03:00:00,182.14916122919567,
2022-10-20 18:30:00,182.14916122919567,
2022-10-20 20:00:00,182.14916122919567,
2022-10-20 23:00:00,135.36805578344774,
2022-10-20 23:59:59,140.13725891627746,e
2022-10-21 00:00:00,134.5370541224438,
2022-10-21 01:00:00,128.00847334980608,
2022-10-21 02:30:00,118.2738728239201,
2022-10-21 03:00:00,123.01726667999537,
2022-10-21 18:30:00,123.01726667999537,
2022-10-21 20:00:00,123.01726667999537,
2022-10-21 23:00:00,123.01726667999537,
2022-10-21 23:59:59,124.63097609914439,w
2022-10-24 00:00:00,84.20012372579458,
2022-10-24 01:00:00,92.91422833982324,
2022-10-24 02:30:00,74.25682339302512,
2022-10-24 03:00:00,70.56785653087991,
2022-10-24 18:30:00,70.56785653087991,
2022-10-24 20:00:00,70.56785653087991,
2022-10-24 23:00:00,11.600243002410025,
2022-10-24 23:59:59,48.065925205523854,c
2022-10-25 00:00:00,50.06910916427569,
2022-10-25 01:00:00,43.04844594468341,
2022-10-25 02:30:00,34.870395867455954,
2022-10-25 03:00:00,31.51034025131139,
2022-10-25 18:30:00,31.51034025131139,
2022-10-25 20:00:00,31.51034025131139,
2022-10-25 23:00:00,79.16398055858463,
2022-10-25 23:59:59,77.10034826500123,c
2022-10-26 00:00:00,85.86522158792013,
2022-10-26 01:00:00,80.18412021390759,
2022-10-26 02:30:00,63.940237359411185,
2022-10-26 03:00:00,71.11900196881015,
2022-10-26 18:30:00,71.11900196881015,
2022-10-26 20:00:00,71.11900196881015,
2022-10-26 23:00:00,100.5150270678896,
2022-10-26 23:59:59,91.59738859944355,c
2022-10-27 00:00:00,108.15930499308342,
2022-10-27 01:00:00,118.11225807205574,
2022-10-27 02:30:00,124.72598598808327,
2022-10-27 03:00:00,116.36150314294719,
2022-10-27 18:30:00,116.36150314294719,
2022-10-27 20:00:00,116.36150314294719,
2022-10-27 23:00:00,84.78020283527258,
2022-10-27 23:59:59,74.59883516405898,c
2022-10-28 00:00:00,68.18301828262702,
2022-10-28 01:00:00,58.424938466440835,
2022-10-28 02:30:00,49.939890898456724,
2022-10-28 03:00:00,51.08971454967195,
2022-10-28 18:30:00,51.08971454967195,
2022-10-28 20:00:00,51.08971454967195,
2022-10-28 23:00:00,51.08971454967195,
2022-10-28 23:59:59,50.913920008848436,w
2022-10-31 00:00:00,76.45312541051044,
2022-10-31 01:00:00,66.11571824806742,
2022-10-31 02:30:00,47.328037262317594,
2022-10-31 03:00:00,42.93371944977389,
2022-10-31 18:30:00,42.93371944977389,
2022-10-31 20:00:00,42.93371944977389,
2022-10-31 23:00:00,83.67647197186034,
2022-10-31 23:59:59,82.83483426089333,c
2022-11-01 00:00:00,88.351544712531,
2022-11-01 01:00:00,80.38359235708867,
2022-11-01 02:30:00,113.47258387125748,
2022-11-01 03:00:00,109.78545838470018,
2022-11-01 18:30:00,109.78545838470018,
2022-11-01 20:00:00,109.78545838470018,
2022-11-01 23:00:00,149.9647364680659,
2022-11-01 23:59:59,155.1375053822385,c
2022-11-02 00:00:00,150.52133965421035,
2022-11-02 01:00:00,144.21370532710444,
2022-11-02 02:30:00,144.21370532710444,
2022-11-02 03:00:00,148.25857466290472,
2022-11-02 18:30:00,148.25857466290472,
2022-11-02 20:00:00,148.25857466290472,
2022-11-02 23:00:00,170.055728909766,
2022-11-02 23:59:59,155.79671139792117,c
2022-11-03 00:00:00,135.86900751009398,
2022-11-03 01:00:00,136.38784192866387,
2022-11-03 02:30:00,140.66223637443,
2022-11-03 03:00:00,139.66222833583925,
2022-11-03 18:30:00,139.66222833583925,
2022-11-03 20:00:00,139.66222833583925,
2022-11-03 23:00:00,139.66222833583925,
2022-11-03 23:59:59,135.9086541906363,c
