date,SILJ_2022_Q4,meta
2022-12-01 00:00:00,-235.39041489025567,
2022-12-01 10:00:00,-139.79485254074916,
2022-12-01 10:30:00,-326.68460536588645,
2022-12-01 12:00:00,-241.67959766692366,
2022-12-01 13:30:00,-228.62079520954194,
2022-12-01 15:00:00,-218.83956079314066,
2022-12-01 15:30:30,-218.83956079314066,
2022-12-01 23:59:59,-184.6869315670674,c
2022-12-02 00:00:00,-241.36062575544565,
2022-12-02 10:00:00,-189.00583396391085,
2022-12-02 10:30:00,-145.8347716417411,
2022-12-02 12:00:00,-58.87188730280377,
2022-12-02 13:30:00,-35.041488770183605,
2022-12-02 15:00:00,8.224827399403694,
2022-12-02 15:30:30,8.224827399403694,s
2022-12-02 23:59:59,-36.024158258407624,w
2022-12-05 00:00:00,-46.99638361451616,
2022-12-05 10:00:00,-181.73487649892377,
2022-12-05 10:30:00,-178.70085503286646,
2022-12-05 12:00:00,-241.2197147533725,
2022-12-05 13:30:00,-275.01540215757086,
2022-12-05 15:00:00,-326.51529549015504,
2022-12-05 15:30:30,-326.51529549015504,
2022-12-05 23:59:59,-255.51788867432242,c
2022-12-06 00:00:00,-238.39376341696334,
2022-12-06 10:00:00,-237.09736169455937,
2022-12-06 10:30:00,-264.96450504879886,
2022-12-06 12:00:00,-270.0092031657832,
2022-12-06 13:30:00,-374.7755196261205,
2022-12-06 15:00:00,-358.3240948101711,
2022-12-06 15:30:30,-358.3240948101711,
2022-12-06 23:59:59,-397.52847756425945,c
2022-12-07 00:00:00,-327.1502998822443,
2022-12-07 10:00:00,-187.81862527499288,
2022-12-07 10:30:00,-141.11458038237652,
2022-12-07 12:00:00,-91.1137757398792,
2022-12-07 13:30:00,-118.49169418815745,
2022-12-07 15:00:00,-133.86430080948503,
2022-12-07 15:30:30,-133.86430080948503,
2022-12-07 23:59:59,-178.3787813232184,c
2022-12-08 00:00:00,-109.89262185995358,
2022-12-08 10:00:00,-170.90706871336533,
2022-12-08 10:30:00,-175.81024609094402,
2022-12-08 12:00:00,-217.67322179415987,
2022-12-08 13:30:00,-219.64546033222268,
2022-12-08 15:00:00,-247.37997913431263,
2022-12-08 15:30:30,-247.37997913431263,
2022-12-08 23:59:59,-292.01617139748214,c
2022-12-09 00:00:00,-258.5610591502045,
2022-12-09 10:00:00,-298.6291838610523,
2022-12-09 10:30:00,-313.18357271566947,
2022-12-09 12:00:00,-117.33070245252202,
2022-12-09 13:30:00,-159.45901782030614,
2022-12-09 15:00:00,-219.17695787727644,
2022-12-09 15:30:30,-219.17695787727644,
2022-12-09 23:59:59,-300.56647069322025,w
2022-12-12 00:00:00,-304.590743675868,
2022-12-12 10:00:00,-288.3568784888339,
2022-12-12 10:30:00,-349.6281975251741,
2022-12-12 12:00:00,-350.9941334360219,
2022-12-12 13:30:00,-382.41520042061074,
2022-12-12 15:00:00,-317.326254830552,
2022-12-12 15:30:30,-317.326254830552,
2022-12-12 23:59:59,-307.4223241515738,c
2022-12-13 00:00:00,-123.79534109081851,
2022-12-13 10:00:00,-42.10173475179454,
2022-12-13 10:30:00,-94.18866622463793,
2022-12-13 12:00:00,-121.07634405808403,
2022-12-13 13:30:00,-102.76000663742707,
2022-12-13 15:00:00,-122.06097579582092,
2022-12-13 15:30:30,-122.06097579582092,
2022-12-13 23:59:59,-100.54353907780751,c
2022-12-14 00:00:00,-133.3386618368113,
2022-12-14 10:00:00,-173.57141389356184,
2022-12-14 10:30:00,-120.44781520182642,
2022-12-14 12:00:00,-68.04430599927218,
2022-12-14 13:30:00,-66.53293278148249,
2022-12-14 15:00:00,-56.271839759718205,
2022-12-14 15:30:30,-56.271839759718205,
2022-12-14 23:59:59,-38.71915946655008,c
2022-12-15 00:00:00,-165.48405180117334,
2022-12-15 10:00:00,-243.3401811106287,
2022-12-15 10:30:00,-218.71329870996942,
2022-12-15 12:00:00,-161.35688566371027,
2022-12-15 13:30:00,-90.2747496105876,
2022-12-15 15:00:00,-50.01100476570355,
2022-12-15 15:30:30,-50.01100476570355,
2022-12-15 23:59:59,0.0,a
2022-12-16 00:00:00,-75.56441814960272,
2022-12-16 10:00:00,-5.765393839657008,
2022-12-16 10:30:00,16.450905776677246,
2022-12-16 12:00:00,-36.73364277119617,
2022-12-16 13:30:00,98.6695874874822,
2022-12-16 15:00:00,442.5628573692693,
2022-12-16 15:30:30,442.5628573692693,
2022-12-16 23:59:59,878.0460248124036,e
2022-12-19 00:00:00,735.4053492228159,
2022-12-19 10:00:00,188.511946850821,
2022-12-19 10:30:00,155.47382082725835,
2022-12-19 12:00:00,-3.8311206341650177,
2022-12-19 13:30:00,-64.21117639013391,
2022-12-19 15:00:00,-187.62602568736747,
2022-12-19 15:30:30,-187.62602568736747,
2022-12-19 23:59:59,-167.6280643426544,c
2022-12-20 00:00:00,-32.964757735215244,
2022-12-20 10:00:00,122.23124287166684,
2022-12-20 10:30:00,173.26295497192132,
2022-12-20 12:00:00,126.75640420297623,
2022-12-20 13:30:00,40.73244925120525,
2022-12-20 15:00:00,43.69803640651571,
2022-12-20 15:30:30,43.69803640651571,
2022-12-20 23:59:59,-12.674957473253016,c
2022-12-21 00:00:00,42.70130216985672,
2022-12-21 10:00:00,51.28111578392236,
2022-12-21 10:30:00,7.283083082284065,
2022-12-21 12:00:00,81.46772295151459,
2022-12-21 13:30:00,87.526627512304,
2022-12-21 15:00:00,85.20769732949793,
2022-12-21 15:30:30,85.20769732949793,
2022-12-21 23:59:59,67.25628965957821,c
2022-12-22 00:00:00,32.72917911577133,
2022-12-22 10:00:00,-20.15751924142478,
2022-12-22 10:30:00,-114.52940073078207,
2022-12-22 12:00:00,-132.84528103885623,
2022-12-22 13:30:00,-191.99290457626012,
2022-12-22 15:00:00,-32.22897291028585,
2022-12-22 15:30:30,-32.22897291028585,
2022-12-22 23:59:59,27.452096121241993,c
2022-12-23 00:00:00,24.677542182300385,
2022-12-23 10:00:00,-171.70212013909986,
2022-12-23 10:30:00,23.36121144959634,
2022-12-23 12:00:00,168.41681132106896,
2022-12-23 13:30:00,118.22290964575677,
2022-12-23 15:00:00,184.99439474496376,
2022-12-23 15:30:30,184.99439474496376,
2022-12-23 23:59:59,266.05004543263294,w
2022-12-26 00:00:00,266.05004543263294,
2022-12-26 10:00:00,266.05004543263294,
2022-12-26 10:30:00,266.05004543263294,
2022-12-26 12:00:00,266.05004543263294,
2022-12-26 13:30:00,266.05004543263294,
2022-12-26 15:00:00,266.05004543263294,
2022-12-26 15:30:30,266.05004543263294,
