date,FVD_2021_Oct,meta
2021-10-11 00:00:00,176.1458871828986,
2021-10-11 10:00:00,156.00114201693742,
2021-10-11 10:30:00,143.58123177706753,
2021-10-11 12:00:00,141.9282294142904,
2021-10-11 13:30:00,144.173098500739,
2021-10-11 15:00:00,135.91170445850648,
2021-10-11 15:30:30,135.91170445850648,
2021-10-11 23:59:59,130.57202520327849,c
2021-10-12 00:00:00,131.470535273661,
2021-10-12 10:00:00,142.29015307515817,
2021-10-12 10:30:00,142.45645016662954,
2021-10-12 12:00:00,135.06515863383706,
2021-10-12 13:30:00,137.28364581869252,
2021-10-12 15:00:00,140.2495261822559,
2021-10-12 15:30:30,140.2495261822559,
2021-10-12 23:59:59,142.96289983419308,c
2021-10-13 00:00:00,137.02573101607499,
2021-10-13 10:00:00,151.28515024897504,
2021-10-13 10:30:00,146.27921566730998,
2021-10-13 12:00:00,139.31980398133112,
2021-10-13 13:30:00,133.9077222749161,
2021-10-13 15:00:00,135.94868421678487,
2021-10-13 15:30:30,135.94868421678487,
2021-10-13 23:59:59,128.03408826598314,c
2021-10-14 00:00:00,133.85455208523575,
2021-10-14 10:00:00,134.99786822347795,
2021-10-14 10:30:00,126.42503507680863,
2021-10-14 12:00:00,123.91807786938833,
2021-10-14 13:30:00,124.36942419318657,
2021-10-14 15:00:00,120.61630181518842,
2021-10-14 15:30:30,120.61630181518842,
2021-10-14 23:59:59,114.19270014049664,c
2021-10-15 00:00:00,113.16266897139809,
2021-10-15 10:00:00,105.0171452377418,
2021-10-15 10:30:00,110.2784426396164,
2021-10-15 12:00:00,104.72876744129144,
2021-10-15 13:30:00,90.20162344813244,
2021-10-15 15:00:00,81.09665583597501,
2021-10-15 15:30:30,81.09665583597501,
2021-10-15 23:59:59,91.30622210228157,w
2021-10-18 00:00:00,88.28358447624299,
2021-10-18 10:00:00,73.2062271982357,
2021-10-18 10:30:00,71.37494432696002,
2021-10-18 12:00:00,66.40882636724177,
2021-10-18 13:30:00,64.94783203733886,
2021-10-18 15:00:00,65.04496339470847,
2021-10-18 15:30:30,65.04496339470847,
2021-10-18 23:59:59,62.72726030909416,c
2021-10-19 00:00:00,57.783494514752306,
2021-10-19 10:00:00,70.98235438468384,
2021-10-19 10:30:00,57.971286410676385,
2021-10-19 12:00:00,63.17929113055095,
2021-10-19 13:30:00,58.72309144672187,
2021-10-19 15:00:00,69.2746525905423,
2021-10-19 15:30:30,69.2746525905423,
2021-10-19 23:59:59,60.38002937628784,c
2021-10-20 00:00:00,-3.2051854896478744,
2021-10-20 10:00:00,0.22706089375208194,
2021-10-20 10:30:00,1.4058087894052278,
2021-10-20 12:00:00,4.131475092996595,
2021-10-20 13:30:00,0.177187996831492,
2021-10-20 15:00:00,-5.137109583204506,
2021-10-20 15:30:30,-5.137109583204506,
2021-10-20 23:59:59,-5.997504912454531,c
2021-10-21 00:00:00,-6.598277962583211,
2021-10-21 10:00:00,-20.247269169501067,
2021-10-21 10:30:00,-18.80590624877317,
2021-10-21 12:00:00,-17.50526549897461,
2021-10-21 13:30:00,-31.615999306971275,
2021-10-21 15:00:00,-30.55044272329519,
2021-10-21 15:30:30,-30.55044272329519,
2021-10-21 23:59:59,-25.667913598414316,c
2021-10-22 00:00:00,-41.246903176511694,
2021-10-22 10:00:00,-30.587750386330583,
2021-10-22 10:30:00,-35.99617958201287,
2021-10-22 12:00:00,-26.991293683040453,
2021-10-22 13:30:00,-31.692237011810732,
2021-10-22 15:00:00,-27.02747914868621,
2021-10-22 15:30:30,-27.02747914868621,
2021-10-22 23:59:59,-26.14329201359834,w
2021-10-25 00:00:00,-32.65179159024541,
2021-10-25 10:00:00,-21.12599528550703,
2021-10-25 10:30:00,-18.97677984717751,
2021-10-25 12:00:00,-12.708914522992131,
2021-10-25 13:30:00,-10.479763737245605,
2021-10-25 15:00:00,-2.718521681600521,
2021-10-25 15:30:30,-2.718521681600521,s
2021-10-25 23:59:59,0.0,a
2021-10-26 00:00:00,41.44072890238078,
2021-10-26 10:00:00,65.30909205195701,
2021-10-26 10:30:00,65.89280198960972,
2021-10-26 12:00:00,57.09290578244469,
2021-10-26 13:30:00,48.73369128906222,
2021-10-26 15:00:00,50.154309986948135,
2021-10-26 15:30:30,50.154309986948135,
2021-10-26 23:59:59,54.216108977086776,c
2021-10-27 00:00:00,58.460199723136554,
2021-10-27 10:00:00,55.924319622508506,
2021-10-27 10:30:00,60.62606055106659,
2021-10-27 12:00:00,72.28338296326297,
2021-10-27 13:30:00,69.03322146936392,
2021-10-27 15:00:00,77.8558536228893,
2021-10-27 15:30:30,77.8558536228893,
2021-10-27 23:59:59,65.95488540924703,e
2021-10-28 00:00:00,45.21118880056855,
2021-10-28 10:00:00,46.68383697097238,
2021-10-28 10:30:00,50.66256798869625,
2021-10-28 12:00:00,57.02761911713122,
2021-10-28 13:30:00,45.85209695555176,
2021-10-28 15:00:00,51.01971125477297,
2021-10-28 15:30:30,51.01971125477297,
2021-10-28 23:59:59,49.81864355037459,c
2021-10-29 00:00:00,50.099101418425676,
2021-10-29 10:00:00,34.38256215584585,
2021-10-29 10:30:00,33.28367968453898,
2021-10-29 12:00:00,42.378878503635065,
2021-10-29 13:30:00,45.734464828584464,
2021-10-29 15:00:00,38.74832659984537,
2021-10-29 15:30:30,38.74832659984537,
2021-10-29 23:59:59,40.06580318947533,w
2021-11-01 00:00:00,37.89085202602689,
2021-11-01 10:00:00,49.52676623039525,
2021-11-01 10:30:00,57.81166858443942,
2021-11-01 12:00:00,53.22606808677085,
2021-11-01 13:30:00,48.82664994057143,
2021-11-01 15:00:00,55.334769143217386,
2021-11-01 15:30:30,55.334769143217386,
2021-11-01 23:59:59,60.979742521032904,c
2021-11-02 00:00:00,49.90670395149738,
2021-11-02 10:00:00,50.447039476442114,
2021-11-02 10:30:00,50.78694254029841,
2021-11-02 12:00:00,52.50487522923373,
2021-11-02 13:30:00,41.538568867728316,
2021-11-02 15:00:00,39.46831220750113,
2021-11-02 15:30:30,39.46831220750113,
2021-11-02 23:59:59,38.35215452655086,c
2021-11-03 00:00:00,49.27448886943159,
2021-11-03 10:00:00,64.20019160531803,
2021-11-03 10:30:00,83.51737449966811,
2021-11-03 12:00:00,99.65524331559226,
2021-11-03 13:30:00,99.71701286271372,
2021-11-03 15:00:00,90.36386914132655,
2021-11-03 15:30:30,90.36386914132655,
2021-11-03 23:59:59,99.65580742441506,c
2021-11-04 00:00:00,90.02089511240729,
2021-11-04 10:00:00,112.04461246291308,
2021-11-04 10:30:00,104.18830331991245,
2021-11-04 12:00:00,98.75800161095566,
2021-11-04 13:30:00,91.99896498149761,
2021-11-04 15:00:00,98.99235046040883,
2021-11-04 15:30:30,98.99235046040883,
2021-11-04 23:59:59,88.04797515028864,c
2021-11-05 00:00:00,83.37308385264737,
2021-11-05 10:00:00,81.70475152125027,
2021-11-05 10:30:00,95.14747852837539,
2021-11-05 12:00:00,80.74864839818446,
2021-11-05 13:30:00,88.67999456667474,
2021-11-05 15:00:00,96.0898054468795,
2021-11-05 15:30:30,96.0898054468795,
2021-11-05 23:59:59,90.51486434372532,w
2021-11-08 00:00:00,85.71327627065466,
2021-11-08 10:00:00,107.78461313679813,
2021-11-08 10:30:00,104.7365334627153,
2021-11-08 12:00:00,102.69486619737046,
2021-11-08 13:30:00,108.54301770855363,
2021-11-08 15:00:00,104.64619741255748,
2021-11-08 15:30:30,104.64619741255748,
2021-11-08 23:59:59,98.3535370078609,c
2021-11-09 00:00:00,99.38229508010332,
2021-11-09 10:00:00,79.51353458681598,
2021-11-09 10:30:00,84.53819618366151,
2021-11-09 12:00:00,86.20471415575838,
2021-11-09 13:30:00,86.92837262682434,
2021-11-09 15:00:00,84.63264145055206,
2021-11-09 15:30:30,84.63264145055206,
2021-11-09 23:59:59,83.37081392924256,c
2021-11-10 00:00:00,67.88423773262679,
2021-11-10 10:00:00,83.07487508481887,
2021-11-10 10:30:00,84.57185946264053,
2021-11-10 12:00:00,84.51767798889483,
2021-11-10 13:30:00,83.03351724161797,
2021-11-10 15:00:00,84.45739868156107,
2021-11-10 15:30:30,84.45739868156107,
2021-11-10 23:59:59,90.23349894548207,c
