date,EU_HEAL_2021_Q2,meta
2021-06-21 00:00:00,-166.75863150383532,
2021-06-21 03:30:00,-184.4388026314606,
2021-06-21 04:00:00,-193.490233125386,
2021-06-21 06:00:00,-182.61985518082213,
2021-06-21 08:00:00,-187.02421996892542,
2021-06-21 10:30:00,-205.49734368496468,
2021-06-21 11:00:00,-208.0171313993484,
2021-06-21 23:59:59,-204.16607163533206,c
2021-06-22 00:00:00,-183.98789901615748,
2021-06-22 03:30:00,-176.25235941291737,
2021-06-22 04:00:00,-167.25627061948455,
2021-06-22 06:00:00,-203.73782364219858,
2021-06-22 08:00:00,-226.87870461085834,
2021-06-22 10:30:00,-216.15086059472162,
2021-06-22 11:00:00,-215.6261304450744,
2021-06-22 23:59:59,-211.70609380879512,c
2021-06-23 00:00:00,-231.6996652727306,
2021-06-23 03:30:00,-227.54461253502097,
2021-06-23 04:00:00,-225.82740147005154,
2021-06-23 06:00:00,-234.75759508400995,
2021-06-23 08:00:00,-238.14000306528658,
2021-06-23 10:30:00,-220.86972055772378,
2021-06-23 11:00:00,-227.1585821537359,
2021-06-23 23:59:59,-218.2382520916584,c
2021-06-24 00:00:00,-212.66474026379558,
2021-06-24 03:30:00,-256.3608565044209,
2021-06-24 04:00:00,-254.9375067440211,
2021-06-24 06:00:00,-238.79265012165445,
2021-06-24 08:00:00,-225.991598372132,
2021-06-24 10:30:00,-254.59839756049553,
2021-06-24 11:00:00,-238.74312719070588,
2021-06-24 23:59:59,-235.48359406054908,c
2021-06-25 00:00:00,-215.92724179617733,
2021-06-25 03:30:00,-228.46109794560732,
2021-06-25 04:00:00,-210.35463404505288,
2021-06-25 06:00:00,-199.60424655948475,
2021-06-25 08:00:00,-192.85405305988672,
2021-06-25 10:30:00,-180.27153977781984,
2021-06-25 11:00:00,-178.2944409243247,
2021-06-25 23:59:59,-171.37993695362582,w
2021-06-28 00:00:00,-150.4032647319881,
2021-06-28 03:30:00,-129.59201392717512,
2021-06-28 04:00:00,-145.95492170324803,
2021-06-28 06:00:00,-139.4729196189743,
2021-06-28 08:00:00,-116.65379513211212,
2021-06-28 10:30:00,-141.1437234685012,
2021-06-28 11:00:00,-129.82558876378164,
2021-06-28 23:59:59,-128.76727407164174,c
2021-06-29 00:00:00,-119.76299912125171,
2021-06-29 03:30:00,-135.86019685487452,
2021-06-29 04:00:00,-151.10928472364105,
2021-06-29 06:00:00,-148.30492084317336,
2021-06-29 08:00:00,-136.80366243217384,
2021-06-29 10:30:00,-152.53271979010367,
2021-06-29 11:00:00,-161.9192074841984,
2021-06-29 23:59:59,-146.06155833947912,c
2021-06-30 00:00:00,-143.40707350845048,
2021-06-30 03:30:00,-164.60255048856845,
2021-06-30 04:00:00,-166.88447811337107,
2021-06-30 06:00:00,-174.61861832230545,
2021-06-30 08:00:00,-173.954831989441,
2021-06-30 10:30:00,-160.93121056571306,
2021-06-30 11:00:00,-153.15315362710783,
2021-06-30 23:59:59,-144.25009581541633,c
2021-07-01 00:00:00,-149.49959894151937,
2021-07-01 03:30:00,-159.09648409931276,
2021-07-01 04:00:00,-169.66179508786274,
2021-07-01 06:00:00,-142.74319502671608,
2021-07-01 08:00:00,-119.81112306381635,
2021-07-01 10:30:00,-115.30389186475225,
2021-07-01 11:00:00,-134.51129379992574,
2021-07-01 23:59:59,-130.19726636764597,c
2021-07-02 00:00:00,-152.63615802910692,
2021-07-02 03:30:00,-173.92685142226048,
2021-07-02 04:00:00,-172.2465492688981,
2021-07-02 06:00:00,-201.61061041977598,
2021-07-02 08:00:00,-200.09047711738106,
2021-07-02 10:30:00,-205.01015604290217,
2021-07-02 11:00:00,-201.35762177372305,
2021-07-02 23:59:59,-193.87812938217792,w
