date,EU_SX5EP_STAY_2022_Q4,meta
2022-11-18 00:00:00,-144.53431856338125,
2022-11-18 03:30:00,-152.15651498651778,
2022-11-18 04:00:00,-137.99232453398122,
2022-11-18 06:00:00,-150.39880707903626,
2022-11-18 08:00:00,-146.3839702758271,
2022-11-18 10:30:00,-127.38696424219165,
2022-11-18 11:00:00,-119.24330995009086,
2022-11-18 23:59:59,-128.94594972309437,w
2022-11-21 00:00:00,-173.2371912669289,
2022-11-21 03:30:00,-140.68565427205158,
2022-11-21 04:00:00,-137.1921583046145,
2022-11-21 06:00:00,-135.8926288718145,
2022-11-21 08:00:00,-148.48943219819284,
2022-11-21 10:30:00,-134.51888644834867,
2022-11-21 11:00:00,-136.17231340939054,
2022-11-21 23:59:59,-125.90994693524624,c
2022-11-22 00:00:00,-114.29780226232117,
2022-11-22 03:30:00,-109.89171760763156,
2022-11-22 04:00:00,-105.48562103210759,
2022-11-22 06:00:00,-126.00046483737515,
2022-11-22 08:00:00,-126.73619091124874,
2022-11-22 10:30:00,-119.50934729790106,
2022-11-22 11:00:00,-125.00142010437992,
2022-11-22 23:59:59,-119.46960508959546,c
2022-11-23 00:00:00,-127.49360673689318,
2022-11-23 03:30:00,-130.77506294200805,
2022-11-23 04:00:00,-130.04079084700936,
2022-11-23 06:00:00,-137.91897583813807,
2022-11-23 08:00:00,-136.80757579214196,
2022-11-23 10:30:00,-125.30126615502297,
2022-11-23 11:00:00,-131.6580219401693,
2022-11-23 23:59:59,-110.61821846707971,c
2022-11-24 00:00:00,-118.03530035479127,
2022-11-24 03:30:00,-120.08081562689051,
2022-11-24 04:00:00,-121.20133902591874,
2022-11-24 06:00:00,-97.32598615172856,
2022-11-24 08:00:00,-105.8083622529906,
2022-11-24 10:30:00,-101.00184405607479,
2022-11-24 11:00:00,-106.84238986847606,
2022-11-24 23:59:59,-105.45319399772927,c
2022-11-25 00:00:00,-98.45930327589508,
2022-11-25 03:30:00,-106.56423487554264,
2022-11-25 04:00:00,-112.87325580445724,
2022-11-25 06:00:00,-115.33501979216908,
2022-11-25 08:00:00,-108.09448045527222,
2022-11-25 10:30:00,-110.34093640971355,
2022-11-25 11:00:00,-105.81338546513791,
2022-11-25 23:59:59,-110.21936121364865,w
2022-11-28 00:00:00,-103.243326331498,
2022-11-28 03:30:00,-97.81480155305542,
2022-11-28 04:00:00,-103.12725976076263,
2022-11-28 06:00:00,-97.8120670339863,
2022-11-28 08:00:00,-94.43308079637177,
2022-11-28 10:30:00,-86.24639940439533,
2022-11-28 11:00:00,-89.69367522375148,
2022-11-28 23:59:59,-87.92801907605758,c
2022-11-29 00:00:00,-97.00984370708022,
2022-11-29 03:30:00,-72.3984766901932,
2022-11-29 04:00:00,-67.29995913620314,
2022-11-29 06:00:00,-59.3150695450513,
2022-11-29 08:00:00,-67.17464291891395,
2022-11-29 10:30:00,-62.96595814617865,
2022-11-29 11:00:00,-61.412442299041004,
2022-11-29 23:59:59,-55.70523838720908,c
2022-11-30 00:00:00,-60.610053775483834,
2022-11-30 03:30:00,-79.13512742410296,
2022-11-30 04:00:00,-86.3235281156717,
2022-11-30 06:00:00,-73.84377985528079,
2022-11-30 08:00:00,-66.88870285222072,
2022-11-30 10:30:00,-67.76596182144363,
2022-11-30 11:00:00,-57.75084666418127,
2022-11-30 23:59:59,-51.60253494185122,c
2022-12-01 00:00:00,-75.86798781748496,
2022-12-01 03:30:00,-58.670831440631446,
2022-12-01 04:00:00,-84.71783246425093,
2022-12-01 06:00:00,-69.57488171215016,
2022-12-01 08:00:00,-66.849085008629,
2022-12-01 10:30:00,-66.58217156104513,
2022-12-01 11:00:00,-74.26546679427895,
2022-12-01 23:59:59,-61.72748278393328,c
2022-12-02 00:00:00,-68.68332029663986,
2022-12-02 03:30:00,-86.35195288400735,
2022-12-02 04:00:00,-89.56392922977182,
2022-12-02 06:00:00,-78.35994010552622,
2022-12-02 08:00:00,-72.38121067240797,
2022-12-02 10:30:00,-63.986159999316214,
2022-12-02 11:00:00,-63.431434705059246,
2022-12-02 23:59:59,-70.40041121420461,w
2022-12-05 00:00:00,-72.89915700637073,
2022-12-05 03:30:00,-86.78360540020037,
2022-12-05 04:00:00,-82.07343619972642,
2022-12-05 06:00:00,-81.82271897178578,
2022-12-05 08:00:00,-86.94923064457794,
2022-12-05 10:30:00,-69.90029922900408,
2022-12-05 11:00:00,-72.85761183521845,
2022-12-05 23:59:59,-72.8764360783149,c
2022-12-06 00:00:00,-59.24076676088532,
2022-12-06 03:30:00,-55.41288192634454,
2022-12-06 04:00:00,-59.24847411907683,
2022-12-06 06:00:00,-62.87550265713014,
2022-12-06 08:00:00,-61.671570044579425,
2022-12-06 10:30:00,-20.79183739587495,
2022-12-06 11:00:00,-18.242980963116906,
2022-12-06 23:59:59,-12.293282582875918,c
2022-12-07 00:00:00,11.239551554015975,
2022-12-07 03:30:00,-5.119762214235379,
2022-12-07 04:00:00,2.3585006851241133,
2022-12-07 06:00:00,-9.520099900275795,
2022-12-07 08:00:00,-4.237876179926957,
2022-12-07 10:30:00,8.008548447647968,
2022-12-07 11:00:00,-0.6197307938008407,
2022-12-07 23:59:59,3.259414914342301,c
2022-12-08 00:00:00,-16.70971456685959,
2022-12-08 03:30:00,-8.968564639739043,
2022-12-08 04:00:00,0.6317961549260644,
2022-12-08 06:00:00,4.570871270564908,
2022-12-08 08:00:00,-1.1721319506617647,
2022-12-08 10:30:00,-10.899303319581236,
2022-12-08 11:00:00,-8.646575853969694,
2022-12-08 23:59:59,-8.950641541234631,c
2022-12-09 00:00:00,-15.931233978650084,
2022-12-09 03:30:00,-13.663499701904811,
2022-12-09 04:00:00,-13.077440959679393,
2022-12-09 06:00:00,-18.074581876172033,
2022-12-09 08:00:00,-8.019412720869127,
2022-12-09 10:30:00,4.42775777181987,
2022-12-09 11:00:00,1.1507926780557227,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,13.476877930626074,
2022-12-12 03:30:00,11.8765385588772,
2022-12-12 04:00:00,7.708607365960006,
2022-12-12 06:00:00,5.803754209862177,
2022-12-12 08:00:00,12.473944332510086,
2022-12-12 10:30:00,2.6140508940676455,
2022-12-12 11:00:00,-3.230989397555163,
2022-12-12 23:59:59,-7.2574948354900926,c
2022-12-13 00:00:00,-3.622386459734571,
2022-12-13 03:30:00,-23.824734940106737,
2022-12-13 04:00:00,-28.998602399804327,
2022-12-13 06:00:00,-25.185951993526146,
2022-12-13 08:00:00,-18.43292832101247,
2022-12-13 10:30:00,-49.433287510370405,
2022-12-13 11:00:00,-47.313932831227476,
2022-12-13 23:59:59,-43.49651900790764,c
2022-12-14 00:00:00,-28.984422726306207,
2022-12-14 03:30:00,-29.329119681434236,
2022-12-14 04:00:00,-26.702279815196448,
2022-12-14 06:00:00,-26.339671472763598,
2022-12-14 08:00:00,-26.08181547780191,
2022-12-14 10:30:00,-32.51038090160125,
2022-12-14 11:00:00,-31.403698148859462,
2022-12-14 23:59:59,-25.34540046955317,c
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
0,-25.34540046955317,
2022-12-15 00:00:00,-4.432176099580147,
2022-12-15 03:30:00,-35.01268396334217,
2022-12-15 04:00:00,-35.11021445476274,
2022-12-15 06:00:00,-12.517271355347475,
2022-12-15 08:00:00,-12.598530809012004,
2022-12-15 10:30:00,12.47352654897054,
2022-12-15 11:00:00,26.872669466356342,
2022-12-15 23:59:59,33.22998449444526,c
2022-12-16 00:00:00,20.4837468437089,
2022-12-16 03:30:00,25.957567735271027,
2022-12-16 04:00:00,32.90757017489739,
2022-12-16 06:00:00,32.03017655002179,
2022-12-16 08:00:00,19.48222127842166,
2022-12-16 10:30:00,11.025227876467738,
2022-12-16 11:00:00,3.5407991674309187,
2022-12-16 23:59:59,-20.767988704195204,e
2022-12-19 00:00:00,-7.733301193554325,
2022-12-19 03:30:00,-12.053315636459615,
2022-12-19 04:00:00,-21.891206333458967,
2022-12-19 06:00:00,-15.501978138061418,
2022-12-19 08:00:00,-17.26248636259868,
2022-12-19 10:30:00,-7.898273014485653,
2022-12-19 11:00:00,8.598398657980852,
2022-12-19 23:59:59,3.0032661333235637,c
2022-12-20 00:00:00,23.555671576565373,
2022-12-20 03:30:00,27.00536410570703,
2022-12-20 04:00:00,9.030365604629765,
2022-12-20 06:00:00,-1.0179557452179324,
2022-12-20 08:00:00,0.033035903333143324,
2022-12-20 10:30:00,3.601786471542482,
2022-12-20 11:00:00,4.773250097729715,
2022-12-20 23:59:59,8.48862253302002,c
2022-12-21 00:00:00,-10.3388036249803,
2022-12-21 03:30:00,-2.498979939112246,
2022-12-21 04:00:00,-4.8907657497504715,
2022-12-21 06:00:00,-7.509065654700976,
2022-12-21 08:00:00,-15.40909117337128,
2022-12-21 10:30:00,-4.373557812151603,
2022-12-21 11:00:00,-5.415571598825636,
2022-12-21 23:59:59,-4.595450159616803,c
2022-12-22 00:00:00,-11.272579403282293,
2022-12-22 03:30:00,-10.513076612694135,
2022-12-22 04:00:00,-2.2679287630702447,
2022-12-22 06:00:00,-11.944849170896077,
2022-12-22 08:00:00,-11.316308307593886,
2022-12-22 10:30:00,12.782021261223463,
2022-12-22 11:00:00,11.16319267924598,
2022-12-22 23:59:59,14.640430132740676,c
2022-12-23 00:00:00,2.613777555245406,
2022-12-23 03:30:00,4.158382194773708,
2022-12-23 04:00:00,7.4412987157735415,
2022-12-23 06:00:00,1.5916952522561587,
2022-12-23 08:00:00,-2.0392258562434336,
2022-12-23 10:30:00,5.304442016978783,
2022-12-23 11:00:00,8.744115718185412,
2022-12-23 23:59:59,4.458992982064046,w
2022-12-26 00:00:00,4.458992982064046,
2022-12-26 03:30:00,4.458992982064046,
2022-12-26 04:00:00,4.458992982064046,
2022-12-26 06:00:00,4.458992982064046,
2022-12-26 08:00:00,4.458992982064046,
2022-12-26 10:30:00,4.458992982064046,
2022-12-26 11:00:00,4.458992982064046,
2022-12-26 23:59:59,4.458992982064046,c
2022-12-27 00:00:00,-2.4586325890501257,
2022-12-27 03:30:00,17.50835762642714,
2022-12-27 04:00:00,22.582918857332402,
2022-12-27 06:00:00,24.47791157350173,
2022-12-27 08:00:00,31.74297255366514,
2022-12-27 10:30:00,32.96008384461766,
2022-12-27 11:00:00,36.27204345818575,
2022-12-27 23:59:59,32.87572249383163,c
2022-12-28 00:00:00,29.035879830224758,
2022-12-28 03:30:00,41.981471599075235,
2022-12-28 04:00:00,44.98015732202259,
2022-12-28 06:00:00,38.794742172638735,
2022-12-28 08:00:00,38.30245686166006,
2022-12-28 10:30:00,36.467993032510435,
2022-12-28 11:00:00,41.21645161582285,
2022-12-28 23:59:59,39.88490648833522,c
2022-12-29 00:00:00,28.477210105639074,
2022-12-29 03:30:00,25.365571963199613,
2022-12-29 04:00:00,21.083294862385287,
2022-12-29 06:00:00,23.563310877026765,
2022-12-29 08:00:00,22.70631555205432,
2022-12-29 10:30:00,17.75670109664577,
2022-12-29 11:00:00,18.475576261389733,
2022-12-29 23:59:59,17.980588505228184,c
2022-12-30 00:00:00,20.664081662959916,
2022-12-30 03:30:00,30.473003231351413,
2022-12-30 04:00:00,29.44285534266919,
2022-12-30 06:00:00,36.534166182998206,
2022-12-30 08:00:00,38.80721876822736,
2022-12-30 10:30:00,35.95177059247669,
2022-12-30 11:00:00,31.213759422031103,
2022-12-30 23:59:59,27.271485994680006,w
