date,AS_FTSE_EM_STAY_2022_Q4,meta
2022-10-07 00:00:00,468.87195051135495,
2022-10-07 01:00:00,444.1639878515807,
2022-10-07 02:30:00,447.38056184582365,
2022-10-07 03:00:00,438.5365397227124,
2022-10-07 18:30:00,438.5365397227124,
2022-10-07 20:00:00,438.5365397227124,
2022-10-07 23:00:00,438.5365397227124,
2022-10-07 23:59:59,429.3338196757404,w
2022-10-10 00:00:00,450.9164047275199,
2022-10-10 01:00:00,486.5862972996747,
2022-10-10 02:30:00,472.044633863944,
2022-10-10 03:00:00,474.9201618039333,
2022-10-10 18:30:00,474.9201618039333,
2022-10-10 20:00:00,474.9201618039333,
2022-10-10 23:00:00,452.65889176262226,
2022-10-10 23:59:59,471.5200577741507,c
2022-10-11 00:00:00,451.19493324796804,
2022-10-11 01:00:00,463.7390450355351,
2022-10-11 02:30:00,465.48159243848204,
2022-10-11 03:00:00,462.0376848913793,
2022-10-11 18:30:00,462.0376848913793,
2022-10-11 20:00:00,462.0376848913793,
2022-10-11 23:00:00,508.08653236830196,
2022-10-11 23:59:59,533.2816920058613,c
2022-10-12 00:00:00,521.0493887056446,
2022-10-12 01:00:00,545.1418600696061,
2022-10-12 02:30:00,533.416520359433,
2022-10-12 03:00:00,531.8298857370164,
2022-10-12 18:30:00,531.8298857370164,
2022-10-12 20:00:00,531.8298857370164,
2022-10-12 23:00:00,539.2412051655847,
2022-10-12 23:59:59,508.57511444401916,c
2022-10-13 00:00:00,512.0251615093975,
2022-10-13 01:00:00,499.5270872082883,
2022-10-13 02:30:00,503.71555716370585,
2022-10-13 03:00:00,492.8397922249942,
2022-10-13 18:30:00,492.8397922249942,
2022-10-13 20:00:00,492.8397922249942,
2022-10-13 23:00:00,466.8101495716892,
2022-10-13 23:59:59,442.8974735084312,c
2022-10-14 00:00:00,441.2762934889006,
2022-10-14 01:00:00,459.82325014584785,
2022-10-14 02:30:00,438.44443943737315,
2022-10-14 03:00:00,422.7114935623349,
2022-10-14 18:30:00,422.7114935623349,
2022-10-14 20:00:00,422.7114935623349,
2022-10-14 23:00:00,422.7114935623349,
2022-10-14 23:59:59,443.6431900339112,w
2022-10-17 00:00:00,405.11920223163906,
2022-10-17 01:00:00,383.82653619633584,
2022-10-17 02:30:00,427.316885812902,
2022-10-17 03:00:00,418.78007849564347,
2022-10-17 18:30:00,418.78007849564347,
2022-10-17 20:00:00,418.78007849564347,
2022-10-17 23:00:00,422.7900436269838,
2022-10-17 23:59:59,417.22256621276847,c
2022-10-18 00:00:00,407.4074208828397,
2022-10-18 01:00:00,464.65219421970687,
2022-10-18 02:30:00,427.7406549930229,
2022-10-18 03:00:00,414.12819170880084,
2022-10-18 18:30:00,414.12819170880084,
2022-10-18 20:00:00,414.12819170880084,
2022-10-18 23:00:00,458.79344784874775,
2022-10-18 23:59:59,445.46315615008007,c
2022-10-19 00:00:00,430.6772229920998,
2022-10-19 01:00:00,417.7230279816167,
2022-10-19 02:30:00,372.3287326361042,
2022-10-19 03:00:00,369.80703171122695,
2022-10-19 18:30:00,369.80703171122695,
2022-10-19 20:00:00,369.80703171122695,
2022-10-19 23:00:00,276.53816710479987,
2022-10-19 23:59:59,314.10809808052,c
2022-10-20 00:00:00,315.10656125736386,
2022-10-20 01:00:00,341.10805002854613,
2022-10-20 02:30:00,352.8625177274307,
2022-10-20 03:00:00,373.55409188911926,
2022-10-20 18:30:00,373.55409188911926,
