date,PCEF_2022_Q2,meta
2022-06-08 00:00:00,-70.68102010484802,
2022-06-08 10:00:00,-71.11837763818386,
2022-06-08 10:30:00,-75.34555990349504,
2022-06-08 12:00:00,-82.99351207783174,
2022-06-08 13:30:00,-77.66439990370763,
2022-06-08 15:00:00,-66.20655074881742,
2022-06-08 15:30:30,-66.20655074881742,
2022-06-08 23:59:59,-75.70873863877536,c
2022-06-09 00:00:00,-75.70873863877536,
2022-06-09 10:00:00,-87.56754950668217,
2022-06-09 10:30:00,-86.35044091624893,
2022-06-09 12:00:00,-91.78929106421708,
2022-06-09 13:30:00,-95.63497911093432,
2022-06-09 15:00:00,-84.94614213909693,
2022-06-09 15:30:30,-84.94614213909693,
2022-06-09 23:59:59,-63.47745544615853,c
2022-06-10 00:00:00,-63.47745544615853,
2022-06-10 10:00:00,-52.61325992795216,
2022-06-10 10:30:00,-43.26917039047166,
2022-06-10 12:00:00,-43.10610982135654,
2022-06-10 13:30:00,-49.14159298646078,
2022-06-10 15:00:00,-56.39690382419457,
2022-06-10 15:30:30,-56.39690382419457,s
2022-06-10 23:59:59,-47.551874632211764,w
2022-06-13 00:00:00,-47.551874632211764,
2022-06-13 10:00:00,-49.95122601127514,
2022-06-13 10:30:00,-46.14013194672688,
2022-06-13 12:00:00,-70.63936813041269,
2022-06-13 13:30:00,-65.81663479466721,
2022-06-13 15:00:00,-63.89869261004188,
2022-06-13 15:30:30,-63.89869261004188,
2022-06-13 23:59:59,-62.61176485403686,c
2022-06-14 00:00:00,-62.61176485403686,
2022-06-14 10:00:00,-54.54209088795062,
2022-06-14 10:30:00,-28.790305409429607,
2022-06-14 12:00:00,-24.59991981334275,
2022-06-14 13:30:00,-21.87205872449556,
2022-06-14 15:00:00,-7.123267355437463,
2022-06-14 15:30:30,-7.123267355437463,
2022-06-14 23:59:59,-16.38709878524702,c
2022-06-15 00:00:00,-16.38709878524702,
2022-06-15 10:00:00,-24.26656610584908,
2022-06-15 10:30:00,-27.313176761751578,
2022-06-15 12:00:00,-38.787925161624884,
2022-06-15 13:30:00,-39.74380475603752,
2022-06-15 15:00:00,-37.02886576257319,
2022-06-15 15:30:30,-37.02886576257319,
2022-06-15 23:59:59,-38.01393842389277,c
2022-06-16 00:00:00,-38.01393842389277,
2022-06-16 10:00:00,-43.49124244079189,
2022-06-16 10:30:00,-38.05359828152379,
2022-06-16 12:00:00,-14.73023247180592,
2022-06-16 13:30:00,-12.289625599500795,
2022-06-16 15:00:00,-0.49842892288586427,
2022-06-16 15:30:30,-0.49842892288586427,
2022-06-16 23:59:59,-8.731374041705351,c
2022-06-17 00:00:00,-8.731374041705351,
2022-06-17 10:00:00,6.226605595222935,
2022-06-17 10:30:00,28.73725079117574,
2022-06-17 12:00:00,46.00369853779978,
2022-06-17 13:30:00,31.946226561266656,
2022-06-17 15:00:00,21.581209596831343,
2022-06-17 15:30:30,21.581209596831343,q
2022-06-17 23:59:59,10.254604258134435,w
2022-06-20 00:00:00,10.254604258134435,
2022-06-20 10:00:00,10.254604258134435,
2022-06-20 10:30:00,10.254604258134435,
2022-06-20 12:00:00,10.254604258134435,
2022-06-20 13:30:00,10.254604258134435,
2022-06-20 15:00:00,10.254604258134435,
2022-06-20 15:30:30,10.254604258134435,
2022-06-20 23:59:59,10.254604258134435,c
2022-06-21 00:00:00,10.254604258134435,
2022-06-21 10:00:00,0.42863972987657917,
2022-06-21 10:30:00,13.427971210036418,
2022-06-21 12:00:00,5.853497924108666,
2022-06-21 13:30:00,0.3193028746358664,
2022-06-21 15:00:00,-1.437414998323277,
2022-06-21 15:30:30,-1.437414998323277,
2022-06-21 23:59:59,-1.0956350862246325,c
2022-06-22 00:00:00,-1.0956350862246325,
2022-06-22 10:00:00,-30.270295456356536,
2022-06-22 10:30:00,-33.80539095588634,
2022-06-22 12:00:00,-0.14687463321115501,
2022-06-22 13:30:00,-0.8203151215915057,
2022-06-22 15:00:00,-4.277508673563858,
2022-06-22 15:30:30,-4.277508673563858,
2022-06-22 23:59:59,0.0,a
2022-06-23 00:00:00,0.0,
2022-06-23 10:00:00,-15.894911182367537,
2022-06-23 10:30:00,-23.160103120822214,
2022-06-23 12:00:00,-16.694104392335362,
2022-06-23 13:30:00,-10.891420354502486,
2022-06-23 15:00:00,-20.681203713909895,
2022-06-23 15:30:30,-20.681203713909895,
2022-06-23 23:59:59,-20.227986249930183,c
2022-06-24 00:00:00,-20.227986249930183,
2022-06-24 10:00:00,-39.85459463585286,
2022-06-24 10:30:00,-54.94257684425796,
2022-06-24 12:00:00,-56.33962799893894,
2022-06-24 13:30:00,-50.33752456353824,
2022-06-24 15:00:00,-50.87009617172663,
2022-06-24 15:30:30,-50.87009617172663,
2022-06-24 23:59:59,-52.7081435997934,w
2022-06-27 00:00:00,-52.7081435997934,
2022-06-27 10:00:00,-47.488042490290724,
2022-06-27 10:30:00,-51.55602230183274,
2022-06-27 12:00:00,-63.23323663067279,
2022-06-27 13:30:00,-55.50708155785273,
2022-06-27 15:00:00,-44.52109719249222,
2022-06-27 15:30:30,-44.52109719249222,
2022-06-27 23:59:59,-25.895740096573718,c
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
0,-25.895740096573718,
2022-06-28 00:00:00,-25.895740096573718,
2022-06-28 10:00:00,-33.97175570755954,
2022-06-28 10:30:00,-26.713757766291593,
2022-06-28 12:00:00,10.509825799186416,
2022-06-28 13:30:00,19.8262053392763,
2022-06-28 15:00:00,22.8153193655356,
2022-06-28 15:30:30,22.8153193655356,
2022-06-28 23:59:59,14.734791164440253,c
2022-06-29 00:00:00,14.734791164440253,
2022-06-29 10:00:00,16.158155766030887,
2022-06-29 10:30:00,14.831041404213494,
2022-06-29 12:00:00,22.959303265318084,
2022-06-29 13:30:00,35.687248180971324,
2022-06-29 15:00:00,23.6115365315803,
2022-06-29 15:30:30,23.6115365315803,
2022-06-29 23:59:59,26.438087613316128,c
2022-06-30 00:00:00,26.438087613316128,
2022-06-30 10:00:00,29.47488751557944,
2022-06-30 10:30:00,21.029878189127857,
2022-06-30 12:00:00,1.377452618612125,
2022-06-30 13:30:00,10.435522158204947,
2022-06-30 15:00:00,44.0911948307448,
2022-06-30 15:30:30,44.0911948307448,
2022-06-30 23:59:59,74.07569654673765,e
2022-07-01 00:00:00,74.07569654673765,
2022-07-01 10:00:00,86.52905426189122,
2022-07-01 10:30:00,101.29413135225943,
2022-07-01 12:00:00,95.19423590398335,
2022-07-01 13:30:00,93.27471739956005,
