date,SCHWAB_2021_Q3,meta
2021-07-30 00:00:00,-210.2536146142176,
2021-07-30 10:00:00,-212.85982116065696,
2021-07-30 10:30:00,-196.6624466920353,
2021-07-30 12:00:00,-200.20016336263842,
2021-07-30 13:30:00,-206.9966346836863,
2021-07-30 15:00:00,-218.59596449359657,
2021-07-30 15:30:30,-218.59596449359657,
2021-07-30 23:59:59,-217.68965605703073,w
2021-08-02 00:00:00,-213.39816984319174,
2021-08-02 10:00:00,-230.02785336919004,
2021-08-02 10:30:00,-228.23733615463988,
2021-08-02 12:00:00,-194.99496245445772,
2021-08-02 13:30:00,-186.22086754445155,
2021-08-02 15:00:00,-185.1408096875569,
2021-08-02 15:30:30,-185.1408096875569,
2021-08-02 23:59:59,-192.65722704659782,c
2021-08-03 00:00:00,-196.56794278691922,
2021-08-03 10:00:00,-206.8685646578545,
2021-08-03 10:30:00,-224.9514216374311,
2021-08-03 12:00:00,-236.80239330445505,
2021-08-03 13:30:00,-252.17098442454625,
2021-08-03 15:00:00,-251.37719245770046,
2021-08-03 15:30:30,-251.37719245770046,
2021-08-03 23:59:59,-237.23314445163845,c
2021-08-04 00:00:00,-225.01130546844712,
2021-08-04 10:00:00,-216.59192356922432,
2021-08-04 10:30:00,-220.58034048937822,
2021-08-04 12:00:00,-216.06415750172113,
2021-08-04 13:30:00,-214.38348073588742,
2021-08-04 15:00:00,-212.64771014709828,
2021-08-04 15:30:30,-212.64771014709828,
2021-08-04 23:59:59,-207.73473775905853,c
2021-08-05 00:00:00,-216.35649873866834,
2021-08-05 10:00:00,-213.88116328915504,
2021-08-05 10:30:00,-202.6494596955003,
2021-08-05 12:00:00,-182.25849389001547,
2021-08-05 13:30:00,-169.79673968703497,
2021-08-05 15:00:00,-170.09587544894424,
2021-08-05 15:30:30,-170.09587544894424,
2021-08-05 23:59:59,-181.27216141558614,c
2021-08-06 00:00:00,-190.48632316735024,
2021-08-06 10:00:00,-204.78319522328337,
2021-08-06 10:30:00,-229.8620671975438,
2021-08-06 12:00:00,-228.1259199290476,
2021-08-06 13:30:00,-225.36712382251136,
2021-08-06 15:00:00,-222.2913252857408,
2021-08-06 15:30:30,-222.2913252857408,
2021-08-06 23:59:59,-220.24179354316556,w
2021-08-09 00:00:00,-205.23300830664,
2021-08-09 10:00:00,-170.93588985710625,
2021-08-09 10:30:00,-161.65061428209884,
2021-08-09 12:00:00,-164.00559883472687,
2021-08-09 13:30:00,-152.0338300983164,
2021-08-09 15:00:00,-143.27749091320862,
2021-08-09 15:30:30,-143.27749091320862,
2021-08-09 23:59:59,-144.19318701020774,c
2021-08-10 00:00:00,-140.48812255797162,
2021-08-10 10:00:00,-154.29313005935927,
2021-08-10 10:30:00,-187.30023230315663,
2021-08-10 12:00:00,-204.70861264990782,
2021-08-10 13:30:00,-192.16524980203434,
2021-08-10 15:00:00,-199.9702368857882,
2021-08-10 15:30:30,-199.9702368857882,
2021-08-10 23:59:59,-200.13403712645191,c
2021-08-11 00:00:00,-189.94352825133018,
2021-08-11 10:00:00,-223.77724031721692,
2021-08-11 10:30:00,-222.73969844668142,
2021-08-11 12:00:00,-256.63819309470927,
2021-08-11 13:30:00,-245.4072629931041,
2021-08-11 15:00:00,-245.76282530393308,
2021-08-11 15:30:30,-245.76282530393308,
2021-08-11 23:59:59,-241.29716783566624,c
2021-08-12 00:00:00,-233.33952636228702,
2021-08-12 10:00:00,-225.8221114525873,
2021-08-12 10:30:00,-219.973631427901,
2021-08-12 12:00:00,-200.28994470094602,
2021-08-12 13:30:00,-210.1198171217922,
2021-08-12 15:00:00,-200.37134496172888,
2021-08-12 15:30:30,-200.37134496172888,
2021-08-12 23:59:59,-204.12308405420964,c
2021-08-13 00:00:00,-231.610228003023,
2021-08-13 10:00:00,-248.53243077651308,
2021-08-13 10:30:00,-230.4912623734586,
2021-08-13 12:00:00,-231.77573956166754,
2021-08-13 13:30:00,-229.99420365107648,
2021-08-13 15:00:00,-236.21620019125606,
2021-08-13 15:30:30,-236.21620019125606,s
2021-08-13 23:59:59,-239.3670709072215,w
