date,ICLN_2022_Q4,meta
2022-09-09 00:00:00,-1168.0493496592883,
2022-09-09 10:00:00,-1110.0436231457984,
2022-09-09 10:30:00,-1003.4364606713839,
2022-09-09 12:00:00,-1011.6184803498481,
2022-09-09 13:30:00,-1046.4849595089897,
2022-09-09 15:00:00,-1046.503903504123,
2022-09-09 15:30:30,-1046.503903504123,
2022-09-09 23:59:59,-1072.4378018149946,w
2022-09-12 00:00:00,-1062.2316193718943,
2022-09-12 10:00:00,-954.3535492540366,
2022-09-12 10:30:00,-940.6909264727997,
2022-09-12 12:00:00,-943.1074637131221,
2022-09-12 13:30:00,-998.9989825342916,
2022-09-12 15:00:00,-1007.7864323540691,
2022-09-12 15:30:30,-1007.7864323540691,
2022-09-12 23:59:59,-1024.4267539864322,c
2022-09-13 00:00:00,-876.2302075598072,
2022-09-13 10:00:00,-998.6142871311952,
2022-09-13 10:30:00,-1133.204829632691,
2022-09-13 12:00:00,-1112.8026911352288,
2022-09-13 13:30:00,-1108.8814732560825,
2022-09-13 15:00:00,-1101.530790019903,
2022-09-13 15:30:30,-1101.530790019903,
2022-09-13 23:59:59,-1138.4323965930225,c
2022-09-14 00:00:00,-1116.5800707536828,
2022-09-14 10:00:00,-1031.72287973397,
2022-09-14 10:30:00,-1063.7388884610484,
2022-09-14 12:00:00,-1133.1706507935403,
2022-09-14 13:30:00,-1172.3814293063842,
2022-09-14 15:00:00,-1176.4896917321203,
2022-09-14 15:30:30,-1176.4896917321203,
2022-09-14 23:59:59,-1233.698315765641,c
2022-09-15 00:00:00,-1154.4773260723002,
2022-09-15 10:00:00,-1174.4329846678122,
2022-09-15 10:30:00,-1131.0028930218207,
2022-09-15 12:00:00,-1107.1919422863302,
2022-09-15 13:30:00,-1102.848868427237,
2022-09-15 15:00:00,-1097.0472141469102,
2022-09-15 15:30:30,-1097.0472141469102,
2022-09-15 23:59:59,-1098.850888702479,c
2022-09-16 00:00:00,-1032.1445246271444,
2022-09-16 10:00:00,-984.2293794661259,
2022-09-16 10:30:00,-1051.2953533792424,
2022-09-16 12:00:00,-1160.1828033937688,
2022-09-16 13:30:00,-1117.109807091322,
2022-09-16 15:00:00,-1109.4497881318714,
2022-09-16 15:30:30,-1109.4497881318714,s
2022-09-16 23:59:59,-1121.149460904185,w
2022-09-19 00:00:00,-1064.6392720881856,
2022-09-19 10:00:00,-1139.0752705369014,
2022-09-19 10:30:00,-1141.8308918827845,
2022-09-19 12:00:00,-1121.0480265056708,
2022-09-19 13:30:00,-1133.2136383039233,
2022-09-19 15:00:00,-1141.9095742081688,
2022-09-19 15:30:30,-1141.9095742081688,
2022-09-19 23:59:59,-1095.1555363463501,c
2022-09-20 00:00:00,-1097.966691788415,
2022-09-20 10:00:00,-1034.532250146055,
2022-09-20 10:30:00,-1022.3119016174228,
2022-09-20 12:00:00,-980.3353299560204,
2022-09-20 13:30:00,-937.4665496240339,
2022-09-20 15:00:00,-948.2141253438417,
2022-09-20 15:30:30,-948.2141253438417,
2022-09-20 23:59:59,-897.498408398812,c
2022-09-21 00:00:00,-918.3830429546415,
2022-09-21 10:00:00,-890.7520288910621,
2022-09-21 10:30:00,-984.220765236279,
2022-09-21 12:00:00,-966.1305717620137,
2022-09-21 13:30:00,-941.0692646159698,
2022-09-21 15:00:00,-1014.2310017812738,
2022-09-21 15:30:30,-1014.2310017812738,
2022-09-21 23:59:59,-948.0422459493104,c
2022-09-22 00:00:00,-959.0341829735976,
2022-09-22 10:00:00,-846.2746886180055,
2022-09-22 10:30:00,-800.1848415182603,
2022-09-22 12:00:00,-733.0472540631226,
2022-09-22 13:30:00,-702.1410334409136,
2022-09-22 15:00:00,-684.2742042507653,
2022-09-22 15:30:30,-684.2742042507653,
2022-09-22 23:59:59,-712.3893412930058,c
2022-09-23 00:00:00,-611.195044604877,
2022-09-23 10:00:00,-545.6951062287412,
2022-09-23 10:30:00,-594.6358451762092,
2022-09-23 12:00:00,-577.7852886096,
2022-09-23 13:30:00,-569.6660159524399,
2022-09-23 15:00:00,-576.6517271762395,
2022-09-23 15:30:30,-576.6517271762395,
2022-09-23 23:59:59,-605.2699861423303,w
