date,USMC_2021_Q2,meta
2021-04-13 10:00:00,-33.7109311425601,
2021-04-13 10:30:00,-39.793902235544415,
2021-04-13 12:00:00,-45.32613249918471,
2021-04-13 13:30:00,-48.812366931238266,
2021-04-13 15:00:00,-58.931034697655626,
2021-04-13 15:30:30,-58.931034697655626,
2021-04-13 23:59:59,-58.41352213890297,c
2021-04-14 00:00:00,-50.463504749381364,
2021-04-14 10:00:00,-43.72924991877763,
2021-04-14 10:30:00,-22.89436626673791,
2021-04-14 12:00:00,-11.796353966904437,
2021-04-14 13:30:00,-18.094596986787153,
2021-04-14 15:00:00,-14.509200495201647,
2021-04-14 15:30:30,-14.509200495201647,
2021-04-14 23:59:59,-0.15780377427479486,c
2021-04-15 00:00:00,-3.1527106878413846,
2021-04-15 10:00:00,-5.36838035870564,
2021-04-15 10:30:00,-2.409682503484067,
2021-04-15 12:00:00,-11.247927537421518,
2021-04-15 13:30:00,-8.857878112306512,
2021-04-15 15:00:00,-2.8122252646820485,
2021-04-15 15:30:30,-2.8122252646820485,
2021-04-15 23:59:59,-9.785023720618547,c
2021-04-16 00:00:00,-7.3551599295886945,
2021-04-16 10:00:00,-14.604407397681154,
2021-04-16 10:30:00,-17.813395820511715,
2021-04-16 12:00:00,-6.848133677174907,
2021-04-16 13:30:00,-7.390381318329354,
2021-04-16 15:00:00,-3.9850414198593676,
2021-04-16 15:30:30,-3.9850414198593676,
2021-04-16 23:59:59,-6.588624712843391,w
2021-04-19 00:00:00,3.630755230926079,
2021-04-19 10:00:00,3.449756216091213,
2021-04-19 10:30:00,2.2215561667644526,
2021-04-19 12:00:00,-17.12680879647101,
2021-04-19 13:30:00,-23.601443710167757,
2021-04-19 15:00:00,-21.381651101325943,
2021-04-19 15:30:30,-21.381651101325943,
2021-04-19 23:59:59,-20.256824907207786,c
2021-04-20 00:00:00,-11.481669004612392,
2021-04-20 10:00:00,-33.690221307416934,
2021-04-20 10:30:00,-22.438959973127503,
2021-04-20 12:00:00,-19.60926481382046,
2021-04-20 13:30:00,-12.517043867285071,
2021-04-20 15:00:00,-9.255050230763654,
2021-04-20 15:30:30,-9.255050230763654,
2021-04-20 23:59:59,-14.05069975820562,c
2021-04-21 00:00:00,8.887302612239582,
2021-04-21 10:00:00,5.674357839913883,
2021-04-21 10:30:00,6.118668625882751,
2021-04-21 12:00:00,-5.3918020939526095,
2021-04-21 13:30:00,3.897829634050767,
2021-04-21 15:00:00,4.755042785384756,
2021-04-21 15:30:30,4.755042785384756,
2021-04-21 23:59:59,1.64402391451741,c
2021-04-22 00:00:00,-9.640864470289333,
2021-04-22 10:00:00,-17.700692638235893,
2021-04-22 10:30:00,-21.76996274926052,
2021-04-22 12:00:00,-3.42621932445169,
2021-04-22 13:30:00,-7.882439171310541,
2021-04-22 15:00:00,-0.6895902255214921,
2021-04-22 15:30:30,-0.6895902255214921,
2021-04-22 23:59:59,-8.506525134310845,c
2021-04-23 00:00:00,12.419981906299348,
2021-04-23 10:00:00,14.615935280916265,
2021-04-23 10:30:00,21.791913075761574,
2021-04-23 12:00:00,2.6664762809452736,
2021-04-23 13:30:00,1.890235425791678,
2021-04-23 15:00:00,-0.8329385338177744,
2021-04-23 15:30:30,-0.8329385338177744,
2021-04-23 23:59:59,0.0,a
2021-04-26 00:00:00,-12.610677401445525,
2021-04-26 10:00:00,12.992258550198837,
2021-04-26 10:30:00,11.67844186311406,
2021-04-26 12:00:00,7.526817103199035,
2021-04-26 13:30:00,10.313844133981043,
2021-04-26 15:00:00,13.153898772953108,
2021-04-26 15:30:30,13.153898772953108,
2021-04-26 23:59:59,10.931777402202101,c
2021-04-27 00:00:00,21.010330193141392,
2021-04-27 10:00:00,16.704731875312582,
2021-04-27 10:30:00,21.385617861122636,
2021-04-27 12:00:00,17.6148411312271,
2021-04-27 13:30:00,18.880965999006264,
2021-04-27 15:00:00,25.083435359275242,
2021-04-27 15:30:30,25.083435359275242,
2021-04-27 23:59:59,28.327523954065637,c
2021-04-28 00:00:00,1.7823707887063787,
2021-04-28 10:00:00,-2.4070421132772104,
2021-04-28 10:30:00,8.735350895019561,
2021-04-28 12:00:00,23.61496724168222,
2021-04-28 13:30:00,22.179098506742665,
2021-04-28 15:00:00,22.972865097788258,
2021-04-28 15:30:30,22.972865097788258,
2021-04-28 23:59:59,23.586505467030513,c
2021-04-29 00:00:00,42.312165628321026,
2021-04-29 10:00:00,35.062400229533964,
2021-04-29 10:30:00,31.000596374948692,
2021-04-29 12:00:00,22.462649890406848,
2021-04-29 13:30:00,28.870832795492717,
2021-04-29 15:00:00,28.145476671115585,
2021-04-29 15:30:30,28.145476671115585,
2021-04-29 23:59:59,31.125119349405274,c
2021-04-30 00:00:00,26.308817645153656,
2021-04-30 10:00:00,28.868483162841294,
2021-04-30 10:30:00,17.63012951520832,
2021-04-30 12:00:00,-1.5525769121350628,
2021-04-30 13:30:00,-13.685715596680069,
2021-04-30 15:00:00,-19.205321279495074,
2021-04-30 15:30:30,-19.205321279495074,
2021-04-30 23:59:59,-23.33592793407542,e
2021-05-03 00:00:00,-20.11906892551012,
2021-05-03 10:00:00,-22.63220240157974,
2021-05-03 10:30:00,-32.48824974805757,
2021-05-03 12:00:00,-26.804529908805904,
2021-05-03 13:30:00,-19.531753902892333,
2021-05-03 15:00:00,-14.307264706801998,
2021-05-03 15:30:30,-14.307264706801998,
2021-05-03 23:59:59,-12.188913663488254,c
2021-05-04 00:00:00,3.363496720203594,
2021-05-04 10:00:00,0.37124520005238004,
2021-05-04 10:30:00,-1.2098806531434754,
2021-05-04 12:00:00,2.2954148672864694,
2021-05-04 13:30:00,10.266616820005082,
2021-05-04 15:00:00,5.250113116902055,
2021-05-04 15:30:30,5.250113116902055,
2021-05-04 23:59:59,0.5996269694783418,c
2021-05-05 00:00:00,3.571384612240765,
2021-05-05 10:00:00,30.897314176891232,
2021-05-05 10:30:00,40.483606044240084,
2021-05-05 12:00:00,47.14061059348059,
2021-05-05 13:30:00,42.01592160470597,
2021-05-05 15:00:00,32.86360086827544,
2021-05-05 15:30:30,32.86360086827544,
2021-05-05 23:59:59,38.933986616252014,c
2021-05-06 00:00:00,3.4343435796078534,
2021-05-06 10:00:00,-0.2922554434308289,
2021-05-06 10:30:00,-0.16886239162306005,
2021-05-06 12:00:00,5.040170224324386,
2021-05-06 13:30:00,2.882019260492946,
2021-05-06 15:00:00,6.192832622091871,
2021-05-06 15:30:30,6.192832622091871,
2021-05-06 23:59:59,6.294945255481302,c
2021-05-07 00:00:00,18.037424373936656,
2021-05-07 10:00:00,14.886380010408288,
2021-05-07 10:30:00,4.750262243808399,
2021-05-07 12:00:00,-1.2941567152745002,
2021-05-07 13:30:00,3.137837549034698,
2021-05-07 15:00:00,6.403772657219825,
2021-05-07 15:30:30,6.403772657219825,
2021-05-07 23:59:59,7.08277891363678,w
2021-05-10 00:00:00,17.43400964700554,
2021-05-10 10:00:00,26.916508050333775,
2021-05-10 10:30:00,5.396147932327576,
2021-05-10 12:00:00,2.466324593533809,
2021-05-10 13:30:00,12.989383478033426,
2021-05-10 15:00:00,8.688360917901896,
2021-05-10 15:30:30,8.688360917901896,
2021-05-10 23:59:59,7.726959003095897,c
2021-05-11 00:00:00,8.244170712685108,
2021-05-11 10:00:00,17.255455355719715,
2021-05-11 10:30:00,10.584729438596714,
2021-05-11 12:00:00,19.569541319919203,
2021-05-11 13:30:00,22.56384197235164,
2021-05-11 15:00:00,15.490925380183384,
2021-05-11 15:30:30,15.490925380183384,
2021-05-11 23:59:59,19.579532011683177,c
2021-05-12 00:00:00,36.72876273185292,
2021-05-12 10:00:00,25.023512436431716,
2021-05-12 10:30:00,39.0744144740643,
2021-05-12 12:00:00,51.86062595441762,
2021-05-12 13:30:00,47.0448798609993,
2021-05-12 15:00:00,41.45262556979167,
2021-05-12 15:30:30,41.45262556979167,
2021-05-12 23:59:59,44.72219392555895,c
2021-05-13 00:00:00,37.74157459879283,
2021-05-13 10:00:00,37.75769615048606,
2021-05-13 10:30:00,35.830291985454096,
2021-05-13 12:00:00,30.256484368088095,
2021-05-13 13:30:00,29.45689356789832,
2021-05-13 15:00:00,32.38603704824517,
2021-05-13 15:30:30,32.38603704824517,u
2021-05-13 23:59:59,31.227580274038964,c
2021-05-14 00:00:00,47.936669517090166,
2021-05-14 10:00:00,64.16036132680779,
2021-05-14 10:30:00,62.73268473789137,
2021-05-14 12:00:00,59.67134295300089,
2021-05-14 13:30:00,66.03493326294992,
2021-05-14 15:00:00,64.90054096844108,
2021-05-14 15:30:30,64.90054096844108,
2021-05-14 23:59:59,61.51550207146004,w
