date,DJSECT_2021_Q1,meta
2021-02-19 00:00:00,294.1504066096213,
2021-02-19 10:00:00,277.1286407470959,
2021-02-19 10:30:00,283.7576900563233,
2021-02-19 12:00:00,288.54411124509807,
2021-02-19 13:30:00,280.34721233238804,
2021-02-19 15:00:00,277.5495274428048,
2021-02-19 15:30:30,277.5495274428048,
2021-02-19 23:59:59,278.14125771223576,w
2021-02-22 00:00:00,284.0074896401611,
2021-02-22 10:00:00,259.2248209246385,
2021-02-22 10:30:00,259.4739682447174,
2021-02-22 12:00:00,240.24709333393798,
2021-02-22 13:30:00,241.98181609462063,
2021-02-22 15:00:00,233.52130882853123,
2021-02-22 15:30:30,233.52130882853123,
2021-02-22 23:59:59,220.25377632243203,c
2021-02-23 00:00:00,189.43342803003043,
2021-02-23 10:00:00,148.6315526872114,
2021-02-23 10:30:00,185.43019905412962,
2021-02-23 12:00:00,171.01098692243147,
2021-02-23 13:30:00,174.48839700494443,
2021-02-23 15:00:00,170.55379352373097,
2021-02-23 15:30:30,170.55379352373097,
2021-02-23 23:59:59,181.60295362602085,c
2021-02-24 00:00:00,184.13089980974883,
2021-02-24 10:00:00,181.1770823736921,
2021-02-24 10:30:00,172.72071467754836,
2021-02-24 12:00:00,181.21680708021336,
2021-02-24 13:30:00,195.97689465703309,
2021-02-24 15:00:00,176.60255938448086,
2021-02-24 15:30:30,176.60255938448086,
2021-02-24 23:59:59,166.1332681629849,c
2021-02-25 00:00:00,162.93428374033488,
2021-02-25 10:00:00,154.01499215775516,
2021-02-25 10:30:00,158.2422585284396,
2021-02-25 12:00:00,149.00605843635503,
2021-02-25 13:30:00,148.83116254701918,
2021-02-25 15:00:00,151.73959363045208,
2021-02-25 15:30:30,151.73959363045208,
2021-02-25 23:59:59,157.80258533547726,c
2021-02-26 00:00:00,156.08020548244974,
2021-02-26 10:00:00,131.850485627152,
2021-02-26 10:30:00,129.22371181579945,
2021-02-26 12:00:00,128.06731573957586,
2021-02-26 13:30:00,134.48136748487934,
2021-02-26 15:00:00,133.0634555309714,
2021-02-26 15:30:30,133.0634555309714,s
2021-02-26 23:59:59,141.2527848712774,w
2021-03-01 00:00:00,140.04175132288913,
2021-03-01 10:00:00,144.59128455367284,
2021-03-01 10:30:00,132.15089354874704,
2021-03-01 12:00:00,125.16091110969671,
2021-03-01 13:30:00,115.77308937398209,
2021-03-01 15:00:00,103.38503077503697,
2021-03-01 15:30:30,103.38503077503697,
2021-03-01 23:59:59,115.00767965581292,c
2021-03-02 00:00:00,133.5365705154776,
2021-03-02 10:00:00,132.22880539436767,
2021-03-02 10:30:00,139.55095303230655,
2021-03-02 12:00:00,126.26698839124106,
2021-03-02 13:30:00,112.21990243041569,
2021-03-02 15:00:00,110.81089451322191,
2021-03-02 15:30:30,110.81089451322191,
2021-03-02 23:59:59,111.78955045650935,c
2021-03-03 00:00:00,131.6509189395324,
2021-03-03 10:00:00,114.50386908535961,
2021-03-03 10:30:00,103.24460563271066,
2021-03-03 12:00:00,85.24246735698284,
2021-03-03 13:30:00,72.67553240077575,
2021-03-03 15:00:00,74.44537168195666,
2021-03-03 15:30:30,74.44537168195666,
2021-03-03 23:59:59,73.13143653441728,c
2021-03-04 00:00:00,69.11326222991318,
2021-03-04 10:00:00,9.06470141823445,
2021-03-04 10:30:00,33.83006215173316,
2021-03-04 12:00:00,30.80930447790911,
2021-03-04 13:30:00,15.703816114293886,
2021-03-04 15:00:00,8.820623945595003,
2021-03-04 15:30:30,8.820623945595003,
2021-03-04 23:59:59,15.799586459523994,c
2021-03-05 00:00:00,-2.1838605268251285,
2021-03-05 10:00:00,-50.06831994764116,
2021-03-05 10:30:00,-86.74480849852125,
2021-03-05 12:00:00,-92.14836749058486,
2021-03-05 13:30:00,-75.14240001696498,
2021-03-05 15:00:00,-106.24920211217295,
2021-03-05 15:30:30,-106.24920211217295,
2021-03-05 23:59:59,-113.601745597638,w
2021-03-08 00:00:00,-110.9599617552733,
2021-03-08 10:00:00,-107.31030316237207,
2021-03-08 10:30:00,-114.14816874632606,
2021-03-08 12:00:00,-118.04186795821465,
2021-03-08 13:30:00,-141.46231355159694,
2021-03-08 15:00:00,-143.30505444496362,
2021-03-08 15:30:30,-143.30505444496362,
2021-03-08 23:59:59,-156.70863722966578,c
2021-03-09 00:00:00,-135.74691069661822,
2021-03-09 10:00:00,-124.96708063943174,
2021-03-09 10:30:00,-112.55141566248426,
2021-03-09 12:00:00,-80.3690286531023,
2021-03-09 13:30:00,-63.990900123298616,
2021-03-09 15:00:00,-49.82648415825179,
2021-03-09 15:30:30,-49.82648415825179,
2021-03-09 23:59:59,-48.6337520142572,c
2021-03-10 00:00:00,-27.229804679943754,
2021-03-10 10:00:00,-22.772820672936177,
2021-03-10 10:30:00,-41.25565301188635,
2021-03-10 12:00:00,-60.800836241401385,
2021-03-10 13:30:00,-62.05398482319106,
2021-03-10 15:00:00,-66.89237793496864,
2021-03-10 15:30:30,-66.89237793496864,
2021-03-10 23:59:59,-62.78169208571421,c
2021-03-11 00:00:00,-36.73481196250691,
2021-03-11 10:00:00,-13.811954386903608,
2021-03-11 10:30:00,-28.30972508592663,
2021-03-11 12:00:00,-8.10705206551711,
2021-03-11 13:30:00,-6.751859940698978,
2021-03-11 15:00:00,-13.612284391696676,
2021-03-11 15:30:30,-13.612284391696676,
2021-03-11 23:59:59,-7.022465459898967,c
2021-03-12 00:00:00,-21.612370086773353,
2021-03-12 10:00:00,-13.85209298521113,
2021-03-12 10:30:00,-23.0975174677651,
2021-03-12 12:00:00,4.962558096298949,
2021-03-12 13:30:00,15.747920525446716,
2021-03-12 15:00:00,17.891295526409976,
2021-03-12 15:30:30,17.891295526409976,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,20.00409642545901,
2021-03-15 10:00:00,67.52338888114298,
2021-03-15 10:30:00,59.578473107647824,
2021-03-15 12:00:00,59.50627283727772,
2021-03-15 13:30:00,51.54649789649784,
2021-03-15 15:00:00,45.398989866314764,
2021-03-15 15:30:30,45.398989866314764,
2021-03-15 23:59:59,17.68808285570492,c
2021-03-16 00:00:00,29.01653212866006,
2021-03-16 10:00:00,13.14752207171557,
2021-03-16 10:30:00,27.83682856681844,
2021-03-16 12:00:00,35.3088227765445,
2021-03-16 13:30:00,20.67236721584129,
2021-03-16 15:00:00,-6.531351735093949,
2021-03-16 15:30:30,-6.531351735093949,
2021-03-16 23:59:59,1.1151376352105444,c
2021-03-17 00:00:00,-30.372442032640038,
2021-03-17 10:00:00,14.844421283755878,
2021-03-17 10:30:00,17.126708587819166,
2021-03-17 12:00:00,0.395207902473544,
2021-03-17 13:30:00,4.640068547470719,
2021-03-17 15:00:00,21.21897187766342,
2021-03-17 15:30:30,21.21897187766342,
2021-03-17 23:59:59,18.79673270234457,c
2021-03-18 00:00:00,10.388381457010041,
