date,EU_FTSE_DM_SC_2022_Q3,meta
2022-07-08 00:00:00,-985.0461203393502,
2022-07-08 03:30:00,-1138.6170693251283,
2022-07-08 04:00:00,-1104.2876589148284,
2022-07-08 06:00:00,-1072.2491391723415,
2022-07-08 08:00:00,-1101.1825635863206,
2022-07-08 10:30:00,-1033.4244016141704,
2022-07-08 11:00:00,-1067.8619037309434,
2022-07-08 23:59:59,-1057.3457066208018,w
2022-07-11 00:00:00,-1031.0942202642982,
2022-07-11 03:30:00,-1093.50558861538,
2022-07-11 04:00:00,-1041.9840036631967,
2022-07-11 06:00:00,-1035.0754598523906,
2022-07-11 08:00:00,-1036.784092707636,
2022-07-11 10:30:00,-1039.5359818878621,
2022-07-11 11:00:00,-1044.526853393303,
2022-07-11 23:59:59,-1046.6304544536342,c
2022-07-12 00:00:00,-916.8378854419784,
2022-07-12 03:30:00,-733.4940611966983,
2022-07-12 04:00:00,-624.466595640892,
2022-07-12 06:00:00,-622.8455041302958,
2022-07-12 08:00:00,-616.2575063327043,
2022-07-12 10:30:00,-535.5241363507495,
2022-07-12 11:00:00,-509.437605803751,
2022-07-12 23:59:59,-487.4578755276497,c
2022-07-13 00:00:00,-351.9441629110668,
2022-07-13 03:30:00,-321.20971321296514,
2022-07-13 04:00:00,-274.3809610352798,
2022-07-13 06:00:00,-215.96165185561057,
2022-07-13 08:00:00,-235.58969062499483,
2022-07-13 10:30:00,-226.6294403248845,
2022-07-13 11:00:00,-237.184188284456,
2022-07-13 23:59:59,-231.58212250749392,c
2022-07-14 00:00:00,-214.62916837786335,
2022-07-14 03:30:00,-241.8342484766562,
2022-07-14 04:00:00,-238.80912519347865,
2022-07-14 06:00:00,-251.32003365991696,
2022-07-14 08:00:00,-244.59656492315014,
2022-07-14 10:30:00,-248.30834894373646,
2022-07-14 11:00:00,-257.38367536305765,
2022-07-14 23:59:59,-248.74508653063478,c
2022-07-15 00:00:00,-169.28447420013975,
2022-07-15 03:30:00,-197.07001616924344,
2022-07-15 04:00:00,-178.6461770087254,
2022-07-15 06:00:00,-170.9705083366505,
2022-07-15 08:00:00,-149.11147564959154,
2022-07-15 10:30:00,-170.43390150924247,
2022-07-15 11:00:00,-172.79631612187916,
2022-07-15 23:59:59,-158.4249260634364,w
2022-07-18 00:00:00,-161.16249176191585,
2022-07-18 03:30:00,-146.29783368736975,
2022-07-18 04:00:00,-145.6953155303331,
2022-07-18 06:00:00,-133.3639125497128,
2022-07-18 08:00:00,-97.60335272128154,
2022-07-18 10:30:00,-58.802061533751186,
2022-07-18 11:00:00,-60.29701291939618,
2022-07-18 23:59:59,-50.504607496249534,c
2022-07-19 00:00:00,-45.21096257463445,
2022-07-19 03:30:00,-55.124898956620186,
2022-07-19 04:00:00,-69.66725759614351,
2022-07-19 06:00:00,-55.7350542129476,
2022-07-19 08:00:00,-58.35615624966229,
2022-07-19 10:30:00,-104.85029243123327,
2022-07-19 11:00:00,-109.52117962801765,
2022-07-19 23:59:59,-117.54518474230399,c
2022-07-20 00:00:00,-136.65152102456025,
2022-07-20 03:30:00,-139.96845447481493,
2022-07-20 04:00:00,-141.04499573242424,
2022-07-20 06:00:00,-162.22327703857295,
2022-07-20 08:00:00,-142.19015057952623,
2022-07-20 10:30:00,-153.21384103159176,
2022-07-20 11:00:00,-161.53952101966826,
2022-07-20 23:59:59,-162.16560963647248,c
2022-07-21 00:00:00,-125.57585549965745,
2022-07-21 03:30:00,-179.5646049843041,
2022-07-21 04:00:00,-164.42464166589295,
2022-07-21 06:00:00,-134.6122129458793,
2022-07-21 08:00:00,-128.5092723700426,
2022-07-21 10:30:00,-137.32927612641578,
2022-07-21 11:00:00,-133.63615193111383,
2022-07-21 23:59:59,-139.1496484727306,c
2022-07-22 00:00:00,-129.3354759849149,
2022-07-22 03:30:00,-133.24680442508523,
2022-07-22 04:00:00,-122.64295623919296,
2022-07-22 06:00:00,-93.9302616372266,
2022-07-22 08:00:00,-93.42492147459609,
