date,HDV_HEDGED_2021_Q4,meta
2021-11-12 00:00:00,-260.45466940733525,
2021-11-12 10:00:00,-271.2184168567909,
2021-11-12 10:30:00,-270.7347312894832,
2021-11-12 12:00:00,-282.00825141594885,
2021-11-12 13:30:00,-291.7278535383956,
2021-11-12 15:00:00,-281.7521151363768,
2021-11-12 15:30:30,-281.7521151363768,
2021-11-12 23:59:59,-287.0606298244346,w
2021-11-15 00:00:00,-289.65054475383283,
2021-11-15 10:00:00,-286.0374204608464,
2021-11-15 10:30:00,-281.7510847269367,
2021-11-15 12:00:00,-257.7700692682091,
2021-11-15 13:30:00,-265.77536433787384,
2021-11-15 15:00:00,-259.4152069442147,
2021-11-15 15:30:30,-259.4152069442147,
2021-11-15 23:59:59,-264.33828043663505,c
2021-11-16 00:00:00,-266.6540881188354,
2021-11-16 10:00:00,-281.0921897415907,
2021-11-16 10:30:00,-288.708984807644,
2021-11-16 12:00:00,-295.21794791402806,
2021-11-16 13:30:00,-292.5109265784166,
2021-11-16 15:00:00,-272.0312681258903,
2021-11-16 15:30:30,-272.0312681258903,
2021-11-16 23:59:59,-273.3835036218428,c
2021-11-17 00:00:00,-255.48771429756027,
2021-11-17 10:00:00,-253.30704981539282,
2021-11-17 10:30:00,-238.9759721633294,
2021-11-17 12:00:00,-238.54269358309182,
2021-11-17 13:30:00,-239.9497531257881,
2021-11-17 15:00:00,-236.15966112000353,
2021-11-17 15:30:30,-236.15966112000353,
2021-11-17 23:59:59,-234.45875112328406,c
2021-11-18 00:00:00,-234.28657136516665,
2021-11-18 10:00:00,-205.93726396120098,
2021-11-18 10:30:00,-215.6669773037862,
2021-11-18 12:00:00,-215.95933817707407,
2021-11-18 13:30:00,-205.86289854605786,
2021-11-18 15:00:00,-208.68291809216464,
2021-11-18 15:30:30,-208.68291809216464,
2021-11-18 23:59:59,-202.98924591154434,c
2021-11-19 00:00:00,-190.80856577112775,
2021-11-19 10:00:00,-167.5795178490854,
2021-11-19 10:30:00,-192.22315186323283,
2021-11-19 12:00:00,-176.01519024345828,
2021-11-19 13:30:00,-169.74309485375477,
2021-11-19 15:00:00,-176.14038422744204,
2021-11-19 15:30:30,-176.14038422744204,
2021-11-19 23:59:59,-204.1422732639461,w
2021-11-22 00:00:00,-202.73401676957008,
2021-11-22 10:00:00,-203.03175169675808,
2021-11-22 10:30:00,-199.93304577934134,
2021-11-22 12:00:00,-258.60459139278885,
2021-11-22 13:30:00,-255.6500638082656,
2021-11-22 15:00:00,-252.05721921412248,
2021-11-22 15:30:30,-252.05721921412248,u
2021-11-22 23:59:59,-249.7807352126905,c
2021-11-23 00:00:00,-266.8888625594851,
2021-11-23 10:00:00,-280.53877625253597,
2021-11-23 10:30:00,-278.23571988008086,
2021-11-23 12:00:00,-279.1864364676818,
2021-11-23 13:30:00,-289.3672207164176,
2021-11-23 15:00:00,-263.56675567449054,
2021-11-23 15:30:30,-263.56675567449054,
2021-11-23 23:59:59,-266.4178222378704,c
2021-11-24 00:00:00,-251.12329735685773,
2021-11-24 10:00:00,-246.7751122474025,
2021-11-24 10:30:00,-220.02206291618916,
2021-11-24 12:00:00,-227.92080252548328,
2021-11-24 13:30:00,-229.37013996675944,
2021-11-24 15:00:00,-231.61319238377143,
2021-11-24 15:30:30,-231.61319238377143,
2021-11-24 23:59:59,-227.55794284355022,c
2021-11-25 00:00:00,-227.55794284355022,
2021-11-25 10:00:00,-227.55794284355022,
2021-11-25 10:30:00,-227.55794284355022,
2021-11-25 12:00:00,-227.55794284355022,
2021-11-25 13:30:00,-227.55794284355022,
2021-11-25 15:00:00,-227.55794284355022,
2021-11-25 15:30:30,-227.55794284355022,
2021-11-25 23:59:59,-227.55794284355022,c
2021-11-26 00:00:00,-103.65432115023293,
2021-11-26 10:00:00,-88.15927324500637,
2021-11-26 10:30:00,-63.37196152979038,
2021-11-26 12:00:00,-84.0652097001788,
2021-11-26 13:30:00,-84.0652097001788,
2021-11-26 15:00:00,-84.0652097001788,
2021-11-26 15:30:30,-84.0652097001788,
2021-11-26 23:59:59,-82.88702301891055,w
2021-11-29 00:00:00,-56.558542522169205,
2021-11-29 10:00:00,-59.96900222399074,
2021-11-29 10:30:00,-71.19286415218096,
2021-11-29 12:00:00,-86.46126494335851,
2021-11-29 13:30:00,-96.5160078343257,
2021-11-29 15:00:00,-105.89189391182856,
2021-11-29 15:30:30,-105.89189391182856,
2021-11-29 23:59:59,-128.521929613103,c
2021-11-30 00:00:00,-105.81762100578578,
2021-11-30 10:00:00,-32.9187641952318,
2021-11-30 10:30:00,-13.489917772712829,
2021-11-30 12:00:00,33.63441485842418,
2021-11-30 13:30:00,52.80266614439961,
2021-11-30 15:00:00,24.16057051712346,
2021-11-30 15:30:30,24.16057051712346,s
2021-11-30 23:59:59,37.7916358410763,c
2021-12-01 00:00:00,-9.011964591427159,
2021-12-01 10:00:00,44.399623803062354,
2021-12-01 10:30:00,29.989286640281534,
2021-12-01 12:00:00,72.26629058339677,
2021-12-01 13:30:00,91.30993370271233,
2021-12-01 15:00:00,114.76095635521949,
2021-12-01 15:30:30,114.76095635521949,
2021-12-01 23:59:59,121.68617376378097,c
2021-12-02 00:00:00,94.50386237502175,
2021-12-02 10:00:00,81.74443961626548,
2021-12-02 10:30:00,70.63117771637724,
2021-12-02 12:00:00,11.280835406090887,
2021-12-02 13:30:00,-4.00429514685095,
2021-12-02 15:00:00,-12.073830771933444,
2021-12-02 15:30:30,-12.073830771933444,
2021-12-02 23:59:59,-11.47622421219694,c
2021-12-03 00:00:00,7.475483538323374,
2021-12-03 10:00:00,-3.6369888917644175,
2021-12-03 10:30:00,-2.183535990986911,
2021-12-03 12:00:00,-31.822663774162947,
2021-12-03 13:30:00,-9.860988883568552,
2021-12-03 15:00:00,11.525966690653377,
2021-12-03 15:30:30,11.525966690653377,
2021-12-03 23:59:59,0.77271181178196,w
2021-12-06 00:00:00,-46.8566463256833,
2021-12-06 10:00:00,-100.12492936092178,
2021-12-06 10:30:00,-97.35647256050868,
2021-12-06 12:00:00,-71.21203712386671,
2021-12-06 13:30:00,-79.16721783928745,
2021-12-06 15:00:00,-72.23233968138209,
2021-12-06 15:30:30,-72.23233968138209,
2021-12-06 23:59:59,-79.24922482878867,c
2021-12-07 00:00:00,-84.11523816961846,
2021-12-07 10:00:00,-73.44440330474174,
2021-12-07 10:30:00,-27.150363717654045,
2021-12-07 12:00:00,-48.98099689839057,
2021-12-07 13:30:00,-49.80531864783677,
2021-12-07 15:00:00,-61.52320153258427,
2021-12-07 15:30:30,-61.52320153258427,
2021-12-07 23:59:59,-52.20562417226017,c
2021-12-08 00:00:00,-22.33542040734676,
2021-12-08 10:00:00,-101.67287984290954,
2021-12-08 10:30:00,-86.53086420753596,
2021-12-08 12:00:00,-85.49403596289301,
2021-12-08 13:30:00,-89.64790477300573,
2021-12-08 15:00:00,-85.91357178247324,
2021-12-08 15:30:30,-85.91357178247324,
2021-12-08 23:59:59,-96.35290663622334,c
2021-12-09 00:00:00,-89.16997101379945,
2021-12-09 10:00:00,-50.40595824283321,
2021-12-09 10:30:00,-30.22190500508293,
2021-12-09 12:00:00,-17.18600711921829,
2021-12-09 13:30:00,-22.90656672982243,
2021-12-09 15:00:00,-38.45803792927302,
2021-12-09 15:30:30,-38.45803792927302,
2021-12-09 23:59:59,-54.61695211431913,c
2021-12-10 00:00:00,-82.3803560121695,
2021-12-10 10:00:00,-35.66587240920205,
2021-12-10 10:30:00,-33.67451061897236,
2021-12-10 12:00:00,-14.389712108506274,
2021-12-10 13:30:00,-9.048032033560617,
2021-12-10 15:00:00,-0.1961431724545264,
2021-12-10 15:30:30,-0.1961431724545264,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,41.701076849561446,
2021-12-13 10:00:00,141.049448443575,
2021-12-13 10:30:00,148.52505361362557,
2021-12-13 12:00:00,134.84393167171015,
