date,CRSP_MICRO_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,-162.39438580580918,
2021-04-23 10:00:00,-213.5333018932397,
2021-04-23 10:30:00,-227.54459020953618,
2021-04-23 12:00:00,-215.0448585287195,
2021-04-23 13:30:00,-218.25289557791712,
2021-04-23 15:00:00,-241.75052436608985,
2021-04-23 15:30:30,-241.75052436608985,
2021-04-23 23:59:59,-225.24854254662932,w
2021-04-26 00:00:00,-255.24330764183742,
2021-04-26 10:00:00,-281.8477785858113,
2021-04-26 10:30:00,-302.0693861018244,
2021-04-26 12:00:00,-338.22681526674387,
2021-04-26 13:30:00,-324.3059149958208,
2021-04-26 15:00:00,-341.8638827934383,
2021-04-26 15:30:30,-341.8638827934383,
2021-04-26 23:59:59,-338.9425784169025,c
2021-04-27 00:00:00,-358.9428679664534,
2021-04-27 10:00:00,-347.86347863317314,
2021-04-27 10:30:00,-346.71088596045956,
2021-04-27 12:00:00,-360.04314312845327,
2021-04-27 13:30:00,-329.512637825811,
2021-04-27 15:00:00,-305.4402675217798,
2021-04-27 15:30:30,-305.4402675217798,
2021-04-27 23:59:59,-338.01719575418883,c
2021-04-28 00:00:00,-315.13971620467964,
2021-04-28 10:00:00,-300.8650733426175,
2021-04-28 10:30:00,-315.7613614740385,
2021-04-28 12:00:00,-319.70847904634047,
2021-04-28 13:30:00,-340.4771446033983,
2021-04-28 15:00:00,-366.1384517448769,
2021-04-28 15:30:30,-366.1384517448769,
2021-04-28 23:59:59,-341.7042631234781,c
2021-04-29 00:00:00,-397.8896995741561,
2021-04-29 10:00:00,-340.9480961905665,
2021-04-29 10:30:00,-301.1115957614584,
2021-04-29 12:00:00,-260.83028516076683,
2021-04-29 13:30:00,-252.67938201193283,
2021-04-29 15:00:00,-286.1584970841968,
2021-04-29 15:30:30,-286.1584970841968,
2021-04-29 23:59:59,-277.92330577554276,c
2021-04-30 00:00:00,-204.51285614527842,
2021-04-30 10:00:00,-270.8987817958714,
2021-04-30 10:30:00,-275.7337455364177,
2021-04-30 12:00:00,-229.78286260090408,
2021-04-30 13:30:00,-227.76681696461583,
2021-04-30 15:00:00,-181.92391390485773,
2021-04-30 15:30:30,-181.92391390485773,
2021-04-30 23:59:59,-180.78915595429953,w
2021-05-03 00:00:00,-251.12513003560525,
2021-05-03 10:00:00,-220.50494365957456,
2021-05-03 10:30:00,-203.32559735164614,
2021-05-03 12:00:00,-199.8936429948826,
2021-05-03 13:30:00,-213.36830493468915,
2021-05-03 15:00:00,-222.32269521512535,
2021-05-03 15:30:30,-222.32269521512535,
2021-05-03 23:59:59,-194.71287569105334,c
2021-05-04 00:00:00,-152.26518401549583,
2021-05-04 10:00:00,-45.65133961173433,
2021-05-04 10:30:00,-102.91873724112611,
2021-05-04 12:00:00,-21.347641453003234,
2021-05-04 13:30:00,-50.61279589849346,
2021-05-04 15:00:00,-38.32961727467864,
2021-05-04 15:30:30,-38.32961727467864,
2021-05-04 23:59:59,-59.57180674453957,c
2021-05-05 00:00:00,-64.78222353356978,
2021-05-05 10:00:00,-70.48021945418532,
2021-05-05 10:30:00,-45.22819045394863,
2021-05-05 12:00:00,-87.93907886689612,
2021-05-05 13:30:00,-64.69100592995255,
2021-05-05 15:00:00,-45.42882649259627,
2021-05-05 15:30:30,-45.42882649259627,
2021-05-05 23:59:59,-6.450289446168426,c
2021-05-06 00:00:00,-3.6071258198044234,
2021-05-06 10:00:00,63.03301393246602,
2021-05-06 10:30:00,102.16619675506081,
2021-05-06 12:00:00,54.30824676278371,
2021-05-06 13:30:00,74.02536657101518,
2021-05-06 15:00:00,118.82626092308692,
2021-05-06 15:30:30,118.82626092308692,
2021-05-06 23:59:59,20.743858067606197,c
2021-05-07 00:00:00,-10.726972189468142,
2021-05-07 10:00:00,-29.818540436833246,
2021-05-07 10:30:00,-58.82703739122644,
2021-05-07 12:00:00,-60.145813637664105,
2021-05-07 13:30:00,-64.01130619664946,
2021-05-07 15:00:00,-77.65526226094062,
2021-05-07 15:30:30,-77.65526226094062,
2021-05-07 23:59:59,-79.80162787448717,w
2021-05-10 00:00:00,-53.36760652613793,
2021-05-10 10:00:00,13.169123968064014,
2021-05-10 10:30:00,18.962661056962133,
2021-05-10 12:00:00,-3.392853867737358,
2021-05-10 13:30:00,18.330564048480483,
2021-05-10 15:00:00,87.51670260814808,
2021-05-10 15:30:30,87.51670260814808,
2021-05-10 23:59:59,126.49102780639623,c
2021-05-11 00:00:00,291.7178618407852,
2021-05-11 10:00:00,108.40969134966235,
2021-05-11 10:30:00,219.2006410130498,
2021-05-11 12:00:00,123.87666712389728,
2021-05-11 13:30:00,96.35287664166117,
2021-05-11 15:00:00,101.98956708871265,
2021-05-11 15:30:30,101.98956708871265,
2021-05-11 23:59:59,115.14842061789295,c
2021-05-12 00:00:00,175.6025038085054,
2021-05-12 10:00:00,159.2859930532677,
2021-05-12 10:30:00,165.63148084463774,
2021-05-12 12:00:00,150.54337924801803,
2021-05-12 13:30:00,148.66231976967174,
2021-05-12 15:00:00,204.2583163682184,
2021-05-12 15:30:30,204.2583163682184,
2021-05-12 23:59:59,274.0614591071753,c
2021-05-13 00:00:00,224.58389317168348,
2021-05-13 10:00:00,140.40901640563789,
2021-05-13 10:30:00,164.37424876894875,
2021-05-13 12:00:00,268.0948823088702,
2021-05-13 13:30:00,284.2152312275239,
2021-05-13 15:00:00,239.47849278810554,
2021-05-13 15:30:30,239.47849278810554,u
2021-05-13 23:59:59,212.85998617226323,c
2021-05-14 00:00:00,147.21623064979576,
2021-05-14 10:00:00,133.36585778450717,
2021-05-14 10:30:00,88.42677033136533,
2021-05-14 12:00:00,78.25275971559131,
2021-05-14 13:30:00,54.25209392699253,
2021-05-14 15:00:00,13.05103738807702,
2021-05-14 15:30:30,13.05103738807702,
2021-05-14 23:59:59,34.8474070818429,w
2021-05-17 00:00:00,83.41826009497527,
2021-05-17 10:00:00,106.85883021311292,
2021-05-17 10:30:00,97.13503154728278,
2021-05-17 12:00:00,92.7425702156952,
2021-05-17 13:30:00,77.0637692420596,
2021-05-17 15:00:00,64.11891082032434,
2021-05-17 15:30:30,64.11891082032434,
2021-05-17 23:59:59,33.95045390062842,c
2021-05-18 00:00:00,28.337668041535835,
2021-05-18 10:00:00,-3.048443521507579,
2021-05-18 10:30:00,-26.114113060723867,
2021-05-18 12:00:00,-19.40651747116499,
2021-05-18 13:30:00,-21.135749776746707,
2021-05-18 15:00:00,35.407262225714476,
2021-05-18 15:30:30,35.407262225714476,
2021-05-18 23:59:59,81.32353448530102,c
2021-05-19 00:00:00,183.3278324575067,
2021-05-19 10:00:00,192.33753161687127,
2021-05-19 10:30:00,164.99916932848464,
2021-05-19 12:00:00,166.59805720562326,
