date,EU_MSCI_DM_AD_2021_Q4,meta
2021-10-26 00:00:00,-236.32623618776233,
2021-10-26 03:30:00,-237.4481814020528,
2021-10-26 04:00:00,-210.52958939898872,
2021-10-26 06:00:00,-203.8060221950218,
2021-10-26 08:00:00,-192.48551662623504,
2021-10-26 10:30:00,-193.43320860909444,
2021-10-26 11:00:00,-198.19378630392112,
2021-10-26 23:59:59,-208.6045647034107,c
2021-10-27 00:00:00,-223.21728104814792,
2021-10-27 03:30:00,-182.78153985218069,
2021-10-27 04:00:00,-201.80437298809466,
2021-10-27 06:00:00,-250.4835510350822,
2021-10-27 08:00:00,-213.23414545592277,
2021-10-27 10:30:00,-209.93063397428887,
2021-10-27 11:00:00,-209.9825495924606,
2021-10-27 23:59:59,-213.99188086173217,c
2021-10-28 00:00:00,-250.788762589792,
2021-10-28 03:30:00,-237.2548108762303,
2021-10-28 04:00:00,-216.51568098449843,
2021-10-28 06:00:00,-220.38220987791738,
2021-10-28 08:00:00,-265.32552700512224,
2021-10-28 10:30:00,-218.31514824330407,
2021-10-28 11:00:00,-207.73592751776778,
2021-10-28 23:59:59,-259.0322552083617,c
2021-10-29 00:00:00,-259.0322552083617,
2021-10-29 03:30:00,-202.7398969561118,
2021-10-29 04:00:00,-212.7521524462827,
2021-10-29 06:00:00,-248.01062089294828,
2021-10-29 08:00:00,-264.87567402914465,
2021-10-29 10:30:00,-317.31772287554486,
2021-10-29 11:00:00,-318.36453356074526,
2021-10-29 23:59:59,-258.7428023149305,w
2021-11-01 00:00:00,-231.73303796578875,
2021-11-01 03:30:00,-231.73303796578875,
2021-11-01 04:00:00,-231.73303796578875,
2021-11-01 06:00:00,-118.02780078461637,
2021-11-01 08:00:00,-64.32882874899224,
2021-11-01 10:30:00,-70.05298251755175,
2021-11-01 11:00:00,-66.9186056560684,
2021-11-01 23:59:59,-89.30418996667504,c
2021-11-02 00:00:00,-85.69358828132317,
2021-11-02 03:30:00,-85.69358828132317,
2021-11-02 04:00:00,-85.69358828132317,
2021-11-02 06:00:00,-117.01691020720864,
2021-11-02 08:00:00,-100.37586397035011,
2021-11-02 10:30:00,-84.76678838026692,
2021-11-02 11:00:00,-70.71934979285379,
2021-11-02 23:59:59,-29.614546583115043,c
2021-11-03 00:00:00,-32.340440879093876,
2021-11-03 03:30:00,-32.340440879093876,
2021-11-03 04:00:00,-32.340440879093876,
2021-11-03 06:00:00,55.214385651924204,
2021-11-03 08:00:00,24.84294811808286,
2021-11-03 10:30:00,17.502024528759648,
2021-11-03 11:00:00,28.07221541355375,
2021-11-03 23:59:59,20.19468832847906,c
2021-11-04 00:00:00,62.04887316940312,
2021-11-04 03:30:00,62.04887316940312,
2021-11-04 04:00:00,62.04887316940312,
2021-11-04 06:00:00,137.85780710132713,
2021-11-04 08:00:00,114.69239521879445,
2021-11-04 10:30:00,104.21266288704555,
2021-11-04 11:00:00,111.04240066600505,
2021-11-04 23:59:59,142.28782590079754,c
2021-11-05 00:00:00,123.08037595274891,
2021-11-05 03:30:00,123.08037595274891,
2021-11-05 04:00:00,123.08037595274891,
2021-11-05 06:00:00,191.97492329442048,
2021-11-05 08:00:00,81.86557050746524,
2021-11-05 10:30:00,121.1043207411767,
2021-11-05 11:00:00,128.91366477108204,
2021-11-05 23:59:59,147.44245391088316,w
2021-11-08 00:00:00,116.30991107457248,
2021-11-08 03:30:00,148.61879576050524,
2021-11-08 04:00:00,189.75106534325914,
2021-11-08 06:00:00,173.75790237751426,
2021-11-08 08:00:00,204.82461278158826,
2021-11-08 10:30:00,242.95547630130022,
2021-11-08 11:00:00,267.1605954235647,
2021-11-08 23:59:59,260.16826118200333,c
2021-11-09 00:00:00,251.58225609429337,
2021-11-09 03:30:00,266.31049070877,
2021-11-09 04:00:00,240.56071977467673,
2021-11-09 06:00:00,292.66364460320983,
2021-11-09 08:00:00,285.6997944648947,
2021-11-09 10:30:00,194.12141278662148,
2021-11-09 11:00:00,202.3306212574371,
2021-11-09 23:59:59,203.1252967646642,c
2021-11-10 00:00:00,211.98482571989643,
2021-11-10 03:30:00,228.1127529165351,
2021-11-10 04:00:00,224.28197512348288,
2021-11-10 06:00:00,176.54075342371652,
2021-11-10 08:00:00,164.93051152289627,
2021-11-10 10:30:00,160.01236711626188,
2021-11-10 11:00:00,157.53045123064112,
2021-11-10 23:59:59,207.61491738887526,c
2021-11-11 00:00:00,-77.97206395012199,
2021-11-11 03:30:00,-27.733638295137098,
2021-11-11 04:00:00,12.95707530913478,
2021-11-11 06:00:00,2.5286159522711387,
2021-11-11 08:00:00,28.83777867641038,
2021-11-11 10:30:00,0.6834711668079763,
2021-11-11 11:00:00,14.711124703326277,
2021-11-11 23:59:59,0.0,a
2021-11-12 00:00:00,372.71735386289583,
2021-11-12 03:30:00,384.7247792667613,
2021-11-12 04:00:00,396.228926753799,
2021-11-12 06:00:00,331.4554122608042,
2021-11-12 08:00:00,384.2352803563199,
2021-11-12 10:30:00,361.9316083756785,
2021-11-12 11:00:00,442.8862679442809,
2021-11-12 23:59:59,388.46801321567546,w
2021-11-15 00:00:00,351.1422225275046,
2021-11-15 03:30:00,343.2565755702899,
2021-11-15 04:00:00,384.9361082174937,
2021-11-15 06:00:00,361.3306129071216,
2021-11-15 08:00:00,351.2422006437846,
2021-11-15 10:30:00,362.4683191924223,
2021-11-15 11:00:00,397.9839018506009,
2021-11-15 23:59:59,398.4533526560963,c
2021-11-16 00:00:00,432.85915189237767,
2021-11-16 03:30:00,336.0389358233151,
2021-11-16 04:00:00,367.8968038699286,
2021-11-16 06:00:00,389.6542027197638,
2021-11-16 08:00:00,392.7106302157572,
2021-11-16 10:30:00,334.9778563643631,
2021-11-16 11:00:00,340.8291100356528,
2021-11-16 23:59:59,414.3340690639907,c
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
0,414.3340690639907,
2021-11-17 00:00:00,387.66312483267575,
2021-11-17 03:30:00,459.4996786986994,
2021-11-17 04:00:00,464.23579335495833,
2021-11-17 06:00:00,421.1279221128025,
2021-11-17 08:00:00,422.19389898833833,
2021-11-17 10:30:00,469.04036713117875,
2021-11-17 11:00:00,449.3058562674869,
2021-11-17 23:59:59,457.02707939147604,c
2021-11-18 00:00:00,416.2846143237566,
2021-11-18 03:30:00,376.6328831622086,
2021-11-18 04:00:00,369.71409780674094,
2021-11-18 06:00:00,301.6704980033619,
2021-11-18 08:00:00,302.8892669503266,
2021-11-18 10:30:00,244.59738959818606,
2021-11-18 11:00:00,262.9382375753303,
2021-11-18 23:59:59,323.6239763289477,c
2021-11-19 00:00:00,366.131607605902,
2021-11-19 03:30:00,365.2242339365548,
2021-11-19 04:00:00,381.9050832693438,
2021-11-19 06:00:00,204.67900036099672,
2021-11-19 08:00:00,96.1240107010708,
2021-11-19 10:30:00,127.34966919145063,
2021-11-19 11:00:00,162.5706142682684,
2021-11-19 23:59:59,228.817463558893,w
2021-11-22 00:00:00,-124.14511823198518,
2021-11-22 03:30:00,46.337875705965416,
2021-11-22 04:00:00,-5.860226513405905,
2021-11-22 06:00:00,-75.0576553057117,
2021-11-22 08:00:00,-119.32284123203317,
2021-11-22 10:30:00,-146.4996376267518,
2021-11-22 11:00:00,-154.61315858722628,
2021-11-22 23:59:59,-148.0620402840068,c
2021-11-23 00:00:00,-203.9980325705037,
2021-11-23 03:30:00,-351.3119090381415,
2021-11-23 04:00:00,-320.34755960945404,
2021-11-23 06:00:00,-176.83478231513982,
2021-11-23 08:00:00,-215.22911490509978,
2021-11-23 10:30:00,-179.4666831647246,
2021-11-23 11:00:00,-174.95982776568326,
2021-11-23 23:59:59,-117.87402213665882,c
2021-11-24 00:00:00,-200.58330308660607,
2021-11-24 03:30:00,-181.77709426136244,
2021-11-24 04:00:00,-184.1602232809155,
2021-11-24 06:00:00,-334.8707223697111,
2021-11-24 08:00:00,-313.57976126352605,
2021-11-24 10:30:00,-356.8090045860081,
2021-11-24 11:00:00,-333.7765871424899,
2021-11-24 23:59:59,-236.13938096156562,c
2021-11-25 00:00:00,-170.31856837587566,
2021-11-25 03:30:00,-190.0112216435773,
2021-11-25 04:00:00,-130.29711614227836,
2021-11-25 06:00:00,-196.49613185298222,
2021-11-25 08:00:00,-113.67051890196126,
2021-11-25 10:30:00,-57.90840880518135,
2021-11-25 11:00:00,-62.04079763019399,
2021-11-25 23:59:59,-95.66358303957804,c
2021-11-26 00:00:00,-387.6856788546593,
2021-11-26 03:30:00,-382.52230213099847,
2021-11-26 04:00:00,-389.5488084301569,
2021-11-26 06:00:00,-317.21151447023203,
2021-11-26 08:00:00,-263.17917571927865,
2021-11-26 10:30:00,-329.5472724887368,
2021-11-26 11:00:00,-329.21182222036714,
2021-11-26 23:59:59,-396.71819955959563,w
2021-11-29 00:00:00,-258.02176464859895,
2021-11-29 03:30:00,-193.4906772933682,
2021-11-29 04:00:00,-293.0814180890138,
2021-11-29 06:00:00,-155.25993903254857,
2021-11-29 08:00:00,-142.94179979740238,
2021-11-29 10:30:00,-147.7655442808682,
2021-11-29 11:00:00,-172.99281683606205,
2021-11-29 23:59:59,-231.80870119507836,c
2021-11-30 00:00:00,-297.4418927477782,
2021-11-30 03:30:00,-279.4270726201157,
2021-11-30 04:00:00,-320.6030792440106,
2021-11-30 06:00:00,-397.66533620573864,
2021-11-30 08:00:00,-411.47402987645273,
2021-11-30 10:30:00,-234.66648146754778,
2021-11-30 11:00:00,-299.72553208472436,
2021-11-30 23:59:59,-246.69373798487868,e
2021-12-01 00:00:00,-207.2925800935909,
2021-12-01 03:30:00,-287.01131670432096,
2021-12-01 04:00:00,-276.2792620723785,
2021-12-01 06:00:00,-224.72067114851689,
2021-12-01 08:00:00,-238.4803280272372,
2021-12-01 10:30:00,-238.65507634413916,
2021-12-01 11:00:00,-217.6035805486472,
2021-12-01 23:59:59,-161.55268572079603,c
2021-12-02 00:00:00,-266.00375729748885,
2021-12-02 03:30:00,-192.8493747173061,
2021-12-02 04:00:00,-162.27822924365228,
2021-12-02 06:00:00,-121.09605221245965,
2021-12-02 08:00:00,-160.5493532198252,
2021-12-02 10:30:00,-113.70211630773792,
2021-12-02 11:00:00,-109.23867299234371,
2021-12-02 23:59:59,-138.61881928264575,c
2021-12-03 00:00:00,-84.47846477556777,
2021-12-03 03:30:00,-75.54541130798862,
2021-12-03 04:00:00,-131.39016113838989,
2021-12-03 06:00:00,-93.23873393055328,
2021-12-03 08:00:00,-74.37481879951974,
2021-12-03 10:30:00,-129.0470544823129,
2021-12-03 11:00:00,-144.4148152399357,
2021-12-03 23:59:59,-93.78144825224263,w
2021-12-06 00:00:00,-24.72929817113527,
2021-12-06 03:30:00,7.684569710719188,
2021-12-06 04:00:00,-20.61267873988163,
2021-12-06 06:00:00,-51.41867154168267,
2021-12-06 08:00:00,15.677095983736763,
2021-12-06 10:30:00,64.79673172248567,
2021-12-06 11:00:00,53.91620712155873,
2021-12-06 23:59:59,-6.396618025182761,c
2021-12-07 00:00:00,-6.396618025182761,
2021-12-07 03:30:00,69.35658993368907,
2021-12-07 04:00:00,48.269988255529825,
2021-12-07 06:00:00,105.27434215973244,
2021-12-07 08:00:00,110.5253019901902,
2021-12-07 10:30:00,140.40335569071976,
2021-12-07 11:00:00,177.3937140931448,
2021-12-07 23:59:59,258.8441021307126,c
2021-12-08 00:00:00,227.33683539012873,
2021-12-08 03:30:00,318.90362039919364,
2021-12-08 04:00:00,321.2168668956683,
2021-12-08 06:00:00,246.2512380002472,
2021-12-08 08:00:00,248.07055274255163,
2021-12-08 10:30:00,239.96838635435142,
2021-12-08 11:00:00,240.48149059985099,
2021-12-08 23:59:59,232.73683196714774,c
2021-12-09 00:00:00,251.49899963872303,
2021-12-09 03:30:00,253.94844338505936,
2021-12-09 04:00:00,261.1371857757167,
2021-12-09 06:00:00,198.33143229096913,
2021-12-09 08:00:00,152.39970117133907,
2021-12-09 10:30:00,167.62091844517727,
2021-12-09 11:00:00,166.82003925539902,
2021-12-09 23:59:59,243.34612045012636,c
2021-12-10 00:00:00,181.85905726587407,
2021-12-10 03:30:00,213.19802384740888,
2021-12-10 04:00:00,220.52061552045416,
2021-12-10 06:00:00,192.39338832602334,
2021-12-10 08:00:00,189.5529183167373,
2021-12-10 10:30:00,180.73610396350705,
2021-12-10 11:00:00,169.67838632812982,
2021-12-10 23:59:59,209.51491927922507,w
2021-12-13 00:00:00,206.01402885052266,
2021-12-13 03:30:00,180.42095386925394,
2021-12-13 04:00:00,205.84448083773714,
2021-12-13 06:00:00,226.36018326729481,
2021-12-13 08:00:00,200.7948399646757,
2021-12-13 10:30:00,109.33405519324788,
2021-12-13 11:00:00,113.20873424699494,
2021-12-13 23:59:59,157.08476627013806,c
2021-12-14 00:00:00,182.08007455460847,
2021-12-14 03:30:00,192.84001620671916,
2021-12-14 04:00:00,177.57819500381538,
2021-12-14 06:00:00,144.2184732237065,
2021-12-14 08:00:00,132.02476153461066,
2021-12-14 10:30:00,67.17884400116054,
2021-12-14 11:00:00,26.941751065067365,
2021-12-14 23:59:59,55.78677488434005,c
2021-12-15 00:00:00,36.79135118046361,
2021-12-15 03:30:00,33.696331669523715,
2021-12-15 04:00:00,33.125873650112226,
2021-12-15 06:00:00,-10.144105693963866,
2021-12-15 08:00:00,29.442158387993913,
2021-12-15 10:30:00,-24.367293221049295,
2021-12-15 11:00:00,7.576357470547009,
2021-12-15 23:59:59,49.8826159234477,c
2021-12-16 00:00:00,213.41050910278227,
2021-12-16 03:30:00,158.14844857803928,
2021-12-16 04:00:00,136.15397261400994,
2021-12-16 06:00:00,167.85291212674383,
2021-12-16 08:00:00,189.17490861770784,
2021-12-16 10:30:00,203.07052725943322,
2021-12-16 11:00:00,167.67379504054043,
2021-12-16 23:59:59,141.87172288066995,c
2021-12-17 00:00:00,96.68251851586865,
2021-12-17 03:30:00,116.08144895796886,
2021-12-17 04:00:00,42.56962954907431,
2021-12-17 06:00:00,-15.53510841221214,
2021-12-17 08:00:00,-53.7682625244679,
2021-12-17 10:30:00,-112.06523082784406,
2021-12-17 11:00:00,-75.96114484819645,
2021-12-17 23:59:59,-6.018924581801912,w
2021-12-20 00:00:00,-106.82753524508917,
2021-12-20 03:30:00,-138.40270041103759,
2021-12-20 04:00:00,-134.32336557230792,
2021-12-20 06:00:00,-72.76552608745988,
2021-12-20 08:00:00,-78.66838356242624,
2021-12-20 10:30:00,-85.14635559182534,
2021-12-20 11:00:00,-83.27250435087899,
2021-12-20 23:59:59,-69.23972104027598,c
2021-12-21 00:00:00,45.19697986479241,
2021-12-21 03:30:00,34.72074839820198,
2021-12-21 04:00:00,74.43434262875326,
2021-12-21 06:00:00,17.51112759985972,
2021-12-21 08:00:00,24.180054499636753,
2021-12-21 10:30:00,65.52113679794365,
2021-12-21 11:00:00,78.21570284778772,
2021-12-21 23:59:59,112.75354633973711,c
2021-12-22 00:00:00,188.2145652099871,
2021-12-22 03:30:00,59.199903997508045,
2021-12-22 04:00:00,50.80471106821096,
2021-12-22 06:00:00,13.14540772158216,
2021-12-22 08:00:00,-27.33823894348734,
2021-12-22 10:30:00,-37.3517748643153,
2021-12-22 11:00:00,-7.0803716095852,
2021-12-22 23:59:59,-61.624681794970456,c
2021-12-23 00:00:00,-15.515699409801528,
2021-12-23 03:30:00,-66.33539698012646,
2021-12-23 04:00:00,-37.316127903121924,
2021-12-23 06:00:00,-30.77854901138653,
2021-12-23 08:00:00,-35.576170523036126,
2021-12-23 10:30:00,25.098572121790312,
2021-12-23 11:00:00,48.68355952553429,
2021-12-23 23:59:59,63.251078865706404,c
2021-12-24 00:00:00,63.251078865706404,
2021-12-24 03:30:00,63.251078865706404,
2021-12-24 04:00:00,63.251078865706404,
2021-12-24 06:00:00,63.251078865706404,
2021-12-24 08:00:00,63.251078865706404,
2021-12-24 10:30:00,63.251078865706404,
2021-12-24 11:00:00,63.251078865706404,
2021-12-24 23:59:59,63.251078865706404,w
2021-12-27 00:00:00,62.83120509118453,
2021-12-27 03:30:00,84.22157887847425,
2021-12-27 04:00:00,121.57302323330168,
2021-12-27 06:00:00,149.05669440220754,
2021-12-27 08:00:00,190.5149286389642,
2021-12-27 10:30:00,234.5459486109039,
2021-12-27 11:00:00,226.02754477391045,
2021-12-27 23:59:59,233.36702357236572,c
2021-12-28 00:00:00,235.7465943258967,
2021-12-28 03:30:00,269.69991282766387,
2021-12-28 04:00:00,243.75975012855088,
2021-12-28 06:00:00,274.0158970237835,
2021-12-28 08:00:00,333.4613286411195,
2021-12-28 10:30:00,311.40068916687596,
2021-12-28 11:00:00,340.74901317684544,
2021-12-28 23:59:59,300.16841905331603,c
